office,district,candidate,incumbent,party,votes,pct
State Representative,14 Unexpired Term,John Raney,False,REP,3902,57.93
State Representative,14 Unexpired Term,Bob Yancy,False,REP,2834,42.07
State Representative,14 Unexpired Term,Total,,,6736,
