county,precinct,office,district,party,candidate,votes,early_votes,election_day
Wilbarger,Precinct 1,Registered Voters,,REP,,1365,,
Wilbarger,Precinct 1,Ballots Cast,,,,723,470,253
Wilbarger,Precinct 1,Straight Party,,REP,Republican,255,167,88
Wilbarger,Precinct 1,Straight Party,,REP,Over Votes,0,0,0
Wilbarger,Precinct 1,Straight Party,,REP,Under Votes,364,249,115
Wilbarger,Precinct 1,Straight Party,,DEM,Democratic,97,49,48
Wilbarger,Precinct 1,Straight Party,,LIB,Libertarian,6,4,2
Wilbarger,Precinct 1,Straight Party,,GRN,Green,0,0,0
Wilbarger,Precinct 1,President and Vice President,,REP,Mitt Romney/Paul Ryan,546,360,186
Wilbarger,Precinct 1,President and Vice President,,DEM,Barack Obama/Joe Biden,140,75,65
Wilbarger,Precinct 1,President and Vice President,,LIB,Gary Johnson/Jim Gray,5,4,1
Wilbarger,Precinct 1,President and Vice President,,GRN,Jill Stein/Cheri Honkala,3,3,0
Wilbarger,Precinct 1,United States Senator,,REP,Ted Cruz,505,335,170
Wilbarger,Precinct 1,United States Senator,,DEM,Paul Sadler,154,83,71
Wilbarger,Precinct 1,United States Senator,,LIB,John Jay Myers,8,8,0
Wilbarger,Precinct 1,United States Senator,,GRN,David B. Collins,6,5,1
Wilbarger,Precinct 1,United States Representative,13,REP,Over Votes,0,0,0
Wilbarger,Precinct 1,United States Representative,13,REP,Under Votes,107,68,39
Wilbarger,Precinct 1,United States Representative,13,REP,Mac Thornberry,566,367,199
Wilbarger,Precinct 1,United States Representative,13,LIB,John Robert Deek,39,30,9
Wilbarger,Precinct 1,United States Representative,13,GRN,Keith F. Houston,10,4,6
Wilbarger,Precinct 1,Railroad Commissioner,,REP,Christi Craddick,495,332,163
Wilbarger,Precinct 1,Railroad Commissioner,,DEM,Dale Henry,153,80,73
Wilbarger,Precinct 1,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,9,9,0
Wilbarger,Precinct 1,Railroad Commissioner,,GRN,Chris Kennedy,11,7,4
Wilbarger,Precinct 1,"Railroad Commissioner, Unexpired Term",,REP,Barry Smitherman,507,330,177
Wilbarger,Precinct 1,"Railroad Commissioner, Unexpired Term",,LIB,Jaime O. Perez,52,33,19
Wilbarger,Precinct 1,"Railroad Commissioner, Unexpired Term",,GRN,Josh Wendel,24,18,6
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 2",,REP,Don Willett,530,347,183
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 2",,LIB,RS Roberto Koelsch,54,32,22
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 4",,REP,John Devine,526,347,179
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 4",,LIB,Tom Oxford,48,28,20
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 4",,GRN,Charles E. Waterbury,17,10,7
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 6",,REP,Over Votes,0,0,0
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 6",,REP,Under Votes,54,43,11
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 6",,REP,Nathan Hecht,477,323,154
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 6",,DEM,Michele Petty,162,82,80
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 6",,LIB,Mark Ash,20,16,4
Wilbarger,Precinct 1,"Justice, Supreme Court, Place 6",,GRN,Jim Chisholm,9,5,4
Wilbarger,Precinct 1,"Presiding Judge, Court of Criminal Appeals",,REP,Over Votes,0,0,0
Wilbarger,Precinct 1,"Presiding Judge, Court of Criminal Appeals",,REP,Under Votes,57,44,13
Wilbarger,Precinct 1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,491,328,163
Wilbarger,Precinct 1,"Presiding Judge, Court of Criminal Appeals",,DEM,Keith Hampton,153,85,68
Wilbarger,Precinct 1,"Presiding Judge, Court of Criminal Appeals",,LIB,Lance Stott,21,12,9
Wilbarger,Precinct 1,"Judge, Court of Criminal Appeals Place 7",,REP,Over Votes,0,0,0
Wilbarger,Precinct 1,"Judge, Court of Criminal Appeals Place 7",,REP,Under Votes,140,90,50
Wilbarger,Precinct 1,"Judge, Court of Criminal Appeals Place 7",,REP,Barbara Parker Hervey,513,340,173
Wilbarger,Precinct 1,"Judge, Court of Criminal Appeals Place 7",,LIB,Mark W. Bennett,69,39,30
Wilbarger,Precinct 1,"Judge, Court of Criminal Appeals Place 8",,REP,Over Votes,0,0,0
Wilbarger,Precinct 1,"Judge, Court of Criminal Appeals Place 8",,REP,Under Votes,144,92,52
Wilbarger,Precinct 1,"Judge, Court of Criminal Appeals Place 8",,REP,Elsa Alcala,505,328,177
Wilbarger,Precinct 1,"Judge, Court of Criminal Appeals Place 8",,LIB,"William Bryan Strange, III",73,49,24
Wilbarger,Precinct 1,"Member, State Board of Education",15,REP,Over Votes,0,0,0
Wilbarger,Precinct 1,"Member, State Board of Education",15,REP,Under Votes,72,55,17
Wilbarger,Precinct 1,"Member, State Board of Education",15,REP,Marty Rowley,489,328,161
Wilbarger,Precinct 1,"Member, State Board of Education",15,DEM,Steven D. Schafersman,161,86,75
Wilbarger,Precinct 1,State Senator,28,REP,Over Votes,0,0,0
Wilbarger,Precinct 1,State Senator,28,REP,Under Votes,136,86,50
Wilbarger,Precinct 1,State Senator,28,REP,Robert Duncan,531,349,182
Wilbarger,Precinct 1,State Senator,28,LIB,M.J. (Smitty) Smith,55,34,21
Wilbarger,Precinct 1,State Representative District 68,,REP,Over Votes,0,0,0
Wilbarger,Precinct 1,State Representative District 68,,REP,Under Votes,164,108,56
Wilbarger,Precinct 1,State Representative District 68,,REP,Drew Springer,558,361,197
Wilbarger,Precinct 1,"Justice, 7th Court of Appeals District, Place 2",,REP,Over Votes,0,0,0
Wilbarger,Precinct 1,"Justice, 7th Court of Appeals District, Place 2",,REP,Under Votes,180,119,61
Wilbarger,Precinct 1,"Justice, 7th Court of Appeals District, Place 2",,REP,Mackey K. Hancock,542,350,192
Wilbarger,Precinct 1,"Justice, 7th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0
Wilbarger,Precinct 1,"Justice, 7th Court of Appeals District, Place 3",,REP,Under Votes,175,115,60
Wilbarger,Precinct 1,"Justice, 7th Court of Appeals District, Place 3",,REP,Pat Pirtle,547,354,193
Wilbarger,Precinct 1,"District Attorney, 46th Judicial District",,DEM,Over Votes,0,0,0
Wilbarger,Precinct 1,"District Attorney, 46th Judicial District",,DEM,Under Votes,291,193,98
Wilbarger,Precinct 1,"District Attorney, 46th Judicial District",,DEM,Staley Heatly,431,276,155
Wilbarger,Precinct 1,County Attorney,,REP,Over Votes,0,0,0
Wilbarger,Precinct 1,County Attorney,,REP,Under Votes,156,95,61
Wilbarger,Precinct 1,County Attorney,,REP,"Cornell D. ""Cory"" Curtis",566,374,192
Wilbarger,Precinct 1,Sheriff,,DEM,Over Votes,0,0,0
Wilbarger,Precinct 1,Sheriff,,DEM,Under Votes,291,201,90
Wilbarger,Precinct 1,Sheriff,,DEM,Larry Lee,431,268,163
Wilbarger,Precinct 1,County Tax Assessor-Collector,,DEM,Over Votes,0,0,0
Wilbarger,Precinct 1,County Tax Assessor-Collector,,DEM,Under Votes,278,193,85
Wilbarger,Precinct 1,County Tax Assessor-Collector,,DEM,Chris L. Quisenberry,444,276,168
Wilbarger,Precinct 1,"County Commissioner, Precinct No. 1",,DEM,Over Votes,0,0,0
Wilbarger,Precinct 1,"County Commissioner, Precinct No. 1",,DEM,Under Votes,287,200,87
Wilbarger,Precinct 1,"County Commissioner, Precinct No. 1",,DEM,Richard Jacobs,435,269,166
Wilbarger,Precinct 1,"Constable, Precinct 1",,REP,Over Votes,0,0,0
Wilbarger,Precinct 1,"Constable, Precinct 1",,REP,Under Votes,48,41,7
