county,precinct,office,district,party,candidate,votes,early_voting,election_day
Liberty,1,Registered Voters,,REP,,823,,
Liberty,1,Ballots Cast,,REP,,363,98,252
Liberty,1,Straight Party,,REP,Over Votes,0,0,0
Liberty,1,Straight Party,,REP,Under Votes,0,0,0
Liberty,1,Straight Party,,REP,Republican Party,131,42,82
Liberty,1,Straight Party,,DEM,Democratic Party,33,10,23
Liberty,1,Straight Party,,LIB,Libertarian Party,2,0,2
Liberty,1,Straight Party,,GRN,Green Party,1,0,1
Liberty,1,President and Vice President,,REP,Over Votes,0,0,0
Liberty,1,President and Vice President,,REP,Under Votes,0,0,0
Liberty,1,President and Vice President,,REP,Mitt Romney \ Paul Ryan,279,81,185
Liberty,1,President and Vice President,,DEM,Barack Obama \ Joe Biden,76,17,59
Liberty,1,President and Vice President,,LIB,Gary Johnson \ Jim Gray,2,0,2
Liberty,1,President and Vice President,,GRN,Jill Stein \ Cheri Honkala,4,0,4
Liberty,1,President and Vice President,,,JERRY ROME BASS,0,0,0
Liberty,1,President and Vice President,,,Ron Paul,0,0,0
Liberty,1,President and Vice President,,,ALEX BRADLEY,0,0,0
Liberty,1,President and Vice President,,,JJ WATT,0,0,0
Liberty,1,President and Vice President,,,VIRGIL GOODE,0,0,0
Liberty,1,President and Vice President,,,VIRGIL GOODE/JIM CLYMER,0,0,0
Liberty,1,President and Vice President,,,SAM S BASS JR,0,0,0
Liberty,1,President and Vice President,,,MATTHEW LANDRUM,0,0,0
Liberty,1,President and Vice President,,,RALPH NADER,0,0,0
Liberty,1,President and Vice President,,,WILLIE NELSON,0,0,0
Liberty,1,President and Vice President,,,MICHAEL EUGENE PRESLEY,0,0,0
Liberty,1,President and Vice President,,,JOE WALSH,0,0,0
Liberty,1,President and Vice President,,,Roseanne Barr,0,0,0
Liberty,1,President and Vice President,,,Bill Clinton,0,0,0
Liberty,1,President and Vice President,,,UnCertified,0,0,0
Liberty,1,President and Vice President,,,Ted Nugent,0,0,0
Liberty,1,President and Vice President,,,John Mccain,0,0,0
Liberty,1,President and Vice President,,,James Robert Causey,0,0,0
Liberty,1,President and Vice President,,,LEO SPILLERS JR,0,0,0
Liberty,1,United States Senator,,REP,Over Votes,0,0,0
Liberty,1,United States Senator,,REP,Under Votes,0,0,0
Liberty,1,United States Senator,,REP,Ted Cruz,254,76,165
Liberty,1,United States Senator,,DEM,Paul Sadler,84,15,69
Liberty,1,United States Senator,,LIB,John Jay Myers,8,3,5
Liberty,1,United States Senator,,GRN,David B. Collins,4,1,3
Liberty,1,United States Representative,36,REP,Over Votes,0,0,0
Liberty,1,United States Representative,36,REP,Under Votes,0,0,0
Liberty,1,United States Representative,36,REP,Steve Stockman,252,76,164
Liberty,1,United States Representative,36,DEM,Max Martin,79,17,62
Liberty,1,United States Representative,36,LIB,Michael K. Cole,15,1,13
Liberty,1,Railroad Commissioner,,REP,Over Votes,0,0,0
Liberty,1,Railroad Commissioner,,REP,Under Votes,0,0,0
Liberty,1,Railroad Commissioner,,REP,Christi Craddick,235,70,155
Liberty,1,Railroad Commissioner,,DEM,Dale Henry,88,18,70
Liberty,1,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,6,2,3
Liberty,1,Railroad Commissioner,,GRN,Chris Kennedy,13,2,11
Liberty,1,"Railroad Commissioner, Unexpired Term",,REP,Over Votes,0,0,0
Liberty,1,"Railroad Commissioner, Unexpired Term",,REP,Under Votes,0,0,0
Liberty,1,"Railroad Commissioner, Unexpired Term",,REP,Barry Smitherman,252,74,167
Liberty,1,"Railroad Commissioner, Unexpired Term",,LIB,Jaime O. Perez,36,4,31
Liberty,1,"Railroad Commissioner, Unexpired Term",,GRN,Josh Wendel,19,3,16
Liberty,1,"Justice, Supreme Court, Place 2",,REP,Over Votes,0,0,0
Liberty,1,"Justice, Supreme Court, Place 2",,REP,Under Votes,0,0,0
Liberty,1,"Justice, Supreme Court, Place 2",,REP,Don Willett,264,76,176
Liberty,1,"Justice, Supreme Court, Place 2",,LIB,RS Roberto Koelsch,44,6,38
Liberty,1,"Justice, Supreme Court, Place 4",,REP,Over Votes,0,0,0
Liberty,1,"Justice, Supreme Court, Place 4",,REP,Under Votes,0,0,0
Liberty,1,"Justice, Supreme Court, Place 4",,REP,John Devine,242,70,160
Liberty,1,"Justice, Supreme Court, Place 4",,LIB,Tom Oxford,48,7,41
Liberty,1,"Justice, Supreme Court, Place 4",,GRN,Charles E. Waterbury,20,5,15
Liberty,1,"Justice, Supreme Court, Place 6",,REP,Over Votes,0,0,0
Liberty,1,"Justice, Supreme Court, Place 6",,REP,Under Votes,0,0,0
Liberty,1,"Justice, Supreme Court, Place 6",,REP,Nathan Hecht,219,67,141
Liberty,1,"Justice, Supreme Court, Place 6",,DEM,Michele Petty,98,24,73
Liberty,1,"Justice, Supreme Court, Place 6",,LIB,Mark Ash,15,2,13
Liberty,1,"Justice, Supreme Court, Place 6",,GRN,Jim Chisholm,8,1,7
Liberty,1,"Presiding Judge, Court of Criminal Appeals",,REP,Over Votes,0,0,0
Liberty,1,"Presiding Judge, Court of Criminal Appeals",,REP,Under Votes,0,0,0
Liberty,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,241,74,155
Liberty,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Keith Hampton,90,19,70
Liberty,1,"Presiding Judge, Court of Criminal Appeals",,LIB,Lance Stott,10,1,9
Liberty,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Over Votes,0,0,0
Liberty,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Under Votes,0,0,0
Liberty,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,248,73,164
Liberty,1,"Judge, Court of Criminal Appeals, Place 7",,LIB,Mark W. Bennett,53,10,42
Liberty,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Over Votes,0,0,0
Liberty,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Under Votes,0,0,0
Liberty,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Elsa Alcala,241,73,156
Liberty,1,"Judge, Court of Criminal Appeals, Place 8",,LIB,"William Bryan Strange, III",60,10,50
Liberty,1,"Member, State Board of Education",7,REP,Over Votes,0,0,0
Liberty,1,"Member, State Board of Education",7,REP,Under Votes,0,0,0
Liberty,1,"Member, State Board of Education",7,REP,David Bradley,254,76,165
Liberty,1,"Member, State Board of Education",7,LIB,Matthew Petre,50,7,43
Liberty,1,State Senator,3,REP,Over Votes,0,0,0
Liberty,1,State Senator,3,REP,Under Votes,0,0,0
Liberty,1,State Senator,3,REP,Robert Nichols,277,74,191
Liberty,1,State Representative,18,REP,Over Votes,0,0,0
Liberty,1,State Representative,18,REP,Under Votes,0,0,0
Liberty,1,State Representative,18,REP,John Otto,281,73,195
Liberty,1,"Justice, 9th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0
Liberty,1,"Justice, 9th Court of Appeals District, Place 3",,REP,Under Votes,0,0,0
Liberty,1,"Justice, 9th Court of Appeals District, Place 3",,REP,David Gaultney,280,75,193
Liberty,1,"Justice, 9th Court of Appeals District, Place 4",,REP,Over Votes,0,0,0
Liberty,1,"Justice, 9th Court of Appeals District, Place 4",,REP,Under Votes,0,0,0
Liberty,1,"Justice, 9th Court of Appeals District, Place 4",,REP,Hollis Horton,280,73,195
Liberty,1,"District Attorney, 253rd Judicial District",,REP,Over Votes,0,0,0
Liberty,1,"District Attorney, 253rd Judicial District",,REP,Under Votes,0,0,0
Liberty,1,"District Attorney, 253rd Judicial District",,REP,Logan Pickett,289,76,202
Liberty,1,County Attorney,,REP,Over Votes,0,0,0
Liberty,1,County Attorney,,REP,Under Votes,0,0,0
Liberty,1,County Attorney,,REP,Wesley Hinch,286,75,198
Liberty,1,Sheriff,,REP,Over Votes,0,0,0
Liberty,1,Sheriff,,REP,Under Votes,0,0,0
Liberty,1,Sheriff,,REP,Bobby Rader,294,77,204
Liberty,1,Tax Assessor - Collector,,REP,Over Votes,0,0,0
Liberty,1,Tax Assessor - Collector,,REP,Under Votes,0,0,0
Liberty,1,Tax Assessor - Collector,,REP,Richard Brown,236,64,160
Liberty,1,Tax Assessor - Collector,,DEM,Linda L. Chapman,108,27,80
Liberty,1,"Constable, Precinct No. 3",,REP,Over Votes,0,0,0
Liberty,1,"Constable, Precinct No. 3",,REP,Under Votes,0,0,0
Liberty,1,"Constable, Precinct No. 3",,REP,Danny Frankum,288,80,196
Liberty,2,Registered Voters,,REP,,1040,,
Liberty,2,Ballots Cast,,REP,,600,337,254
Liberty,2,Straight Party,,REP,Over Votes,0,0,0
Liberty,2,Straight Party,,REP,Under Votes,0,0,0
Liberty,2,Straight Party,,REP,Republican Party,247,138,103
Liberty,2,Straight Party,,DEM,Democratic Party,26,13,13
Liberty,2,Straight Party,,LIB,Libertarian Party,0,0,0
Liberty,2,Straight Party,,GRN,Green Party,0,0,0
Liberty,2,President and Vice President,,REP,Over Votes,0,0,0
Liberty,2,President and Vice President,,REP,Under Votes,0,0,0
Liberty,2,President and Vice President,,REP,Mitt Romney \ Paul Ryan,512,290,214
Liberty,2,President and Vice President,,DEM,Barack Obama \ Joe Biden,79,41,38
Liberty,2,President and Vice President,,LIB,Gary Johnson \ Jim Gray,1,0,1
Liberty,2,President and Vice President,,GRN,Jill Stein \ Cheri Honkala,1,1,0
Liberty,2,President and Vice President,,,JERRY ROME BASS,0,0,0
Liberty,2,President and Vice President,,,Ron Paul,0,0,0
Liberty,2,President and Vice President,,,ALEX BRADLEY,0,0,0
Liberty,2,President and Vice President,,,JJ WATT,0,0,0
Liberty,2,President and Vice President,,,VIRGIL GOODE,0,0,0
Liberty,2,President and Vice President,,,VIRGIL GOODE/JIM CLYMER,0,0,0
Liberty,2,President and Vice President,,,SAM S BASS JR,0,0,0
Liberty,2,President and Vice President,,,MATTHEW LANDRUM,0,0,0
Liberty,2,President and Vice President,,,RALPH NADER,0,0,0
Liberty,2,President and Vice President,,,WILLIE NELSON,0,0,0
Liberty,2,President and Vice President,,,MICHAEL EUGENE PRESLEY,0,0,0
Liberty,2,President and Vice President,,,JOE WALSH,0,0,0
Liberty,2,President and Vice President,,,Roseanne Barr,0,0,0
Liberty,2,President and Vice President,,,Bill Clinton,0,0,0
Liberty,2,President and Vice President,,,UnCertified,0,0,0
Liberty,2,President and Vice President,,,Ted Nugent,0,0,0
Liberty,2,President and Vice President,,,John Mccain,0,0,0
Liberty,2,President and Vice President,,,James Robert Causey,0,0,0
Liberty,2,President and Vice President,,,LEO SPILLERS JR,0,0,0
Liberty,2,United States Senator,,REP,Over Votes,0,0,0
Liberty,2,United States Senator,,REP,Under Votes,0,0,0
Liberty,2,United States Senator,,REP,Ted Cruz,470,271,191
Liberty,2,United States Senator,,DEM,Paul Sadler,95,49,46
Liberty,2,United States Senator,,LIB,John Jay Myers,10,4,6
Liberty,2,United States Senator,,GRN,David B. Collins,7,4,3
Liberty,2,United States Representative,36,REP,Over Votes,0,0,0
Liberty,2,United States Representative,36,REP,Under Votes,0,0,0
Liberty,2,United States Representative,36,REP,Steve Stockman,485,280,197
Liberty,2,United States Representative,36,DEM,Max Martin,75,41,34
Liberty,2,United States Representative,36,LIB,Michael K. Cole,10,3,7
Liberty,2,Railroad Commissioner,,REP,Over Votes,0,0,0
Liberty,2,Railroad Commissioner,,REP,Under Votes,0,0,0
Liberty,2,Railroad Commissioner,,REP,Christi Craddick,452,262,182
Liberty,2,Railroad Commissioner,,DEM,Dale Henry,91,49,42
Liberty,2,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,8,3,5
Liberty,2,Railroad Commissioner,,GRN,Chris Kennedy,8,5,3
Liberty,2,"Railroad Commissioner, Unexpired Term",,REP,Over Votes,0,0,0
Liberty,2,"Railroad Commissioner, Unexpired Term",,REP,Under Votes,0,0,0
Liberty,2,"Railroad Commissioner, Unexpired Term",,REP,Barry Smitherman,474,271,195
Liberty,2,"Railroad Commissioner, Unexpired Term",,LIB,Jaime O. Perez,27,11,16
Liberty,2,"Railroad Commissioner, Unexpired Term",,GRN,Josh Wendel,26,18,8
Liberty,2,"Justice, Supreme Court, Place 2",,REP,Over Votes,0,0,0
Liberty,2,"Justice, Supreme Court, Place 2",,REP,Under Votes,0,0,0
Liberty,2,"Justice, Supreme Court, Place 2",,REP,Don Willett,492,286,198
Liberty,2,"Justice, Supreme Court, Place 2",,LIB,RS Roberto Koelsch,33,16,17
Liberty,2,"Justice, Supreme Court, Place 4",,REP,Over Votes,0,0,0
Liberty,2,"Justice, Supreme Court, Place 4",,REP,Under Votes,0,0,0
Liberty,2,"Justice, Supreme Court, Place 4",,REP,John Devine,473,272,193
Liberty,2,"Justice, Supreme Court, Place 4",,LIB,Tom Oxford,35,18,17
Liberty,2,"Justice, Supreme Court, Place 4",,GRN,Charles E. Waterbury,16,12,4
Liberty,2,"Justice, Supreme Court, Place 6",,REP,Over Votes,0,0,0
Liberty,2,"Justice, Supreme Court, Place 6",,REP,Under Votes,0,0,0
Liberty,2,"Justice, Supreme Court, Place 6",,REP,Nathan Hecht,435,255,172
Liberty,2,"Justice, Supreme Court, Place 6",,DEM,Michele Petty,90,48,42
Liberty,2,"Justice, Supreme Court, Place 6",,LIB,Mark Ash,9,4,5
Liberty,2,"Justice, Supreme Court, Place 6",,GRN,Jim Chisholm,15,8,7
Liberty,2,"Presiding Judge, Court of Criminal Appeals",,REP,Over Votes,0,0,0
Liberty,2,"Presiding Judge, Court of Criminal Appeals",,REP,Under Votes,0,0,0
Liberty,2,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,445,260,177
Liberty,2,"Presiding Judge, Court of Criminal Appeals",,DEM,Keith Hampton,89,47,42
Liberty,2,"Presiding Judge, Court of Criminal Appeals",,LIB,Lance Stott,18,6,12
Liberty,2,"Judge, Court of Criminal Appeals, Place 7",,REP,Over Votes,0,0,0
Liberty,2,"Judge, Court of Criminal Appeals, Place 7",,REP,Under Votes,0,0,0
Liberty,2,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,463,266,189
Liberty,2,"Judge, Court of Criminal Appeals, Place 7",,LIB,Mark W. Bennett,60,31,29
Liberty,2,"Judge, Court of Criminal Appeals, Place 8",,REP,Over Votes,0,0,0
Liberty,2,"Judge, Court of Criminal Appeals, Place 8",,REP,Under Votes,0,0,0
Liberty,2,"Judge, Court of Criminal Appeals, Place 8",,REP,Elsa Alcala,440,255,177
Liberty,2,"Judge, Court of Criminal Appeals, Place 8",,LIB,"William Bryan Strange, III",76,40,36
Liberty,2,"Member, State Board of Education",7,REP,Over Votes,0,0,0
Liberty,2,"Member, State Board of Education",7,REP,Under Votes,0,0,0
Liberty,2,"Member, State Board of Education",7,REP,David Bradley,474,273,193
Liberty,2,"Member, State Board of Education",7,LIB,Matthew Petre,53,28,25
Liberty,2,State Senator,3,REP,Over Votes,0,0,0
Liberty,2,State Senator,3,REP,Under Votes,0,0,0
Liberty,2,State Senator,3,REP,Robert Nichols,489,279,202
Liberty,2,State Representative,18,REP,Over Votes,0,0,0
Liberty,2,State Representative,18,REP,Under Votes,0,0,0
Liberty,2,State Representative,18,REP,John Otto,508,292,208
Liberty,2,"Justice, 9th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0
Liberty,2,"Justice, 9th Court of Appeals District, Place 3",,REP,Under Votes,0,0,0
Liberty,2,"Justice, 9th Court of Appeals District, Place 3",,REP,David Gaultney,486,277,201
Liberty,2,"Justice, 9th Court of Appeals District, Place 4",,REP,Over Votes,0,0,0
Liberty,2,"Justice, 9th Court of Appeals District, Place 4",,REP,Under Votes,0,0,0
Liberty,2,"Justice, 9th Court of Appeals District, Place 4",,REP,Hollis Horton,483,273,202
Liberty,2,"District Attorney, 253rd Judicial District",,REP,Over Votes,0,0,0
Liberty,2,"District Attorney, 253rd Judicial District",,REP,Under Votes,0,0,0
Liberty,2,"District Attorney, 253rd Judicial District",,REP,Logan Pickett,503,288,207
Liberty,2,County Attorney,,REP,Over Votes,0,0,0
Liberty,2,County Attorney,,REP,Under Votes,0,0,0
Liberty,2,County Attorney,,REP,Wesley Hinch,497,283,206
Liberty,2,Sheriff,,REP,Over Votes,0,0,0
Liberty,2,Sheriff,,REP,Under Votes,0,0,0
Liberty,2,Sheriff,,REP,Bobby Rader,530,304,218
Liberty,2,Tax Assessor - Collector,,REP,Over Votes,0,0,0
Liberty,2,Tax Assessor - Collector,,REP,Under Votes,0,0,0
Liberty,2,Tax Assessor - Collector,,REP,Richard Brown,463,259,196
Liberty,2,Tax Assessor - Collector,,DEM,Linda L. Chapman,113,66,47
Liberty,2,"Constable, Precinct No. 3",,REP,Over Votes,0,0,0
Liberty,2,"Constable, Precinct No. 3",,REP,Under Votes,0,0,0
Liberty,2,"Constable, Precinct No. 3",,REP,Danny Frankum,516,290,218
Liberty,3,Registered Voters,,REP,,2044,,
Liberty,3,Ballots Cast,,REP,,1251,851,364
Liberty,3,Straight Party,,REP,Over Votes,0,0,0
Liberty,3,Straight Party,,REP,Under Votes,0,0,0
Liberty,3,Straight Party,,REP,Republican Party,507,342,143
Liberty,3,Straight Party,,DEM,Democratic Party,51,34,17
Liberty,3,Straight Party,,LIB,Libertarian Party,2,1,1
Liberty,3,Straight Party,,GRN,Green Party,1,0,1
Liberty,3,President and Vice President,,REP,Over Votes,0,0,0
Liberty,3,President and Vice President,,REP,Under Votes,0,0,0
Liberty,3,President and Vice President,,REP,Mitt Romney \ Paul Ryan,1086,739,313
Liberty,3,President and Vice President,,DEM,Barack Obama \ Joe Biden,157,106,49
Liberty,3,President and Vice President,,LIB,Gary Johnson \ Jim Gray,2,2,0
Liberty,3,President and Vice President,,GRN,Jill Stein \ Cheri Honkala,2,1,1
Liberty,3,President and Vice President,,,JERRY ROME BASS,0,0,0
Liberty,3,President and Vice President,,,Ron Paul,2,1,1
Liberty,3,President and Vice President,,,ALEX BRADLEY,0,0,0
Liberty,3,President and Vice President,,,JJ WATT,0,0,0
Liberty,3,President and Vice President,,,VIRGIL GOODE,0,0,0
Liberty,3,President and Vice President,,,VIRGIL GOODE/JIM CLYMER,0,0,0
Liberty,3,President and Vice President,,,SAM S BASS JR,0,0,0
Liberty,3,President and Vice President,,,MATTHEW LANDRUM,0,0,0
Liberty,3,President and Vice President,,,RALPH NADER,0,0,0
Liberty,3,President and Vice President,,,WILLIE NELSON,0,0,0
Liberty,3,President and Vice President,,,MICHAEL EUGENE PRESLEY,0,0,0
Liberty,3,President and Vice President,,,JOE WALSH,0,0,0
Liberty,3,President and Vice President,,,Roseanne Barr,0,0,0
Liberty,3,President and Vice President,,,Bill Clinton,0,0,0
Liberty,3,President and Vice President,,,UnCertified,0,0,0
Liberty,3,President and Vice President,,,Ted Nugent,0,0,0
Liberty,3,President and Vice President,,,John Mccain,0,0,0
Liberty,3,President and Vice President,,,James Robert Causey,0,0,0
Liberty,3,President and Vice President,,,LEO SPILLERS JR,0,0,0
