county,precinct,office,district,party,office,early_voting,election_day,votes
Erath,Precinct 19 STP,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,3,1,4
Erath,Precinct 19 STP,Railroad Commissioner,,GRN,Chris Kennedy,0,0,0
Erath,Precinct 19 STP,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 19 STP,Railroad Commissioner,,,Under Votes,5,2,7
Erath,Precinct 19 STP,Railroad Commissioner,unexpired,REP,Barry Smitherman,107,55,162
Erath,Precinct 19 STP,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,8,3,11
Erath,Precinct 19 STP,Railroad Commissioner,unexpired,GRN,Josh Wendel,0,0,0
Erath,Precinct 19 STP,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 19 STP,Railroad Commissioner,unexpired,,Under Votes,16,7,23
Erath,Precinct 19 STP,State Senate,30,REP,Craig Estes,108,58,166
Erath,Precinct 19 STP,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",10,2,12
Erath,Precinct 19 STP,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 19 STP,State Senate,30,,Under Votes,13,5,18
Erath,Precinct 19 STP,State House,59,REP,J.D. Sheffield,108,51,159
Erath,Precinct 19 STP,State House,59,DEM,Bill Norris,21,11,32
Erath,Precinct 19 STP,State House,59,,Over Votes,0,0,0
Erath,Precinct 19 STP,State House,59,,Under Votes,2,3,5
Erath,Precinct 20,Ballots Cast,,,,,,670
Erath,Precinct 20,Straight Party,,REP,Republican Party,166,155,321
Erath,Precinct 20,Straight Party,,DEM,Democratic Party,21,29,50
Erath,Precinct 20,Straight Party,,LIB,Libertarian Party,0,1,1
Erath,Precinct 20,Straight Party,,GRN,Green Party,0,1,1
Erath,Precinct 20,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 20,Straight Party,,,Under Votes,152,145,297
Erath,Precinct 20,President,,REP,Mitt Romney \ Paul Ryan,283,270,553
Erath,Precinct 20,President,,DEM,Barack Obama \ Joe Biden,44,51,95
Erath,Precinct 20,President,,LIB,Gary Johnson \ Jim Gray,3,3,6
Erath,Precinct 20,President,,GRN,Jill Stein \ Cheri Honkala,0,0,0
Erath,Precinct 20,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 20,President,,,Over Votes,0,0,0
Erath,Precinct 20,President,,,Under Votes,9,7,16
Erath,Precinct 20,US Senate,,REP,Ted Cruz,270,255,525
Erath,Precinct 20,US Senate,,DEM,Paul Sadler,53,57,110
Erath,Precinct 20,US Senate,,LIB,John Jay Myers,2,10,12
Erath,Precinct 20,US Senate,,GRN,David B. Collins,1,3,4
Erath,Precinct 20,US Senate,,,Over Votes,0,0,0
Erath,Precinct 20,US Senate,,,Under Votes,13,6,19
Erath,Precinct 20,US House,11,REP,Mike Conaway,264,246,510
Erath,Precinct 20,US House,11,DEM,Jim Riley,48,58,106
Erath,Precinct 20,US House,11,LIB,Scott J. Ballard,6,13,19
Erath,Precinct 20,US House,11,,Over Votes,1,0,1
Erath,Precinct 20,US House,11,,Under Votes,20,14,34
Erath,Precinct 20,Railroad Commissioner,,REP,Christi Craddick,268,254,522
Erath,Precinct 20,Railroad Commissioner,,DEM,Dale Henry,47,50,97
Erath,Precinct 20,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,2,5,7
Erath,Precinct 20,Railroad Commissioner,,GRN,Chris Kennedy,0,7,7
Erath,Precinct 20,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 20,Railroad Commissioner,,,Under Votes,22,15,37
Erath,Precinct 20,Railroad Commissioner,,REP,Barry Smitherman,278,260,538
Erath,Precinct 20,Railroad Commissioner,,LIB,Jaime O. Perez,15,20,35
Erath,Precinct 20,Railroad Commissioner,,GRN,Josh Wendel,8,11,19
Erath,Precinct 20,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 20,Railroad Commissioner,,,Under Votes,38,40,78
Erath,Precinct 20,State Senate,30,REP,Craig Estes,267,261,528
Erath,Precinct 20,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",26,28,54
Erath,Precinct 20,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 20,State Senate,30,,Under Votes,46,42,88
Erath,Precinct 20,State House,59,REP,J.D. Sheffield,271,255,526
Erath,Precinct 20,State House,59,DEM,Bill Norris,56,63,119
Erath,Precinct 20,State House,59,,Over Votes,0,0,0
Erath,Precinct 20,State House,59,,Under Votes,12,13,25
Erath,Precinct 21,Ballots Cast,,,,,,759
Erath,Precinct 21,Straight Party,,REP,Republican Party,209,135,344
Erath,Precinct 21,Straight Party,,DEM,Democratic Party,23,58,81
Erath,Precinct 21,Straight Party,,LIB,Libertarian Party,2,0,2
Erath,Precinct 21,Straight Party,,GRN,Green Party,0,0,0
Erath,Precinct 21,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 21,Straight Party,,,Under Votes,164,168,332
Erath,Precinct 21,President,,REP,Mitt Romney \ Paul Ryan,349,270,619
Erath,Precinct 21,President,,DEM,Barack Obama \ Joe Biden,44,79,123
Erath,Precinct 21,President,,LIB,Gary Johnson \ Jim Gray,2,2,4
Erath,Precinct 21,President,,GRN,Jill Stein \ Cheri Honkala,0,0,0
Erath,Precinct 21,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 21,President,,,Over Votes,0,0,0
Erath,Precinct 21,President,,,Under Votes,3,10,13
Erath,Precinct 21,US Senate,,REP,Ted Cruz,328,263,591
Erath,Precinct 21,US Senate,,DEM,Paul Sadler,55,86,141
Erath,Precinct 21,US Senate,,LIB,John Jay Myers,4,6,10
Erath,Precinct 21,US Senate,,GRN,David B. Collins,1,0,1
Erath,Precinct 21,US Senate,,,Over Votes,0,0,0
Erath,Precinct 21,US Senate,,,Under Votes,10,6,16
Erath,Precinct 21,US House,11,REP,Mike Conaway,320,250,570
Erath,Precinct 21,US House,11,DEM,Jim Riley,51,88,139
Erath,Precinct 21,US House,11,LIB,Scott J. Ballard,7,9,16
Erath,Precinct 21,US House,11,,Over Votes,0,0,0
Erath,Precinct 21,US House,11,,Under Votes,20,14,34
Erath,Precinct 21,Railroad Commissioner,,REP,Christi Craddick,319,251,570
Erath,Precinct 21,Railroad Commissioner,,DEM,Dale Henry,52,82,134
Erath,Precinct 21,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,4,7,11
Erath,Precinct 21,Railroad Commissioner,,GRN,Chris Kennedy,4,7,11
Erath,Precinct 21,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 21,Railroad Commissioner,,,Under Votes,19,14,33
Erath,Precinct 21,Railroad Commissioner,unexpired,REP,Barry Smitherman,330,259,589
Erath,Precinct 21,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,18,33,51
Erath,Precinct 21,Railroad Commissioner,unexpired,GRN,Josh Wendel,10,10,20
Erath,Precinct 21,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 21,Railroad Commissioner,unexpired,,Under Votes,40,59,99
Erath,Precinct 21,State Senate,30,REP,Craig Estes,334,268,602
Erath,Precinct 21,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",24,31,55
Erath,Precinct 21,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 21,State Senate,30,,Under Votes,40,62,102
Erath,Precinct 21,State House,59,REP,J.D. Sheffield,331,260,591
Erath,Precinct 21,State House,59,DEM,Bill Norris,50,91,141
Erath,Precinct 21,State House,59,,Over Votes,0,0,0
Erath,Precinct 21,State House,59,,Under Votes,17,10,27
Erath,Precinct 23,Ballots Cast,,,,,,279
Erath,Precinct 23,Straight Party,,REP,Republican Party,81,53,134
Erath,Precinct 23,Straight Party,,DEM,Democratic Party,17,14,31
Erath,Precinct 23,Straight Party,,LIB,Libertarian Party,0,0,0
Erath,Precinct 23,Straight Party,,GRN,Green Party,0,0,0
Erath,Precinct 23,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 23,Straight Party,,,Under Votes,66,48,114
Erath,Precinct 23,President,,REP,Mitt Romney \ Paul Ryan,131,92,223
Erath,Precinct 23,President,,DEM,Barack Obama \ Joe Biden,29,17,46
Erath,Precinct 23,President,,LIB,Gary Johnson \ Jim Gray,0,1,1
Erath,Precinct 23,President,,GRN,Jill Stein \ Cheri Honkala,0,0,0
Erath,Precinct 23,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 23,President,,,Over Votes,0,0,0
Erath,Precinct 23,President,,,Under Votes,4,5,9
Erath,Precinct 23,US Senate,,REP,Ted Cruz,126,88,214
Erath,Precinct 23,US Senate,,DEM,Paul Sadler,34,21,55
Erath,Precinct 23,US Senate,,LIB,John Jay Myers,1,3,4
Erath,Precinct 23,US Senate,,GRN,David B. Collins,0,0,0
Erath,Precinct 23,US Senate,,,Over Votes,0,0,0
Erath,Precinct 23,US Senate,,,Under Votes,3,3,6
Erath,Precinct 23,US House,11,REP,Mike Conaway,127,86,213
Erath,Precinct 23,US House,11,DEM,Jim Riley,31,22,53
Erath,Precinct 23,US House,11,LIB,Scott J. Ballard,0,1,1
Erath,Precinct 23,US House,11,,Over Votes,0,0,0
Erath,Precinct 23,US House,11,,Under Votes,6,6,12
Erath,Precinct 23,Railroad Commissioner,,REP,Christi Craddick,130,82,212
Erath,Precinct 23,Railroad Commissioner,,DEM,Dale Henry,28,24,52
Erath,Precinct 23,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,0,1,1
Erath,Precinct 23,Railroad Commissioner,,GRN,Chris Kennedy,1,2,3
Erath,Precinct 23,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 23,Railroad Commissioner,,,Under Votes,5,6,11
Erath,Precinct 23,Railroad Commissioner,unexpired,REP,Barry Smitherman,132,89,221
Erath,Precinct 23,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,5,6,11
Erath,Precinct 23,Railroad Commissioner,unexpired,GRN,Josh Wendel,6,2,8
Erath,Precinct 23,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 23,Railroad Commissioner,unexpired,,Under Votes,21,18,39
Erath,Precinct 23,State Senate,30,REP,Craig Estes,136,90,226
Erath,Precinct 23,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",8,6,14
Erath,Precinct 23,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 23,State Senate,30,,Under Votes,20,19,39
Erath,Precinct 23,State House,59,REP,J.D. Sheffield,133,90,223
Erath,Precinct 23,State House,59,DEM,Bill Norris,29,21,50
Erath,Precinct 23,State House,59,,Over Votes,0,0,0
Erath,Precinct 23,State House,59,,Under Votes,2,4,6
Erath,Precinct 24,Ballots Cast,,,,,,137
Erath,Precinct 24,Straight Party,,REP,Republican Party,52,10,62
Erath,Precinct 24,Straight Party,,DEM,Democratic Party,5,3,8
Erath,Precinct 24,Straight Party,,LIB,Libertarian Party,0,0,0
Erath,Precinct 24,Straight Party,,GRN,Green Party,0,0,0
Erath,Precinct 24,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 24,Straight Party,,,Under Votes,56,11,67
Erath,Precinct 24,President,,REP,Mitt Romney \ Paul Ryan,99,19,118
Erath,Precinct 24,President,,DEM,Barack Obama \ Joe Biden,14,4,18
Erath,Precinct 24,President,,LIB,Gary Johnson \ Jim Gray,0,0,0
Erath,Precinct 24,President,,GRN,Jill Stein \ Cheri Honkala,0,1,1
Erath,Precinct 24,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 24,President,,,Over Votes,0,0,0
Erath,Precinct 24,President,,,Under Votes,0,0,0
Erath,Precinct 24,US Senate,,REP,Ted Cruz,92,18,110
Erath,Precinct 24,US Senate,,DEM,Paul Sadler,17,4,21
Erath,Precinct 24,US Senate,,LIB,John Jay Myers,1,1,2
Erath,Precinct 24,US Senate,,GRN,David B. Collins,1,0,1
Erath,Precinct 24,US Senate,,,Over Votes,0,0,0
Erath,Precinct 24,US Senate,,,Under Votes,2,1,3
Erath,Precinct 24,US House,25,REP,Roger Williams,94,18,112
Erath,Precinct 24,US House,25,DEM,Elaine M. Henderson,18,5,23
Erath,Precinct 24,US House,25,LIB,Betsy Dewey,0,0,0
Erath,Precinct 24,US House,25,,Over Votes,0,0,0
Erath,Precinct 24,US House,25,,Under Votes,1,1,2
Erath,Precinct 24,Railroad Commissioner,,REP,Christi Craddick,94,16,110
Erath,Precinct 24,Railroad Commissioner,,DEM,Dale Henry,16,5,21
Erath,Precinct 24,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,1,1,2
Erath,Precinct 24,Railroad Commissioner,,GRN,Chris Kennedy,1,1,2
Erath,Precinct 24,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 24,Railroad Commissioner,,,Under Votes,1,1,2
Erath,Precinct 24,Railroad Commissioner,unexpired,REP,Barry Smitherman,95,18,113
Erath,Precinct 24,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,7,2,9
Erath,Precinct 24,Railroad Commissioner,unexpired,GRN,Josh Wendel,2,1,3
Erath,Precinct 24,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 24,Railroad Commissioner,unexpired,,Under Votes,9,3,12
Erath,Precinct 24,State Senate,30,REP,Craig Estes,102,19,121
Erath,Precinct 24,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",4,2,6
Erath,Precinct 24,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 24,State Senate,30,,Under Votes,7,3,10
Erath,Precinct 24,State House,59,REP,J.D. Sheffield,92,19,111
Erath,Precinct 24,State House,59,DEM,Bill Norris,18,4,22
Erath,Precinct 24,State House,59,,Over Votes,0,0,0
Erath,Precinct 24,State House,59,,Under Votes,3,1,4
Erath,Precinct 24 STP,Ballots Cast,,,,,,395
Erath,Precinct 24 STP,Straight Party,,REP,Republican Party,132,39,171
Erath,Precinct 24 STP,Straight Party,,DEM,Democratic Party,20,6,26
Erath,Precinct 24 STP,Straight Party,,LIB,Libertarian Party,1,0,1
Erath,Precinct 24 STP,Straight Party,,GRN,Green Party,0,0,0
Erath,Precinct 24 STP,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 24 STP,Straight Party,,,Under Votes,170,27,197
Erath,Precinct 24 STP,President,,REP,Mitt Romney \ Paul Ryan,273,54,327
Erath,Precinct 24 STP,President,,DEM,Barack Obama \ Joe Biden,48,16,64
Erath,Precinct 24 STP,President,,LIB,Gary Johnson \ Jim Gray,1,1,2
Erath,Precinct 24 STP,President,,GRN,Jill Stein \ Cheri Honkala,1,0,1
Erath,Precinct 24 STP,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 24 STP,President,,,Over Votes,0,0,0
Erath,Precinct 24 STP,President,,,Under Votes,0,1,1
Erath,Precinct 24 STP,US Senate,,REP,Ted Cruz,263,57,320
Erath,Precinct 24 STP,US Senate,,DEM,Paul Sadler,50,11,61
Erath,Precinct 24 STP,US Senate,,LIB,John Jay Myers,2,0,2
Erath,Precinct 24 STP,US Senate,,GRN,David B. Collins,1,2,3
Erath,Precinct 24 STP,US Senate,,,Over Votes,0,0,0
Erath,Precinct 24 STP,US Senate,,,Under Votes,7,2,9
Erath,Precinct 24 STP,US House,25,REP,Roger Williams,259,54,313
Erath,Precinct 24 STP,US House,25,DEM,Elaine M. Henderson,45,13,58
Erath,Precinct 24 STP,US House,25,LIB,Betsy Dewey,3,2,5
Erath,Precinct 24 STP,US House,25,,Over Votes,0,0,0
Erath,Precinct 24 STP,US House,25,,Under Votes,16,3,19
Erath,Precinct 24 STP,Railroad Commissioner,,REP,Christi Craddick,255,53,308
Erath,Precinct 24 STP,Railroad Commissioner,,DEM,Dale Henry,44,15,59
Erath,Precinct 24 STP,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,4,1,5
Erath,Precinct 24 STP,Railroad Commissioner,,GRN,Chris Kennedy,3,0,3
Erath,Precinct 24 STP,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 24 STP,Railroad Commissioner,,,Under Votes,17,3,20
Erath,Precinct 24 STP,Railroad Commissioner,unexpired,REP,Barry Smitherman,264,58,322
Erath,Precinct 24 STP,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,14,1,15
Erath,Precinct 24 STP,Railroad Commissioner,unexpired,GRN,Josh Wendel,7,3,10
Erath,Precinct 24 STP,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 24 STP,Railroad Commissioner,unexpired,,Under Votes,38,10,48
Erath,Precinct 24 STP,State Senate,30,REP,Craig Estes,257,60,317
Erath,Precinct 24 STP,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",18,4,22
Erath,Precinct 24 STP,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 24 STP,State Senate,30,,Under Votes,48,8,56
Erath,Precinct 24 STP,State House,59,REP,J.D. Sheffield,250,57,307
Erath,Precinct 24 STP,State House,59,DEM,Bill Norris,49,13,62
Erath,Precinct 24 STP,State House,59,,Over Votes,0,0,0
Erath,Precinct 24 STP,State House,59,,Under Votes,24,2,26
Erath,Precinct 25,Ballots Cast,,,,,,428
Erath,Precinct 25,Straight Party,,REP,Republican Party,132,68,200
Erath,Precinct 25,Straight Party,,DEM,Democratic Party,13,17,30
Erath,Precinct 25,Straight Party,,LIB,Libertarian Party,0,0,0
Erath,Precinct 25,Straight Party,,GRN,Green Party,0,1,1
Erath,Precinct 25,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 25,Straight Party,,,Under Votes,116,81,197
Erath,Precinct 25,President,,REP,Mitt Romney \ Paul Ryan,235,125,360
Erath,Precinct 25,President,,DEM,Barack Obama \ Joe Biden,25,34,59
Erath,Precinct 25,President,,LIB,Gary Johnson \ Jim Gray,0,2,2
Erath,Precinct 25,President,,GRN,Jill Stein \ Cheri Honkala,0,1,1
Erath,Precinct 25,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 25,President,,,Over Votes,0,0,0
Erath,Precinct 25,President,,,Under Votes,1,5,6
Erath,Precinct 25,US Senate,,REP,Ted Cruz,221,123,344
Erath,Precinct 25,US Senate,,DEM,Paul Sadler,25,36,61
Erath,Precinct 25,US Senate,,LIB,John Jay Myers,5,0,5
Erath,Precinct 25,US Senate,,GRN,David B. Collins,2,2,4
Erath,Precinct 25,US Senate,,,Over Votes,0,0,0
Erath,Precinct 25,US Senate,,,Under Votes,8,6,14
Erath,Precinct 25,US House,11,REP,Mike Conaway,211,123,334
Erath,Precinct 25,US House,11,DEM,Jim Riley,28,33,61
Erath,Precinct 25,US House,11,LIB,Scott J. Ballard,5,3,8
Erath,Precinct 25,US House,11,,Over Votes,0,0,0
Erath,Precinct 25,US House,11,,Under Votes,17,8,25
Erath,Precinct 25,Railroad Commissioner,,REP,Christi Craddick,216,115,331
Erath,Precinct 25,Railroad Commissioner,,DEM,Dale Henry,26,37,63
Erath,Precinct 25,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,5,1,6
Erath,Precinct 25,Railroad Commissioner,,GRN,Chris Kennedy,5,4,9
Erath,Precinct 25,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 25,Railroad Commissioner,,,Under Votes,9,10,19
Erath,Precinct 25,Railroad Commissioner,,REP,Barry Smitherman,217,122,339
Erath,Precinct 25,Railroad Commissioner,,LIB,Jaime O. Perez,10,12,22
Erath,Precinct 25,Railroad Commissioner,,GRN,Josh Wendel,11,5,16
Erath,Precinct 25,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 25,Railroad Commissioner,,,Under Votes,23,28,51
Erath,Precinct 25,State Senate,30,REP,Craig Estes,214,127,341
Erath,Precinct 25,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",12,13,25
Erath,Precinct 25,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 25,State Senate,30,,Under Votes,35,27,62
Erath,Precinct 25,State House,59,REP,J.D. Sheffield,216,126,342
Erath,Precinct 25,State House,59,DEM,Bill Norris,27,32,59
Erath,Precinct 25,State House,59,,Over Votes,0,0,0
Erath,Precinct 25,State House,59,,Under Votes,18,9,27
Erath,Precinct 30,Ballots Cast,,,,,,389
Erath,Precinct 30,Straight Party,,REP,Republican Party,79,109,188
Erath,Precinct 30,Straight Party,,DEM,Democratic Party,10,12,22
Erath,Precinct 30,Straight Party,,LIB,Libertarian Party,0,0,0
Erath,Precinct 30,Straight Party,,GRN,Green Party,0,1,1
Erath,Precinct 30,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 30,Straight Party,,,Under Votes,86,92,178
Erath,Precinct 30,President,,REP,Mitt Romney \ Paul Ryan,150,181,331
Erath,Precinct 30,President,,DEM,Barack Obama \ Joe Biden,23,27,50
Erath,Precinct 30,President,,LIB,Gary Johnson \ Jim Gray,0,2,2
Erath,Precinct 30,President,,GRN,Jill Stein \ Cheri Honkala,0,1,1
Erath,Precinct 30,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 30,President,,,Over Votes,0,0,0
Erath,Precinct 30,President,,,Under Votes,2,3,5
Erath,Precinct 30,US Senate,,REP,Ted Cruz,140,170,310
Erath,Precinct 30,US Senate,,DEM,Paul Sadler,27,29,56
Erath,Precinct 30,US Senate,,LIB,John Jay Myers,4,5,9
Erath,Precinct 30,US Senate,,GRN,David B. Collins,3,2,5
Erath,Precinct 30,US Senate,,,Over Votes,0,0,0
Erath,Precinct 30,US Senate,,,Under Votes,1,8,9
Erath,Precinct 30,US House,11,REP,Mike Conaway,131,170,301
Erath,Precinct 30,US House,11,DEM,Jim Riley,32,26,58
Erath,Precinct 30,US House,11,LIB,Scott J. Ballard,6,8,14
Erath,Precinct 30,US House,11,,Over Votes,0,0,0
Erath,Precinct 30,US House,11,,Under Votes,6,10,16
Erath,Precinct 30,Railroad Commissioner,,REP,Christi Craddick,134,170,304
Erath,Precinct 30,Railroad Commissioner,,DEM,Dale Henry,28,26,54
Erath,Precinct 30,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,3,3,6
Erath,Precinct 30,Railroad Commissioner,,GRN,Chris Kennedy,3,7,10
Erath,Precinct 30,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 30,Railroad Commissioner,,,Under Votes,7,8,15
Erath,Precinct 30,Railroad Commissioner,unexpired,REP,Barry Smitherman,141,178,319
Erath,Precinct 30,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,13,12,25
Erath,Precinct 30,Railroad Commissioner,unexpired,GRN,Josh Wendel,7,6,13
Erath,Precinct 30,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 30,Railroad Commissioner,,,Under Votes,14,18,32
Erath,Precinct 30,State Senate,30,REP,Craig Estes,140,180,320
Erath,Precinct 30,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",15,15,30
Erath,Precinct 30,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 30,State Senate,30,,Under Votes,20,19,39
Erath,Precinct 30,State House,59,REP,J.D. Sheffield,136,177,313
Erath,Precinct 30,State House,59,DEM,Bill Norris,26,27,53
Erath,Precinct 30,State House,59,,Over Votes,0,0,0
Erath,Precinct 30,State House,59,,Under Votes,13,10,23
Erath,Precinct 30 BD,Ballots Cast,,,,,,5
Erath,Precinct 30 BD,Straight Party,,REP,Republican Party,0,3,3
Erath,Precinct 30 BD,Straight Party,,DEM,Democratic Party,0,0,0
Erath,Precinct 30 BD,Straight Party,,LIB,Libertarian Party,0,0,0
Erath,Precinct 30 BD,Straight Party,,GRN,Green Party,0,0,0
Erath,Precinct 30 BD,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 30 BD,Straight Party,,,Under Votes,2,0,2
Erath,Precinct 30 BD,President,,REP,Mitt Romney \ Paul Ryan,1,3,4
Erath,Precinct 30 BD,President,,DEM,Barack Obama \ Joe Biden,1,0,1
Erath,Precinct 30 BD,President,,LIB,Gary Johnson \ Jim Gray,0,0,0
Erath,Precinct 30 BD,President,,GRN,Jill Stein \ Cheri Honkala,0,0,0
Erath,Precinct 30 BD,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 30 BD,President,,,Over Votes,0,0,0
Erath,Precinct 30 BD,President,,,Under Votes,0,0,0
Erath,Precinct 30 BD,US Senate,,REP,Ted Cruz,1,3,4
Erath,Precinct 30 BD,US Senate,,DEM,Paul Sadler,1,0,1
Erath,Precinct 30 BD,US Senate,,LIB,John Jay Myers,0,0,0
Erath,Precinct 30 BD,US Senate,,GRN,David B. Collins,0,0,0
Erath,Precinct 30 BD,US Senate,,,Over Votes,0,0,0
Erath,Precinct 30 BD,US Senate,,,Under Votes,0,0,0
Erath,Precinct 30 BD,US House,11,REP,Mike Conaway,1,3,4
Erath,Precinct 30 BD,US House,11,DEM,Jim Riley,1,0,1
Erath,Precinct 30 BD,US House,11,LIB,Scott J. Ballard,0,0,0
Erath,Precinct 30 BD,US House,11,,Over Votes,0,0,0
Erath,Precinct 30 BD,US House,11,,Under Votes,0,0,0
Erath,Precinct 30 BD,Railroad Commissioner,,REP,Christi Craddick,1,3,4
Erath,Precinct 30 BD,Railroad Commissioner,,DEM,Dale Henry,1,0,1
Erath,Precinct 30 BD,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,0,0,0
Erath,Precinct 30 BD,Railroad Commissioner,,GRN,Chris Kennedy,0,0,0
Erath,Precinct 30 BD,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 30 BD,Railroad Commissioner,,,Under Votes,0,0,0
Erath,Precinct 30 BD,Railroad Commissioner,unexpired,REP,Barry Smitherman,1,3,4
Erath,Precinct 30 BD,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,1,0,1
Erath,Precinct 30 BD,Railroad Commissioner,unexpired,GRN,Josh Wendel,0,0,0
Erath,Precinct 30 BD,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 30 BD,Railroad Commissioner,unexpired,,Under Votes,0,0,0
Erath,Precinct 30 BD,State Senate,30,REP,Craig Estes,1,3,4
Erath,Precinct 30 BD,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",1,0,1
Erath,Precinct 30 BD,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 30 BD,State Senate,30,,Under Votes,0,0,0
Erath,Precinct 30 BD,State House,59,REP,J.D. Sheffield,1,3,4
Erath,Precinct 30 BD,State House,59,DEM,Bill Norris,1,0,1
Erath,Precinct 30 BD,State House,59,,Over Votes,0,0,0
Erath,Precinct 30 BD,State House,59,,Under Votes,0,0,0
Erath,Precinct 31,Ballots Cast,,,,,,709
Erath,Precinct 31,Straight Party,,REP,Republican Party,221,144,365
Erath,Precinct 31,Straight Party,,DEM,Democratic Party,23,25,48
Erath,Precinct 31,Straight Party,,LIB,Libertarian Party,0,0,0
Erath,Precinct 31,Straight Party,,GRN,Green Party,0,1,1
Erath,Precinct 31,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 31,Straight Party,,,Under Votes,158,137,295
Erath,Precinct 31,President,,REP,Mitt Romney \ Paul Ryan,342,258,600
Erath,Precinct 31,President,,DEM,Barack Obama \ Joe Biden,53,37,90
Erath,Precinct 31,President,,LIB,Gary Johnson \ Jim Gray,0,4,4
Erath,Precinct 31,President,,GRN,Jill Stein \ Cheri Honkala,0,0,0
Erath,Precinct 31,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 31,President,,,Over Votes,0,0,0
Erath,Precinct 31,President,,,Under Votes,7,8,15
Erath,Precinct 31,US Senate,,REP,Ted Cruz,328,247,575
Erath,Precinct 31,US Senate,,DEM,Paul Sadler,56,41,97
Erath,Precinct 31,US Senate,,LIB,John Jay Myers,3,3,6
Erath,Precinct 31,US Senate,,GRN,David B. Collins,5,6,11
Erath,Precinct 31,US Senate,,,Over Votes,0,0,0
Erath,Precinct 31,US Senate,,,Under Votes,10,10,20
