county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Morris,Precinct 101,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,747,,,
Morris,Precinct 102,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,472,,,
Morris,Precinct 103,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,620,,,
Morris,Precinct 202,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1002,,,
Morris,Precinct 203,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1140,,,
Morris,Precinct 302,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1201,,,
Morris,Precinct 303,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1135,,,
Morris,Precinct 401,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2053,,,
Morris,Precinct 101,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,426,,,
Morris,Precinct 102,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,276,,,
Morris,Precinct 103,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,408,,,
Morris,Precinct 202,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,673,,,
Morris,Precinct 203,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,622,,,
Morris,Precinct 302,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,683,,,
Morris,Precinct 303,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,717,,,
Morris,Precinct 401,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1362,,,
Morris,Precinct 101,STRAIGHT PARTY,,REP,REPUBLICAN PARTY,34,,,
Morris,Precinct 102,STRAIGHT PARTY,,REP,REPUBLICAN PARTY,32,,,
Morris,Precinct 103,STRAIGHT PARTY,,REP,REPUBLICAN PARTY,78,,,
Morris,Precinct 202,STRAIGHT PARTY,,REP,REPUBLICAN PARTY,178,,,
Morris,Precinct 203,STRAIGHT PARTY,,REP,REPUBLICAN PARTY,190,,,
Morris,Precinct 302,STRAIGHT PARTY,,REP,REPUBLICAN PARTY,164,,,
Morris,Precinct 303,STRAIGHT PARTY,,REP,REPUBLICAN PARTY,227,,,
Morris,Precinct 401,STRAIGHT PARTY,,REP,REPUBLICAN PARTY,430,,,
Morris,Precinct 101,STRAIGHT PARTY,,DEM,DEMOCRATIC PARTY,284,,,
Morris,Precinct 102,STRAIGHT PARTY,,DEM,DEMOCRATIC PARTY,175,,,
Morris,Precinct 103,STRAIGHT PARTY,,DEM,DEMOCRATIC PARTY,143,,,
Morris,Precinct 202,STRAIGHT PARTY,,DEM,DEMOCRATIC PARTY,104,,,
Morris,Precinct 203,STRAIGHT PARTY,,DEM,DEMOCRATIC PARTY,140,,,
Morris,Precinct 302,STRAIGHT PARTY,,DEM,DEMOCRATIC PARTY,176,,,
Morris,Precinct 303,STRAIGHT PARTY,,DEM,DEMOCRATIC PARTY,110,,,
Morris,Precinct 401,STRAIGHT PARTY,,DEM,DEMOCRATIC PARTY,235,,,
Morris,Precinct 101,STRAIGHT PARTY,,LIB,LIBERTARIAN PARTY,1,,,
Morris,Precinct 102,STRAIGHT PARTY,,LIB,LIBERTARIAN PARTY,1,,,
Morris,Precinct 103,STRAIGHT PARTY,,LIB,LIBERTARIAN PARTY,5,,,
Morris,Precinct 202,STRAIGHT PARTY,,LIB,LIBERTARIAN PARTY,4,,,
Morris,Precinct 203,STRAIGHT PARTY,,LIB,LIBERTARIAN PARTY,1,,,
Morris,Precinct 302,STRAIGHT PARTY,,LIB,LIBERTARIAN PARTY,1,,,
Morris,Precinct 303,STRAIGHT PARTY,,LIB,LIBERTARIAN PARTY,4,,,
Morris,Precinct 401,STRAIGHT PARTY,,LIB,LIBERTARIAN PARTY,4,,,
Morris,Precinct 101,STRAIGHT PARTY,,GRN,GREEN PARTY,0,,,
Morris,Precinct 102,STRAIGHT PARTY,,GRN,GREEN PARTY,0,,,
Morris,Precinct 103,STRAIGHT PARTY,,GRN,GREEN PARTY,1,,,
Morris,Precinct 202,STRAIGHT PARTY,,GRN,GREEN PARTY,0,,,
Morris,Precinct 203,STRAIGHT PARTY,,GRN,GREEN PARTY,0,,,
Morris,Precinct 302,STRAIGHT PARTY,,GRN,GREEN PARTY,0,,,
Morris,Precinct 303,STRAIGHT PARTY,,GRN,GREEN PARTY,1,,,
Morris,Precinct 401,STRAIGHT PARTY,,GRN,GREEN PARTY,3,,,
Morris,Precinct 101,President and Vice President,,REP,Mitt Romney / Paul Ryan,88,,,
Morris,Precinct 102,President and Vice President,,REP,Mitt Romney / Paul Ryan,66,,,
Morris,Precinct 103,President and Vice President,,REP,Mitt Romney / Paul Ryan,218,,,
Morris,Precinct 202,President and Vice President,,REP,Mitt Romney / Paul Ryan,488,,,
Morris,Precinct 203,President and Vice President,,REP,Mitt Romney / Paul Ryan,397,,,
Morris,Precinct 302,President and Vice President,,REP,Mitt Romney / Paul Ryan,441,,,
Morris,Precinct 303,President and Vice President,,REP,Mitt Romney / Paul Ryan,545,,,
Morris,Precinct 401,President and Vice President,,REP,Mitt Romney / Paul Ryan,983,,,
Morris,Precinct 101,President and Vice President,,DEM,Barack Obama / Joe Biden,337,,,
Morris,Precinct 102,President and Vice President,,DEM,Barack Obama / Joe Biden,208,,,
Morris,Precinct 103,President and Vice President,,DEM,Barack Obama / Joe Biden,184,,,
Morris,Precinct 202,President and Vice President,,DEM,Barack Obama / Joe Biden,178,,,
Morris,Precinct 203,President and Vice President,,DEM,Barack Obama / Joe Biden,214,,,
Morris,Precinct 302,President and Vice President,,DEM,Barack Obama / Joe Biden,224,,,
Morris,Precinct 303,President and Vice President,,DEM,Barack Obama / Joe Biden,158,,,
Morris,Precinct 401,President and Vice President,,DEM,Barack Obama / Joe Biden,353,,,
Morris,Precinct 101,President and Vice President,,LIB,Gary Johnson / Jim Gray,0,,,
Morris,Precinct 102,President and Vice President,,LIB,Gary Johnson / Jim Gray,0,,,
Morris,Precinct 103,President and Vice President,,LIB,Gary Johnson / Jim Gray,5,,,
Morris,Precinct 202,President and Vice President,,LIB,Gary Johnson / Jim Gray,4,,,
Morris,Precinct 203,President and Vice President,,LIB,Gary Johnson / Jim Gray,6,,,
Morris,Precinct 302,President and Vice President,,LIB,Gary Johnson / Jim Gray,7,,,
Morris,Precinct 303,President and Vice President,,LIB,Gary Johnson / Jim Gray,8,,,
Morris,Precinct 401,President and Vice President,,LIB,Gary Johnson / Jim Gray,11,,,
Morris,Precinct 101,President and Vice President,,GRN,Jill Stein / Cheri Honkala,0,,,
Morris,Precinct 102,President and Vice President,,GRN,Jill Stein / Cheri Honkala,0,,,
Morris,Precinct 103,President and Vice President,,GRN,Jill Stein / Cheri Honkala,0,,,
Morris,Precinct 202,President and Vice President,,GRN,Jill Stein / Cheri Honkala,0,,,
Morris,Precinct 203,President and Vice President,,GRN,Jill Stein / Cheri Honkala,0,,,
Morris,Precinct 302,President and Vice President,,GRN,Jill Stein / Cheri Honkala,2,,,
Morris,Precinct 303,President and Vice President,,GRN,Jill Stein / Cheri Honkala,1,,,
Morris,Precinct 401,President and Vice President,,GRN,Jill Stein / Cheri Honkala,3,,,
Morris,Precinct 101,United States Senator,,REP,Ted Cruz,70,,,
Morris,Precinct 102,United States Senator,,REP,Ted Cruz,58,,,
Morris,Precinct 103,United States Senator,,REP,Ted Cruz,174,,,
Morris,Precinct 202,United States Senator,,REP,Ted Cruz,373,,,
Morris,Precinct 203,United States Senator,,REP,Ted Cruz,360,,,
Morris,Precinct 302,United States Senator,,REP,Ted Cruz,362,,,
Morris,Precinct 303,United States Senator,,REP,Ted Cruz,436,,,
Morris,Precinct 401,United States Senator,,REP,Ted Cruz,851,,,
Morris,Precinct 101,United States Senator,,DEM,Paul Sadler,341,,,
Morris,Precinct 102,United States Senator,,DEM,Paul Sadler,212,,,
Morris,Precinct 103,United States Senator,,DEM,Paul Sadler,204,,,
Morris,Precinct 202,United States Senator,,DEM,Paul Sadler,257,,,
