county,precinct,office,district,candidate,party,early_voting,mail,election_day,votes
Collin,PCT 193,"Judge, County Court at Law Number 2",,Barnett Walker,REP,218,18,123,359
Collin,PCT 193,Sheriff,,Terry G. Box,REP,223,18,123,364
Collin,PCT 193,County Tax Assessor-Collector,,Kenneth L. Maun,REP,225,18,127,370
Collin,PCT 193,District Clerk,,Andrea Stroh Thompso,REP,217,18,122,357
Collin,PCT 193,"Constable, Precinct No. 2",,Joe Barton,REP,218,18,120,356
Collin,PCT 194,Straight Party,,Republican,REP,5,0,2,7
Collin,PCT 194,Straight Party,,Democrat,DEM,0,0,0,0
Collin,PCT 194,Straight Party,,Libertarian,LIB,0,0,0,0
Collin,PCT 194,Straight Party,,Green,GRN,0,0,0,0
Collin,PCT 194,President/Vice-President,,Romney/Ryan,REP,7,0,5,12
Collin,PCT 194,President/Vice-President,,Obama/Biden,DEM,1,0,0,1
Collin,PCT 194,President/Vice-President,,Johnson/Gray,LIB,0,0,0,0
Collin,PCT 194,President/Vice-President,,Stein/Honkala,GRN,0,0,0,0
Collin,PCT 194,President/Vice-President,,Write-in 50,NP,0,0,1,1
Collin,PCT 194,U.S. Senate,,Ted Cruz,REP,7,0,4,11
Collin,PCT 194,U.S. Senate,,Paul Sadler,DEM,1,0,1,2
Collin,PCT 194,U.S. Senate,,John Jay Myers,LIB,0,0,0,0
Collin,PCT 194,U.S. Senate,,David B. Collins,GRN,0,0,0,0
Collin,PCT 194,U.S. House,3,Sam Johnson,REP,8,0,2,10
Collin,PCT 194,Railroad Commissioner,,Christi Craddick,REP,7,0,3,10
Collin,PCT 194,Railroad Commissioner,,Dale Henry,DEM,1,0,0,1
Collin,PCT 194,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,0,0,1,1
Collin,PCT 194,Railroad Commissioner,,Chris Kennedy,GRN,0,0,1,1
Collin,PCT 194,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,8,0,2,10
Collin,PCT 194,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,0,0,0,0
Collin,PCT 194,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,0,0,2,2
Collin,PCT 194,"Justice, Supreme Court, Place 2",,Don Willett,REP,6,0,2,8
Collin,PCT 194,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,0,0,2,2
Collin,PCT 194,"Justice, Supreme Court, Place 4",,John Devine,REP,6,0,3,9
Collin,PCT 194,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,0,0,1,1
Collin,PCT 194,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,0,0,1,1
Collin,PCT 194,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,7,0,2,9
Collin,PCT 194,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,0,0,0,0
Collin,PCT 194,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,0,0,1,1
Collin,PCT 194,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,0,0,1,1
Collin,PCT 194,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,6,0,2,8
Collin,PCT 194,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,0,0,1,1
Collin,PCT 194,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,1,0,1,2
Collin,PCT 194,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,6,0,2,8
Collin,PCT 194,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,1,0,2,3
Collin,PCT 194,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,6,0,3,9
Collin,PCT 194,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,1,0,1,2
Collin,PCT 194,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,7,0,3,10
Collin,PCT 194,"Member, State Board of Education, District 12",,Lois Parrott,DEM,1,0,1,2
Collin,PCT 194,State Senate,30,Craig Estes,REP,7,0,2,9
Collin,PCT 194,State Senate,30,Richard Wells Forsyt,LIB,0,0,2,2
Collin,PCT 194,State Representative,89,Jodie Laubenberg,REP,8,0,2,10
Collin,PCT 194,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,7,0,2,9
Collin,PCT 194,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,6,0,3,9
Collin,PCT 194,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,1,0,0,1
Collin,PCT 194,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,7,0,3,10
Collin,PCT 194,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,0,0,0,0
Collin,PCT 194,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,5,0,3,8
Collin,PCT 194,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,1,0,0,1
Collin,PCT 194,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,6,0,2,8
Collin,PCT 194,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,6,0,3,9
Collin,PCT 194,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,0,0,0,0
Collin,PCT 194,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,6,0,3,9
Collin,PCT 194,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,0,0,1,1
Collin,PCT 194,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,6,0,2,8
Collin,PCT 194,"District Judge, 199th Judicial District",,Angela Tucker,REP,6,0,2,8
Collin,PCT 194,"District Judge, 380th Judicial District",,Ben Smith,REP,6,0,2,8
Collin,PCT 194,"District Judge, 401st Judicial District",,Mark Rusch,REP,6,0,2,8
Collin,PCT 194,"District Judge, 416th Judicial District",,Chris Oldner,REP,6,0,2,8
Collin,PCT 194,"Judge, County Court at Law Number 2",,Barnett Walker,REP,6,0,2,8
Collin,PCT 194,Sheriff,,Terry G. Box,REP,7,0,2,9
Collin,PCT 194,County Tax Assessor-Collector,,Kenneth L. Maun,REP,6,0,2,8
Collin,PCT 194,District Clerk,,Andrea Stroh Thompso,REP,5,0,2,7
Collin,PCT 194,"Constable, Precinct No. 2",,Joe Barton,REP,6,0,3,9
Collin,PCT 195,Straight Party,,Republican,REP,247,2,54,303
Collin,PCT 195,Straight Party,,Democrat,DEM,30,1,8,39
Collin,PCT 195,Straight Party,,Libertarian,LIB,2,0,1,3
Collin,PCT 195,Straight Party,,Green,GRN,0,0,0,0
Collin,PCT 195,President/Vice-President,,Romney/Ryan,REP,354,2,79,435
Collin,PCT 195,President/Vice-President,,Obama/Biden,DEM,53,1,20,74
Collin,PCT 195,President/Vice-President,,Johnson/Gray,LIB,5,0,2,7
Collin,PCT 195,President/Vice-President,,Stein/Honkala,GRN,0,0,0,0
Collin,PCT 195,President/Vice-President,,Write-in 50,NP,1,0,1,2
Collin,PCT 195,U.S. Senate,,Ted Cruz,REP,333,2,77,412
Collin,PCT 195,U.S. Senate,,Paul Sadler,DEM,54,1,19,74
Collin,PCT 195,U.S. Senate,,John Jay Myers,LIB,12,0,3,15
Collin,PCT 195,U.S. Senate,,David B. Collins,GRN,6,0,1,7
Collin,PCT 195,U.S. House,3,Sam Johnson,REP,352,2,84,438
Collin,PCT 195,Railroad Commissioner,,Christi Craddick,REP,325,2,73,400
Collin,PCT 195,Railroad Commissioner,,Dale Henry,DEM,57,1,21,79
Collin,PCT 195,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,10,0,5,15
Collin,PCT 195,Railroad Commissioner,,Chris Kennedy,GRN,6,0,1,7
Collin,PCT 195,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,334,2,75,411
Collin,PCT 195,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,26,0,13,39
Collin,PCT 195,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,10,0,4,14
Collin,PCT 195,"Justice, Supreme Court, Place 2",,Don Willett,REP,339,2,75,416
Collin,PCT 195,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,33,0,14,47
Collin,PCT 195,"Justice, Supreme Court, Place 4",,John Devine,REP,334,2,74,410
Collin,PCT 195,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,26,0,12,38
Collin,PCT 195,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,14,0,4,18
Collin,PCT 195,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,322,2,68,392
Collin,PCT 195,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,61,1,18,80
Collin,PCT 195,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,12,0,8,20
Collin,PCT 195,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,5,0,2,7
Collin,PCT 195,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,319,2,71,392
Collin,PCT 195,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,64,1,18,83
Collin,PCT 195,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,15,0,6,21
Collin,PCT 195,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,336,2,70,408
Collin,PCT 195,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,33,0,16,49
Collin,PCT 195,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,330,2,70,402
Collin,PCT 195,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,35,0,17,52
Collin,PCT 195,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,332,2,78,412
Collin,PCT 195,"Member, State Board of Education, District 12",,Lois Parrott,DEM,57,1,17,75
Collin,PCT 195,State Senate,30,Craig Estes,REP,337,2,71,410
Collin,PCT 195,State Senate,30,Richard Wells Forsyt,LIB,31,0,15,46
Collin,PCT 195,State Representative,89,Jodie Laubenberg,REP,350,2,80,432
Collin,PCT 195,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,344,2,80,426
Collin,PCT 195,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,334,2,76,412
Collin,PCT 195,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,56,1,18,75
Collin,PCT 195,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,331,2,76,409
Collin,PCT 195,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,58,1,17,76
Collin,PCT 195,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,333,2,75,410
Collin,PCT 195,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,54,1,18,73
Collin,PCT 195,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,343,2,80,425
Collin,PCT 195,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,333,2,75,410
Collin,PCT 195,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,59,1,17,77
Collin,PCT 195,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,333,2,76,411
Collin,PCT 195,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,58,1,17,76
Collin,PCT 195,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,345,2,81,428
Collin,PCT 195,"District Judge, 199th Judicial District",,Angela Tucker,REP,341,2,80,423
Collin,PCT 195,"District Judge, 380th Judicial District",,Ben Smith,REP,342,2,80,424
Collin,PCT 195,"District Judge, 401st Judicial District",,Mark Rusch,REP,344,2,81,427
Collin,PCT 195,"District Judge, 416th Judicial District",,Chris Oldner,REP,343,2,80,425
Collin,PCT 195,"Judge, County Court at Law Number 2",,Barnett Walker,REP,342,2,80,424
Collin,PCT 195,Sheriff,,Terry G. Box,REP,349,2,81,432
Collin,PCT 195,County Tax Assessor-Collector,,Kenneth L. Maun,REP,348,2,82,432
Collin,PCT 195,District Clerk,,Andrea Stroh Thompso,REP,343,2,81,426
Collin,PCT 195,"Constable, Precinct No. 2",,Joe Barton,REP,343,2,82,427
Collin,PCT 196,Straight Party,,Republican,REP,304,2,75,381
Collin,PCT 196,Straight Party,,Democrat,DEM,122,1,34,157
Collin,PCT 196,Straight Party,,Libertarian,LIB,4,0,3,7
Collin,PCT 196,Straight Party,,Green,GRN,1,0,0,1
Collin,PCT 196,President/Vice-President,,Romney/Ryan,REP,419,2,113,534
Collin,PCT 196,President/Vice-President,,Obama/Biden,DEM,215,1,57,273
Collin,PCT 196,President/Vice-President,,Johnson/Gray,LIB,5,0,6,11
Collin,PCT 196,President/Vice-President,,Stein/Honkala,GRN,2,0,1,3
Collin,PCT 196,President/Vice-President,,Write-in 50,NP,4,0,2,6
Collin,PCT 196,U.S. Senate,,Ted Cruz,REP,409,2,108,519
Collin,PCT 196,U.S. Senate,,Paul Sadler,DEM,206,1,55,262
Collin,PCT 196,U.S. Senate,,John Jay Myers,LIB,14,0,9,23
Collin,PCT 196,U.S. Senate,,David B. Collins,GRN,5,0,2,7
Collin,PCT 196,U.S. House,32,Pete Sessions,REP,410,2,106,518
Collin,PCT 196,U.S. House,32,Katherine Savers McG,DEM,201,1,58,260
Collin,PCT 196,U.S. House,32,Seth Hollist,LIB,12,0,10,22
Collin,PCT 196,Railroad Commissioner,,Christi Craddick,REP,401,2,105,508
Collin,PCT 196,Railroad Commissioner,,Dale Henry,DEM,188,1,52,241
Collin,PCT 196,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,13,0,7,20
Collin,PCT 196,Railroad Commissioner,,Chris Kennedy,GRN,10,0,5,15
Collin,PCT 196,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,408,2,107,517
Collin,PCT 196,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,86,0,33,119
Collin,PCT 196,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,32,0,3,35
Collin,PCT 196,"Justice, Supreme Court, Place 2",,Don Willett,REP,430,2,113,545
Collin,PCT 196,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,100,0,32,132
Collin,PCT 196,"Justice, Supreme Court, Place 4",,John Devine,REP,413,2,113,528
Collin,PCT 196,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,84,0,27,111
Collin,PCT 196,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,29,0,5,34
Collin,PCT 196,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,382,2,103,487
Collin,PCT 196,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,194,1,55,250
Collin,PCT 196,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,27,0,9,36
Collin,PCT 196,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,5,0,1,6
Collin,PCT 196,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,392,2,102,496
Collin,PCT 196,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,193,1,54,248
Collin,PCT 196,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,27,0,11,38
Collin,PCT 196,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,409,2,108,519
Collin,PCT 196,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,113,0,36,149
Collin,PCT 196,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,422,2,109,533
Collin,PCT 196,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,100,0,38,138
Collin,PCT 196,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,401,2,107,510
Collin,PCT 196,"Member, State Board of Education, District 12",,Lois Parrott,DEM,205,1,57,263
Collin,PCT 196,State Senate,8,Ken Paxton,REP,400,2,106,508
Collin,PCT 196,State Senate,8,"Jack G.B. Ternan, Jr",DEM,191,1,53,245
Collin,PCT 196,State Senate,8,Ed Kless,LIB,21,0,9,30
Collin,PCT 196,State Representative,89,Jodie Laubenberg,REP,452,2,121,575
Collin,PCT 196,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,445,2,120,567
Collin,PCT 196,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,396,2,107,505
Collin,PCT 196,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,203,1,56,260
Collin,PCT 196,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,400,2,106,508
Collin,PCT 196,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,198,1,58,257
Collin,PCT 196,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,403,2,108,513
Collin,PCT 196,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,197,1,55,253
Collin,PCT 196,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,440,2,116,558
Collin,PCT 196,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,399,2,107,508
Collin,PCT 196,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,200,1,55,256
Collin,PCT 196,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,401,2,103,506
Collin,PCT 196,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,197,1,57,255
Collin,PCT 196,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,442,2,118,562
Collin,PCT 196,"District Judge, 199th Judicial District",,Angela Tucker,REP,446,2,115,563
Collin,PCT 196,"District Judge, 380th Judicial District",,Ben Smith,REP,443,2,118,563
Collin,PCT 196,"District Judge, 401st Judicial District",,Mark Rusch,REP,442,2,119,563
Collin,PCT 196,"District Judge, 416th Judicial District",,Chris Oldner,REP,441,2,117,560
Collin,PCT 196,"Judge, County Court at Law Number 2",,Barnett Walker,REP,441,2,117,560
Collin,PCT 196,Sheriff,,Terry G. Box,REP,442,2,117,561
Collin,PCT 196,County Tax Assessor-Collector,,Kenneth L. Maun,REP,444,2,118,564
Collin,PCT 196,District Clerk,,Andrea Stroh Thompso,REP,439,2,118,559
Collin,PCT 196,"Constable, Precinct No. 2",,Joe Barton,REP,444,2,118,564
Collin,PCT 197,Straight Party,,Republican,REP,182,12,67,261
Collin,PCT 197,Straight Party,,Democrat,DEM,143,1,60,204
Collin,PCT 197,Straight Party,,Libertarian,LIB,2,0,3,5
Collin,PCT 197,Straight Party,,Green,GRN,0,0,0,0
Collin,PCT 197,President/Vice-President,,Romney/Ryan,REP,291,12,107,410
Collin,PCT 197,President/Vice-President,,Obama/Biden,DEM,215,1,104,320
Collin,PCT 197,President/Vice-President,,Johnson/Gray,LIB,6,1,3,10
Collin,PCT 197,President/Vice-President,,Stein/Honkala,GRN,1,0,0,1
Collin,PCT 197,President/Vice-President,,Write-in 50,NP,2,0,0,2
Collin,PCT 197,U.S. Senate,,Ted Cruz,REP,282,13,103,398
Collin,PCT 197,U.S. Senate,,Paul Sadler,DEM,210,1,88,299
Collin,PCT 197,U.S. Senate,,John Jay Myers,LIB,9,0,5,14
Collin,PCT 197,U.S. Senate,,David B. Collins,GRN,3,0,3,6
Collin,PCT 197,U.S. House,3,Sam Johnson,REP,337,13,133,483
Collin,PCT 197,Railroad Commissioner,,Christi Craddick,REP,287,13,99,399
Collin,PCT 197,Railroad Commissioner,,Dale Henry,DEM,184,1,81,266
Collin,PCT 197,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,18,0,7,25
Collin,PCT 197,Railroad Commissioner,,Chris Kennedy,GRN,3,0,2,5
Collin,PCT 197,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,295,12,110,417
Collin,PCT 197,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,78,0,29,107
Collin,PCT 197,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,28,0,12,40
Collin,PCT 197,"Justice, Supreme Court, Place 2",,Don Willett,REP,305,12,116,433
Collin,PCT 197,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,88,0,39,127
Collin,PCT 197,"Justice, Supreme Court, Place 4",,John Devine,REP,296,12,114,422
Collin,PCT 197,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,75,0,28,103
Collin,PCT 197,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,30,0,17,47
Collin,PCT 197,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,271,12,102,385
Collin,PCT 197,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,204,1,82,287
Collin,PCT 197,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,12,0,9,21
Collin,PCT 197,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,2,0,1,3
Collin,PCT 197,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,279,13,104,396
Collin,PCT 197,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,199,1,80,280
Collin,PCT 197,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,12,0,8,20
Collin,PCT 197,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,296,12,114,422
Collin,PCT 197,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,93,0,33,126
Collin,PCT 197,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,293,12,113,418
Collin,PCT 197,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,93,0,34,127
Collin,PCT 197,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,285,12,107,404
Collin,PCT 197,"Member, State Board of Education, District 12",,Lois Parrott,DEM,206,1,84,291
Collin,PCT 197,State Senate,8,Ken Paxton,REP,289,12,107,408
Collin,PCT 197,State Senate,8,"Jack G.B. Ternan, Jr",DEM,197,1,83,281
Collin,PCT 197,State Senate,8,Ed Kless,LIB,10,0,5,15
Collin,PCT 197,State Representative,66,Van Taylor,REP,317,12,118,447
Collin,PCT 197,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,316,12,120,448
Collin,PCT 197,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,281,12,104,397
Collin,PCT 197,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,203,1,85,289
Collin,PCT 197,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,285,12,101,398
Collin,PCT 197,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,203,1,89,293
Collin,PCT 197,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,279,12,106,397
Collin,PCT 197,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,203,1,83,287
Collin,PCT 197,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,312,13,121,446
Collin,PCT 197,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,284,12,103,399
Collin,PCT 197,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,200,1,87,288
Collin,PCT 197,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,288,12,103,403
Collin,PCT 197,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,195,1,83,279
Collin,PCT 197,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,314,12,123,449
Collin,PCT 197,"District Judge, 199th Judicial District",,Angela Tucker,REP,313,12,123,448
Collin,PCT 197,"District Judge, 380th Judicial District",,Ben Smith,REP,309,12,119,440
Collin,PCT 197,"District Judge, 401st Judicial District",,Mark Rusch,REP,308,12,118,438
Collin,PCT 197,"District Judge, 416th Judicial District",,Chris Oldner,REP,310,12,117,439
Collin,PCT 197,"Judge, County Court at Law Number 2",,Barnett Walker,REP,308,12,116,436
Collin,PCT 197,Sheriff,,Terry G. Box,REP,313,13,119,445
Collin,PCT 197,County Tax Assessor-Collector,,Kenneth L. Maun,REP,318,13,119,450
Collin,PCT 197,District Clerk,,Andrea Stroh Thompso,REP,310,12,119,441
Collin,PCT 197,"Justice of the Peace, Precinct No. 3, Place 1",,Chuck Ruckel,REP,310,12,118,440
Collin,PCT 197,"Constable, Precinct No. 3",,Sammy Knapp,REP,311,12,116,439
Collin,PCT 198,Straight Party,,Republican,REP,28,0,7,35
Collin,PCT 198,Straight Party,,Democrat,DEM,8,0,7,15
Collin,PCT 198,Straight Party,,Libertarian,LIB,0,0,0,0
Collin,PCT 198,Straight Party,,Green,GRN,0,0,0,0
Collin,PCT 198,President/Vice-President,,Romney/Ryan,REP,42,0,13,55
Collin,PCT 198,President/Vice-President,,Obama/Biden,DEM,7,0,8,15
Collin,PCT 198,President/Vice-President,,Johnson/Gray,LIB,0,0,0,0
Collin,PCT 198,President/Vice-President,,Stein/Honkala,GRN,0,0,0,0
Collin,PCT 198,President/Vice-President,,Write-in 50,NP,0,0,0,0
Collin,PCT 198,U.S. Senate,,Ted Cruz,REP,38,0,8,46
Collin,PCT 198,U.S. Senate,,Paul Sadler,DEM,9,0,10,19
Collin,PCT 198,U.S. Senate,,John Jay Myers,LIB,0,0,2,2
Collin,PCT 198,U.S. Senate,,David B. Collins,GRN,0,0,1,1
Collin,PCT 198,U.S. House,3,Sam Johnson,REP,38,0,10,48
Collin,PCT 198,Railroad Commissioner,,Christi Craddick,REP,38,0,11,49
Collin,PCT 198,Railroad Commissioner,,Dale Henry,DEM,9,0,9,18
Collin,PCT 198,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,0,0,0,0
Collin,PCT 198,Railroad Commissioner,,Chris Kennedy,GRN,0,0,0,0
Collin,PCT 198,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,33,0,11,44
Collin,PCT 198,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,4,0,0,4
Collin,PCT 198,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,2,0,1,3
Collin,PCT 198,"Justice, Supreme Court, Place 2",,Don Willett,REP,38,0,11,49
Collin,PCT 198,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,3,0,2,5
Collin,PCT 198,"Justice, Supreme Court, Place 4",,John Devine,REP,38,0,11,49
Collin,PCT 198,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,1,0,1,2
Collin,PCT 198,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,2,0,2,4
Collin,PCT 198,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,37,0,11,48
Collin,PCT 198,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,8,0,8,16
Collin,PCT 198,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,0,0,0,0
Collin,PCT 198,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,0,0,1,1
Collin,PCT 198,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,35,0,11,46
Collin,PCT 198,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,10,0,8,18
Collin,PCT 198,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,0,0,1,1
Collin,PCT 198,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,34,0,11,45
Collin,PCT 198,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,6,0,3,9
Collin,PCT 198,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,36,0,11,47
Collin,PCT 198,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,4,0,3,7
Collin,PCT 198,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,36,0,11,47
Collin,PCT 198,"Member, State Board of Education, District 12",,Lois Parrott,DEM,10,0,9,19
