county,precinct,office,district,party,candidate,votes,early_voting,election_day
Coleman,1,Registered Voters,,,,1481,,
Coleman,1,President / Vice President,,REP,Mitt Romney/Paul Ryan,770,557,213
Coleman,1,President / Vice President,,DEM,Barack Obama/Joe Biden,96,59,37
Coleman,1,President / Vice President,,LIB,Gary Johnson/James P. Gray,5,4,1
Coleman,1,President / Vice President,,GRN,Jill Stein/Cheri Honkala,0,0,0
Coleman,1,President / Vice President,,Write-In,Stewart Alexander/Alex Mendoza,0,0,0
Coleman,1,President / Vice President,,Write-In,Rocky Anderson/Luis J. Rodriguez,0,0,0
Coleman,1,President / Vice President,,Write-In,Avery Ayers/Alejandrina Cabrera,0,0,0
Coleman,1,President / Vice President,,Write-In,Andre N. Barnett/Kenneth R. Cross,0,0,0
Coleman,1,President / Vice President,,Write-In,Virgil Goode/Jim Clymer,0,0,0
Coleman,1,President / Vice President,,Write-In,Thaddus Hill/Gordan F. Bailey,0,0,0
Coleman,1,President / Vice President,,Write-In,Tom Hoefling/Jonathan D. Ellis,0,0,0
Coleman,1,United States Senator,,REP,Ted Cruz,712,513,199
Coleman,1,United States Senator,,DEM,Paul Sadler,115,73,42
Coleman,1,United States Senator,,LIB,John Jay Myers,10,7,3
Coleman,1,United States Senator,,GRN,David B. Collins,6,4,2
Coleman,1,United States Representative,11,REP,Mike Conaway,725,523,202
Coleman,1,United States Representative,11,DEM,Jim Riley,112,70,42
Coleman,1,United States Representative,11,LIB,Scott J. Ballard,14,11,3
Coleman,1,Railroad Commissioner,,REP,Christi Craddick,700,507,193
Coleman,1,Railroad Commissioner,,DEM,Dale Henry,115,73,42
Coleman,1,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,7,4,3
Coleman,1,Railroad Commissioner,,GRN,Chris Kennedy,10,8,2
Coleman,1,"Railroad Commissioner, Unexpired Term",,REP,Barry Smitherman,707,512,195
Coleman,1,"Railroad Commissioner, Unexpired Term",,LIB,Jaime O. Perez,58,36,22
Coleman,1,"Railroad Commissioner, Unexpired Term",,GRN,Josh Wendel,14,7,7
Coleman,1,"Justice, Supreme Court, Place 2",,REP,Don Willett,731,529,202
Coleman,1,"Justice, Supreme Court, Place 2",,LIB,RS Roberto Koelsch,48,27,21
Coleman,1,"Justice, Supreme Court, Place 4",,REP,John Devine,707,512,195
Coleman,1,"Justice, Supreme Court, Place 4",,LIB,Tom Oxford,52,29,23
Coleman,1,"Justice, Supreme Court, Place 4",,GRN,Charles E. Waterbury,11,6,5
Coleman,1,"Justice, Supreme Court, Place 6",,REP,Nathan Hecht,671,491,180
