county,precinct,office,district,party,candidate,votes,early_votes,election_day
Madison,101,Registered Voters,,REP,,1527,,
Madison,101,Ballots Cast,,REP,,948,602,346
Madison,101,Straight Party,,REP,Over Votes,0,0,0
Madison,101,Straight Party,,REP,Under Votes,354,209,145
Madison,101,Straight Party,,REP,Republican Party,461,310,151
Madison,101,Straight Party,,DEM,Democratic Party,129,81,48
Madison,101,Straight Party,,LIB,Libertarian Party,2,0,2
Madison,101,Straight Party,,GRN,Green Party,2,2,0
Madison,101,President and Vice President,,REP,Over Votes,0,0,0
Madison,101,President and Vice President,,REP,Under Votes,18,6,12
Madison,101,President and Vice President,,REP,Mitt Romney \ Paul Ryan,736,471,265
Madison,101,President and Vice President,,DEM,Barack Obama \ Joe Biden,192,124,68
Madison,101,President and Vice President,,LIB,Gary Johnson \ Jim Gray,1,0,1
Madison,101,President and Vice President,,GRN,Jill Stein \ Cheri Honkala,1,1,0
Madison,101,United States Senator,,REP,Over Votes,0,0,0
Madison,101,United States Senator,,REP,Under Votes,20,10,10
Madison,101,United States Senator,,REP,Ted Cruz,721,463,258
Madison,101,United States Senator,,DEM,Paul Sadler,192,118,74
Madison,101,United States Senator,,LIB,John Jay Myers,9,7,2
Madison,101,United States Senator,,GRN,David B. Collins,6,4,2
Madison,101,United States Representative,8,REP,Over Votes,0,0,0
Madison,101,United States Representative,8,REP,Under Votes,30,17,13
Madison,101,United States Representative,8,REP,Kevin Brady,715,458,257
Madison,101,United States Representative,8,DEM,Neil Burns,189,118,71
Madison,101,United States Representative,8,LIB,Roy Hall,14,9,5
Madison,101,Railroad Commissioner,,REP,Over Votes,0,0,0
Madison,101,Railroad Commissioner,,REP,Under Votes,35,19,16
Madison,101,Railroad Commissioner,,REP,Christi Craddick,692,443,249
Madison,101,Railroad Commissioner,,DEM,Dale Henry,200,128,72
Madison,101,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,11,6,5
Madison,101,Railroad Commissioner,,GRN,Chris Kennedy,10,6,4
Madison,101,"Railroad Commissioner, Unexpired Term",,REP,Over Votes,0,0,0
Madison,101,"Railroad Commissioner, Unexpired Term",,REP,Under Votes,137,87,50
Madison,101,"Railroad Commissioner, Unexpired Term",,REP,Barry Smitherman,721,461,260
Madison,101,"Railroad Commissioner, Unexpired Term",,LIB,Jaime O. Perez,57,39,18
Madison,101,"Railroad Commissioner, Unexpired Term",,GRN,Josh Wendel,33,15,18
Madison,101,"Justice, Supreme Court, Place 2",,REP,Over Votes,0,0,0
Madison,101,"Justice, Supreme Court, Place 2",,REP,Under Votes,148,93,55
Madison,101,"Justice, Supreme Court, Place 2",,REP,Don Willett,730,464,266
Madison,101,"Justice, Supreme Court, Place 2",,LIB,RS Roberto Koelsch,70,45,25
Madison,101,"Justice, Supreme Court, Place 4",,REP,Over Votes,0,0,0
Madison,101,"Justice, Supreme Court, Place 4",,REP,Under Votes,151,97,54
Madison,101,"Justice, Supreme Court, Place 4",,REP,John Devine,713,456,257
Madison,101,"Justice, Supreme Court, Place 4",,LIB,Tom Oxford,63,38,25
Madison,101,"Justice, Supreme Court, Place 4",,GRN,Charles E. Waterbury,21,11,10
Madison,101,"Justice, Supreme Court, Place 6",,REP,Over Votes,0,0,0
Madison,101,"Justice, Supreme Court, Place 6",,REP,Under Votes,42,22,20
Madison,101,"Justice, Supreme Court, Place 6",,REP,Nathan Hecht,663,433,230
Madison,101,"Justice, Supreme Court, Place 6",,DEM,Michele Petty,213,131,82
Madison,101,"Justice, Supreme Court, Place 6",,LIB,Mark Ash,20,13,7
Madison,101,"Justice, Supreme Court, Place 6",,GRN,Jim Chisholm,10,3,7
Madison,101,"Presiding Judge, Court of Criminal Appeals",,REP,Over Votes,0,0,0
Madison,101,"Presiding Judge, Court of Criminal Appeals",,REP,Under Votes,45,21,24
Madison,101,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,675,441,234
Madison,101,"Presiding Judge, Court of Criminal Appeals",,DEM,Keith Hampton,202,125,77
Madison,101,"Presiding Judge, Court of Criminal Appeals",,LIB,Lance Stott,26,15,11
Madison,101,"Judge, Court of Criminal Appeals, Place 7",,REP,Over Votes,0,0,0
Madison,101,"Judge, Court of Criminal Appeals, Place 7",,REP,Under Votes,153,93,60
Madison,101,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,694,448,246
Madison,101,"Judge, Court of Criminal Appeals, Place 7",,LIB,Mark W. Bennett,101,61,40
Madison,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Over Votes,0,0,0
Madison,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Under Votes,150,93,57
Madison,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Elsa Alcala,711,458,253
Madison,101,"Judge, Court of Criminal Appeals, Place 8",,LIB,"William Bryan Strange, III",87,51,36
Madison,101,"Member, State Board of Education",10,REP,Over Votes,0,0,0
Madison,101,"Member, State Board of Education",10,REP,Under Votes,42,21,21
