county,precinct,office,district,candidate,party,votes,early_voting,mail,election_day
Leon,Pct. 101,Straight Party,,Republican,REP,213,139,15,59
Leon,Pct. 102,Straight Party,,Republican,REP,27,13,2,12
Leon,Pct. 103,Straight Party,,Republican,REP,35,18,2,15
Leon,Pct. 201,Straight Party,,Republican,REP,86,47,5,34
Leon,Pct. 202,Straight Party,,Republican,REP,256,171,15,70
Leon,Pct. 203,Straight Party,,Republican,REP,69,42,4,23
Leon,Pct. 301,Straight Party,,Republican,REP,24,6,0,18
Leon,Pct. 302,Straight Party,,Republican,REP,208,79,6,123
Leon,Pct. 303,Straight Party,,Republican,REP,220,70,15,135
Leon,Pct. 304,Straight Party,,Republican,REP,21,9,0,12
Leon,Pct. 401,Straight Party,,Republican,REP,100,35,6,59
Leon,Pct. 402,Straight Party,,Republican,REP,21,14,2,5
Leon,Pct. 403,Straight Party,,Republican,REP,60,33,2,25
Leon,Pct. 404,Straight Party,,Republican,REP,82,52,5,25
Leon,Pct. 405,Straight Party,,Republican,REP,91,37,5,49
Leon,Pct. 101,Straight Party,,Democratic,DEM,189,118,3,68
Leon,Pct. 102,Straight Party,,Democratic,DEM,83,46,0,37
Leon,Pct. 103,Straight Party,,Democratic,DEM,13,7,0,6
Leon,Pct. 201,Straight Party,,Democratic,DEM,15,6,0,9
Leon,Pct. 202,Straight Party,,Democratic,DEM,103,51,25,27
Leon,Pct. 203,Straight Party,,Democratic,DEM,12,5,0,7
Leon,Pct. 301,Straight Party,,Democratic,DEM,6,0,2,4
Leon,Pct. 302,Straight Party,,Democratic,DEM,100,28,3,69
Leon,Pct. 303,Straight Party,,Democratic,DEM,71,29,1,41
Leon,Pct. 304,Straight Party,,Democratic,DEM,19,7,0,12
Leon,Pct. 401,Straight Party,,Democratic,DEM,94,33,0,61
Leon,Pct. 402,Straight Party,,Democratic,DEM,45,12,0,33
Leon,Pct. 403,Straight Party,,Democratic,DEM,29,13,2,14
Leon,Pct. 404,Straight Party,,Democratic,DEM,101,67,1,33
Leon,Pct. 405,Straight Party,,Democratic,DEM,32,11,0,21
Leon,Pct. 101,Straight Party,,Libertarian,LIB,3,1,0,2
Leon,Pct. 102,Straight Party,,Libertarian,LIB,0,0,0,0
Leon,Pct. 103,Straight Party,,Libertarian,LIB,0,0,0,0
Leon,Pct. 201,Straight Party,,Libertarian,LIB,2,0,0,2
