county,precinct,office,district,candidate,party,votes,early_voting,election_day
Atascosa,1,Registered Voters,,,,682,,
Atascosa,2,Registered Voters,,,,0,,
Atascosa,3,Registered Voters,,,,1538,,
Atascosa,4,Registered Voters,,,,174,,
Atascosa,5,Registered Voters,,,,0,,
Atascosa,6,Registered Voters,,,,71,,
Atascosa,7,Registered Voters,,,,1517,,
Atascosa,8,Registered Voters,,,,452,,
Atascosa,9,Registered Voters,,,,92,,
Atascosa,10,Registered Voters,,,,902,,
Atascosa,11 KCISD,Registered Voters,,,,0,,
Atascosa,12,Registered Voters,,,,1238,,
Atascosa,13,Registered Voters,,,,2168,,
Atascosa,14 Christine,Registered Voters,,,,0,,
Atascosa,15,Registered Voters,,,,1959,,
Atascosa,16,Registered Voters,,,,196,,
Atascosa,17,Registered Voters,,,,2163,,
Atascosa,18,Registered Voters,,,,1513,,
Atascosa,19,Registered Voters,,,,431,,
Atascosa,20,Registered Voters,,,,3032,,
Atascosa,21,Registered Voters,,,,192,,
Atascosa,22,Registered Voters,,,,568,,
Atascosa,23,Registered Voters,,,,0,,
Atascosa,24,Registered Voters,,,,1153,,
Atascosa,1,Ballots Cast,,,,414,255,159
Atascosa,2,Ballots Cast,,,,672,120,552
Atascosa,3,Ballots Cast,,,,754,438,316
Atascosa,4,Ballots Cast,,,,104,33,71
Atascosa,5,Ballots Cast,,,,656,290,366
Atascosa,6,Ballots Cast,,,,46,34,12
Atascosa,7,Ballots Cast,,,,741,285,456
Atascosa,8,Ballots Cast,,,,281,128,153
Atascosa,9,Ballots Cast,,,,67,26,41
Atascosa,10,Ballots Cast,,,,525,196,329
Atascosa,11,Ballots Cast,,,,79,9,70
Atascosa,12,Ballots Cast,,,,629,116,513
Atascosa,13,Ballots Cast,,,,1215,862,353
Atascosa,14,Ballots Cast,,,,359,148,211
Atascosa,15,Ballots Cast,,,,930,537,393
Atascosa,16,Ballots Cast,,,,129,69,60
Atascosa,17,Ballots Cast,,,,984,372,612
Atascosa,18,Ballots Cast,,,,784,390,394
Atascosa,19,Ballots Cast,,,,225,166,59
Atascosa,20,Ballots Cast,,,,2098,1527,571
Atascosa,21,Ballots Cast,,,,137,64,73
Atascosa,22,Ballots Cast,,,,374,204,170
Atascosa,23,Ballots Cast,,,,348,144,204
Atascosa,24,Ballots Cast,,,,696,184,512
Atascosa,1,Straight Party,,Republican Party,REP,98,68,30
Atascosa,2,Straight Party,,Republican Party,REP,95,34,61
Atascosa,3,Straight Party,,Republican Party,REP,165,108,57
Atascosa,4,Straight Party,,Republican Party,REP,16,7,9
Atascosa,5,Straight Party,,Republican Party,REP,138,68,70
Atascosa,6,Straight Party,,Republican Party,REP,15,9,6
Atascosa,7,Straight Party,,Republican Party,REP,122,64,58
Atascosa,8,Straight Party,,Republican Party,REP,50,26,24
Atascosa,9,Straight Party,,Republican Party,REP,20,10,10
Atascosa,10,Straight Party,,Republican Party,REP,118,68,50
Atascosa,11,Straight Party,,Republican Party,REP,15,5,10
Atascosa,12,Straight Party,,Republican Party,REP,147,36,111
Atascosa,13,Straight Party,,Republican Party,REP,299,234,65
Atascosa,14,Straight Party,,Republican Party,REP,32,24,8
Atascosa,15,Straight Party,,Republican Party,REP,112,74,38
Atascosa,16,Straight Party,,Republican Party,REP,22,13,9
Atascosa,17,Straight Party,,Republican Party,REP,81,53,28
Atascosa,18,Straight Party,,Republican Party,REP,117,79,38
Atascosa,19,Straight Party,,Republican Party,REP,48,37,11
Atascosa,20,Straight Party,,Republican Party,REP,587,453,134
Atascosa,21,Straight Party,,Republican Party,REP,35,16,19
Atascosa,22,Straight Party,,Republican Party,REP,92,53,39
Atascosa,23,Straight Party,,Republican Party,REP,87,39,48
Atascosa,24,Straight Party,,Republican Party,REP,208,72,136
Atascosa,1,Straight Party,,Democratic Party,DEM,48,35,13
Atascosa,2,Straight Party,,Democratic Party,DEM,90,23,67
Atascosa,3,Straight Party,,Democratic Party,DEM,163,89,74
Atascosa,4,Straight Party,,Democratic Party,DEM,20,3,17
Atascosa,5,Straight Party,,Democratic Party,DEM,156,59,97
Atascosa,6,Straight Party,,Democratic Party,DEM,3,1,2
Atascosa,7,Straight Party,,Democratic Party,DEM,150,56,94
Atascosa,8,Straight Party,,Democratic Party,DEM,58,30,28
Atascosa,9,Straight Party,,Democratic Party,DEM,6,4,2
Atascosa,10,Straight Party,,Democratic Party,DEM,96,32,64
Atascosa,11,Straight Party,,Democratic Party,DEM,2,0,2
Atascosa,12,Straight Party,,Democratic Party,DEM,109,18,91
Atascosa,13,Straight Party,,Democratic Party,DEM,190,121,69
Atascosa,14,Straight Party,,Democratic Party,DEM,40,14,26
Atascosa,15,Straight Party,,Democratic Party,DEM,266,164,102
Atascosa,16,Straight Party,,Democratic Party,DEM,27,14,13
Atascosa,17,Straight Party,,Democratic Party,DEM,348,128,220
Atascosa,18,Straight Party,,Democratic Party,DEM,198,97,101
Atascosa,19,Straight Party,,Democratic Party,DEM,29,21,8
Atascosa,20,Straight Party,,Democratic Party,DEM,179,122,57
Atascosa,21,Straight Party,,Democratic Party,DEM,12,7,5
Atascosa,22,Straight Party,,Democratic Party,DEM,29,23,6
Atascosa,23,Straight Party,,Democratic Party,DEM,86,19,67
Atascosa,24,Straight Party,,Democratic Party,DEM,97,34,63
Atascosa,1,Straight Party,,Libertarian Party,LIB,2,1,1
Atascosa,2,Straight Party,,Libertarian Party,LIB,2,0,2
Atascosa,3,Straight Party,,Libertarian Party,LIB,3,0,3
Atascosa,4,Straight Party,,Libertarian Party,LIB,0,0,0
Atascosa,5,Straight Party,,Libertarian Party,LIB,2,1,1
Atascosa,6,Straight Party,,Libertarian Party,LIB,0,0,0
Atascosa,7,Straight Party,,Libertarian Party,LIB,0,0,0
Atascosa,8,Straight Party,,Libertarian Party,LIB,1,1,0
Atascosa,9,Straight Party,,Libertarian Party,LIB,0,0,0
Atascosa,10,Straight Party,,Libertarian Party,LIB,0,0,0
Atascosa,11,Straight Party,,Libertarian Party,LIB,0,0,0
Atascosa,12,Straight Party,,Libertarian Party,LIB,1,0,1
Atascosa,13,Straight Party,,Libertarian Party,LIB,3,2,1
Atascosa,14,Straight Party,,Libertarian Party,LIB,1,1,0
Atascosa,15,Straight Party,,Libertarian Party,LIB,1,0,1
Atascosa,16,Straight Party,,Libertarian Party,LIB,1,1,0
Atascosa,17,Straight Party,,Libertarian Party,LIB,0,0,0
Atascosa,18,Straight Party,,Libertarian Party,LIB,0,0,0
Atascosa,19,Straight Party,,Libertarian Party,LIB,3,0,3
Atascosa,20,Straight Party,,Libertarian Party,LIB,2,2,0
Atascosa,21,Straight Party,,Libertarian Party,LIB,0,0,0
Atascosa,22,Straight Party,,Libertarian Party,LIB,2,1,1
Atascosa,23,Straight Party,,Libertarian Party,LIB,1,0,1
Atascosa,24,Straight Party,,Libertarian Party,LIB,2,1,1
Atascosa,1,Straight Party,,Green Party,GRN,0,0,0
Atascosa,2,Straight Party,,Green Party,GRN,0,0,0
Atascosa,3,Straight Party,,Green Party,GRN,1,0,1
Atascosa,4,Straight Party,,Green Party,GRN,0,0,0
Atascosa,5,Straight Party,,Green Party,GRN,1,1,0
Atascosa,6,Straight Party,,Green Party,GRN,0,0,0
Atascosa,7,Straight Party,,Green Party,GRN,0,0,0
Atascosa,8,Straight Party,,Green Party,GRN,0,0,0
Atascosa,9,Straight Party,,Green Party,GRN,0,0,0
Atascosa,10,Straight Party,,Green Party,GRN,2,2,0
Atascosa,11,Straight Party,,Green Party,GRN,0,0,0
