county,precinct,office,district,party,candidate,votes,early_voting,election_day
Brazoria,1,Registered Voters,,,,4347,,
Brazoria,1,Straight Party,,REP,Republican,820,623,197
Brazoria,1,Straight Party,,DEM,Democratic,407,273,134
Brazoria,1,Straight Party,,LIB,Libertarian,8,3,5
Brazoria,1,Straight Party,,GRN,Green,1,0,1
Brazoria,1,President/Vice-President,,REP,Mitt Romney / Paul Ryan,1463,1106,357
Brazoria,1,President/Vice-President,,DEM,Barack Obama / Joe Biden,676,461,215
Brazoria,1,President/Vice-President,,LIB,Gary Johnson / Jim Gray,26,14,12
Brazoria,1,President/Vice-President,,GRN,Jill Stein / Cheri Honkala,7,6,1
Brazoria,1,President/Vice-President,,"",Stewart Alexander / Alex Mendoza,0,0,0
Brazoria,1,President/Vice-President,,"",Rocky Anderson / Luis J. Rodriguez,0,0,0
Brazoria,1,President/Vice-President,,"",Avery Ayers / Alejandrina Cabrera,0,0,0
Brazoria,1,President/Vice-President,,"",Andre N. Barnett / Kenneth R. Cross,0,0,0
Brazoria,1,President/Vice-President,,"",Virgil Goode / Jim Clymer,7,5,2
Brazoria,1,President/Vice-President,,"",Thaddaus Hill / Gordon F. Bailey,1,1,0
Brazoria,1,President/Vice-President,,"",Tom Hoefling / Jonathan D. Ellis,0,0,0
Brazoria,1,U. S. Senator,,REP,Ted Cruz,1429,1088,341
Brazoria,1,U. S. Senator,,DEM,Paul Sadler,664,456,208
Brazoria,1,U. S. Senator,,LIB,John Jay Myers,50,36,14
Brazoria,1,U. S. Senator,,GRN,David B. Collins,12,10,2
Brazoria,1,U. S. Representative,14,REP,Randy Weber,1371,1051,320
Brazoria,1,U. S. Representative,14,DEM,Nick Lampson,708,486,222
Brazoria,1,U. S. Representative,14,LIB,Zach Grady,45,28,17
Brazoria,1,U. S. Representative,14,GRN,Rhett Rosenquest Smith,19,13,6
Brazoria,1,Railroad Commissioner,,REP,Christi Craddick,1371,1044,327
Brazoria,1,Railroad Commissioner,,DEM,Dale Henry,648,453,195
Brazoria,1,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,49,31,18
Brazoria,1,Railroad Commissioner,,GRN,Chris Kennedy,39,22,17
Brazoria,1,Railroad Commissioner - Unexpired Term,,REP,Barry Smitherman,1407,1066,341
Brazoria,1,Railroad Commissioner - Unexpired Term,,LIB,Jaime O. Perez,258,170,88
Brazoria,1,Railroad Commissioner - Unexpired Term,,GRN,Josh Wendel,77,51,26
Brazoria,1,"Justice, Supreme Court, Place 2",,REP,Don Willett,1466,1096,370
Brazoria,1,"Justice, Supreme Court, Place 2",,LIB,RS Roberto Koelsch,270,186,84
Brazoria,1,"Justice, Supreme Court, Place 4",,REP,John Devine,1417,1067,350
Brazoria,1,"Justice, Supreme Court, Place 4",,LIB,Tom Oxford,233,164,69
Brazoria,1,"Justice, Supreme Court, Place 4",,GRN,Charles E. Waterbury,78,48,30
Brazoria,1,"Justice, Supreme Court, Place 6",,REP,Nathan Hecht,1304,994,310
Brazoria,1,"Justice, Supreme Court, Place 6",,DEM,Michele Petty,704,488,216
Brazoria,1,"Justice, Supreme Court, Place 6",,LIB,Mark Ash,63,46,17
Brazoria,1,"Justice, Supreme Court, Place 6",,GRN,Jim Chisholm,23,14,9
Brazoria,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,1354,1024,330
Brazoria,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Keith Hampton,659,459,200
Brazoria,1,"Presiding Judge, Court of Criminal Appeals",,LIB,Lance Stott,77,52,25
Brazoria,1,"Judge, Court of Criminal Appeals Place 7",,REP,Barbara Parker Hervey,1413,1058,355
Brazoria,1,"Judge, Court of Criminal Appeals Place 7",,LIB,Mark W. Bennett,308,214,94
Brazoria,1,"Judge, Court of Criminal Appeals Place 8",,REP,Elsa Alcala,1412,1059,353
Brazoria,1,"Judge, Court of Criminal Appeals Place 8",,LIB,William Bryan Strange III,299,208,91
Brazoria,1,"Member, State Board of Education,",7,REP,David Bradley,1440,1077,363
Brazoria,1,"Member, State Board of Education,",7,LIB,Matthew Petre,275,190,85
Brazoria,1,"State Senator,",11,REP,Larry Taylor,1419,1080,339
Brazoria,1,"State Senator,",11,DEM,Jacqueline Acquistapace,675,461,214
Brazoria,1,State Representative,25,REP,Dennis Bonnen,1602,1185,417
Brazoria,1,"Justice, 1st Court of Appeals District, Place 2",,REP,Jane Bland,1355,1031,324
Brazoria,1,"Justice, 1st Court of Appeals District, Place 2",,DEM,Ron Lovett,720,495,225
Brazoria,1,"Justice, 1st Court of Appeals District, Place 6",,REP,Harvey Brown,1382,1051,331
Brazoria,1,"Justice, 1st Court of Appeals District, Place 6",,DEM,Chuck Silverman,693,479,214
Brazoria,1,"Justice, 1st Court of Appeals District, Place 7",,REP,Terry Jennings,1398,1062,336
Brazoria,1,"Justice, 1st Court of Appeals District, Place 7",,DEM,Natalia Cokinos Oakes,678,467,211
Brazoria,1,"Justice, 1st Court of Appeals District, Place 8",,REP,Michael Massengale,1384,1054,330
Brazoria,1,"Justice, 1st Court of Appeals District, Place 8",,DEM,Nile Copeland,691,472,219
Brazoria,1,"Justice, 1st Court of Appeals District, Place 9",,REP,Rebeca Huddle,1403,1064,339
Brazoria,1,"Justice, 1st Court of Appeals District, Place 9",,DEM,Kathy Cheng,672,462,210
Brazoria,1,"Justice, 14th Court of Appeals District, Place 3",,REP,Brett Busby,1361,1035,326
Brazoria,1,"Justice, 14th Court of Appeals District, Place 3",,DEM,Barbara Gardner,713,493,220
Brazoria,1,"Justice, 14th Court of Appeals District, Place 4",,REP,Jeff Brown,1407,1068,339
Brazoria,1,"Justice, 14th Court of Appeals District, Place 4",,DEM,Jim Wrotenbery,674,464,210
Brazoria,1,"Justice, 14th Court of Appeals District, Place 5",,REP,Martha Hill Jamison,1373,1045,328
Brazoria,1,"Justice, 14th Court of Appeals District, Place 5",,DEM,Tanner Garth,702,483,219
Brazoria,1,"Justice, 14th Court of Appeals District, Place 6",,REP,Bill Boyce,1526,1132,394
Brazoria,1,"Justice, 14th Court of Appeals District, Place 8",,REP,John Donovan,1352,1034,318
Brazoria,1,"Justice, 14th Court of Appeals District, Place 8",,DEM,Julia Maldonado,720,489,231
Brazoria,1,"District Judge, 23rd Judicial District",,REP,Ben Hardin,1567,1159,408
Brazoria,1,County Sheriff,,REP,Charles Wagner,1613,1194,419
Brazoria,1,Tax Assessor/Collector,,REP,Ro'Vin Garrett,1626,1202,424
Brazoria,1,County Commissioner Pct. 1,,REP,"Donald ""Dude"" Payne",1469,1107,362
Brazoria,1,County Commissioner Pct. 1,,DEM,Cathy Bettoney,618,427,191
Brazoria,1,County Commissioner Pct. 1,,LIB,Harold M. Doty,66,45,21
Brazoria,1,"Justice of the Peace, Pct. 1, Pl. 1",,REP,Jack Brown,1603,1189,414
Brazoria,1,"Constable, Pct. 1",,REP,Robert Robin Rape,1611,1193,418
Brazoria,2,Registered Voters,,,,3840,,
Brazoria,2,Straight Party,,REP,Republican,927,739,188
Brazoria,2,Straight Party,,DEM,Democratic,442,296,146
Brazoria,2,Straight Party,,LIB,Libertarian,4,4,0
Brazoria,2,Straight Party,,GRN,Green,2,1,1
Brazoria,2,President/Vice-President,,REP,Mitt Romney / Paul Ryan,1579,1255,324
Brazoria,2,President/Vice-President,,DEM,Barack Obama / Joe Biden,648,423,225
Brazoria,2,President/Vice-President,,LIB,Gary Johnson / Jim Gray,20,12,8
Brazoria,2,President/Vice-President,,GRN,Jill Stein / Cheri Honkala,4,2,2
Brazoria,2,President/Vice-President,,"",Stewart Alexander / Alex Mendoza,0,0,0
Brazoria,2,President/Vice-President,,"",Rocky Anderson / Luis J. Rodriguez,0,0,0
Brazoria,2,President/Vice-President,,"",Avery Ayers / Alejandrina Cabrera,0,0,0
Brazoria,2,President/Vice-President,,"",Andre N. Barnett / Kenneth R. Cross,0,0,0
Brazoria,2,President/Vice-President,,"",Virgil Goode / Jim Clymer,0,0,0
Brazoria,2,President/Vice-President,,"",Thaddaus Hill / Gordon F. Bailey,0,0,0
Brazoria,2,President/Vice-President,,"",Tom Hoefling / Jonathan D. Ellis,0,0,0
Brazoria,2,U. S. Senator,,REP,Ted Cruz,1500,1195,305
Brazoria,2,U. S. Senator,,DEM,Paul Sadler,673,449,224
Brazoria,2,U. S. Senator,,LIB,John Jay Myers,38,26,12
Brazoria,2,U. S. Senator,,GRN,David B. Collins,17,10,7
Brazoria,2,U. S. Representative,14,REP,Randy Weber,1485,1182,303
Brazoria,2,U. S. Representative,14,DEM,Nick Lampson,672,449,223
Brazoria,2,U. S. Representative,14,LIB,Zach Grady,39,26,13
Brazoria,2,U. S. Representative,14,GRN,Rhett Rosenquest Smith,17,4,13
Brazoria,2,Railroad Commissioner,,REP,Christi Craddick,1487,1185,302
Brazoria,2,Railroad Commissioner,,DEM,Dale Henry,659,443,216
Brazoria,2,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,32,20,12
Brazoria,2,Railroad Commissioner,,GRN,Chris Kennedy,32,18,14
Brazoria,2,Railroad Commissioner - Unexpired Term,,REP,Barry Smitherman,1528,1217,311
Brazoria,2,Railroad Commissioner - Unexpired Term,,LIB,Jaime O. Perez,177,108,69
Brazoria,2,Railroad Commissioner - Unexpired Term,,GRN,Josh Wendel,98,56,42
Brazoria,2,"Justice, Supreme Court, Place 2",,REP,Don Willett,1572,1239,333
Brazoria,2,"Justice, Supreme Court, Place 2",,LIB,RS Roberto Koelsch,230,143,87
Brazoria,2,"Justice, Supreme Court, Place 4",,REP,John Devine,1539,1218,321
Brazoria,2,"Justice, Supreme Court, Place 4",,LIB,Tom Oxford,185,119,66
Brazoria,2,"Justice, Supreme Court, Place 4",,GRN,Charles E. Waterbury,73,43,30
Brazoria,2,"Justice, Supreme Court, Place 6",,REP,Nathan Hecht,1433,1147,286
Brazoria,2,"Justice, Supreme Court, Place 6",,DEM,Michele Petty,687,462,225
Brazoria,2,"Justice, Supreme Court, Place 6",,LIB,Mark Ash,62,40,22
Brazoria,2,"Justice, Supreme Court, Place 6",,GRN,Jim Chisholm,18,9,9
Brazoria,2,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,1464,1171,293
Brazoria,2,"Presiding Judge, Court of Criminal Appeals",,DEM,Keith Hampton,679,453,226
Brazoria,2,"Presiding Judge, Court of Criminal Appeals",,LIB,Lance Stott,59,33,26
Brazoria,2,"Judge, Court of Criminal Appeals Place 7",,REP,Barbara Parker Hervey,1525,1208,317
Brazoria,2,"Judge, Court of Criminal Appeals Place 7",,LIB,Mark W. Bennett,269,170,99
Brazoria,2,"Judge, Court of Criminal Appeals Place 8",,REP,Elsa Alcala,1501,1188,313
Brazoria,2,"Judge, Court of Criminal Appeals Place 8",,LIB,William Bryan Strange III,290,187,103
Brazoria,2,"Member, State Board of Education,",7,REP,David Bradley,1527,1210,317
Brazoria,2,"Member, State Board of Education,",7,LIB,Matthew Petre,256,158,98
Brazoria,2,"State Senator,",17,REP,Joan Huffman,1557,1231,326
Brazoria,2,"State Senator,",17,LIB,Austin Page,178,110,68
Brazoria,2,"State Senator,",17,GRN,David Courtney,75,47,28
Brazoria,2,State Representative,25,REP,Dennis Bonnen,1678,1303,375
Brazoria,2,"Justice, 1st Court of Appeals District, Place 2",,REP,Jane Bland,1468,1167,301
Brazoria,2,"Justice, 1st Court of Appeals District, Place 2",,DEM,Ron Lovett,709,474,235
Brazoria,2,"Justice, 1st Court of Appeals District, Place 6",,REP,Harvey Brown,1482,1180,302
Brazoria,2,"Justice, 1st Court of Appeals District, Place 6",,DEM,Chuck Silverman,699,462,237
Brazoria,2,"Justice, 1st Court of Appeals District, Place 7",,REP,Terry Jennings,1507,1198,309
Brazoria,2,"Justice, 1st Court of Appeals District, Place 7",,DEM,Natalia Cokinos Oakes,670,443,227
Brazoria,2,"Justice, 1st Court of Appeals District, Place 8",,REP,Michael Massengale,1490,1186,304
Brazoria,2,"Justice, 1st Court of Appeals District, Place 8",,DEM,Nile Copeland,688,456,232
Brazoria,2,"Justice, 1st Court of Appeals District, Place 9",,REP,Rebeca Huddle,1506,1194,312
Brazoria,2,"Justice, 1st Court of Appeals District, Place 9",,DEM,Kathy Cheng,669,444,225
Brazoria,2,"Justice, 14th Court of Appeals District, Place 3",,REP,Brett Busby,1466,1165,301
Brazoria,2,"Justice, 14th Court of Appeals District, Place 3",,DEM,Barbara Gardner,709,475,234
Brazoria,2,"Justice, 14th Court of Appeals District, Place 4",,REP,Jeff Brown,1514,1200,314
Brazoria,2,"Justice, 14th Court of Appeals District, Place 4",,DEM,Jim Wrotenbery,665,441,224
Brazoria,2,"Justice, 14th Court of Appeals District, Place 5",,REP,Martha Hill Jamison,1501,1192,309
Brazoria,2,"Justice, 14th Court of Appeals District, Place 5",,DEM,Tanner Garth,674,450,224
Brazoria,2,"Justice, 14th Court of Appeals District, Place 6",,REP,Bill Boyce,1630,1265,365
Brazoria,2,"Justice, 14th Court of Appeals District, Place 8",,REP,John Donovan,1497,1189,308
Brazoria,2,"Justice, 14th Court of Appeals District, Place 8",,DEM,Julia Maldonado,679,451,228
Brazoria,2,"District Judge, 23rd Judicial District",,REP,Ben Hardin,1647,1276,371
Brazoria,2,County Sheriff,,REP,Charles Wagner,1679,1305,374
Brazoria,2,Tax Assessor/Collector,,REP,Ro'Vin Garrett,1696,1320,376
Brazoria,2,"Justice of the Peace, Pct. 4, Pl. 1",,REP,Sharon Fox,1541,1218,323
Brazoria,2,"Justice of the Peace, Pct. 4, Pl. 1",,DEM,Melissa Slade,683,458,225
Brazoria,2,"Constable, Pct. 4",,REP,Fred Kanter,1687,1303,384
Brazoria,3,Registered Voters,,,,2980,,
Brazoria,3,Straight Party,,REP,Republican,815,658,157
Brazoria,3,Straight Party,,DEM,Democratic,207,158,49
Brazoria,3,Straight Party,,LIB,Libertarian,13,6,7
Brazoria,3,Straight Party,,GRN,Green,4,2,2
Brazoria,3,President/Vice-President,,REP,Mitt Romney / Paul Ryan,1269,1023,246
Brazoria,3,President/Vice-President,,DEM,Barack Obama / Joe Biden,393,285,108
Brazoria,3,President/Vice-President,,LIB,Gary Johnson / Jim Gray,28,17,11
Brazoria,3,President/Vice-President,,GRN,Jill Stein / Cheri Honkala,2,2,0
Brazoria,3,President/Vice-President,,"",Stewart Alexander / Alex Mendoza,0,0,0
Brazoria,3,President/Vice-President,,"",Rocky Anderson / Luis J. Rodriguez,1,0,1
Brazoria,3,President/Vice-President,,"",Avery Ayers / Alejandrina Cabrera,0,0,0
Brazoria,3,President/Vice-President,,"",Andre N. Barnett / Kenneth R. Cross,0,0,0
Brazoria,3,President/Vice-President,,"",Virgil Goode / Jim Clymer,0,0,0
Brazoria,3,President/Vice-President,,"",Thaddaus Hill / Gordon F. Bailey,0,0,0
Brazoria,3,President/Vice-President,,"",Tom Hoefling / Jonathan D. Ellis,0,0,0
Brazoria,3,U. S. Senator,,REP,Ted Cruz,1241,1000,241
Brazoria,3,U. S. Senator,,DEM,Paul Sadler,394,293,101
Brazoria,3,U. S. Senator,,LIB,John Jay Myers,43,24,19
Brazoria,3,U. S. Senator,,GRN,David B. Collins,10,8,2
Brazoria,3,U. S. Representative,22,REP,Pete Olson,1235,1005,230
Brazoria,3,U. S. Representative,22,DEM,Kesha Rogers,357,255,102
Brazoria,3,U. S. Representative,22,LIB,Steven Susman,50,28,22
Brazoria,3,U. S. Representative,22,GRN,Don Cook,24,22,2
Brazoria,3,Railroad Commissioner,,REP,Christi Craddick,1214,984,230
Brazoria,3,Railroad Commissioner,,DEM,Dale Henry,366,273,93
Brazoria,3,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,49,30,19
Brazoria,3,Railroad Commissioner,,GRN,Chris Kennedy,24,16,8
Brazoria,3,Railroad Commissioner - Unexpired Term,,REP,Barry Smitherman,1246,1006,240
Brazoria,3,Railroad Commissioner - Unexpired Term,,LIB,Jaime O. Perez,149,95,54
Brazoria,3,Railroad Commissioner - Unexpired Term,,GRN,Josh Wendel,78,60,18
Brazoria,3,"Justice, Supreme Court, Place 2",,REP,Don Willett,1290,1039,251
Brazoria,3,"Justice, Supreme Court, Place 2",,LIB,RS Roberto Koelsch,174,115,59
Brazoria,3,"Justice, Supreme Court, Place 4",,REP,John Devine,1268,1012,256
Brazoria,3,"Justice, Supreme Court, Place 4",,LIB,Tom Oxford,133,92,41
Brazoria,3,"Justice, Supreme Court, Place 4",,GRN,Charles E. Waterbury,69,54,15
Brazoria,3,"Justice, Supreme Court, Place 6",,REP,Nathan Hecht,1167,946,221
Brazoria,3,"Justice, Supreme Court, Place 6",,DEM,Michele Petty,402,301,101
Brazoria,3,"Justice, Supreme Court, Place 6",,LIB,Mark Ash,70,45,25
Brazoria,3,"Justice, Supreme Court, Place 6",,GRN,Jim Chisholm,17,13,4
Brazoria,3,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,1198,969,229
Brazoria,3,"Presiding Judge, Court of Criminal Appeals",,DEM,Keith Hampton,381,289,92
Brazoria,3,"Presiding Judge, Court of Criminal Appeals",,LIB,Lance Stott,71,45,26
Brazoria,3,"Judge, Court of Criminal Appeals Place 7",,REP,Barbara Parker Hervey,1268,1015,253
Brazoria,3,"Judge, Court of Criminal Appeals Place 7",,LIB,Mark W. Bennett,189,135,54
Brazoria,3,"Judge, Court of Criminal Appeals Place 8",,REP,Elsa Alcala,1261,1004,257
Brazoria,3,"Judge, Court of Criminal Appeals Place 8",,LIB,William Bryan Strange III,191,141,50
Brazoria,3,"Member, State Board of Education,",7,REP,David Bradley,1262,1007,255
