county,precinct,office,district,candidate,party,early_voting,election_day,votes
Kinney,Prec 1,President,,Mitt Romney,REP,207,65,272
Kinney,Prec 1,President,,Barack Obama,DEM,66,53,119
Kinney,Prec 1,President,,Gary Johnson,LIB,2,2,4
Kinney,Prec 1,President,,Jill Stein,GRN,1,1,2
Kinney,Prec 1,President,,Write-in,in,0,0,0
Kinney,Prec 1,US Senate,,Ted Cruz (REP),REP,207,63,270
Kinney,Prec 1,US Senate,,Paul Sadler (DEM),DEM,60,43,103
Kinney,Prec 1,US Senate,,John Jay Myers (LIB),LIB,1,3,4
Kinney,Prec 1,US Senate,,David B. Collins (GRN),GRN,3,2,5
Kinney,Prec 1,US House,23,"Francisco ""Quico"" Canseco (REP)",REP,181,53,234
Kinney,Prec 1,US House,23,Pete P. Gallego (DEM),DEM,74,50,124
Kinney,Prec 1,US House,23,Jeffrey C. Blunt (LIB),LIB,12,7,19
Kinney,Prec 1,US House,23,Ed Scharf (GRN),GRN,4,2,6
Kinney,Prec 1,Railroad Commissioner,,Christi Craddick (REP),REP,194,51,245
Kinney,Prec 1,Railroad Commissioner,,Dale Henry (DEM),DEM,63,44,107
Kinney,Prec 1,Railroad Commissioner,,Vivekananda (Vik) Wall (LIB),LIB,5,5,10
Kinney,Prec 1,Railroad Commissioner,,Chris Kennedy (GRN),GRN,5,7,12
Kinney,Prec 1,Railroad Commissioner,unexpired,Barry Smitherman (REP),REP,199,56,255
Kinney,Prec 1,Railroad Commissioner,unexpired,Jaime O. Perez (LIB),LIB,24,27,51
Kinney,Prec 1,Railroad Commissioner,unexpired,Josh Wendel (GRN),GRN,18,7,25
Kinney,Prec 1,State Senate,19,Michael Berlanga (REP),REP,187,56,243
Kinney,Prec 1,State Senate,19,Carlos I. Uresti (DEM),DEM,83,52,135
Kinney,Prec 1,State House,74,"Thomas ""T.C."" Kincaid, Jr.  (REP)",REP,204,63,267
Kinney,Prec 1,State House,74,Poncho Nevarez (DEM),DEM,65,46,111
Kinney,Prec 2,President,,Mitt Romney,REP,99,42,141
Kinney,Prec 2,President,,Barack Obama,DEM,61,104,165
Kinney,Prec 2,President,,Gary Johnson,LIB,3,1,4
Kinney,Prec 2,President,,Jill Stein,GRN,0,1,1
Kinney,Prec 2,President,,Write-in,in,0,0,0
Kinney,Prec 2,US Senate,,Ted Cruz (REP),REP,88,46,134
Kinney,Prec 2,US Senate,,Paul Sadler (DEM),DEM,55,80,135
Kinney,Prec 2,US Senate,,John Jay Myers (LIB),LIB,6,3,9
Kinney,Prec 2,US Senate,,David B. Collins (GRN),GRN,6,2,8
Kinney,Prec 2,US House,23,"Francisco ""Quico"" Canseco (REP)",REP,76,21,97
Kinney,Prec 2,US House,23,Pete P. Gallego (DEM),DEM,74,108,182
Kinney,Prec 2,US House,23,Jeffrey C. Blunt (LIB),LIB,10,7,17
Kinney,Prec 2,US House,23,Ed Scharf (GRN),GRN,0,2,2
Kinney,Prec 2,Railroad Commissioner,,Christi Craddick (REP),REP,89,37,126
Kinney,Prec 2,Railroad Commissioner,,Dale Henry (DEM),DEM,50,81,131
Kinney,Prec 2,Railroad Commissioner,,Vivekananda (Vik) Wall (LIB),LIB,3,4,7
Kinney,Prec 2,Railroad Commissioner,,Chris Kennedy (GRN),GRN,10,6,16
Kinney,Prec 2,Railroad Commissioner,unexpired,Barry Smitherman (REP),REP,94,46,140
Kinney,Prec 2,Railroad Commissioner,unexpired,Jaime O. Perez (LIB),LIB,24,41,65
Kinney,Prec 2,Railroad Commissioner,unexpired,Josh Wendel (GRN),GRN,9,4,13
Kinney,Prec 2,State Senate,19,Michael Berlanga (REP),REP,74,37,111
Kinney,Prec 2,State Senate,19,Carlos I. Uresti (DEM),DEM,81,93,174
Kinney,Prec 2,State House,74,"Thomas ""T.C."" Kincaid, Jr.  (REP)",REP,101,44,145
