county,precinct,office,district,candidate,party,early_voting,election_day,votes
Burleson,113,President,,Barack Obama \ Joe Biden,DEM,47,46,93
Burleson,114,President,,Barack Obama \ Joe Biden,DEM,165,108,273
Burleson,203,President,,Barack Obama \ Joe Biden,DEM,20,24,44
Burleson,204,President,,Barack Obama \ Joe Biden,DEM,35,27,62
Burleson,207,President,,Barack Obama \ Joe Biden,DEM,38,72,110
Burleson,211,President,,Barack Obama \ Joe Biden,DEM,33,68,101
Burleson,215,President,,Barack Obama \ Joe Biden,DEM,15,30,45
Burleson,301,President,,Barack Obama \ Joe Biden,DEM,129,60,189
Burleson,305,President,,Barack Obama \ Joe Biden,DEM,46,21,67
Burleson,308,President,,Barack Obama \ Joe Biden,DEM,27,38,65
Burleson,309,President,,Barack Obama \ Joe Biden,DEM,48,51,99
Burleson,406,President,,Barack Obama \ Joe Biden,DEM,94,168,262
Burleson,410,President,,Barack Obama \ Joe Biden,DEM,121,136,257
Burleson,412,President,,Barack Obama \ Joe Biden,DEM,4,34,38
Burleson,113,President,,Gary Johnson \ Jim Gray,LIB,2,1,3
Burleson,114,President,,Gary Johnson \ Jim Gray,LIB,6,4,10
Burleson,203,President,,Gary Johnson \ Jim Gray,LIB,1,0,1
Burleson,204,President,,Gary Johnson \ Jim Gray,LIB,1,4,5
Burleson,207,President,,Gary Johnson \ Jim Gray,LIB,0,0,0
Burleson,211,President,,Gary Johnson \ Jim Gray,LIB,3,1,4
Burleson,215,President,,Gary Johnson \ Jim Gray,LIB,1,1,2
Burleson,301,President,,Gary Johnson \ Jim Gray,LIB,3,6,9
Burleson,305,President,,Gary Johnson \ Jim Gray,LIB,3,1,4
Burleson,308,President,,Gary Johnson \ Jim Gray,LIB,2,0,2
Burleson,309,President,,Gary Johnson \ Jim Gray,LIB,3,4,7
Burleson,406,President,,Gary Johnson \ Jim Gray,LIB,0,5,5
Burleson,410,President,,Gary Johnson \ Jim Gray,LIB,3,9,12
Burleson,412,President,,Gary Johnson \ Jim Gray,LIB,0,0,0
Burleson,113,President,,Jill Stein \ Cheri Honkala,GRN,0,0,0
Burleson,114,President,,Jill Stein \ Cheri Honkala,GRN,1,2,3
