county,precinct,office,district,party,candidate,votes,early_voting,election_day
Cherokee,12,Registered Voters,,REP,,1302,,
Cherokee,12,Ballots Cast,,REP,,820,527,293
Cherokee,12,Straight Party,,REP,Republican Party,257,168,89
Cherokee,12,Straight Party,,REP,Over Votes,0,0,0
Cherokee,12,Straight Party,,REP,Under Votes,459,286,173
Cherokee,12,Straight Party,,DEM,Democratic Party,101,70,31
Cherokee,12,Straight Party,,LIB,Libertarian Party,0,0,0
Cherokee,12,Straight Party,,GRN,Green Party,3,3,0
Cherokee,12,President and Vice President,,REP,Mitt Romney \ Paul Ryan,633,401,232
Cherokee,12,President and Vice President,,REP,Over Votes,0,0,0
Cherokee,12,President and Vice President,,REP,Under Votes,6,4,2
Cherokee,12,President and Vice President,,DEM,Barack Obama \ Joe Biden,163,110,53
Cherokee,12,President and Vice President,,LIB,Gary Johnson \ Jim Gray,12,7,5
Cherokee,12,President and Vice President,,GRN,Jill Stein \ Cheri Honkala,6,5,1
Cherokee,12,President and Vice President,,,PAUL RYAN,0,0,0
Cherokee,12,President and Vice President,,,VIRGIL GOODE,0,0,0
Cherokee,12,United States Senator,,REP,Ted Cruz,586,373,213
Cherokee,12,United States Senator,,REP,Over Votes,0,0,0
Cherokee,12,United States Senator,,REP,Under Votes,11,7,4
Cherokee,12,United States Senator,,DEM,Paul Sadler,199,127,72
Cherokee,12,United States Senator,,LIB,John Jay Myers,13,10,3
Cherokee,12,United States Senator,,GRN,David B. Collins,11,10,1
Cherokee,12,United States Representative,5,REP,Jeb Hensarling,609,389,220
Cherokee,12,United States Representative,5,REP,Over Votes,0,0,0
Cherokee,12,United States Representative,5,REP,Under Votes,15,10,5
Cherokee,12,United States Representative,5,DEM,Linda S. Mrosko,172,113,59
Cherokee,12,United States Representative,5,LIB,Ken Ashby,24,15,9
Cherokee,12,Railroad Commissioner,,REP,Christi Craddick,570,357,213
Cherokee,12,Railroad Commissioner,,REP,Over Votes,0,0,0
Cherokee,12,Railroad Commissioner,,REP,Under Votes,33,23,10
Cherokee,12,Railroad Commissioner,,DEM,Dale Henry,182,120,62
Cherokee,12,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,9,7,2
Cherokee,12,Railroad Commissioner,,GRN,Chris Kennedy,26,20,6
Cherokee,12,"Railroad Commissioner, Unexpired Term",,REP,Barry Smitherman,604,376,228
Cherokee,12,"Railroad Commissioner, Unexpired Term",,REP,Over Votes,0,0,0
Cherokee,12,"Railroad Commissioner, Unexpired Term",,REP,Under Votes,138,99,39
Cherokee,12,"Railroad Commissioner, Unexpired Term",,LIB,Jaime O. Perez,54,37,17
Cherokee,12,"Railroad Commissioner, Unexpired Term",,GRN,Josh Wendel,24,15,9
Cherokee,12,"Justice, Supreme Court, Place 2",,REP,Don Willett,608,379,229
Cherokee,12,"Justice, Supreme Court, Place 2",,REP,Over Votes,0,0,0
Cherokee,12,"Justice, Supreme Court, Place 2",,REP,Under Votes,145,107,38
Cherokee,12,"Justice, Supreme Court, Place 2",,LIB,RS Roberto Koelsch,67,41,26
Cherokee,12,"Justice, Supreme Court, Place 4",,REP,John Devine,594,373,221
Cherokee,12,"Justice, Supreme Court, Place 4",,REP,Over Votes,0,0,0
Cherokee,12,"Justice, Supreme Court, Place 4",,REP,Under Votes,149,104,45
