county,precinct,office,district,party,candidate,election_day,early_voting,absentee,votes
Kendall,1011,Registered Voters,,,,,,,159.0
Kendall,1011,Ballots Cast,,,,,,,117.0
Kendall,1013,Registered Voters,,,,,,,1219.0
Kendall,1013,Ballots Cast,,,,,,,761.0
Kendall,1014,Registered Voters,,,,,,,637.0
Kendall,1014,Ballots Cast,,,,,,,395.0
Kendall,1110,Registered Voters,,,,,,,2747.0
Kendall,1110,Ballots Cast,,,,,,,1913.0
Kendall,1115,Registered Voters,,,,,,,1386.0
Kendall,1115,Ballots Cast,,,,,,,941.0
Kendall,1130,Registered Voters,,,,,,,4.0
Kendall,1130,Ballots Cast,,,,,,,1.0
Kendall,1140,Registered Voters,,,,,,,4.0
Kendall,1140,Ballots Cast,,,,,,,4.0
Kendall,1170,Registered Voters,,,,,,,4.0
Kendall,1170,Ballots Cast,,,,,,,3.0
Kendall,1180,Registered Voters,,,,,,,3.0
Kendall,1180,Ballots Cast,,,,,,,3.0
Kendall,1190,Registered Voters,,,,,,,38.0
Kendall,1190,Ballots Cast,,,,,,,25.0
Kendall,1200,Registered Voters,,,,,,,1.0
Kendall,1200,Ballots Cast,,,,,,,2.0
Kendall,2020,Registered Voters,,,,,,,2065.0
Kendall,2020,Ballots Cast,,,,,,,1608.0
Kendall,2080,Registered Voters,,,,,,,2684.0
Kendall,2080,Ballots Cast,,,,,,,1948.0
Kendall,2082,Registered Voters,,,,,,,1148.0
Kendall,2082,Ballots Cast,,,,,,,813.0
Kendall,2084,Registered Voters,,,,,,,181.0
Kendall,2084,Ballots Cast,,,,,,,82.0
Kendall,2085,Registered Voters,,,,,,,137.0
Kendall,2085,Ballots Cast,,,,,,,76.0
Kendall,2120,Registered Voters,,,,,,,1159.0
Kendall,2120,Ballots Cast,,,,,,,894.0
Kendall,2210,Registered Voters,,,,,,,64.0
Kendall,2210,Ballots Cast,,,,,,,48.0
Kendall,3030,Registered Voters,,,,,,,2130.0
Kendall,3030,Ballots Cast,,,,,,,1517.0
Kendall,3040,Registered Voters,,,,,,,1244.0
Kendall,3040,Ballots Cast,,,,,,,807.0
Kendall,3041,Registered Voters,,,,,,,1183.0
Kendall,3041,Ballots Cast,,,,,,,832.0
Kendall,3042,Registered Voters,,,,,,,496.0
Kendall,3042,Ballots Cast,,,,,,,321.0
Kendall,3044,Registered Voters,,,,,,,633.0
Kendall,3044,Ballots Cast,,,,,,,378.0
Kendall,3060,Registered Voters,,,,,,,550.0
Kendall,3060,Ballots Cast,,,,,,,398.0
Kendall,3220,Registered Voters,,,,,,,12.0
Kendall,3220,Ballots Cast,,,,,,,8.0
Kendall,4050,Registered Voters,,,,,,,2515.0
Kendall,4050,Ballots Cast,,,,,,,1573.0
