county,precinct,office,district,party,candidate,votes,early_voting,election_day
Burnet,01 GENERAL,Registered Voters,,REP,,1136,,
Burnet,01 GENERAL,Ballots Cast,,,,739,510,229
Burnet,01 GENERAL,Straight Party,,REP,Republican,354,261,93
Burnet,01 GENERAL,Straight Party,,REP,Over Votes,0,0,0
Burnet,01 GENERAL,Straight Party,,REP,Under Votes,326,209,117
Burnet,01 GENERAL,Straight Party,,DEM,Democratic,54,39,15
Burnet,01 GENERAL,Straight Party,,LIB,Libertarian,4,1,3
Burnet,01 GENERAL,Straight Party,,GRN,Green,1,0,1
Burnet,01 GENERAL,President / Vice President,,REP,Over Votes,0,0,0
Burnet,01 GENERAL,President / Vice President,,REP,Under Votes,12,6,6
Burnet,01 GENERAL,President / Vice President,,REP,Mitt Romney / Paul Ryan,599,429,170
Burnet,01 GENERAL,President / Vice President,,DEM,Barack Obama / Joe Biden,113,72,41
Burnet,01 GENERAL,President / Vice President,,LIB,Gary Johnson / Jim Gray,13,3,10
Burnet,01 GENERAL,President / Vice President,,GRN,Jill Stein / Cheri Honkala,2,0,2
Burnet,01 GENERAL,President / Vice President,,"",Stewart Alexander / Alex Mendoza,0,0,0
Burnet,01 GENERAL,President / Vice President,,"",Rocky Anderson / Luis J. Rodriquez,0,0,0
Burnet,01 GENERAL,President / Vice President,,"",Avery Ayers / Alejandrina Cabrera,0,0,0
Burnet,01 GENERAL,President / Vice President,,"",Andre N. Barnett / Kenneth R. Cross,0,0,0
Burnet,01 GENERAL,President / Vice President,,"",Virgil Goode / Jim Clymer,0,0,0
Burnet,01 GENERAL,President / Vice President,,"",Thaddaus Hill / Gordon F. Bailey,0,0,0
Burnet,01 GENERAL,President / Vice President,,"",Tom Hoefling / Jonathan D. Ellis,0,0,0
Burnet,01 GENERAL,U.S. Senator,,REP,Ted Cruz,570,411,159
Burnet,01 GENERAL,U.S. Senator,,DEM,Paul Sadler,128,74,54
Burnet,01 GENERAL,U.S. Senator,,LIB,John Jay Myers,14,5,9
Burnet,01 GENERAL,U.S. Senator,,GRN,David B. Collins,7,4,3
Burnet,01 GENERAL,U.S. Representative District 25,,REP,Roger Williams,582,411,171
Burnet,01 GENERAL,U.S. Representative District 25,,DEM,Elaine M. Henderson,117,76,41
Burnet,01 GENERAL,U.S. Representative District 25,,LIB,Betsy Dewey,18,8,10
Burnet,01 GENERAL,Railroad Commissioner,,REP,Over Votes,0,0,0
Burnet,01 GENERAL,Railroad Commissioner,,REP,Under Votes,30,18,12
Burnet,01 GENERAL,Railroad Commissioner,,REP,Christi Craddick,576,409,167
Burnet,01 GENERAL,Railroad Commissioner,,DEM,Dale Henry,114,75,39
Burnet,01 GENERAL,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,14,5,9
Burnet,01 GENERAL,Railroad Commissioner,,GRN,Chris Kennedy,5,3,2
Burnet,01 GENERAL,Railroad Commissioner - Unexpired Term,,REP,Over Votes,0,0,0
Burnet,01 GENERAL,Railroad Commissioner - Unexpired Term,,REP,Under Votes,81,54,27
Burnet,01 GENERAL,Railroad Commissioner - Unexpired Term,,REP,Barry Smitherman,583,415,168
Burnet,01 GENERAL,Railroad Commissioner - Unexpired Term,,LIB,Jaime O. Perez,42,20,22
Burnet,01 GENERAL,Railroad Commissioner - Unexpired Term,,GRN,Josh Wendel,33,21,12
Burnet,01 GENERAL,"Justice, Supreme Court, Place 2",,REP,Over Votes,0,0,0
Burnet,01 GENERAL,"Justice, Supreme Court, Place 2",,REP,Under Votes,84,59,25
Burnet,01 GENERAL,"Justice, Supreme Court, Place 2",,REP,Don Willett,597,425,172
Burnet,01 GENERAL,"Justice, Supreme Court, Place 2",,LIB,RS Roberto Koelsch,58,26,32
Burnet,01 GENERAL,"Justice, Supreme Court, Place 4",,REP,Over Votes,0,0,0
Burnet,01 GENERAL,"Justice, Supreme Court, Place 4",,REP,Under Votes,79,56,23
Burnet,01 GENERAL,"Justice, Supreme Court, Place 4",,REP,John Devine,583,422,161
Burnet,01 GENERAL,"Justice, Supreme Court, Place 4",,LIB,Tom Oxford,54,22,32
Burnet,01 GENERAL,"Justice, Supreme Court, Place 4",,GRN,Charles E. Waterbury,23,10,13
Burnet,01 GENERAL,"Justice, Supreme Court, Place 6",,REP,Over Votes,0,0,0
Burnet,01 GENERAL,"Justice, Supreme Court, Place 6",,REP,Under Votes,31,20,11
Burnet,01 GENERAL,"Justice, Supreme Court, Place 6",,REP,Nathan Hecht,541,392,149
Burnet,01 GENERAL,"Justice, Supreme Court, Place 6",,DEM,Michele Petty,128,81,47
Burnet,01 GENERAL,"Justice, Supreme Court, Place 6",,LIB,Mark Ash,26,11,15
Burnet,01 GENERAL,"Justice, Supreme Court, Place 6",,GRN,Jim Chisholm,13,6,7
Burnet,01 GENERAL,"Presiding Judge, Court of Criminal Appeals",,REP,Over Votes,0,0,0
Burnet,01 GENERAL,"Presiding Judge, Court of Criminal Appeals",,REP,Under Votes,30,18,12
Burnet,01 GENERAL,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,559,403,156
Burnet,01 GENERAL,"Presiding Judge, Court of Criminal Appeals",,DEM,Keith Hampton,122,76,46
Burnet,01 GENERAL,"Presiding Judge, Court of Criminal Appeals",,LIB,Lance Stott,28,13,15
Burnet,01 GENERAL,"Judge, Court of Criminal Appeals Place 7",,REP,Over Votes,0,0,0
Burnet,01 GENERAL,"Judge, Court of Criminal Appeals Place 7",,REP,Under Votes,85,61,24
Burnet,01 GENERAL,"Judge, Court of Criminal Appeals Place 7",,REP,Barbara Parker Hervey,579,414,165
Burnet,01 GENERAL,"Judge, Court of Criminal Appeals Place 7",,LIB,Mark W. Bennett,75,35,40
Burnet,01 GENERAL,"Judge, Court of Criminal Appeals Place 8",,REP,Over Votes,0,0,0
Burnet,01 GENERAL,"Judge, Court of Criminal Appeals Place 8",,REP,Under Votes,83,59,24
Burnet,01 GENERAL,"Judge, Court of Criminal Appeals Place 8",,REP,Elsa Alcala,573,412,161
Burnet,01 GENERAL,"Judge, Court of Criminal Appeals Place 8",,LIB,"William Bryan Strange, III",83,39,44
Burnet,01 GENERAL,"Member, State Board of Education",10,REP,Over Votes,0,0,0
Burnet,01 GENERAL,"Member, State Board of Education",10,REP,Under Votes,33,20,13
Burnet,01 GENERAL,"Member, State Board of Education",10,REP,Tom Maynard,568,409,159
Burnet,01 GENERAL,"Member, State Board of Education",10,DEM,Judy Jennings,138,81,57
Burnet,01 GENERAL,State Senator,24,REP,Over Votes,0,0,0
Burnet,01 GENERAL,State Senator,24,REP,Under Votes,113,75,38
Burnet,01 GENERAL,State Senator,24,REP,Troy Fraser,626,435,191
Burnet,01 GENERAL,State Representative District 20,,REP,Over Votes,0,0,0
Burnet,01 GENERAL,State Representative District 20,,REP,Under Votes,115,74,41
Burnet,01 GENERAL,State Representative District 20,,REP,Marsha Farney,624,436,188
Burnet,01 GENERAL,"Justice, 3rd Court of Appeals District, Place 2",,REP,Over Votes,0,0,0
Burnet,01 GENERAL,"Justice, 3rd Court of Appeals District, Place 2",,REP,Under Votes,29,18,11
Burnet,01 GENERAL,"Justice, 3rd Court of Appeals District, Place 2",,REP,Jeff Rose,587,415,172
Burnet,01 GENERAL,"Justice, 3rd Court of Appeals District, Place 2",,DEM,J. Andrew Hathcock,123,77,46
Burnet,01 GENERAL,"Justice, 3rd Court of Appeals District, Place 3",,REP,Over Votes,0,0,0
Burnet,01 GENERAL,"Justice, 3rd Court of Appeals District, Place 3",,REP,Under Votes,37,24,13
Burnet,01 GENERAL,"Justice, 3rd Court of Appeals District, Place 3",,REP,Scott Field,563,405,158
Burnet,01 GENERAL,"Justice, 3rd Court of Appeals District, Place 3",,DEM,Diane Henson,139,81,58
Burnet,01 GENERAL,"Justice, 3rd Court of Appeals District, Place 5",,REP,Over Votes,0,0,0
Burnet,01 GENERAL,"Justice, 3rd Court of Appeals District, Place 5",,REP,Under Votes,38,24,14
Burnet,01 GENERAL,"Justice, 3rd Court of Appeals District, Place 5",,REP,David Puryear,561,406,155
Burnet,01 GENERAL,"Justice, 3rd Court of Appeals District, Place 5",,DEM,Karen L. Watkins,140,80,60
Burnet,01 GENERAL,"Justice, 3rd Court of Appeals District, Place 6",,REP,Over Votes,0,0,0
Burnet,01 GENERAL,"Justice, 3rd Court of Appeals District, Place 6",,REP,Under Votes,37,23,14
Burnet,01 GENERAL,"Justice, 3rd Court of Appeals District, Place 6",,REP,Bob Pemberton,581,411,170
Burnet,01 GENERAL,"Justice, 3rd Court of Appeals District, Place 6",,DEM,Bryan Case,121,76,45
