county,precinct,office,district,candidate,party,early_voting,election_day,votes
Bosque,Bosque 01,Registered Voters,,Registered,,0,0,672
Bosque,Bosque 01,President,,Mitt Romney,REP,138,228,366
Bosque,Bosque 01,President,,Barack Obama,DEM,25,45,70
Bosque,Bosque 01,President,,Gary Johnson,LIB,2,1,3
Bosque,Bosque 01,President,,Jill Stein,GRN,0,2,2
Bosque,Bosque 01,U.S. Senate,,Cruz,REP,132,212,344
Bosque,Bosque 01,U.S. Senate,,Sadler,DEM,24,58,82
Bosque,Bosque 01,U.S. Senate,,Myers,LIB,5,3,8
Bosque,Bosque 01,U.S. Senate,,Collins,GRN,0,1,1
Bosque,Bosque 01,U.S. House,25,Williams,REP,133,210,343
Bosque,Bosque 01,U.S. House,25,Henderson,DEM,26,54,80
Bosque,Bosque 01,U.S. House,25,Dewey,LIB,1,5,6
Bosque,Bosque 01,Railroad Commissioner,,Craddick,REP,130,204,334
Bosque,Bosque 01,Railroad Commissioner,,Henry,DEM,27,54,81
Bosque,Bosque 01,Railroad Commissioner,,Wall,LIB,3,4,7
Bosque,Bosque 01,Railroad Commissioner,,Kennedy,GRN,0,4,4
Bosque,Bosque 01,Railroad Commissioner,unexpired,Smitherman,REP,133,216,349
Bosque,Bosque 01,Railroad Commissioner,unexpired,Perez,LIB,13,16,29
Bosque,Bosque 01,Railroad Commissioner,unexpired,Wendel,GRN,2,9,11
Bosque,Bosque 01,State Senate,22,Birdwell,REP,129,215,344
Bosque,Bosque 01,State Senate,22,Kilbride,LIB,19,29,48
Bosque,Bosque 01,State House,58,Orr,REP,137,238,375
Bosque,Bosque 01,Registered Voters,,Ballots Cast,,165,280,445
Bosque,Bosque 02,Registered Voters,,Registered,,,,633
Bosque,Bosque 02,President,,Romney/Ryan,REP,90,176,266
Bosque,Bosque 02,President,,Obama/Biden,DEM,15,51,66
Bosque,Bosque 02,President,,Johnson/Gray,LIB,0,3,3
Bosque,Bosque 02,President,,Stein/Honkala,GRN,0,0,0
Bosque,Bosque 02,U.S. Senate,,Cruz,REP,83,163,246
Bosque,Bosque 02,U.S. Senate,,Sadler,DEM,17,56,73
Bosque,Bosque 02,U.S. Senate,,Myers,LIB,1,2,3
Bosque,Bosque 02,U.S. Senate,,Collins,GRN,4,5,9
Bosque,Bosque 02,U.S. House,25,Williams,REP,88,158,246
Bosque,Bosque 02,U.S. House,25,Henderson,DEM,15,57,72
Bosque,Bosque 02,U.S. House,25,Dewey,LIB,2,6,8
Bosque,Bosque 02,Railroad Commissioner,,Craddick,REP,82,144,226
Bosque,Bosque 02,Railroad Commissioner,,Henry,DEM,16,66,82
Bosque,Bosque 02,Railroad Commissioner,,Wall,LIB,2,2,4
Bosque,Bosque 02,Railroad Commissioner,,Kennedy,GRN,3,2,5
Bosque,Bosque 02,Railroad Commissioner,unexpired,Smitherman,REP,83,155,238
Bosque,Bosque 02,Railroad Commissioner,unexpired,Perez,LIB,6,31,37
Bosque,Bosque 02,Railroad Commissioner,unexpired,Wendel,GRN,5,7,12
Bosque,Bosque 02,State Senate,22,Birdwell,REP,85,175,260
Bosque,Bosque 02,State Senate,22,Kilbride,LIB,11,27,38
Bosque,Bosque 02,State House,58,Orr,REP,91,180,271
Bosque,Bosque 02,Registered Voters,,Ballots Cast,,105,231,336
Bosque,Bosque 03,Registered Voters,,,,,,367
Bosque,Bosque 03,President,,Romney/Ryan,REP,42,81,123
Bosque,Bosque 03,President,,Obama/Biden,DEM,13,45,58
Bosque,Bosque 03,President,,Johnson/Gray,LIB,0,2,2
Bosque,Bosque 03,President,,Stein/Honkala,GRN,1,0,1
Bosque,Bosque 03,U.S. Senate,,Cruz,REP,40,79,119
Bosque,Bosque 03,U.S. Senate,,Sadler,DEM,15,38,53
Bosque,Bosque 03,U.S. Senate,,Myers,LIB,1,6,7
Bosque,Bosque 03,U.S. Senate,,Collins,GRN,0,2,2
Bosque,Bosque 03,U.S. House,25,Williams,REP,39,74,113
Bosque,Bosque 03,U.S. House,25,Henderson,DEM,13,42,55
Bosque,Bosque 03,U.S. House,25,Dewey,LIB,1,5,6
Bosque,Bosque 03,Railroad Commissioner,,Craddick,REP,38,78,116
Bosque,Bosque 03,Railroad Commissioner,,Henry,DEM,12,37,49
Bosque,Bosque 03,Railroad Commissioner,,Wall,LIB,1,1,2
Bosque,Bosque 03,Railroad Commissioner,,Kennedy,GRN,1,5,6
Bosque,Bosque 03,Railroad Commissioner,unexpired,Smitherman,REP,33,73,106
Bosque,Bosque 03,Railroad Commissioner,unexpired,Perez,LIB,9,26,35
Bosque,Bosque 03,Railroad Commissioner,unexpired,Wendel,GRN,3,6,9
Bosque,Bosque 03,State Senate,22,Birdwell,REP,36,79,115
Bosque,Bosque 03,State Senate,22,Kilbride,LIB,8,19,27
Bosque,Bosque 03,State House,58,Orr,REP,42,92,134
Bosque,Bosque 03,Registered Voters,,Ballots Cast,,56,128,184
Bosque,Bosque 04,Registered Voters,,,,,,1093
Bosque,Bosque 04,President,,Romney/Ryan,REP,296,209,505
Bosque,Bosque 04,President,,Obama/Biden,DEM,54,58,112
Bosque,Bosque 04,President,,Johnson/Gray,LIB,2,1,3
Bosque,Bosque 04,President,,Stein/Honkala,GRN,0,0,0
Bosque,Bosque 04,U.S. Senate,,Cruz,REP,281,196,477
Bosque,Bosque 04,U.S. Senate,,Sadler,DEM,60,56,116
Bosque,Bosque 04,U.S. Senate,,Myers,LIB,3,5,8
Bosque,Bosque 04,U.S. Senate,,Collins,GRN,3,3,6
Bosque,Bosque 04,U.S. House,25,Williams,REP,284,192,476
Bosque,Bosque 04,U.S. House,25,Henderson,DEM,53,61,114
Bosque,Bosque 04,U.S. House,25,Dewey,LIB,8,4,12
Bosque,Bosque 04,Railroad Commissioner,,Craddick,REP,279,190,469
Bosque,Bosque 04,Railroad Commissioner,,Henry,DEM,50,53,103
Bosque,Bosque 04,Railroad Commissioner,,Wall,LIB,3,2,5
Bosque,Bosque 04,Railroad Commissioner,,Kennedy,GRN,5,6,11
Bosque,Bosque 04,Railroad Commissioner,unexpired,Smitherman,REP,284,196,480
Bosque,Bosque 04,Railroad Commissioner,unexpired,Perez,LIB,13,25,38
Bosque,Bosque 04,Railroad Commissioner,unexpired,Wendel,GRN,19,9,28
Bosque,Bosque 04,State Senate,22,Birdwell,REP,290,209,499
Bosque,Bosque 04,State Senate,22,Kilbride,LIB,29,23,52
Bosque,Bosque 04,State House,58,Orr,REP,297,225,522
Bosque,Bosque 04,Registered Voters,,Ballots Cast,,353,271,624
Bosque,Bosque 05,Registered Voters,,,,,,526
Bosque,Bosque 05,President,,Romney/Ryan,REP,167,98,265
Bosque,Bosque 05,President,,Obama/Biden,DEM,19,28,47
Bosque,Bosque 05,President,,Johnson/Gray,LIB,1,0,1
Bosque,Bosque 05,President,,Stein/Honkala,GRN,0,0,0
Bosque,Bosque 05,U.S. Senate,,Cruz,REP,155,95,250
Bosque,Bosque 05,U.S. Senate,,Sadler,DEM,25,27,52
Bosque,Bosque 05,U.S. Senate,,Myers,LIB,4,3,7
Bosque,Bosque 05,U.S. Senate,,Collins,GRN,1,0,1
Bosque,Bosque 05,U.S. House,25,Williams,REP,154,95,249
Bosque,Bosque 05,U.S. House,25,Henderson,DEM,24,24,48
Bosque,Bosque 05,U.S. House,25,Dewey,LIB,4,5,9
Bosque,Bosque 05,Railroad Commissioner,,Craddick,REP,149,93,242
Bosque,Bosque 05,Railroad Commissioner,,Henry,DEM,26,24,50
Bosque,Bosque 05,Railroad Commissioner,,Wall,LIB,1,2,3
Bosque,Bosque 05,Railroad Commissioner,,Kennedy,GRN,3,3,6
Bosque,Bosque 05,Railroad Commissioner,unexpired,Smitherman,REP,153,94,247
Bosque,Bosque 05,Railroad Commissioner,unexpired,Perez,LIB,14,11,25
Bosque,Bosque 05,Railroad Commissioner,unexpired,Wendel,GRN,4,5,9
Bosque,Bosque 05,State Senate,22,Birdwell,REP,160,101,261
Bosque,Bosque 05,State Senate,22,Kilbride,LIB,14,13,27
Bosque,Bosque 05,State House,58,Orr,REP,160,107,267
Bosque,Bosque 05,Registered Voters,,Ballots Cast,,187,126,313
Bosque,Bosque 06,Registered Voters,,,,,,980
Bosque,Bosque 06,President,,Romney/Ryan,REP,187,279,466
Bosque,Bosque 06,President,,Obama/Biden,DEM,45,68,113
Bosque,Bosque 06,President,,Johnson/Gray,LIB,3,8,11
Bosque,Bosque 06,President,,Stein/Honkala,GRN,0,0,0
Bosque,Bosque 06,U.S. Senate,,Cruz,REP,184,261,445
Bosque,Bosque 06,U.S. Senate,,Sadler,DEM,43,77,120
Bosque,Bosque 06,U.S. Senate,,Myers,LIB,7,7,14
Bosque,Bosque 06,U.S. Senate,,Collins,GRN,1,5,6
Bosque,Bosque 06,U.S. House,25,Williams,REP,187,241,428
Bosque,Bosque 06,U.S. House,25,Henderson,DEM,39,76,115
Bosque,Bosque 06,U.S. House,25,Dewey,LIB,5,18,23
Bosque,Bosque 06,Railroad Commissioner,,Craddick,REP,183,241,424
Bosque,Bosque 06,Railroad Commissioner,,Henry,DEM,40,111,151
Bosque,Bosque 06,Railroad Commissioner,,Wall,LIB,3,4,7
Bosque,Bosque 06,Railroad Commissioner,,Kennedy,GRN,5,7,12
Bosque,Bosque 06,Railroad Commissioner,unexpired,Smitherman,REP,185,251,436
Bosque,Bosque 06,Railroad Commissioner,unexpired,Perez,LIB,19,31,50
Bosque,Bosque 06,Railroad Commissioner,unexpired,Wendel,GRN,11,23,34
Bosque,Bosque 06,State Senate,22,Birdwell,REP,196,258,454
Bosque,Bosque 06,State Senate,22,Kilbride,LIB,25,52,77
Bosque,Bosque 06,State House,58,Orr,REP,204,280,484
Bosque,Bosque 06,Registered Voters,,Ballots Cast,,235,362,597
Bosque,Bosque 07,Registered Voters,,,,,,455
Bosque,Bosque 07,President,,Romney/Ryan,REP,105,136,241
Bosque,Bosque 07,President,,Obama/Biden,DEM,20,30,50
Bosque,Bosque 07,President,,Johnson/Gray,LIB,0,1,1
Bosque,Bosque 07,President,,Stein/Honkala,GRN,0,0,0
Bosque,Bosque 07,U.S. Senate,,Cruz,REP,99,132,231
Bosque,Bosque 07,U.S. Senate,,Sadler,DEM,23,29,52
Bosque,Bosque 07,U.S. Senate,,Myers,LIB,3,5,8
Bosque,Bosque 07,U.S. Senate,,Collins,GRN,0,1,1
Bosque,Bosque 07,U.S. House,25,Williams,REP,95,122,217
Bosque,Bosque 07,U.S. House,25,Henderson,DEM,24,32,56
Bosque,Bosque 07,U.S. House,25,Dewey,LIB,4,8,12
Bosque,Bosque 07,Railroad Commissioner,,Craddick,REP,98,120,218
Bosque,Bosque 07,Railroad Commissioner,,Henry,DEM,20,31,51
Bosque,Bosque 07,Railroad Commissioner,,Wall,LIB,4,4,8
Bosque,Bosque 07,Railroad Commissioner,,Kennedy,GRN,1,6,7
Bosque,Bosque 07,Railroad Commissioner,unexpired,Smitherman,REP,101,128,229
Bosque,Bosque 07,Railroad Commissioner,unexpired,Perez,LIB,6,17,23
Bosque,Bosque 07,Railroad Commissioner,unexpired,Wendel,GRN,1,5,6
Bosque,Bosque 07,State Senate,22,Birdwell,REP,101,133,234
Bosque,Bosque 07,State Senate,22,Kilbride,LIB,6,20,26
Bosque,Bosque 07,State House,58,Orr,REP,101,141,242
Bosque,Bosque 07,Registered Voters,,Ballots Cast,,125,167,292
Bosque,Bosque 08,Registratiom,,Registered,,,,328
Bosque,Bosque 08,President,,Romney/Ryan,REP,54,153,207
Bosque,Bosque 08,President,,Obama/Biden,DEM,6,25,31
Bosque,Bosque 08,President,,Johnson/Gray,LIB,0,2,2
Bosque,Bosque 08,President,,Stein/Honkala,GRN,0,0,0
Bosque,Bosque 08,U.S. Senate,,Cruz,REP,55,143,198
Bosque,Bosque 08,U.S. Senate,,Sadler,DEM,6,34,40
Bosque,Bosque 08,U.S. Senate,,Myers,LIB,0,1,1
Bosque,Bosque 08,U.S. Senate,,Collins,GRN,0,1,1
Bosque,Bosque 08,U.S. House,25,Williams,REP,53,143,196
Bosque,Bosque 08,U.S. House,25,Henderson,DEM,7,32,39
Bosque,Bosque 08,U.S. House,25,Dewey,LIB,1,3,4
Bosque,Bosque 08,Railroad Commissioner,,Craddick,REP,51,141,192
Bosque,Bosque 08,Railroad Commissioner,,Henry,DEM,7,32,39
Bosque,Bosque 08,Railroad Commissioner,,Wall,LIB,2,0,2
Bosque,Bosque 08,Railroad Commissioner,,Kennedy,GRN,1,1,2
Bosque,Bosque 08,Railroad Commissioner,unexpired,Smitherman,REP,51,140,191
Bosque,Bosque 08,Railroad Commissioner,unexpired,Perez,LIB,5,13,18
Bosque,Bosque 08,Railroad Commissioner,unexpired,Wendel,GRN,1,6,7
Bosque,Bosque 08,State Senate,22,Birdwell,REP,52,148,200
Bosque,Bosque 08,State Senate,22,Kilbride,LIB,4,13,17
Bosque,Bosque 08,State House,58,Orr,REP,53,150,203
Bosque,Bosque 08,Registratiom,,Ballots Cast,,62,181,243
Bosque,Bosque 09,Registered Voters,,Registered,,,,2126
Bosque,Bosque 09,President,,Romney/Ryan,REP,368,727,1095
Bosque,Bosque 09,President,,Obama/Biden,DEM,80,141,221
Bosque,Bosque 09,President,,Johnson/Gray,LIB,3,16,19
Bosque,Bosque 09,President,,Stein/Honkala,GRN,1,0,1
Bosque,Bosque 09,U.S. Senate,,Cruz,REP,352,681,1033
Bosque,Bosque 09,U.S. Senate,,Sadler,DEM,84,150,234
Bosque,Bosque 09,U.S. Senate,,Myers,LIB,7,27,34
Bosque,Bosque 09,U.S. Senate,,Collins,GRN,1,1,2
Bosque,Bosque 09,U.S. House,25,Williams,REP,351,650,1001
Bosque,Bosque 09,U.S. House,25,Henderson,DEM,83,171,254
Bosque,Bosque 09,U.S. House,25,Dewey,LIB,6,26,32
Bosque,Bosque 09,Railroad Commissioner,,Craddick,REP,343,653,996
Bosque,Bosque 09,Railroad Commissioner,,Henry,DEM,87,158,245
Bosque,Bosque 09,Railroad Commissioner,,Wall,LIB,5,19,24
Bosque,Bosque 09,Railroad Commissioner,,Kennedy,GRN,3,10,13
Bosque,Bosque 09,Railroad Commissioner,unexpired,Smitherman,REP,350,676,1026
