county,precinct,office,district,candidate,party,early_voting,election_day,votes
Cochran,101,Registered Voters,,,,,,471
Cochran,202,Registered Voters,,,,,,470
Cochran,303,Registered Voters,,,,,,92
Cochran,306,Registered Voters,,,,,,394
Cochran,404,Registered Voters,,,,,,387
Cochran,101,Straight Party,,Republican Party,REP,50,41,91
Cochran,202,Straight Party,,Republican Party,REP,23,88,111
Cochran,303,Straight Party,,Republican Party,REP,11,9,20
Cochran,306,Straight Party,,Republican Party,REP,38,48,86
Cochran,404,Straight Party,,Republican Party,REP,23,19,42
Cochran,101,Straight Party,,Democratic Party,DEM,23,31,54
Cochran,202,Straight Party,,Democratic Party,DEM,6,26,32
Cochran,303,Straight Party,,Democratic Party,DEM,1,0,1
Cochran,306,Straight Party,,Democratic Party,DEM,5,19,24
Cochran,404,Straight Party,,Democratic Party,DEM,14,36,50
Cochran,101,Straight Party,,Libertarian Party,LIB,0,3,3
Cochran,202,Straight Party,,Libertarian Party,LIB,0,0,0
Cochran,303,Straight Party,,Libertarian Party,LIB,0,0,0
Cochran,306,Straight Party,,Libertarian Party,LIB,0,2,2
Cochran,404,Straight Party,,Libertarian Party,LIB,1,0,1
Cochran,101,Straight Party,,Green Party,GRN,1,1,2
Cochran,202,Straight Party,,Green Party,GRN,0,0,0
Cochran,303,Straight Party,,Green Party,GRN,0,0,0
Cochran,306,Straight Party,,Green Party,GRN,0,0,0
Cochran,404,Straight Party,,Green Party,GRN,0,0,0
Cochran,101,President,,Mitt Romney,REP,96,79,175
Cochran,202,President,,Mitt Romney,REP,52,150,202
Cochran,303,President,,Mitt Romney,REP,17,27,44
Cochran,306,President,,Mitt Romney,REP,69,76,145
Cochran,404,President,,Mitt Romney,REP,42,41,83
Cochran,101,President,,Barack Obama,DEM,29,43,72
Cochran,202,President,,Barack Obama,DEM,11,45,56
Cochran,303,President,,Barack Obama,DEM,3,1,4
Cochran,306,President,,Barack Obama,DEM,10,31,41
Cochran,404,President,,Barack Obama,DEM,31,52,83
Cochran,101,President,,Gary Johnson,LIB,2,1,3
Cochran,202,President,,Gary Johnson,LIB,3,2,5
Cochran,303,President,,Gary Johnson,LIB,0,0,0
Cochran,306,President,,Gary Johnson,LIB,2,1,3
Cochran,404,President,,Gary Johnson,LIB,0,0,0
Cochran,101,President,,Jill Stein,GRN,0,1,1
Cochran,202,President,,Jill Stein,GRN,0,0,0
Cochran,303,President,,Jill Stein,GRN,0,0,0
Cochran,306,President,,Jill Stein,GRN,0,0,0
Cochran,404,President,,Jill Stein,GRN,0,0,0
Cochran,101,US Senate,,Ted Cruz,REP,85,83,168
Cochran,202,US Senate,,Ted Cruz,REP,47,156,203
Cochran,303,US Senate,,Ted Cruz,REP,18,26,44
Cochran,306,US Senate,,Ted Cruz,REP,67,77,144
Cochran,404,US Senate,,Ted Cruz,REP,41,48,89
Cochran,101,US Senate,,Paul Sadler,DEM,39,34,73
Cochran,202,US Senate,,Paul Sadler,DEM,15,37,52
Cochran,303,US Senate,,Paul Sadler,DEM,2,0,2
Cochran,306,US Senate,,Paul Sadler,DEM,10,24,34
Cochran,404,US Senate,,Paul Sadler,DEM,27,36,63
Cochran,101,US Senate,,John Jay Myers,LIB,0,1,1
Cochran,202,US Senate,,John Jay Myers,LIB,3,4,7
