county,precinct,office,district,party,candidate,votes,early_votes,election_day
Denton,1000A,STRAIGHT PARTY,,REP,Over Votes,0,0,0
Denton,1000A,STRAIGHT PARTY,,REP,Under Votes,593,400,193
Denton,1000A,STRAIGHT PARTY,,REP,REPUBLICAN PARTY,838,593,245
Denton,1000A,STRAIGHT PARTY,,DEM,DEMOCRATIC PARTY,165,102,63
Denton,1000A,STRAIGHT PARTY,,LIB,LIBERTARIAN PARTY,8,2,6
Denton,1000A,STRAIGHT PARTY,,GRN,GREEN PARTY,0,0,0
Denton,1000A,PRESIDENT/VICE-PRESIDENT,,REP,Over Votes,0,0,0
Denton,1000A,PRESIDENT/VICE-PRESIDENT,,REP,Under Votes,19,13,6
Denton,1000A,PRESIDENT/VICE-PRESIDENT,,REP,MITT ROMNEY/PAUL RYAN,1294,913,381
Denton,1000A,PRESIDENT/VICE-PRESIDENT,,DEM,BARACK OBAMA/JOE BIDEN,272,165,107
Denton,1000A,PRESIDENT/VICE-PRESIDENT,,LIB,GARY JOHNSON/JIM GRAY,16,3,13
Denton,1000A,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/CHERI HONKALA,3,3,0
Denton,1000A,PRESIDENT/VICE-PRESIDENT,,"",STEWART ALEXANDER/ALEX MENDOZA,0,0,0
Denton,1000A,PRESIDENT/VICE-PRESIDENT,,"",ROCKY ANDERSON/LUIS J. RODRIGUEZ,0,0,0
Denton,1000A,PRESIDENT/VICE-PRESIDENT,,"",AVERY AYERS/ALEJANDRINA CABRERA,0,0,0
Denton,1000A,PRESIDENT/VICE-PRESIDENT,,"",ANDRE N. BARNETT/KENNETH R. CROSS,0,0,0
Denton,1000A,PRESIDENT/VICE-PRESIDENT,,"",VIRGIL GOODE/JIM CLYMER,0,0,0
Denton,1000A,PRESIDENT/VICE-PRESIDENT,,"",THADDAUS HILL/GORDON F. BAILEY,0,0,0
Denton,1000A,PRESIDENT/VICE-PRESIDENT,,"",TOM HOEFLING/JONATHAN D. ELLIS,0,0,0
Denton,1000A,U.S. SENATOR,,REP,Over Votes,0,0,0
Denton,1000A,U.S. SENATOR,,REP,Under Votes,31,19,12
Denton,1000A,U.S. SENATOR,,REP,TED CRUZ,1249,891,358
Denton,1000A,U.S. SENATOR,,DEM,PAUL SADLER,280,169,111
Denton,1000A,U.S. SENATOR,,LIB,JOHN JAY MYERS,30,13,17
