county,precinct,office,district,party,candidate,votes,early_voting,election_day
Uvalde,1,President,,REP,Mitt Romney/Paul Ryan,450,350,100
Uvalde,2,President,,REP,Mitt Romney/Paul Ryan,486,173,313
Uvalde,3,President,,REP,Mitt Romney/Paul Ryan,356,68,288
Uvalde,4,President,,REP,Mitt Romney/Paul Ryan,250,114,136
Uvalde,5,President,,REP,Mitt Romney/Paul Ryan,704,513,191
Uvalde,6,President,,REP,Mitt Romney/Paul Ryan,160,58,102
Uvalde,7,President,,REP,Mitt Romney/Paul Ryan,280,187,93
Uvalde,8,President,,REP,Mitt Romney/Paul Ryan,357,238,119
Uvalde,9,President,,REP,Mitt Romney/Paul Ryan,110,60,50
Uvalde,10,President,,REP,Mitt Romney/Paul Ryan,41,18,23
Uvalde,11,President,,REP,Mitt Romney/Paul Ryan,212,98,114
Uvalde,12,President,,REP,Mitt Romney/Paul Ryan,700,498,202
Uvalde,13,President,,REP,Mitt Romney/Paul Ryan,342,234,108
Uvalde,14,President,,REP,Mitt Romney/Paul Ryan,81,32,49
Uvalde,1,President,,DEM,Barack Obama/Joe Biden,442,252,190
Uvalde,2,President,,DEM,Barack Obama/Joe Biden,329,120,209
Uvalde,3,President,,DEM,Barack Obama/Joe Biden,32,10,22
Uvalde,4,President,,DEM,Barack Obama/Joe Biden,44,12,32
Uvalde,5,President,,DEM,Barack Obama/Joe Biden,229,140,89
Uvalde,6,President,,DEM,Barack Obama/Joe Biden,28,15,13
Uvalde,7,President,,DEM,Barack Obama/Joe Biden,71,38,33
Uvalde,8,President,,DEM,Barack Obama/Joe Biden,460,260,200
Uvalde,9,President,,DEM,Barack Obama/Joe Biden,531,302,229
Uvalde,10,President,,DEM,Barack Obama/Joe Biden,207,121,86
Uvalde,11,President,,DEM,Barack Obama/Joe Biden,96,36,60
Uvalde,12,President,,DEM,Barack Obama/Joe Biden,462,294,168
Uvalde,13,President,,DEM,Barack Obama/Joe Biden,878,510,368
Uvalde,14,President,,DEM,Barack Obama/Joe Biden,16,6,10
Uvalde,1,President,,LIB,Gary Johnson\Jim Gray,9,3,6
Uvalde,2,President,,LIB,Gary Johnson\Jim Gray,7,2,5
Uvalde,3,President,,LIB,Gary Johnson\Jim Gray,8,0,8
Uvalde,4,President,,LIB,Gary Johnson\Jim Gray,3,1,2
Uvalde,5,President,,LIB,Gary Johnson\Jim Gray,5,3,2
Uvalde,6,President,,LIB,Gary Johnson\Jim Gray,1,0,1
Uvalde,7,President,,LIB,Gary Johnson\Jim Gray,2,2,0
Uvalde,8,President,,LIB,Gary Johnson\Jim Gray,8,6,2
Uvalde,9,President,,LIB,Gary Johnson\Jim Gray,1,0,1
Uvalde,10,President,,LIB,Gary Johnson\Jim Gray,6,4,2
Uvalde,11,President,,LIB,Gary Johnson\Jim Gray,1,0,1
Uvalde,12,President,,LIB,Gary Johnson\Jim Gray,8,4,4
Uvalde,13,President,,LIB,Gary Johnson\Jim Gray,6,4,2
Uvalde,14,President,,LIB,Gary Johnson\Jim Gray,0,0,0
Uvalde,1,President,,GRN,Jill Stein\Cheri Honkala,1,1,0
Uvalde,2,President,,GRN,Jill Stein\Cheri Honkala,2,0,2
Uvalde,3,President,,GRN,Jill Stein\Cheri Honkala,0,0,0
Uvalde,4,President,,GRN,Jill Stein\Cheri Honkala,0,0,0
Uvalde,5,President,,GRN,Jill Stein\Cheri Honkala,0,0,0
Uvalde,6,President,,GRN,Jill Stein\Cheri Honkala,0,0,0
Uvalde,7,President,,GRN,Jill Stein\Cheri Honkala,1,1,0
Uvalde,8,President,,GRN,Jill Stein\Cheri Honkala,3,3,0
Uvalde,9,President,,GRN,Jill Stein\Cheri Honkala,0,0,0
Uvalde,10,President,,GRN,Jill Stein\Cheri Honkala,0,0,0
Uvalde,11,President,,GRN,Jill Stein\Cheri Honkala,1,0,1
Uvalde,12,President,,GRN,Jill Stein\Cheri Honkala,3,2,1
Uvalde,13,President,,GRN,Jill Stein\Cheri Honkala,2,2,0
Uvalde,14,President,,GRN,Jill Stein\Cheri Honkala,3,0,3
Uvalde,1,U.S. Senate,,REP,Ted Cruz,444,331,113
Uvalde,2,U.S. Senate,,REP,Ted Cruz,481,165,316
Uvalde,3,U.S. Senate,,REP,Ted Cruz,325,62,263
Uvalde,4,U.S. Senate,,REP,Ted Cruz,244,108,136
Uvalde,5,U.S. Senate,,REP,Ted Cruz,653,476,177
