county,precinct,office,district,party,candidate,votes,early_voting,election_day
Concho,101,Registered Voters,,REP,,332,,
Concho,101,Ballots Cast,,,,251,142,109
Concho,101,Straight Party,,REP,Republican Party,117,63,54
Concho,101,Straight Party,,REP,Over Votes,0,0,0
Concho,101,Straight Party,,REP,Under Votes,112,67,45
Concho,101,Straight Party,,DEM,Democratic Party,10,1,9
Concho,101,Straight Party,,LIB,Libertarian Party,1,0,1
Concho,101,Straight Party,,GRN,Green Party,0,0,0
Concho,101,President and Vice President,,REP,Over Votes,0,0,0
Concho,101,President and Vice President,,REP,Under Votes,7,5,2
Concho,101,President and Vice President,,REP,Mitt Romney \ Paul Ryan,208,120,88
Concho,101,President and Vice President,,DEM,Barack Obama \ Joe Biden,33,15,18
Concho,101,President and Vice President,,LIB,Gary Johnson \ Jim Gray,3,2,1
Concho,101,President and Vice President,,GRN,Jill Stein \ Cheri Honkala,0,0,0
Concho,101,United States Senator,,REP,Over Votes,0,0,0
Concho,101,United States Senator,,REP,Under Votes,11,8,3
Concho,101,United States Senator,,REP,Ted Cruz,199,115,84
Concho,101,United States Senator,,DEM,Paul Sadler,34,17,17
Concho,101,United States Senator,,LIB,John Jay Myers,3,0,3
Concho,101,United States Senator,,GRN,David B. Collins,4,2,2
Concho,101,United States Representative,11,REP,Over Votes,0,0,0
Concho,101,United States Representative,11,REP,Under Votes,11,7,4
Concho,101,United States Representative,11,REP,Mike Conaway,204,117,87
Concho,101,United States Representative,11,DEM,Jim Riley,28,13,15
Concho,101,United States Representative,11,LIB,Scott J. Ballard,8,5,3
Concho,101,Railroad Commissioner,,REP,Over Votes,0,0,0
Concho,101,Railroad Commissioner,,REP,Under Votes,15,8,7
Concho,101,Railroad Commissioner,,REP,Christi Craddick,198,117,81
Concho,101,Railroad Commissioner,,DEM,Dale Henry,30,12,18
Concho,101,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,2,0,2
Concho,101,Railroad Commissioner,,GRN,Chris Kennedy,5,4,1
Concho,101,"Railroad Commissioner, Unexpired Term",,REP,Over Votes,0,0,0
Concho,101,"Railroad Commissioner, Unexpired Term",,REP,Under Votes,27,12,15
Concho,101,"Railroad Commissioner, Unexpired Term",,REP,Barry Smitherman,195,113,82
Concho,101,"Railroad Commissioner, Unexpired Term",,LIB,Jaime O. Perez,16,8,8
Concho,101,"Railroad Commissioner, Unexpired Term",,GRN,Josh Wendel,12,8,4
Concho,101,"Justice, Supreme Court, Place 2",,REP,Over Votes,0,0,0
Concho,101,"Justice, Supreme Court, Place 2",,REP,Under Votes,28,11,17
Concho,101,"Justice, Supreme Court, Place 2",,REP,Don Willett,198,113,85
Concho,101,"Justice, Supreme Court, Place 2",,LIB,RS Roberto Koelsch,19,12,7
Concho,101,"Justice, Supreme Court, Place 4",,REP,Over Votes,0,0,0
Concho,101,"Justice, Supreme Court, Place 4",,REP,Under Votes,26,10,16
Concho,101,"Justice, Supreme Court, Place 4",,REP,John Devine,193,110,83
Concho,101,"Justice, Supreme Court, Place 4",,LIB,Tom Oxford,15,8,7
Concho,101,"Justice, Supreme Court, Place 4",,GRN,Charles E. Waterbury,12,9,3
Concho,101,"Justice, Supreme Court, Place 6",,REP,Over Votes,0,0,0
Concho,101,"Justice, Supreme Court, Place 6",,REP,Under Votes,15,7,8
Concho,101,"Justice, Supreme Court, Place 6",,REP,Nathan Hecht,177,99,78
Concho,101,"Justice, Supreme Court, Place 6",,DEM,Michele Petty,35,16,19
Concho,101,"Justice, Supreme Court, Place 6",,LIB,Mark Ash,9,6,3
Concho,101,"Justice, Supreme Court, Place 6",,GRN,Jim Chisholm,11,10,1
Concho,101,"Presiding Judge, Court of Criminal Appeals",,REP,Over Votes,0,0,0
Concho,101,"Presiding Judge, Court of Criminal Appeals",,REP,Under Votes,17,9,8
Concho,101,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,189,108,81
Concho,101,"Presiding Judge, Court of Criminal Appeals",,DEM,Keith Hampton,34,17,17
Concho,101,"Presiding Judge, Court of Criminal Appeals",,LIB,Lance Stott,9,6,3
Concho,101,"Judge, Court of Criminal Appeals, Place 7",,REP,Over Votes,0,0,0
