county,precinct,office,district,candidate,party,early_voting,election_day,mail,provisional,votes
Wilson,Box 311,Straight Party,,Green,GRN,0,0,0,0,0
Wilson,Box 311,President/V President,,Romney/Ryan,REP,585,284,44,1,914
Wilson,Box 311,President/V President,,Obama/Biden,DEM,90,48,7,0,145
Wilson,Box 311,President/V President,,Johsnon/Gray,LIB,3,1,1,0,5
Wilson,Box 311,President/V President,,Stein/Honkala,GRN,0,0,1,0,1
Wilson,Box 311,President/V President,,Write-in 50,NP,0,0,0,0,0
Wilson,Box 311,US Senator,,Ted Cruz,REP,556,255,39,0,850
Wilson,Box 311,US Senator,,Paul Sadler,DEM,97,61,9,0,167
Wilson,Box 311,US Senator,,John Jay Myers,LIB,6,9,2,1,18
Wilson,Box 311,US Senator,,David B. Collins,GRN,8,2,1,0,11
Wilson,Box 311,US Representative D28,,William R. Hayward,REP,509,242,40,0,791
Wilson,Box 311,US Representative D28,,Henry Cuellar,DEM,143,77,7,0,227
Wilson,Box 311,US Representative D28,,Patrick Hisel,LIB,7,5,1,1,14
Wilson,Box 311,US Representative D28,,Michael D. Cary,GRN,5,2,2,0,9
Wilson,Box 311,Railroad Comm,,Christi Craddick,REP,547,262,38,1,848
Wilson,Box 311,Railroad Comm,,Dale Henry,DEM,92,51,8,0,151
Wilson,Box 311,Railroad Comm,,Vivekananda Wall,LIB,9,4,0,0,13
Wilson,Box 311,Railroad Comm,,Chris Kennedy,GRN,10,4,2,0,16
Wilson,Box 311,Railroad Comm-Unexp,,Barry Smitherman,REP,570,275,43,1,889
Wilson,Box 311,Railroad Comm-Unexp,,Jaime O. Perez,LIB,39,18,2,0,59
Wilson,Box 311,Railroad Comm-Unexp,,Josh Wendel,GRN,19,18,0,0,37
Wilson,Box 311,Justice Supreme Court 2,,Don Willett,REP,574,270,44,1,889
Wilson,Box 311,Justice Supreme Court 2,,RS Roberto Koelsch,LIB,42,31,2,0,75
Wilson,Box 311,Justice Supreme Court 4,,John Devine,REP,567,266,42,1,876
Wilson,Box 311,Justice Supreme Court 4,,Tom Oxford,LIB,39,24,3,0,66
Wilson,Box 311,Justice Supreme Court 4,,Charles E. Waterbury,GRN,12,14,1,0,27
Wilson,Box 311,Justice Supreme Court 6,,Nathan Hecht,REP,516,238,42,0,796
Wilson,Box 311,Justice Supreme Court 6,,Michele Petty,DEM,109,66,6,0,181
Wilson,Box 311,Justice Supreme Court 6,,Mark Ash,LIB,16,7,0,1,24
Wilson,Box 311,Justice Supreme Court 6,,Jim Chisholm,GRN,8,4,2,0,14
Wilson,Box 311,"Criminal Appeals Judge, Presiding",,Sharon Keller,REP,548,256,39,1,844
Wilson,Box 311,"Criminal Appeals Judge, Presiding",,Keith Hampton,DEM,93,56,7,0,156
Wilson,Box 311,"Criminal Appeals Judge, Presiding",,Lance Stott,LIB,13,7,3,0,23
Wilson,Box 311,Criminal Appeals Judge 7,,B. Parker Hervey,REP,550,262,39,1,852
Wilson,Box 311,Criminal Appeals Judge 7,,Mark W. Bennett,LIB,68,42,5,0,115
Wilson,Box 311,Criminal Appeals Judge 8,,Elsa Alcala,REP,538,248,38,1,825
Wilson,Box 311,Criminal Appeals Judge 8,,"William Strange, III",LIB,73,54,5,0,132
Wilson,Box 311,State Bd Educ 3,,David M. Williams,REP,542,250,43,1,836
Wilson,Box 311,State Bd Educ 3,,Marisa B. Perez,DEM,103,61,8,0,172
Wilson,Box 311,"State Senator, D21",,Grant Rostig,REP,442,202,33,1,678
Wilson,Box 311,"State Senator, D21",,Judith Zaffirini,DEM,204,107,16,0,327
Wilson,Box 311,"State Senator, D21",,Joseph Morse,LIB,12,6,2,0,20
Wilson,Box 311,"State Representative, D44",,John Kuempel,REP,588,285,44,1,918
Wilson,Box 311,"Justice, 4th Court Appeals 2",,Marialyn Barnard,REP,566,264,43,1,874
Wilson,Box 311,"Justice, 4th Court Appeals 2",,Baldemar Garza,DEM,84,47,5,0,136
Wilson,Box 311,"Justice, 4th Court Appeals 3",,Rebecca Simmons,REP,564,258,43,1,866
Wilson,Box 311,"Justice, 4th Court Appeals 3",,Patricia Alvarez,DEM,87,55,6,0,148
Wilson,Box 311,"Justice, 4th Court Appeals 4",,Steve Hilbig,REP,541,262,43,1,847
Wilson,Box 311,"Justice, 4th Court Appeals 4",,Luz Elena Chapa,DEM,118,56,8,0,182
Wilson,Box 311,"Justice, 4th Court Appeals 5",,Karen Angelini,REP,557,248,39,1,845
Wilson,Box 311,"Justice, 4th Court Appeals 5",,David D. Towler,DEM,96,62,10,0,168
Wilson,Box 311,"Justice, 4th Court Appeals 7",,Phylis J. Speedlin,REP,555,254,44,1,854
Wilson,Box 311,"Justice, 4th Court Appeals 7",,Rebeca C. Martinez,DEM,93,57,5,0,155
Wilson,Box 311,"District Attorney, D81",,RenÈ M. PeÒa,DEM,281,176,21,0,478
Wilson,Box 311,Sheriff,,Chris Burchell,REP,400,180,28,1,609
Wilson,Box 311,Sheriff,,"Joe D. Tackitt, Jr.",DEM,268,146,23,0,437
Wilson,Box 311,County Attorney,,Daynah Fallwell,REP,560,278,43,1,882
Wilson,Box 311,County Tax Assessor-Collector,,Anna D. Gonzales,DEM,339,195,23,0,557
Wilson,Box 311,"County Commissioner, Pct 3",,Ricky Morales,REP,593,286,44,1,924
Wilson,Box 311,"Constable, Pct 3",,George Scoggins,REP,560,281,42,1,884
Wilson,Box 312,Straight Party,,Republican,REP,393,173,34,0,600
Wilson,Box 312,Straight Party,,Democratic,DEM,46,41,4,0,91
Wilson,Box 312,Straight Party,,Libertarian,LIB,3,3,0,0,6
Wilson,Box 312,Straight Party,,Green,GRN,1,0,0,0,1
Wilson,Box 312,President/V President,,Romney/Ryan,REP,908,378,46,1,1333
Wilson,Box 312,President/V President,,Obama/Biden,DEM,118,91,7,0,216
Wilson,Box 312,President/V President,,Johsnon/Gray,LIB,5,6,0,0,11
Wilson,Box 312,President/V President,,Stein/Honkala,GRN,1,0,0,0,1
Wilson,Box 312,President/V President,,Write-in 50,NP,1,0,0,0,1
Wilson,Box 312,US Senator,,Ted Cruz,REP,849,358,44,1,1252
Wilson,Box 312,US Senator,,Paul Sadler,DEM,132,95,6,0,233
Wilson,Box 312,US Senator,,John Jay Myers,LIB,19,9,1,0,29
Wilson,Box 312,US Senator,,David B. Collins,GRN,15,3,1,0,19
Wilson,Box 312,US Representative D28,,William R. Hayward,REP,811,317,42,1,1171
Wilson,Box 312,US Representative D28,,Henry Cuellar,DEM,174,129,9,0,312
Wilson,Box 312,US Representative D28,,Patrick Hisel,LIB,12,16,0,0,28
Wilson,Box 312,US Representative D28,,Michael D. Cary,GRN,10,2,0,0,12
Wilson,Box 312,Railroad Comm,,Christi Craddick,REP,858,357,45,1,1261
Wilson,Box 312,Railroad Comm,,Dale Henry,DEM,106,83,7,0,196
Wilson,Box 312,Railroad Comm,,Vivekananda Wall,LIB,18,14,0,0,32
Wilson,Box 312,Railroad Comm,,Chris Kennedy,GRN,22,9,0,0,31
Wilson,Box 312,Railroad Comm-Unexp,,Barry Smitherman,REP,879,368,47,1,1295
Wilson,Box 312,Railroad Comm-Unexp,,Jaime O. Perez,LIB,42,59,2,0,103
Wilson,Box 312,Railroad Comm-Unexp,,Josh Wendel,GRN,37,12,2,0,51
Wilson,Box 312,Justice Supreme Court 2,,Don Willett,REP,876,380,47,1,1304
Wilson,Box 312,Justice Supreme Court 2,,RS Roberto Koelsch,LIB,63,55,3,0,121
Wilson,Box 312,Justice Supreme Court 4,,John Devine,REP,869,369,45,1,1284
Wilson,Box 312,Justice Supreme Court 4,,Tom Oxford,LIB,54,56,2,0,112
Wilson,Box 312,Justice Supreme Court 4,,Charles E. Waterbury,GRN,22,13,3,0,38
Wilson,Box 312,Justice Supreme Court 6,,Nathan Hecht,REP,800,338,44,1,1183
Wilson,Box 312,Justice Supreme Court 6,,Michele Petty,DEM,142,99,6,0,247
Wilson,Box 312,Justice Supreme Court 6,,Mark Ash,LIB,24,14,0,0,38
Wilson,Box 312,Justice Supreme Court 6,,Jim Chisholm,GRN,20,5,1,0,26
Wilson,Box 312,"Criminal Appeals Judge, Presiding",,Sharon Keller,REP,852,356,43,1,1252
Wilson,Box 312,"Criminal Appeals Judge, Presiding",,Keith Hampton,DEM,114,87,7,0,208
Wilson,Box 312,"Criminal Appeals Judge, Presiding",,Lance Stott,LIB,21,14,0,0,35
Wilson,Box 312,Criminal Appeals Judge 7,,B. Parker Hervey,REP,848,376,47,1,1272
Wilson,Box 312,Criminal Appeals Judge 7,,Mark W. Bennett,LIB,93,61,2,0,156
Wilson,Box 312,Criminal Appeals Judge 8,,Elsa Alcala,REP,822,365,47,1,1235
Wilson,Box 312,Criminal Appeals Judge 8,,"William Strange, III",LIB,116,69,1,0,186
Wilson,Box 312,State Bd Educ 3,,David M. Williams,REP,857,346,43,1,1247
Wilson,Box 312,State Bd Educ 3,,Marisa B. Perez,DEM,127,109,8,0,244
Wilson,Box 312,"State Senator, D21",,Grant Rostig,REP,714,296,40,1,1051
Wilson,Box 312,"State Senator, D21",,Judith Zaffirini,DEM,275,154,10,0,439
Wilson,Box 312,"State Senator, D21",,Joseph Morse,LIB,19,13,0,0,32
Wilson,Box 312,"State Representative, D44",,John Kuempel,REP,913,411,47,0,1371
Wilson,Box 312,"Justice, 4th Court Appeals 2",,Marialyn Barnard,REP,885,373,44,1,1303
Wilson,Box 312,"Justice, 4th Court Appeals 2",,Baldemar Garza,DEM,104,87,7,0,198
Wilson,Box 312,"Justice, 4th Court Appeals 3",,Rebecca Simmons,REP,867,361,45,1,1274
Wilson,Box 312,"Justice, 4th Court Appeals 3",,Patricia Alvarez,DEM,124,98,6,0,228
Wilson,Box 312,"Justice, 4th Court Appeals 4",,Steve Hilbig,REP,858,364,45,1,1268
Wilson,Box 312,"Justice, 4th Court Appeals 4",,Luz Elena Chapa,DEM,135,100,5,0,240
Wilson,Box 312,"Justice, 4th Court Appeals 5",,Karen Angelini,REP,858,367,44,1,1270
Wilson,Box 312,"Justice, 4th Court Appeals 5",,David D. Towler,DEM,129,97,6,0,232
Wilson,Box 312,"Justice, 4th Court Appeals 7",,Phylis J. Speedlin,REP,856,358,43,1,1258
Wilson,Box 312,"Justice, 4th Court Appeals 7",,Rebeca C. Martinez,DEM,132,98,7,0,237
Wilson,Box 312,"District Attorney, D81",,RenÈ M. PeÒa,DEM,461,225,12,0,698
Wilson,Box 312,Sheriff,,Chris Burchell,REP,612,278,38,1,929
Wilson,Box 312,Sheriff,,"Joe D. Tackitt, Jr.",DEM,406,191,13,0,610
Wilson,Box 312,County Attorney,,Daynah Fallwell,REP,860,392,45,1,1298
Wilson,Box 312,County Tax Assessor-Collector,,Anna D. Gonzales,DEM,535,260,18,1,814
Wilson,Box 312,"County Commissioner, Pct 3",,Ricky Morales,REP,913,405,49,1,1368
Wilson,Box 312,"Constable, Pct 3",,George Scoggins,REP,873,389,47,1,1310
Wilson,Box 313,Straight Party,,Republican,REP,308,185,30,1,524
Wilson,Box 313,Straight Party,,Democratic,DEM,77,99,1,0,177
Wilson,Box 313,Straight Party,,Libertarian,LIB,4,9,0,0,13
Wilson,Box 313,Straight Party,,Green,GRN,0,1,0,0,1
Wilson,Box 313,President/V President,,Romney/Ryan,REP,653,472,54,1,1180
Wilson,Box 313,President/V President,,Obama/Biden,DEM,166,183,5,0,354
Wilson,Box 313,President/V President,,Johsnon/Gray,LIB,3,11,1,0,15
Wilson,Box 313,President/V President,,Stein/Honkala,GRN,1,3,0,0,4
Wilson,Box 313,President/V President,,Write-in 50,NP,0,3,0,0,3
Wilson,Box 313,US Senator,,Ted Cruz,REP,616,448,51,1,1116
Wilson,Box 313,US Senator,,Paul Sadler,DEM,169,179,6,0,354
Wilson,Box 313,US Senator,,John Jay Myers,LIB,19,23,1,0,43
Wilson,Box 313,US Senator,,David B. Collins,GRN,5,8,0,0,13
Wilson,Box 313,US Representative D28,,William R. Hayward,REP,578,396,48,1,1023
Wilson,Box 313,US Representative D28,,Henry Cuellar,DEM,212,231,10,0,453
Wilson,Box 313,US Representative D28,,Patrick Hisel,LIB,12,21,1,0,34
Wilson,Box 313,US Representative D28,,Michael D. Cary,GRN,6,10,0,0,16
Wilson,Box 313,Railroad Comm,,Christi Craddick,REP,620,431,52,1,1104
Wilson,Box 313,Railroad Comm,,Dale Henry,DEM,149,177,4,0,330
Wilson,Box 313,Railroad Comm,,Vivekananda Wall,LIB,14,20,1,0,35
Wilson,Box 313,Railroad Comm,,Chris Kennedy,GRN,11,16,0,0,27
Wilson,Box 313,Railroad Comm-Unexp,,Barry Smitherman,REP,620,449,51,1,1121
Wilson,Box 313,Railroad Comm-Unexp,,Jaime O. Perez,LIB,80,93,2,0,175
Wilson,Box 313,Railroad Comm-Unexp,,Josh Wendel,GRN,27,33,2,0,62
Wilson,Box 313,Justice Supreme Court 2,,Don Willett,REP,631,469,53,1,1154
Wilson,Box 313,Justice Supreme Court 2,,RS Roberto Koelsch,LIB,87,104,4,0,195
Wilson,Box 313,Justice Supreme Court 4,,John Devine,REP,616,452,53,1,1122
Wilson,Box 313,Justice Supreme Court 4,,Tom Oxford,LIB,83,92,2,0,177
Wilson,Box 313,Justice Supreme Court 4,,Charles E. Waterbury,GRN,22,30,2,0,54
Wilson,Box 313,Justice Supreme Court 6,,Nathan Hecht,REP,559,383,49,1,992
Wilson,Box 313,Justice Supreme Court 6,,Michele Petty,DEM,183,198,6,0,387
Wilson,Box 313,Justice Supreme Court 6,,Mark Ash,LIB,30,45,2,0,77
Wilson,Box 313,Justice Supreme Court 6,,Jim Chisholm,GRN,15,15,0,0,30
Wilson,Box 313,"Criminal Appeals Judge, Presiding",,Sharon Keller,REP,615,432,51,1,1099
Wilson,Box 313,"Criminal Appeals Judge, Presiding",,Keith Hampton,DEM,147,178,5,0,330
Wilson,Box 313,"Criminal Appeals Judge, Presiding",,Lance Stott,LIB,22,31,1,0,54
Wilson,Box 313,Criminal Appeals Judge 7,,B. Parker Hervey,REP,615,449,52,1,1117
Wilson,Box 313,Criminal Appeals Judge 7,,Mark W. Bennett,LIB,104,122,5,0,231
Wilson,Box 313,Criminal Appeals Judge 8,,Elsa Alcala,REP,603,447,53,1,1104
Wilson,Box 313,Criminal Appeals Judge 8,,"William Strange, III",LIB,118,124,5,0,247
Wilson,Box 313,State Bd Educ 3,,David M. Williams,REP,597,430,52,1,1080
Wilson,Box 313,State Bd Educ 3,,Marisa B. Perez,DEM,182,204,6,0,392
Wilson,Box 313,"State Senator, D21",,Grant Rostig,REP,529,351,44,1,925
Wilson,Box 313,"State Senator, D21",,Judith Zaffirini,DEM,252,272,14,0,538
Wilson,Box 313,"State Senator, D21",,Joseph Morse,LIB,17,30,1,0,48
Wilson,Box 313,"State Representative, D44",,John Kuempel,REP,674,522,54,1,1251
Wilson,Box 313,"Justice, 4th Court Appeals 2",,Marialyn Barnard,REP,632,456,54,1,1143
Wilson,Box 313,"Justice, 4th Court Appeals 2",,Baldemar Garza,DEM,157,182,4,0,343
Wilson,Box 313,"Justice, 4th Court Appeals 3",,Rebecca Simmons,REP,620,446,52,1,1119
Wilson,Box 313,"Justice, 4th Court Appeals 3",,Patricia Alvarez,DEM,171,196,6,0,373
Wilson,Box 313,"Justice, 4th Court Appeals 4",,Steve Hilbig,REP,617,435,49,1,1102
Wilson,Box 313,"Justice, 4th Court Appeals 4",,Luz Elena Chapa,DEM,178,207,9,0,394
Wilson,Box 313,"Justice, 4th Court Appeals 5",,Karen Angelini,REP,629,444,54,1,1128
Wilson,Box 313,"Justice, 4th Court Appeals 5",,David D. Towler,DEM,160,189,5,0,354
Wilson,Box 313,"Justice, 4th Court Appeals 7",,Phylis J. Speedlin,REP,601,417,52,1,1071
Wilson,Box 313,"Justice, 4th Court Appeals 7",,Rebeca C. Martinez,DEM,189,217,6,0,412
Wilson,Box 313,"District Attorney, D81",,RenÈ M. PeÒa,DEM,373,388,21,0,782
Wilson,Box 313,Sheriff,,Chris Burchell,REP,491,335,37,1,864
Wilson,Box 313,Sheriff,,"Joe D. Tackitt, Jr.",DEM,315,330,22,0,667
Wilson,Box 313,County Attorney,,Daynah Fallwell,REP,658,504,53,1,1216
Wilson,Box 313,County Tax Assessor-Collector,,Anna D. Gonzales,DEM,442,426,26,0,894
Wilson,Box 313,"County Commissioner, Pct 3",,Ricky Morales,REP,687,544,53,1,1285
Wilson,Box 313,"Constable, Pct 3",,George Scoggins,REP,640,493,52,1,1186
Wilson,Box 414,Straight Party,,Republican,REP,163,199,19,1,382
Wilson,Box 414,Straight Party,,Democratic,DEM,46,116,6,0,168
Wilson,Box 414,Straight Party,,Libertarian,LIB,4,4,0,0,8
Wilson,Box 414,Straight Party,,Green,GRN,1,1,0,0,2
Wilson,Box 414,President/V President,,Romney/Ryan,REP,412,561,38,1,1012
Wilson,Box 414,President/V President,,Obama/Biden,DEM,103,195,8,0,306
Wilson,Box 414,President/V President,,Johsnon/Gray,LIB,1,6,1,0,8
Wilson,Box 414,President/V President,,Stein/Honkala,GRN,2,1,0,0,3
Wilson,Box 414,President/V President,,Write-in 50,NP,1,1,1,0,3
Wilson,Box 414,US Senator,,Ted Cruz,REP,385,509,40,1,935
Wilson,Box 414,US Senator,,Paul Sadler,DEM,99,214,8,0,321
Wilson,Box 414,US Senator,,John Jay Myers,LIB,11,14,0,0,25
Wilson,Box 414,US Senator,,David B. Collins,GRN,11,9,0,0,20
Wilson,Box 414,US Representative D15,,Dale A. Brueggemann,REP,363,478,37,1,879
Wilson,Box 414,US Representative D15,,RubÈn Hinojosa,DEM,94,216,7,0,317
Wilson,Box 414,US Representative D15,,Ron Finch,LIB,33,36,2,0,71
Wilson,Box 414,Railroad Comm,,Christi Craddick,REP,375,483,37,1,896
Wilson,Box 414,Railroad Comm,,Dale Henry,DEM,105,212,8,0,325
Wilson,Box 414,Railroad Comm,,Vivekananda Wall,LIB,10,15,1,0,26
Wilson,Box 414,Railroad Comm,,Chris Kennedy,GRN,10,16,0,0,26
Wilson,Box 414,Railroad Comm-Unexp,,Barry Smitherman,REP,388,530,34,1,953
Wilson,Box 414,Railroad Comm-Unexp,,Jaime O. Perez,LIB,42,85,2,0,129
Wilson,Box 414,Railroad Comm-Unexp,,Josh Wendel,GRN,21,34,2,0,57
Wilson,Box 414,Justice Supreme Court 2,,Don Willett,REP,394,541,35,1,971
Wilson,Box 414,Justice Supreme Court 2,,RS Roberto Koelsch,LIB,47,85,5,0,137
Wilson,Box 414,Justice Supreme Court 4,,John Devine,REP,381,536,34,1,952
Wilson,Box 414,Justice Supreme Court 4,,Tom Oxford,LIB,47,83,4,0,134
Wilson,Box 414,Justice Supreme Court 4,,Charles E. Waterbury,GRN,18,15,1,0,34
Wilson,Box 414,Justice Supreme Court 6,,Nathan Hecht,REP,346,451,36,1,834
Wilson,Box 414,Justice Supreme Court 6,,Michele Petty,DEM,121,228,8,0,357
Wilson,Box 414,Justice Supreme Court 6,,Mark Ash,LIB,14,22,2,0,38
Wilson,Box 414,Justice Supreme Court 6,,Jim Chisholm,GRN,8,16,0,0,24
Wilson,Box 414,"Criminal Appeals Judge, Presiding",,Sharon Keller,REP,377,503,35,1,916
Wilson,Box 414,"Criminal Appeals Judge, Presiding",,Keith Hampton,DEM,98,197,9,0,304
Wilson,Box 414,"Criminal Appeals Judge, Presiding",,Lance Stott,LIB,15,22,1,0,38
Wilson,Box 414,Criminal Appeals Judge 7,,B. Parker Hervey,REP,390,527,34,1,952
Wilson,Box 414,Criminal Appeals Judge 7,,Mark W. Bennett,LIB,56,117,6,0,179
Wilson,Box 414,Criminal Appeals Judge 8,,Elsa Alcala,REP,376,505,34,1,916
Wilson,Box 414,Criminal Appeals Judge 8,,"William Strange, III",LIB,67,122,5,0,194
Wilson,Box 414,State Bd Educ 3,,David M. Williams,REP,371,482,38,1,892
Wilson,Box 414,State Bd Educ 3,,Marisa B. Perez,DEM,113,236,8,0,357
Wilson,Box 414,"State Senator, D21",,Grant Rostig,REP,311,369,31,1,712
Wilson,Box 414,"State Senator, D21",,Judith Zaffirini,DEM,178,359,15,0,552
Wilson,Box 414,"State Senator, D21",,Joseph Morse,LIB,10,12,1,0,23
Wilson,Box 414,"State Representative, D44",,John Kuempel,REP,426,597,37,1,1061
Wilson,Box 414,"Justice, 4th Court Appeals 2",,Marialyn Barnard,REP,399,517,39,1,956
Wilson,Box 414,"Justice, 4th Court Appeals 2",,Baldemar Garza,DEM,93,200,7,0,300
Wilson,Box 414,"Justice, 4th Court Appeals 3",,Rebecca Simmons,REP,389,508,39,1,937
Wilson,Box 414,"Justice, 4th Court Appeals 3",,Patricia Alvarez,DEM,102,210,7,0,319
Wilson,Box 414,"Justice, 4th Court Appeals 4",,Steve Hilbig,REP,387,512,39,1,939
Wilson,Box 414,"Justice, 4th Court Appeals 4",,Luz Elena Chapa,DEM,110,214,8,0,332
Wilson,Box 414,"Justice, 4th Court Appeals 5",,Karen Angelini,REP,383,496,37,1,917
Wilson,Box 414,"Justice, 4th Court Appeals 5",,David D. Towler,DEM,107,223,9,0,339
Wilson,Box 414,"Justice, 4th Court Appeals 7",,Phylis J. Speedlin,REP,380,490,39,1,910
Wilson,Box 414,"Justice, 4th Court Appeals 7",,Rebeca C. Martinez,DEM,111,224,7,0,342
Wilson,Box 414,"District Attorney, D81",,RenÈ M. PeÒa,DEM,254,448,18,0,720
Wilson,Box 414,Sheriff,,Chris Burchell,REP,251,311,28,1,591
Wilson,Box 414,Sheriff,,"Joe D. Tackitt, Jr.",DEM,263,441,20,0,724
Wilson,Box 414,County Attorney,,Daynah Fallwell,REP,402,556,39,1,998
Wilson,Box 414,County Tax Assessor-Collector,,Anna D. Gonzales,DEM,297,498,25,0,820
Wilson,Box 414,"Constable, Pct 4",,Galen Jansky,REP,422,591,38,1,1052
Wilson,Box 415,Straight Party,,Republican,REP,525,239,22,1,787
Wilson,Box 415,Straight Party,,Democratic,DEM,83,50,9,0,142
Wilson,Box 415,Straight Party,,Libertarian,LIB,1,4,0,0,5
Wilson,Box 415,Straight Party,,Green,GRN,1,0,0,0,1
Wilson,Box 415,President/V President,,Romney/Ryan,REP,1050,485,42,4,1581
Wilson,Box 415,President/V President,,Obama/Biden,DEM,187,115,12,1,315
Wilson,Box 415,President/V President,,Johsnon/Gray,LIB,6,7,2,0,15
Wilson,Box 415,President/V President,,Stein/Honkala,GRN,3,3,0,0,6
Wilson,Box 415,President/V President,,Write-in 50,NP,3,2,0,0,5
Wilson,Box 415,US Senator,,Ted Cruz,REP,999,459,38,3,1499
Wilson,Box 415,US Senator,,Paul Sadler,DEM,193,111,12,1,317
Wilson,Box 415,US Senator,,John Jay Myers,LIB,28,21,0,0,49
Wilson,Box 415,US Senator,,David B. Collins,GRN,8,7,0,0,15
Wilson,Box 415,US Representative D28,,William R. Hayward,REP,918,430,34,2,1384
Wilson,Box 415,US Representative D28,,Henry Cuellar,DEM,283,145,15,2,445
Wilson,Box 415,US Representative D28,,Patrick Hisel,LIB,15,15,0,0,30
Wilson,Box 415,US Representative D28,,Michael D. Cary,GRN,10,6,1,0,17
Wilson,Box 415,Railroad Comm,,Christi Craddick,REP,999,457,39,3,1498
Wilson,Box 415,Railroad Comm,,Dale Henry,DEM,184,99,12,1,296
Wilson,Box 415,Railroad Comm,,Vivekananda Wall,LIB,10,15,0,0,25
Wilson,Box 415,Railroad Comm,,Chris Kennedy,GRN,13,19,0,0,32
Wilson,Box 415,Railroad Comm-Unexp,,Barry Smitherman,REP,1015,463,38,3,1519
Wilson,Box 415,Railroad Comm-Unexp,,Jaime O. Perez,LIB,84,59,4,0,147
Wilson,Box 415,Railroad Comm-Unexp,,Josh Wendel,GRN,38,21,3,1,63
Wilson,Box 415,Justice Supreme Court 2,,Don Willett,REP,1040,482,39,3,1564
Wilson,Box 415,Justice Supreme Court 2,,RS Roberto Koelsch,LIB,86,66,6,1,159
Wilson,Box 415,Justice Supreme Court 4,,John Devine,REP,1006,471,37,2,1516
Wilson,Box 415,Justice Supreme Court 4,,Tom Oxford,LIB,91,61,3,1,156
Wilson,Box 415,Justice Supreme Court 4,,Charles E. Waterbury,GRN,31,19,3,0,53
Wilson,Box 415,Justice Supreme Court 6,,Nathan Hecht,REP,943,422,36,3,1404
Wilson,Box 415,Justice Supreme Court 6,,Michele Petty,DEM,205,128,11,1,345
Wilson,Box 415,Justice Supreme Court 6,,Mark Ash,LIB,33,25,2,0,60
Wilson,Box 415,Justice Supreme Court 6,,Jim Chisholm,GRN,15,7,0,0,22
Wilson,Box 415,"Criminal Appeals Judge, Presiding",,Sharon Keller,REP,987,457,37,3,1484
Wilson,Box 415,"Criminal Appeals Judge, Presiding",,Keith Hampton,DEM,180,99,11,1,291
Wilson,Box 415,"Criminal Appeals Judge, Presiding",,Lance Stott,LIB,30,28,1,0,59
Wilson,Box 415,Criminal Appeals Judge 7,,B. Parker Hervey,REP,1000,472,35,2,1509
Wilson,Box 415,Criminal Appeals Judge 7,,Mark W. Bennett,LIB,121,76,8,2,207
Wilson,Box 415,Criminal Appeals Judge 8,,Elsa Alcala,REP,983,454,36,2,1475
Wilson,Box 415,Criminal Appeals Judge 8,,"William Strange, III",LIB,137,92,7,2,238
Wilson,Box 415,State Bd Educ 3,,David M. Williams,REP,986,448,38,3,1475
Wilson,Box 415,State Bd Educ 3,,Marisa B. Perez,DEM,214,127,12,1,354
Wilson,Box 415,"State Senator, D21",,Grant Rostig,REP,852,383,30,3,1268
Wilson,Box 415,"State Senator, D21",,Judith Zaffirini,DEM,342,182,19,1,544
Wilson,Box 415,"State Senator, D21",,Joseph Morse,LIB,24,24,2,0,50
Wilson,Box 415,"State Representative, D44",,John Kuempel,REP,1071,516,42,4,1633
Wilson,Box 415,"Justice, 4th Court Appeals 2",,Marialyn Barnard,REP,1011,471,36,3,1521
Wilson,Box 415,"Justice, 4th Court Appeals 2",,Baldemar Garza,DEM,190,106,13,1,310
Wilson,Box 415,"Justice, 4th Court Appeals 3",,Rebecca Simmons,REP,991,461,38,3,1493
Wilson,Box 415,"Justice, 4th Court Appeals 3",,Patricia Alvarez,DEM,213,115,11,1,340
Wilson,Box 415,"Justice, 4th Court Appeals 4",,Steve Hilbig,REP,985,455,36,2,1478
Wilson,Box 415,"Justice, 4th Court Appeals 4",,Luz Elena Chapa,DEM,229,130,13,2,374
Wilson,Box 415,"Justice, 4th Court Appeals 5",,Karen Angelini,REP,1006,467,37,3,1513
Wilson,Box 415,"Justice, 4th Court Appeals 5",,David D. Towler,DEM,192,111,12,1,316
Wilson,Box 415,"Justice, 4th Court Appeals 7",,Phylis J. Speedlin,REP,993,453,37,3,1486
Wilson,Box 415,"Justice, 4th Court Appeals 7",,Rebeca C. Martinez,DEM,205,125,12,1,343
Wilson,Box 415,"District Attorney, D81",,RenÈ M. PeÒa,DEM,553,292,26,1,872
Wilson,Box 415,Sheriff,,Chris Burchell,REP,754,358,30,3,1145
Wilson,Box 415,Sheriff,,"Joe D. Tackitt, Jr.",DEM,477,236,22,2,737
Wilson,Box 415,County Attorney,,Daynah Fallwell,REP,1045,492,40,4,1581
Wilson,Box 415,County Tax Assessor-Collector,,Anna D. Gonzales,DEM,615,320,25,2,962
Wilson,Box 415,"Constable, Pct 4",,Galen Jansky,REP,1072,506,43,4,1625
Wilson,Box 416,Straight Party,,Republican,REP,264,161,25,0,450
Wilson,Box 416,Straight Party,,Democratic,DEM,105,81,5,0,191
Wilson,Box 416,Straight Party,,Libertarian,LIB,3,2,0,0,5
Wilson,Box 416,Straight Party,,Green,GRN,0,2,0,0,2
Wilson,Box 416,President/V President,,Romney/Ryan,REP,579,340,47,1,967
Wilson,Box 416,President/V President,,Obama/Biden,DEM,225,156,13,0,394
Wilson,Box 416,President/V President,,Johsnon/Gray,LIB,7,6,0,0,13
