county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,,,,,
Comal,102,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,103,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,104,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,105,President,,,Robert Morrow,1,1,0,0,,,,,
Comal,106,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,201,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,202,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,203,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,204,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,205,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,206,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,301,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,302,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,303,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,304,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,305,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,401,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,402,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,403,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,404,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,405,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,406,President,,,Robert Morrow,0,0,0,0,,,,,
Comal,Total,President,,,Robert Morrow,1,1,0,0,,,,,
Comal,101,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,102,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,103,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,104,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,105,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,106,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,201,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,202,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,203,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,204,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,205,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,206,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,301,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,302,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,303,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,304,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,305,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,401,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,402,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,403,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,404,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,405,President,,,Emidio Soltysik,0,0,0,0,,,,,
Comal,406,President,,,Emidio Soltysik,1,1,0,0,,,,,
Comal,Total,President,,,Emidio Soltysik,1,1,0,0,,,,,
Comal,101,U.S. House,21,Republican,Lamar Smith,1835,198,1259,378,,,,,
Comal,102,U.S. House,21,Republican,Lamar Smith,2068,130,1707,231,,,,,
Comal,103,U.S. House,21,Republican,Lamar Smith,1967,139,1412,416,,,,,
Comal,104,U.S. House,21,Republican,Lamar Smith,1097,103,843,151,,,,,
Comal,105,U.S. House,21,Republican,Lamar Smith,2565,179,1884,502,,,,,
Comal,106,U.S. House,21,Republican,Lamar Smith,3536,216,2894,426,,,,,
Comal,203,U.S. House,21,Republican,Lamar Smith,3284,268,2532,484,,,,,
Comal,204,U.S. House,21,Republican,Lamar Smith,2883,228,2258,397,,,,,
Comal,205,U.S. House,21,Republican,Lamar Smith,2949,185,2537,227,,,,,
Comal,206,U.S. House,21,Republican,Lamar Smith,2701,165,2173,363,,,,,
Comal,305,U.S. House,21,Republican,Lamar Smith,792,26,551,215,,,,,
Comal,401,U.S. House,21,Republican,Lamar Smith,1111,129,709,273,,,,,
Comal,402,U.S. House,21,Republican,Lamar Smith,2248,218,1626,404,,,,,
Comal,403,U.S. House,21,Republican,Lamar Smith,2452,200,1738,514,,,,,
Comal,404,U.S. House,21,Republican,Lamar Smith,3256,207,2464,585,,,,,
Comal,405,U.S. House,21,Republican,Lamar Smith,1831,137,1299,395,,,,,
Comal,406,U.S. House,21,Republican,Lamar Smith,2409,316,1620,473,,,,,
Comal,Total,U.S. House,21,Republican,Lamar Smith,38984,3044,29506,6434,,,,,
Comal,101,U.S. House,21,Democratic,Tom Wakely,620,85,396,139,,,,,
Comal,102,U.S. House,21,Democratic,Tom Wakely,359,25,281,53,,,,,
Comal,103,U.S. House,21,Democratic,Tom Wakely,336,43,234,59,,,,,
Comal,104,U.S. House,21,Democratic,Tom Wakely,262,39,195,28,,,,,
Comal,105,U.S. House,21,Democratic,Tom Wakely,603,80,422,101,,,,,
Comal,106,U.S. House,21,Democratic,Tom Wakely,605,55,476,74,,,,,
Comal,203,U.S. House,21,Democratic,Tom Wakely,640,68,491,81,,,,,
Comal,204,U.S. House,21,Democratic,Tom Wakely,630,67,464,99,,,,,
Comal,205,U.S. House,21,Democratic,Tom Wakely,746,45,615,86,,,,,
Comal,206,U.S. House,21,Democratic,Tom Wakely,524,54,400,70,,,,,
Comal,305,U.S. House,21,Democratic,Tom Wakely,284,20,188,76,,,,,
Comal,401,U.S. House,21,Democratic,Tom Wakely,327,59,182,86,,,,,
Comal,402,U.S. House,21,Democratic,Tom Wakely,591,60,424,107,,,,,
Comal,403,U.S. House,21,Democratic,Tom Wakely,545,58,372,115,,,,,
Comal,404,U.S. House,21,Democratic,Tom Wakely,669,52,496,121,,,,,
Comal,405,U.S. House,21,Democratic,Tom Wakely,402,33,295,74,,,,,
Comal,406,U.S. House,21,Democratic,Tom Wakely,696,108,455,133,,,,,
Comal,Total,U.S. House,21,Democratic,Tom Wakely,8839,951,6386,1502,,,,,
Comal,101,U.S. House,21,Libertarian,Mark Loewe,125,5,90,30,,,,,
Comal,102,U.S. House,21,Libertarian,Mark Loewe,81,1,58,22,,,,,
Comal,103,U.S. House,21,Libertarian,Mark Loewe,80,3,58,19,,,,,
Comal,104,U.S. House,21,Libertarian,Mark Loewe,68,8,47,13,,,,,
Comal,105,U.S. House,21,Libertarian,Mark Loewe,125,9,80,36,,,,,
Comal,106,U.S. House,21,Libertarian,Mark Loewe,117,9,83,25,,,,,
Comal,203,U.S. House,21,Libertarian,Mark Loewe,137,13,94,30,,,,,
Comal,204,U.S. House,21,Libertarian,Mark Loewe,111,14,75,22,,,,,
Comal,205,U.S. House,21,Libertarian,Mark Loewe,112,9,88,15,,,,,
Comal,206,U.S. House,21,Libertarian,Mark Loewe,99,6,63,30,,,,,
Comal,305,U.S. House,21,Libertarian,Mark Loewe,54,2,32,20,,,,,
Comal,401,U.S. House,21,Libertarian,Mark Loewe,57,4,33,20,,,,,
Comal,402,U.S. House,21,Libertarian,Mark Loewe,148,7,98,43,,,,,
Comal,403,U.S. House,21,Libertarian,Mark Loewe,102,2,61,39,,,,,
Comal,404,U.S. House,21,Libertarian,Mark Loewe,164,5,126,33,,,,,
Comal,405,U.S. House,21,Libertarian,Mark Loewe,93,1,58,34,,,,,
Comal,406,U.S. House,21,Libertarian,Mark Loewe,117,10,74,33,,,,,
Comal,Total,U.S. House,21,Libertarian,Mark Loewe,1790,108,1218,464,,,,,
Comal,101,U.S. House,21,Green,"Antonio ""Tony"" Diaz",34,0,19,15,,,,,
Comal,102,U.S. House,21,Green,"Antonio ""Tony"" Diaz",20,2,12,6,,,,,
Comal,103,U.S. House,21,Green,"Antonio ""Tony"" Diaz",25,1,17,7,,,,,
Comal,104,U.S. House,21,Green,"Antonio ""Tony"" Diaz",12,0,3,9,,,,,
Comal,105,U.S. House,21,Green,"Antonio ""Tony"" Diaz",44,2,23,19,,,,,
Comal,106,U.S. House,21,Green,"Antonio ""Tony"" Diaz",27,2,21,4,,,,,
Comal,203,U.S. House,21,Green,"Antonio ""Tony"" Diaz",44,1,30,13,,,,,
Comal,204,U.S. House,21,Green,"Antonio ""Tony"" Diaz",29,2,23,4,,,,,
Comal,205,U.S. House,21,Green,"Antonio ""Tony"" Diaz",40,0,32,8,,,,,
Comal,206,U.S. House,21,Green,"Antonio ""Tony"" Diaz",23,2,16,5,,,,,
Comal,305,U.S. House,21,Green,"Antonio ""Tony"" Diaz",26,1,12,13,,,,,
Comal,401,U.S. House,21,Green,"Antonio ""Tony"" Diaz",20,4,8,8,,,,,
Comal,402,U.S. House,21,Green,"Antonio ""Tony"" Diaz",35,1,20,14,,,,,
Comal,403,U.S. House,21,Green,"Antonio ""Tony"" Diaz",34,1,15,18,,,,,
Comal,404,U.S. House,21,Green,"Antonio ""Tony"" Diaz",33,3,18,12,,,,,
Comal,405,U.S. House,21,Green,"Antonio ""Tony"" Diaz",31,1,18,12,,,,,
Comal,406,U.S. House,21,Green,"Antonio ""Tony"" Diaz",40,0,25,15,,,,,
Comal,Total,U.S. House,21,Green,"Antonio ""Tony"" Diaz",517,23,312,182,,,,,
Comal,201,U.S. House,35,Republican,Susan Narvaiz,1849,110,1263,476,,,,,
Comal,202,U.S. House,35,Republican,Susan Narvaiz,464,40,314,110,,,,,
Comal,301,U.S. House,35,Republican,Susan Narvaiz,1030,54,708,268,,,,,
Comal,302,U.S. House,35,Republican,Susan Narvaiz,1956,136,1452,368,,,,,
Comal,303,U.S. House,35,Republican,Susan Narvaiz,242,12,165,65,,,,,
Comal,304,U.S. House,35,Republican,Susan Narvaiz,1819,109,1250,460,,,,,
Comal,Total,U.S. House,35,Republican,Susan Narvaiz,7360,461,5152,1747,,,,,
Comal,201,U.S. House,35,Democratic,Lloyd Doggett,665,50,440,175,,,,,
Comal,202,U.S. House,35,Democratic,Lloyd Doggett,174,10,117,47,,,,,
Comal,301,U.S. House,35,Democratic,Lloyd Doggett,858,85,440,333,,,,,
Comal,302,U.S. House,35,Democratic,Lloyd Doggett,943,82,658,203,,,,,
Comal,303,U.S. House,35,Democratic,Lloyd Doggett,260,27,132,101,,,,,
Comal,304,U.S. House,35,Democratic,Lloyd Doggett,882,47,570,265,,,,,
Comal,Total,U.S. House,35,Democratic,Lloyd Doggett,3782,301,2357,1124,,,,,
Comal,201,U.S. House,35,Libertarian,Rhett Rosenquest Smith,73,3,42,28,,,,,
Comal,202,U.S. House,35,Libertarian,Rhett Rosenquest Smith,25,0,18,7,,,,,
Comal,301,U.S. House,35,Libertarian,Rhett Rosenquest Smith,57,2,31,24,,,,,
Comal,302,U.S. House,35,Libertarian,Rhett Rosenquest Smith,116,2,71,43,,,,,
Comal,303,U.S. House,35,Libertarian,Rhett Rosenquest Smith,17,0,8,9,,,,,
Comal,304,U.S. House,35,Libertarian,Rhett Rosenquest Smith,99,1,60,38,,,,,
Comal,Total,U.S. House,35,Libertarian,Rhett Rosenquest Smith,387,8,230,149,,,,,
Comal,201,U.S. House,35,Green,Scott Trimble,37,2,17,18,,,,,
Comal,202,U.S. House,35,Green,Scott Trimble,5,0,2,3,,,,,
Comal,301,U.S. House,35,Green,Scott Trimble,29,1,16,12,,,,,
Comal,302,U.S. House,35,Green,Scott Trimble,32,2,18,12,,,,,
Comal,303,U.S. House,35,Green,Scott Trimble,5,0,3,2,,,,,
Comal,304,U.S. House,35,Green,Scott Trimble,30,0,24,6,,,,,
Comal,Total,U.S. House,35,Green,Scott Trimble,138,5,80,53,,,,,
Comal,101,Railroad Commissioner,,Republican,Wayne Christian,1724,187,1184,353,,,,,
Comal,102,Railroad Commissioner,,Republican,Wayne Christian,1980,125,1636,219,,,,,
Comal,103,Railroad Commissioner,,Republican,Wayne Christian,1861,126,1340,395,,,,,
Comal,104,Railroad Commissioner,,Republican,Wayne Christian,1043,98,808,137,,,,,
Comal,105,Railroad Commissioner,,Republican,Wayne Christian,2442,176,1793,473,,,,,
Comal,106,Railroad Commissioner,,Republican,Wayne Christian,3416,210,2797,409,,,,,
Comal,201,Railroad Commissioner,,Republican,Wayne Christian,1754,103,1202,449,,,,,
Comal,202,Railroad Commissioner,,Republican,Wayne Christian,447,39,302,106,,,,,
Comal,203,Railroad Commissioner,,Republican,Wayne Christian,3158,261,2435,462,,,,,
Comal,204,Railroad Commissioner,,Republican,Wayne Christian,2786,225,2189,372,,,,,
Comal,205,Railroad Commissioner,,Republican,Wayne Christian,2793,176,2400,217,,,,,
Comal,206,Railroad Commissioner,,Republican,Wayne Christian,2569,159,2073,337,,,,,
Comal,301,Railroad Commissioner,,Republican,Wayne Christian,938,49,641,248,,,,,
Comal,302,Railroad Commissioner,,Republican,Wayne Christian,1868,130,1379,359,,,,,
Comal,303,Railroad Commissioner,,Republican,Wayne Christian,222,13,152,57,,,,,
Comal,304,Railroad Commissioner,,Republican,Wayne Christian,1718,106,1178,434,,,,,
Comal,305,Railroad Commissioner,,Republican,Wayne Christian,740,22,517,201,,,,,
Comal,401,Railroad Commissioner,,Republican,Wayne Christian,1059,124,683,252,,,,,
Comal,402,Railroad Commissioner,,Republican,Wayne Christian,2181,204,1586,391,,,,,
Comal,403,Railroad Commissioner,,Republican,Wayne Christian,2361,192,1674,495,,,,,
Comal,404,Railroad Commissioner,,Republican,Wayne Christian,3133,197,2378,558,,,,,
Comal,405,Railroad Commissioner,,Republican,Wayne Christian,1737,128,1236,373,,,,,
Comal,406,Railroad Commissioner,,Republican,Wayne Christian,2274,291,1542,441,,,,,
Comal,Total,Railroad Commissioner,,Republican,Wayne Christian,44204,3341,33125,7738,,,,,
Comal,101,Railroad Commissioner,,Democratic,Grady Yarbrough,564,77,353,134,,,,,
Comal,102,Railroad Commissioner,,Democratic,Grady Yarbrough,336,23,262,51,,,,,
Comal,103,Railroad Commissioner,,Democratic,Grady Yarbrough,331,36,244,51,,,,,
Comal,104,Railroad Commissioner,,Democratic,Grady Yarbrough,254,34,190,30,,,,,
Comal,105,Railroad Commissioner,,Democratic,Grady Yarbrough,572,68,397,107,,,,,
Comal,106,Railroad Commissioner,,Democratic,Grady Yarbrough,577,53,457,67,,,,,
Comal,201,Railroad Commissioner,,Democratic,Grady Yarbrough,581,46,374,161,,,,,
Comal,202,Railroad Commissioner,,Democratic,Grady Yarbrough,170,9,115,46,,,,,
Comal,203,Railroad Commissioner,,Democratic,Grady Yarbrough,622,62,474,86,,,,,
Comal,204,Railroad Commissioner,,Democratic,Grady Yarbrough,604,62,436,106,,,,,
Comal,205,Railroad Commissioner,,Democratic,Grady Yarbrough,734,36,612,86,,,,,
Comal,206,Railroad Commissioner,,Democratic,Grady Yarbrough,506,47,387,72,,,,,
Comal,301,Railroad Commissioner,,Democratic,Grady Yarbrough,816,85,415,316,,,,,
Comal,302,Railroad Commissioner,,Democratic,Grady Yarbrough,825,71,577,177,,,,,
Comal,303,Railroad Commissioner,,Democratic,Grady Yarbrough,234,23,120,91,,,,,
Comal,304,Railroad Commissioner,,Democratic,Grady Yarbrough,810,40,523,247,,,,,
Comal,305,Railroad Commissioner,,Democratic,Grady Yarbrough,270,21,179,70,,,,,
Comal,401,Railroad Commissioner,,Democratic,Grady Yarbrough,319,57,180,82,,,,,
Comal,402,Railroad Commissioner,,Democratic,Grady Yarbrough,559,61,399,99,,,,,
Comal,403,Railroad Commissioner,,Democratic,Grady Yarbrough,512,60,339,113,,,,,
Comal,404,Railroad Commissioner,,Democratic,Grady Yarbrough,616,49,441,126,,,,,
Comal,405,Railroad Commissioner,,Democratic,Grady Yarbrough,395,33,292,70,,,,,
Comal,406,Railroad Commissioner,,Democratic,Grady Yarbrough,679,115,435,129,,,,,
Comal,Total,Railroad Commissioner,,Democratic,Grady Yarbrough,11886,1168,8201,2517,,,,,
Comal,101,Railroad Commissioner,,Libertarian,Mark Miller,231,12,174,45,,,,,
Comal,102,Railroad Commissioner,,Libertarian,Mark Miller,145,4,111,30,,,,,
Comal,103,Railroad Commissioner,,Libertarian,Mark Miller,158,14,99,45,,,,,
Comal,104,Railroad Commissioner,,Libertarian,Mark Miller,106,10,71,25,,,,,
Comal,105,Railroad Commissioner,,Libertarian,Mark Miller,226,16,156,54,,,,,
Comal,106,Railroad Commissioner,,Libertarian,Mark Miller,217,12,165,40,,,,,
Comal,201,Railroad Commissioner,,Libertarian,Mark Miller,186,8,117,61,,,,,
Comal,202,Railroad Commissioner,,Libertarian,Mark Miller,30,0,20,10,,,,,
Comal,203,Railroad Commissioner,,Libertarian,Mark Miller,210,19,152,39,,,,,
Comal,204,Railroad Commissioner,,Libertarian,Mark Miller,189,15,138,36,,,,,
Comal,205,Railroad Commissioner,,Libertarian,Mark Miller,208,18,171,19,,,,,
Comal,206,Railroad Commissioner,,Libertarian,Mark Miller,204,15,146,43,,,,,
Comal,301,Railroad Commissioner,,Libertarian,Mark Miller,120,2,76,42,,,,,
Comal,302,Railroad Commissioner,,Libertarian,Mark Miller,240,13,160,67,,,,,
Comal,303,Railroad Commissioner,,Libertarian,Mark Miller,41,2,20,19,,,,,
Comal,304,Railroad Commissioner,,Libertarian,Mark Miller,192,7,121,64,,,,,
Comal,305,Railroad Commissioner,,Libertarian,Mark Miller,87,1,54,32,,,,,
Comal,401,Railroad Commissioner,,Libertarian,Mark Miller,93,6,52,35,,,,,
Comal,402,Railroad Commissioner,,Libertarian,Mark Miller,209,16,137,56,,,,,
Comal,403,Railroad Commissioner,,Libertarian,Mark Miller,196,5,128,63,,,,,
Comal,404,Railroad Commissioner,,Libertarian,Mark Miller,267,14,209,44,,,,,
Comal,405,Railroad Commissioner,,Libertarian,Mark Miller,166,8,104,54,,,,,
Comal,406,Railroad Commissioner,,Libertarian,Mark Miller,188,13,120,55,,,,,
Comal,Total,Railroad Commissioner,,Libertarian,Mark Miller,3909,230,2701,978,,,,,
Comal,101,Railroad Commissioner,,Green,Martina Salinas,54,2,26,26,,,,,
Comal,102,Railroad Commissioner,,Green,Martina Salinas,37,2,27,8,,,,,
Comal,103,Railroad Commissioner,,Green,Martina Salinas,30,4,18,8,,,,,
Comal,104,Railroad Commissioner,,Green,Martina Salinas,20,0,11,9,,,,,
Comal,105,Railroad Commissioner,,Green,Martina Salinas,63,7,42,14,,,,,
Comal,106,Railroad Commissioner,,Green,Martina Salinas,34,1,24,9,,,,,
Comal,201,Railroad Commissioner,,Green,Martina Salinas,65,5,38,22,,,,,
Comal,202,Railroad Commissioner,,Green,Martina Salinas,14,2,7,5,,,,,
Comal,203,Railroad Commissioner,,Green,Martina Salinas,55,1,41,13,,,,,
Comal,204,Railroad Commissioner,,Green,Martina Salinas,50,4,38,8,,,,,
Comal,205,Railroad Commissioner,,Green,Martina Salinas,64,2,52,10,,,,,
Comal,206,Railroad Commissioner,,Green,Martina Salinas,41,1,28,12,,,,,
Comal,301,Railroad Commissioner,,Green,Martina Salinas,72,3,37,32,,,,,
Comal,302,Railroad Commissioner,,Green,Martina Salinas,71,3,49,19,,,,,
Comal,303,Railroad Commissioner,,Green,Martina Salinas,17,1,9,7,,,,,
Comal,304,Railroad Commissioner,,Green,Martina Salinas,67,2,45,20,,,,,
Comal,305,Railroad Commissioner,,Green,Martina Salinas,41,1,23,17,,,,,
Comal,401,Railroad Commissioner,,Green,Martina Salinas,17,2,7,8,,,,,
Comal,402,Railroad Commissioner,,Green,Martina Salinas,57,2,36,19,,,,,
Comal,403,Railroad Commissioner,,Green,Martina Salinas,44,0,30,14,,,,,
Comal,404,Railroad Commissioner,,Green,Martina Salinas,64,6,43,15,,,,,
Comal,405,Railroad Commissioner,,Green,Martina Salinas,37,1,19,17,,,,,
Comal,406,Railroad Commissioner,,Green,Martina Salinas,63,4,39,20,,,,,
Comal,Total,Railroad Commissioner,,Green,Martina Salinas,1077,56,689,332,,,,,
Comal,101,State Representative,73,Republican,Kyle Biedermann,1968,207,1343,418,,,,,
Comal,102,State Representative,73,Republican,Kyle Biedermann,2167,132,1775,260,,,,,
Comal,103,State Representative,73,Republican,Kyle Biedermann,2028,147,1447,434,,,,,
Comal,104,State Representative,73,Republican,Kyle Biedermann,1149,105,879,165,,,,,
Comal,105,State Representative,73,Republican,Kyle Biedermann,2756,193,2002,561,,,,,
Comal,106,State Representative,73,Republican,Kyle Biedermann,3683,218,3001,464,,,,,
Comal,201,State Representative,73,Republican,Kyle Biedermann,2052,120,1381,551,,,,,
Comal,202,State Representative,73,Republican,Kyle Biedermann,506,41,340,125,,,,,
Comal,203,State Representative,73,Republican,Kyle Biedermann,3485,284,2666,535,,,,,
Comal,204,State Representative,73,Republican,Kyle Biedermann,3065,237,2401,427,,,,,
Comal,205,State Representative,73,Republican,Kyle Biedermann,3139,195,2686,258,,,,,
Comal,206,State Representative,73,Republican,Kyle Biedermann,2845,178,2268,399,,,,,
Comal,301,State Representative,73,Republican,Kyle Biedermann,1221,67,807,347,,,,,
Comal,302,State Representative,73,Republican,Kyle Biedermann,2217,157,1607,453,,,,,
Comal,303,State Representative,73,Republican,Kyle Biedermann,296,18,186,92,,,,,
Comal,304,State Representative,73,Republican,Kyle Biedermann,2039,120,1389,530,,,,,
Comal,305,State Representative,73,Republican,Kyle Biedermann,888,30,597,261,,,,,
Comal,401,State Representative,73,Republican,Kyle Biedermann,1155,139,732,284,,,,,
Comal,402,State Representative,73,Republican,Kyle Biedermann,2442,227,1751,464,,,,,
Comal,403,State Representative,73,Republican,Kyle Biedermann,2610,209,1834,567,,,,,
Comal,404,State Representative,73,Republican,Kyle Biedermann,3447,212,2612,623,,,,,
Comal,405,State Representative,73,Republican,Kyle Biedermann,1917,135,1352,430,,,,,
Comal,406,State Representative,73,Republican,Kyle Biedermann,2565,316,1727,522,,,,,
Comal,Total,State Representative,73,Republican,Kyle Biedermann,49640,3687,36783,9170,,,,,
