county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Ellis,106,Straight Party,,,Democratic,156,9,131,15,1
Ellis,107,Straight Party,,,Democratic,244,7,191,45,1
Ellis,108,Straight Party,,,Democratic,229,8,193,27,1
Ellis,109,Straight Party,,,Democratic,173,6,134,31,2
Ellis,110,Straight Party,,,Democratic,641,29,521,88,3
Ellis,111,Straight Party,,,Democratic,99,5,64,30,0
Ellis,112,Straight Party,,,Democratic,116,10,74,31,1
Ellis,113,Straight Party,,,Democratic,543,35,288,216,4
Ellis,114,Straight Party,,,Democratic,159,14,101,43,1
Ellis,115,Straight Party,,,Democratic,173,4,105,63,1
Ellis,116,Straight Party,,,Democratic,181,7,107,66,1
Ellis,117,Straight Party,,,Democratic,202,17,137,47,1
Ellis,118,Straight Party,,,Democratic,287,18,166,101,2
Ellis,119,Straight Party,,,Democratic,121,5,86,30,0
Ellis,120,Straight Party,,,Democratic,45,0,22,23,0
Ellis,121,Straight Party,,,Democratic,175,7,122,45,1
Ellis,122,Straight Party,,,Democratic,108,3,83,22,0
Ellis,123,Straight Party,,,Democratic,295,41,139,115,0
Ellis,124,Straight Party,,,Democratic,362,32,184,146,0
Ellis,125,Straight Party,,,Democratic,353,9,253,91,0
Ellis,126,Straight Party,,,Democratic,90,2,53,35,0
Ellis,127,Straight Party,,,Democratic,49,6,33,9,1
Ellis,128,Straight Party,,,Democratic,24,0,13,11,0
Ellis,129,Straight Party,,,Democratic,83,3,33,47,0
Ellis,130,Straight Party,,,Democratic,82,4,11,67,0
Ellis,131,Straight Party,,,Democratic,199,6,68,124,1
Ellis,132,Straight Party,,,Democratic,31,2,9,20,0
Ellis,133,Straight Party,,,Democratic,51,1,24,26,0
Ellis,134,Straight Party,,,Democratic,51,1,39,11,0
Ellis,135,Straight Party,,,Democratic,186,7,97,82,0
Ellis,136,Straight Party,,,Democratic,35,2,25,8,0
Ellis,137,Straight Party,,,Democratic,72,5,35,32,0
Ellis,138,Straight Party,,,Democratic,139,0,98,41,0
Ellis,139,Straight Party,,,Democratic,82,5,57,19,1
Ellis,140,Straight Party,,,Democratic,326,14,238,71,3
Ellis,141,Straight Party,,,Democratic,132,4,97,29,2
Ellis,142,Straight Party,,,Democratic,190,11,127,51,1
Ellis,143,Straight Party,,,Democratic,228,10,182,36,0
Ellis,144,Straight Party,,,Democratic,433,11,359,61,2
Ellis,145,Straight Party,,,Democratic,579,19,420,138,2
Ellis,146,Straight Party,,,Democratic,370,8,307,54,1
Ellis,147,Straight Party,,,Democratic,398,14,308,76,0
Ellis,148,Straight Party,,,Democratic,429,19,236,172,2
Ellis,149,Straight Party,,,Democratic,177,8,90,78,1
Ellis,101,Straight Party,,,Libertarian,6,0,6,0,0
Ellis,102,Straight Party,,,Libertarian,18,0,8,10,0
Ellis,103,Straight Party,,,Libertarian,16,0,13,3,0
Ellis,104,Straight Party,,,Libertarian,15,1,12,2,0
Ellis,105,Straight Party,,,Libertarian,8,0,6,2,0
Ellis,106,Straight Party,,,Libertarian,9,1,6,2,0
Ellis,107,Straight Party,,,Libertarian,8,0,4,4,0
Ellis,108,Straight Party,,,Libertarian,11,0,8,3,0
Ellis,109,Straight Party,,,Libertarian,5,1,2,2,0
Ellis,110,Straight Party,,,Libertarian,15,2,9,4,0
Ellis,111,Straight Party,,,Libertarian,9,0,7,2,0
Ellis,112,Straight Party,,,Libertarian,4,0,3,1,0
Ellis,113,Straight Party,,,Libertarian,7,0,3,4,0
Ellis,114,Straight Party,,,Libertarian,12,1,4,7,0
Ellis,115,Straight Party,,,Libertarian,9,0,8,1,0
Ellis,116,Straight Party,,,Libertarian,10,0,3,7,0
Ellis,117,Straight Party,,,Libertarian,13,0,5,8,0
Ellis,118,Straight Party,,,Libertarian,12,0,5,7,0
Ellis,119,Straight Party,,,Libertarian,2,0,2,0,0
Ellis,120,Straight Party,,,Libertarian,1,0,1,0,0
Ellis,121,Straight Party,,,Libertarian,8,0,5,3,0
Ellis,122,Straight Party,,,Libertarian,4,0,3,1,0
Ellis,123,Straight Party,,,Libertarian,4,0,1,3,0
Ellis,124,Straight Party,,,Libertarian,5,0,3,2,0
Ellis,125,Straight Party,,,Libertarian,15,1,9,5,0
Ellis,126,Straight Party,,,Libertarian,9,0,5,4,0
Ellis,127,Straight Party,,,Libertarian,1,0,0,1,0
Ellis,128,Straight Party,,,Libertarian,1,0,0,1,0
Ellis,129,Straight Party,,,Libertarian,2,0,1,1,0
Ellis,130,Straight Party,,,Libertarian,1,0,0,1,0
Ellis,131,Straight Party,,,Libertarian,3,0,0,3,0
Ellis,132,Straight Party,,,Libertarian,2,0,1,1,0
Ellis,133,Straight Party,,,Libertarian,3,0,3,0,0
Ellis,134,Straight Party,,,Libertarian,2,0,1,1,0
Ellis,135,Straight Party,,,Libertarian,8,0,7,1,0
Ellis,136,Straight Party,,,Libertarian,2,0,2,0,0
Ellis,137,Straight Party,,,Libertarian,4,0,3,1,0
Ellis,138,Straight Party,,,Libertarian,10,0,6,4,0
Ellis,139,Straight Party,,,Libertarian,4,0,2,2,0
Ellis,140,Straight Party,,,Libertarian,24,1,15,8,0
Ellis,141,Straight Party,,,Libertarian,8,0,6,2,0
Ellis,142,Straight Party,,,Libertarian,6,0,3,3,0
Ellis,143,Straight Party,,,Libertarian,11,0,6,5,0
Ellis,144,Straight Party,,,Libertarian,4,0,2,2,0
Ellis,145,Straight Party,,,Libertarian,21,0,11,10,0
Ellis,146,Straight Party,,,Libertarian,3,0,2,1,0
Ellis,147,Straight Party,,,Libertarian,19,1,14,4,0
Ellis,148,Straight Party,,,Libertarian,12,0,3,9,0
Ellis,149,Straight Party,,,Libertarian,5,0,1,4,0
Ellis,101,Straight Party,,,Green,9,0,7,2,0
Ellis,102,Straight Party,,,Green,4,0,4,0,0
Ellis,103,Straight Party,,,Green,5,0,2,3,0
Ellis,104,Straight Party,,,Green,11,1,9,1,0
Ellis,105,Straight Party,,,Green,5,0,5,0,0
Ellis,106,Straight Party,,,Green,4,1,2,1,0
Ellis,107,Straight Party,,,Green,5,0,4,1,0
Ellis,108,Straight Party,,,Green,2,0,1,1,0
Ellis,109,Straight Party,,,Green,1,0,0,1,0
Ellis,110,Straight Party,,,Green,3,0,3,0,0
Ellis,111,Straight Party,,,Green,2,0,1,1,0
Ellis,112,Straight Party,,,Green,1,0,0,1,0
Ellis,113,Straight Party,,,Green,0,0,0,0,0
Ellis,114,Straight Party,,,Green,1,0,1,0,0
Ellis,115,Straight Party,,,Green,3,0,2,1,0
Ellis,116,Straight Party,,,Green,9,0,7,2,0
Ellis,117,Straight Party,,,Green,3,0,2,1,0
Ellis,118,Straight Party,,,Green,5,1,2,2,0
Ellis,119,Straight Party,,,Green,1,0,0,1,0
Ellis,120,Straight Party,,,Green,0,0,0,0,0
Ellis,121,Straight Party,,,Green,1,0,1,0,0
Ellis,122,Straight Party,,,Green,1,0,0,1,0
Ellis,123,Straight Party,,,Green,0,0,0,0,0
Ellis,124,Straight Party,,,Green,3,0,1,2,0
Ellis,125,Straight Party,,,Green,3,0,2,1,0
Ellis,126,Straight Party,,,Green,2,0,1,1,0
Ellis,127,Straight Party,,,Green,0,0,0,0,0
Ellis,128,Straight Party,,,Green,0,0,0,0,0
Ellis,129,Straight Party,,,Green,1,0,0,1,0
Ellis,130,Straight Party,,,Green,0,0,0,0,0
Ellis,131,Straight Party,,,Green,2,0,0,2,0
Ellis,132,Straight Party,,,Green,0,0,0,0,0
Ellis,133,Straight Party,,,Green,0,0,0,0,0
Ellis,134,Straight Party,,,Green,2,0,2,0,0
Ellis,135,Straight Party,,,Green,3,0,1,2,0
Ellis,136,Straight Party,,,Green,1,0,0,1,0
Ellis,137,Straight Party,,,Green,1,0,1,0,0
Ellis,138,Straight Party,,,Green,1,0,0,1,0
Ellis,139,Straight Party,,,Green,0,0,0,0,0
Ellis,140,Straight Party,,,Green,2,0,1,1,0
Ellis,141,Straight Party,,,Green,2,0,1,1,0
Ellis,142,Straight Party,,,Green,2,0,2,0,0
Ellis,143,Straight Party,,,Green,1,0,0,1,0
Ellis,144,Straight Party,,,Green,1,0,0,1,0
Ellis,145,Straight Party,,,Green,10,0,4,5,1
Ellis,146,Straight Party,,,Green,5,1,1,3,0
Ellis,147,Straight Party,,,Green,14,0,8,6,0
Ellis,148,Straight Party,,,Green,1,0,0,1,0
Ellis,149,Straight Party,,,Green,3,0,1,2,0
Ellis,101,President,,Republican,Donald J. Trump,1328,44,1016,263,5
Ellis,102,President,,Republican,Donald J. Trump,1835,57,1393,381,4
Ellis,103,President,,Republican,Donald J. Trump,2002,42,1616,332,12
Ellis,104,President,,Republican,Donald J. Trump,1833,38,1480,307,8
Ellis,105,President,,Republican,Donald J. Trump,1867,48,1530,281,8
Ellis,106,President,,Republican,Donald J. Trump,1767,37,1471,257,2
Ellis,107,President,,Republican,Donald J. Trump,1757,67,1384,302,4
Ellis,108,President,,Republican,Donald J. Trump,1487,39,1139,307,2
Ellis,109,President,,Republican,Donald J. Trump,1010,48,779,182,1
Ellis,110,President,,Republican,Donald J. Trump,1472,50,1155,262,5
Ellis,111,President,,Republican,Donald J. Trump,935,43,706,183,3
Ellis,112,President,,Republican,Donald J. Trump,805,24,585,193,3
Ellis,113,President,,Republican,Donald J. Trump,133,3,89,41,0
Ellis,114,President,,Republican,Donald J. Trump,806,34,605,164,3
Ellis,115,President,,Republican,Donald J. Trump,641,24,487,128,2
Ellis,116,President,,Republican,Donald J. Trump,870,26,605,238,1
Ellis,117,President,,Republican,Donald J. Trump,1065,37,743,282,3
Ellis,118,President,,Republican,Donald J. Trump,1186,106,853,218,9
Ellis,119,President,,Republican,Donald J. Trump,660,19,508,133,0
Ellis,120,President,,Republican,Donald J. Trump,255,6,200,49,0
Ellis,121,President,,Republican,Donald J. Trump,981,41,701,236,3
Ellis,122,President,,Republican,Donald J. Trump,549,20,414,115,0
Ellis,123,President,,Republican,Donald J. Trump,53,2,37,14,0
Ellis,124,President,,Republican,Donald J. Trump,224,11,144,68,1
Ellis,125,President,,Republican,Donald J. Trump,1574,38,1196,336,4
Ellis,126,President,,Republican,Donald J. Trump,356,2,261,91,2
Ellis,127,President,,Republican,Donald J. Trump,194,11,143,40,0
Ellis,128,President,,Republican,Donald J. Trump,36,0,24,12,0
Ellis,129,President,,Republican,Donald J. Trump,307,1,192,113,1
Ellis,130,President,,Republican,Donald J. Trump,243,4,64,175,0
Ellis,131,President,,Republican,Donald J. Trump,763,24,334,403,2
Ellis,132,President,,Republican,Donald J. Trump,295,5,147,142,1
Ellis,133,President,,Republican,Donald J. Trump,233,4,138,89,2
Ellis,134,President,,Republican,Donald J. Trump,393,12,302,79,0
Ellis,135,President,,Republican,Donald J. Trump,1927,56,1224,641,6
Ellis,136,President,,Republican,Donald J. Trump,297,6,252,39,0
Ellis,137,President,,Republican,Donald J. Trump,648,20,382,246,0
Ellis,138,President,,Republican,Donald J. Trump,836,21,621,193,1
Ellis,139,President,,Republican,Donald J. Trump,598,14,470,111,3
Ellis,140,President,,Republican,Donald J. Trump,1809,58,1327,419,5
Ellis,141,President,,Republican,Donald J. Trump,1008,29,738,239,2
Ellis,142,President,,Republican,Donald J. Trump,908,42,680,184,2
Ellis,143,President,,Republican,Donald J. Trump,1354,36,1101,214,3
Ellis,144,President,,Republican,Donald J. Trump,517,20,402,93,2
Ellis,145,President,,Republican,Donald J. Trump,1025,36,790,194,5
Ellis,146,President,,Republican,Donald J. Trump,1086,42,838,204,2
Ellis,147,President,,Republican,Donald J. Trump,1653,70,1228,352,3
Ellis,148,President,,Republican,Donald J. Trump,843,25,532,285,1
Ellis,149,President,,Republican,Donald J. Trump,517,17,325,175,0
Ellis,101,President,,Democratic,Hillary Clinton,437,10,325,100,2
Ellis,102,President,,Democratic,Hillary Clinton,442,18,318,105,1
Ellis,103,President,,Democratic,Hillary Clinton,467,15,372,78,2
Ellis,104,President,,Democratic,Hillary Clinton,419,13,326,80,0
Ellis,105,President,,Democratic,Hillary Clinton,363,11,300,51,1
Ellis,106,President,,Democratic,Hillary Clinton,325,16,259,49,1
Ellis,107,President,,Democratic,Hillary Clinton,475,15,383,76,1
Ellis,108,President,,Democratic,Hillary Clinton,389,14,319,55,1
Ellis,109,President,,Democratic,Hillary Clinton,328,13,255,58,2
Ellis,110,President,,Democratic,Hillary Clinton,953,40,773,136,4
Ellis,111,President,,Democratic,Hillary Clinton,202,10,146,46,0
Ellis,112,President,,Democratic,Hillary Clinton,201,10,136,54,1
Ellis,113,President,,Democratic,Hillary Clinton,623,38,337,245,3
Ellis,114,President,,Democratic,Hillary Clinton,267,22,167,77,1
Ellis,115,President,,Democratic,Hillary Clinton,268,12,171,84,1
Ellis,116,President,,Democratic,Hillary Clinton,296,9,188,98,1
Ellis,117,President,,Democratic,Hillary Clinton,359,27,258,73,1
Ellis,118,President,,Democratic,Hillary Clinton,480,28,304,146,2
Ellis,119,President,,Democratic,Hillary Clinton,203,12,138,53,0
Ellis,120,President,,Democratic,Hillary Clinton,61,0,33,28,0
Ellis,121,President,,Democratic,Hillary Clinton,292,11,201,79,1
Ellis,122,President,,Democratic,Hillary Clinton,192,7,149,36,0
Ellis,123,President,,Democratic,Hillary Clinton,326,43,153,130,0
Ellis,124,President,,Democratic,Hillary Clinton,435,34,228,172,1
Ellis,125,President,,Democratic,Hillary Clinton,518,18,375,125,0
Ellis,126,President,,Democratic,Hillary Clinton,174,3,115,56,0
Ellis,127,President,,Democratic,Hillary Clinton,70,8,48,12,2
Ellis,128,President,,Democratic,Hillary Clinton,39,0,22,17,0
Ellis,129,President,,Democratic,Hillary Clinton,108,3,50,55,0
Ellis,130,President,,Democratic,Hillary Clinton,110,4,18,88,0
Ellis,131,President,,Democratic,Hillary Clinton,297,12,105,179,1
Ellis,132,President,,Democratic,Hillary Clinton,52,3,19,29,1
Ellis,133,President,,Democratic,Hillary Clinton,80,3,40,37,0
Ellis,134,President,,Democratic,Hillary Clinton,66,3,45,18,0
Ellis,135,President,,Democratic,Hillary Clinton,329,15,175,138,1
Ellis,136,President,,Democratic,Hillary Clinton,71,4,57,10,0
Ellis,137,President,,Democratic,Hillary Clinton,141,7,78,56,0
Ellis,138,President,,Democratic,Hillary Clinton,203,0,140,63,0
Ellis,139,President,,Democratic,Hillary Clinton,154,14,110,29,1
Ellis,140,President,,Democratic,Hillary Clinton,585,22,447,113,3
Ellis,141,President,,Democratic,Hillary Clinton,250,8,178,62,2
Ellis,142,President,,Democratic,Hillary Clinton,290,13,198,78,1
Ellis,143,President,,Democratic,Hillary Clinton,397,16,311,69,1
Ellis,144,President,,Democratic,Hillary Clinton,641,19,528,92,2
Ellis,145,President,,Democratic,Hillary Clinton,853,25,635,191,2
Ellis,146,President,,Democratic,Hillary Clinton,549,15,433,99,2
Ellis,147,President,,Democratic,Hillary Clinton,647,31,487,129,0
Ellis,148,President,,Democratic,Hillary Clinton,581,22,329,228,2
Ellis,149,President,,Democratic,Hillary Clinton,245,11,123,110,1
Ellis,101,President,,Libertarian,Gary Johnson,50,0,43,7,0
Ellis,102,President,,Libertarian,Gary Johnson,72,1,43,27,1
Ellis,103,President,,Libertarian,Gary Johnson,89,1,63,25,0
Ellis,104,President,,Libertarian,Gary Johnson,80,4,57,18,1
Ellis,105,President,,Libertarian,Gary Johnson,58,7,34,17,0
Ellis,106,President,,Libertarian,Gary Johnson,55,2,39,14,0
Ellis,107,President,,Libertarian,Gary Johnson,59,2,39,18,0
Ellis,108,President,,Libertarian,Gary Johnson,53,0,39,14,0
Ellis,109,President,,Libertarian,Gary Johnson,26,2,17,6,1
Ellis,110,President,,Libertarian,Gary Johnson,68,3,52,13,0
Ellis,111,President,,Libertarian,Gary Johnson,39,0,28,11,0
Ellis,112,President,,Libertarian,Gary Johnson,30,0,18,12,0
Ellis,113,President,,Libertarian,Gary Johnson,33,3,12,17,1
Ellis,114,President,,Libertarian,Gary Johnson,43,3,19,21,0
Ellis,115,President,,Libertarian,Gary Johnson,28,0,18,10,0
Ellis,116,President,,Libertarian,Gary Johnson,48,2,20,26,0
Ellis,117,President,,Libertarian,Gary Johnson,59,1,32,26,0
Ellis,118,President,,Libertarian,Gary Johnson,41,3,24,14,0
Ellis,119,President,,Libertarian,Gary Johnson,19,0,14,5,0
Ellis,120,President,,Libertarian,Gary Johnson,4,0,4,0,0
Ellis,121,President,,Libertarian,Gary Johnson,35,1,25,9,0
Ellis,122,President,,Libertarian,Gary Johnson,23,0,19,4,0
Ellis,123,President,,Libertarian,Gary Johnson,14,2,6,6,0
Ellis,124,President,,Libertarian,Gary Johnson,23,0,14,9,0
Ellis,125,President,,Libertarian,Gary Johnson,52,1,34,16,1
Ellis,126,President,,Libertarian,Gary Johnson,28,0,16,12,0
Ellis,127,President,,Libertarian,Gary Johnson,5,0,2,3,0
Ellis,128,President,,Libertarian,Gary Johnson,6,0,4,2,0
Ellis,129,President,,Libertarian,Gary Johnson,8,2,1,5,0
Ellis,130,President,,Libertarian,Gary Johnson,10,0,1,9,0
Ellis,131,President,,Libertarian,Gary Johnson,20,2,5,13,0
Ellis,132,President,,Libertarian,Gary Johnson,7,0,3,4,0
Ellis,133,President,,Libertarian,Gary Johnson,5,0,5,0,0
Ellis,134,President,,Libertarian,Gary Johnson,4,0,3,1,0
Ellis,135,President,,Libertarian,Gary Johnson,50,0,29,20,1
Ellis,136,President,,Libertarian,Gary Johnson,10,0,9,1,0
Ellis,137,President,,Libertarian,Gary Johnson,15,1,9,5,0
Ellis,138,President,,Libertarian,Gary Johnson,20,0,12,8,0
Ellis,139,President,,Libertarian,Gary Johnson,22,1,11,10,0
Ellis,140,President,,Libertarian,Gary Johnson,83,4,50,28,1
Ellis,141,President,,Libertarian,Gary Johnson,39,3,23,13,0
Ellis,142,President,,Libertarian,Gary Johnson,34,1,18,15,0
Ellis,143,President,,Libertarian,Gary Johnson,45,1,29,15,0
Ellis,144,President,,Libertarian,Gary Johnson,24,0,17,7,0
Ellis,145,President,,Libertarian,Gary Johnson,67,1,39,27,0
Ellis,146,President,,Libertarian,Gary Johnson,32,1,20,11,0
Ellis,147,President,,Libertarian,Gary Johnson,68,3,50,15,0
Ellis,148,President,,Libertarian,Gary Johnson,25,0,13,12,0
Ellis,149,President,,Libertarian,Gary Johnson,19,4,2,13,0
Ellis,101,President,,Green,Jill Stein,8,0,7,1,0
Ellis,102,President,,Green,Jill Stein,13,0,7,6,0
Ellis,103,President,,Green,Jill Stein,19,0,10,9,0
Ellis,104,President,,Green,Jill Stein,19,1,14,4,0
Ellis,105,President,,Green,Jill Stein,12,0,8,3,1
Ellis,106,President,,Green,Jill Stein,10,1,6,3,0
Ellis,107,President,,Green,Jill Stein,7,0,6,1,0
Ellis,108,President,,Green,Jill Stein,5,1,2,2,0
Ellis,109,President,,Green,Jill Stein,1,0,0,1,0
Ellis,110,President,,Green,Jill Stein,11,1,8,2,0
Ellis,111,President,,Green,Jill Stein,3,0,3,0,0
Ellis,112,President,,Green,Jill Stein,5,1,1,3,0
Ellis,113,President,,Green,Jill Stein,2,0,2,0,0
Ellis,114,President,,Green,Jill Stein,5,0,3,2,0
Ellis,115,President,,Green,Jill Stein,9,0,7,2,0
Ellis,116,President,,Green,Jill Stein,8,0,5,3,0
Ellis,117,President,,Green,Jill Stein,13,0,7,6,0
Ellis,118,President,,Green,Jill Stein,11,1,7,3,0
