county,precinct,office,district,candidate,party,early_voting,election_day,votes
Llano,101,Ballots Cast,,,,,,222
Llano,102 city,Ballots Cast,,,,,,98
Llano,102,Ballots Cast,,,,,,296
Llano,108,Ballots Cast,,,,,,694
Llano,109 city,Ballots Cast,,,,,,2107
Llano,109,Ballots Cast,,,,,,181
Llano,203,Ballots Cast,,,,,,1434
Llano,204,Ballots Cast,,,,,,618
Llano,205,Ballots Cast,,,,,,466
Llano,307,Ballots Cast,,,,,,1981
Llano,410,Ballots Cast,,,,,,2516
Llano,Total,Ballots Cast,,,,,,10613
Llano,101,Straight Party,,,REP,87,16,103
Llano,102 city,Straight Party,,,REP,38,6,44
Llano,102,Straight Party,,,REP,103,47,150
Llano,108,Straight Party,,,REP,280,72,352
Llano,109 city,Straight Party,,,REP,1014,119,1133
Llano,109,Straight Party,,,REP,75,22,97
Llano,203,Straight Party,,,REP,647,139,786
Llano,204,Straight Party,,,REP,217,80,297
Llano,205,Straight Party,,,REP,143,81,224
Llano,307,Straight Party,,,REP,834,181,1015
Llano,410,Straight Party,,,REP,900,199,1099
Llano,Total,Straight Party,,,REP,4338,962,5300
Llano,101,Straight Party,,,DEM,13,1,14
Llano,102 city,Straight Party,,,DEM,10,1,11
Llano,102,Straight Party,,,DEM,16,10,26
Llano,108,Straight Party,,,DEM,62,16,78
Llano,109 city,Straight Party,,,DEM,112,30,142
Llano,109,Straight Party,,,DEM,13,4,17
Llano,203,Straight Party,,,DEM,103,18,121
Llano,204,Straight Party,,,DEM,56,16,72
Llano,205,Straight Party,,,DEM,35,22,57
Llano,307,Straight Party,,,DEM,183,32,215
Llano,410,Straight Party,,,DEM,152,22,174
Llano,Total,Straight Party,,,DEM,755,172,927
Llano,101,Straight Party,,,LIB,0,0,0
Llano,102 city,Straight Party,,,LIB,0,0,0
Llano,102,Straight Party,,,LIB,0,0,0
Llano,108,Straight Party,,,LIB,0,0,0
Llano,109 city,Straight Party,,,LIB,5,1,6
Llano,109,Straight Party,,,LIB,0,1,1
