county,precinct,office,district,party,candidate,election_day,early_voting,votes
Hamilton,1,,,,Ballots Cast,,,622
Hamilton,1,,,Republican,Straight Party,310,227,537
Hamilton,1,,,Democratic,Straight Party,44,33,77
Hamilton,1,,,Libertarian,Straight Party,8,6,14
Hamilton,1,,,Green,Straight Party,0,0,0
Hamilton,1,President,,Republican,Donald J. Trump/Mike Pence,538,388,926
Hamilton,1,President,,Democratic,Hillary Clinton/Tim Kaine,72,56,128
Hamilton,1,President,,Libertarian,Gary Johnson/William Weld,8,6,14
Hamilton,1,President,,Green,Jill Stein/Ajamu Baraka,2,0,2
Hamilton,1,President,,,Darrell L. Castle/Scott N. Bradley ,2,2,4
Hamilton,1,President,,,Scott Cubbler/Michael Rodriguez ,0,0,0
Hamilton,1,President,,,Cherunda Fox/Roger Kushner ,0,0,0
Hamilton,1,President,,,Tom Hoefling/Steve Schulin ,0,0,0
Hamilton,1,President,,,Laurence Kotlikoff/Edward Leamer ,0,0,0
Hamilton,1,President,,,Jonathan Lee/Jeffrey Erskine,0,0,0
Hamilton,1,President,,,Michael A. Maturen/Juan A. Munoz ,0,0,0
Hamilton,1,President,,,Evan McMullin/Nathan Johnson ,0,3,3
Hamilton,1,President,,,Monica Moorehead/Lamont Lilly ,0,0,0
Hamilton,1,President,,,Robert Morrow/Todd Sanders ,0,0,0
Hamilton,1,President,,,Emidio Soltysik/Angela Walker ,0,0,0
Hamilton,1,President,,,Dale Steffes/Paul E. Case ,0,0,0
Hamilton,1,President,,,Tony Valdivia/Aaron Barriere ,0,0,0
Hamilton,1,U.S. House,25,Republican,Roger Williams,500,360,860
Hamilton,1,U.S. House,25,Democratic,Kathi Thomas,78,59,137
Hamilton,1,U.S. House,25,Libertarian,Loren Marc Schneiderman,10,7,17
Hamilton,1,Railroad Commissioner,,Republican,Wayne Christian,483,348,831
Hamilton,1,Railroad Commissioner,,Democratic,Grady Yarbrough,75,56,131
Hamilton,1,Railroad Commissioner,,Libertarian,Mark Miller,24,19,43
Hamilton,1,Railroad Commissioner,,Green,Martina Salinas,4,3,7
Hamilton,1,State Senate,24,Republican,Dawn Buckingham,496,359,855
Hamilton,1,State Senate,24,Democratic,"Virginia ""Jennie Lou"" Leeder",84,62,146
Hamilton,1,State House,59,Republican,J. D. Sheffield,523,374,897
Hamilton,4,,,,Ballots Cast,,,78
Hamilton,4,,,Republican,Straight Party,38,12,50
Hamilton,4,,,Democratic,Straight Party,6,3,9
Hamilton,4,,,Libertarian,Straight Party,1,0,1
Hamilton,4,,,Green,Straight Party,0,0,0
Hamilton,4,President,,Republican,Donald J. Trump/Mike Pence,63,19,82
Hamilton,4,President,,Democratic,Hillary Clinton/Tim Kaine,10,5,15
Hamilton,4,President,,Libertarian,Gary Johnson/William Weld,3,0,3
Hamilton,4,President,,Green,Jill Stein/Ajamu Baraka,1,0,1
Hamilton,4,President,,,Darrell L. Castle/Scott N. Bradley ,0,0,0
Hamilton,4,President,,,Scott Cubbler/Michael Rodriguez ,0,0,0
Hamilton,4,President,,,Cherunda Fox/Roger Kushner ,0,0,0
Hamilton,4,President,,,Tom Hoefling/Steve Schulin ,0,0,0
Hamilton,4,President,,,Laurence Kotlikoff/Edward Leamer ,0,0,0
Hamilton,4,President,,,Jonathan Lee/Jeffrey Erskine,0,0,0
Hamilton,4,President,,,Michael A. Maturen/Juan A. Munoz ,0,0,0
Hamilton,4,President,,,Evan McMullin/Nathan Johnson ,0,0,0
Hamilton,4,President,,,Monica Moorehead/Lamont Lilly ,0,0,0
Hamilton,4,President,,,Robert Morrow/Todd Sanders ,0,0,0
Hamilton,4,President,,,Emidio Soltysik/Angela Walker ,0,0,0
Hamilton,4,President,,,Dale Steffes/Paul E. Case ,0,0,0
Hamilton,4,President,,,Tony Valdivia/Aaron Barriere ,0,0,0
Hamilton,4,U.S. House,25,Republican,Roger Williams,59,16,75
Hamilton,4,U.S. House,25,Democratic,Kathi Thomas,13,8,21
Hamilton,4,U.S. House,25,Libertarian,Loren Marc Schneiderman,2,0,2
Hamilton,4,Railroad Commissioner,,Republican,Wayne Christian,58,17,75
Hamilton,4,Railroad Commissioner,,Democratic,Grady Yarbrough,12,7,19
Hamilton,4,Railroad Commissioner,,Libertarian,Mark Miller,3,1,4
Hamilton,4,Railroad Commissioner,,Green,Martina Salinas,2,0,2
Hamilton,4,State Senate,24,Republican,Dawn Buckingham,58,16,74
Hamilton,4,State Senate,24,Democratic,"Virginia ""Jennie Lou"" Leeder",16,8,24
Hamilton,4,State House,59,Republican,J. D. Sheffield,65,21,86
Hamilton,5,,,,Ballots Cast,,,104
Hamilton,5,,,Republican,Straight Party,44,27,71
Hamilton,5,,,Democratic,Straight Party,3,1,4
Hamilton,5,,,Libertarian,Straight Party,0,0,0
Hamilton,5,,,Green,Straight Party,0,0,0
Hamilton,5,President,,Republican,Donald J. Trump/Mike Pence,88,56,144
Hamilton,5,President,,Democratic,Hillary Clinton/Tim Kaine,15,5,20
Hamilton,5,President,,Libertarian,Gary Johnson/William Weld,1,1,2
Hamilton,5,President,,Green,Jill Stein/Ajamu Baraka,0,0,0
Hamilton,5,President,,,Darrell L. Castle/Scott N. Bradley ,0,0,0
Hamilton,5,President,,,Scott Cubbler/Michael Rodriguez ,0,0,0
Hamilton,5,President,,,Cherunda Fox/Roger Kushner ,0,0,0
Hamilton,5,President,,,Tom Hoefling/Steve Schulin ,0,0,0
Hamilton,5,President,,,Laurence Kotlikoff/Edward Leamer ,0,0,0
