county,precinct,office,district,party,candidate,votes,early_votes,election_day
Menard,1,President,,DEMOCRATIC PARTY,Star Locke,0,0,0
Menard,1,President,,DEMOCRATIC PARTY,Willie L. Wilson,0,0,0
Menard,1,President,,DEMOCRATIC PARTY,Martin J. O'Malley,1,1,0
Menard,1,President,,DEMOCRATIC PARTY,"Roque ""Rocky"" De La Fuente",0,0,0
Menard,1,President,,DEMOCRATIC PARTY,Bernie Sanders,2,1,1
Menard,1,President,,DEMOCRATIC PARTY,Hillary Clinton,11,2,9
Menard,1,President,,DEMOCRATIC PARTY,Calvis L. Hawes,0,0,0
Menard,1,President,,DEMOCRATIC PARTY,Keith Judd,0,0,0
Menard,1,Railroad Commissioner,,DEMOCRATIC PARTY,Cody Garrett,3,2,1
Menard,1,Railroad Commissioner,,DEMOCRATIC PARTY,Grady Yarbrough,4,1,3
Menard,1,Railroad Commissioner,,DEMOCRATIC PARTY,Lon Burnam,2,0,2
Menard,1,"Justice, Supreme Court, Place 3",,DEMOCRATIC PARTY,Mike Westergren,8,3,5
Menard,1,"Justice, Supreme Court, Place 5",,DEMOCRATIC PARTY,Dori Contreras Garza,7,3,4
Menard,1,"Justice, Supreme Court, Place 9",,DEMOCRATIC PARTY,Savannah Robinson,8,3,5
Menard,1,"Judge, Court of Criminal Appeals, Place 2",,DEMOCRATIC PARTY,"Lawrence ""Larry"" Meyers",7,3,4
Menard,1,"Judge, Court of Criminal Appeals, Place 5",,DEMOCRATIC PARTY,Betsy Johnson,6,3,3
Menard,1,"Judge, Court of Criminal Appeals, Place 6",,DEMOCRATIC PARTY,Robert Burns,8,3,5
Menard,1,"Member, State Board of Education",1,DEMOCRATIC PARTY,Lynn Oliver,2,0,2
Menard,1,"Member, State Board of Education",1,DEMOCRATIC PARTY,Georgina Perez,6,1,5
Menard,1,"Member, State Board of Education",1,DEMOCRATIC PARTY,"Joe Fierro, Jr.",2,2,0
Menard,1,State Representative,53,DEMOCRATIC PARTY,Stephanie Lochte Ertel,7,3,4
Menard,1,"Justice, 4th Court of Appeals District, Place 6",,DEMOCRATIC PARTY,Irene Rios,9,3,6
Menard,1,County Chairman,,DEMOCRATIC PARTY,Shirley Lewis,8,3,5
Menard,1,REFERENDA ITEM #1,,DEMOCRATIC PARTY,For,11,4,7
Menard,1,REFERENDA ITEM #1,,DEMOCRATIC PARTY,Against,0,0,0
Menard,1,REFERENDA ITEM #2,,DEMOCRATIC PARTY,For,11,4,7
Menard,1,REFERENDA ITEM #2,,DEMOCRATIC PARTY,Against,0,0,0
Menard,1,REFERENDA ITEM #3,,DEMOCRATIC PARTY,For,11,4,7
Menard,1,REFERENDA ITEM #3,,DEMOCRATIC PARTY,Against,0,0,0
Menard,1,REFERENDA ITEM #4,,DEMOCRATIC PARTY,For,10,4,6
Menard,1,REFERENDA ITEM #4,,DEMOCRATIC PARTY,Against,0,0,0
Menard,1,REFERENDA ITEM #5,,DEMOCRATIC PARTY,For,10,3,7
Menard,1,REFERENDA ITEM #5,,DEMOCRATIC PARTY,Against,1,1,0
Menard,1,REFERENDA ITEM #6,,DEMOCRATIC PARTY,For,12,4,8
Menard,1,REFERENDA ITEM #6,,DEMOCRATIC PARTY,Against,0,0,0
Menard,2,President,,DEMOCRATIC PARTY,Star Locke,0,0,0
Menard,2,President,,DEMOCRATIC PARTY,Willie L. Wilson,0,0,0
Menard,2,President,,DEMOCRATIC PARTY,Martin J. O'Malley,0,0,0
Menard,2,President,,DEMOCRATIC PARTY,"Roque ""Rocky"" De La Fuente",0,0,0
Menard,2,President,,DEMOCRATIC PARTY,Bernie Sanders,1,0,1
Menard,2,President,,DEMOCRATIC PARTY,Hillary Clinton,4,4,0
Menard,2,President,,DEMOCRATIC PARTY,Calvis L. Hawes,0,0,0
Menard,2,President,,DEMOCRATIC PARTY,Keith Judd,0,0,0
Menard,2,Railroad Commissioner,,DEMOCRATIC PARTY,Cody Garrett,1,0,1
Menard,2,Railroad Commissioner,,DEMOCRATIC PARTY,Grady Yarbrough,0,0,0
Menard,2,Railroad Commissioner,,DEMOCRATIC PARTY,Lon Burnam,1,1,0
Menard,2,"Justice, Supreme Court, Place 3",,DEMOCRATIC PARTY,Mike Westergren,2,1,1
Menard,2,"Justice, Supreme Court, Place 5",,DEMOCRATIC PARTY,Dori Contreras Garza,3,2,1
Menard,2,"Justice, Supreme Court, Place 9",,DEMOCRATIC PARTY,Savannah Robinson,2,1,1
Menard,2,"Judge, Court of Criminal Appeals, Place 2",,DEMOCRATIC PARTY,"Lawrence ""Larry"" Meyers",2,1,1
Menard,2,"Judge, Court of Criminal Appeals, Place 5",,DEMOCRATIC PARTY,Betsy Johnson,2,1,1
Menard,2,"Judge, Court of Criminal Appeals, Place 6",,DEMOCRATIC PARTY,Robert Burns,2,1,1
Menard,2,"Member, State Board of Education",1,DEMOCRATIC PARTY,Lynn Oliver,0,0,0
Menard,2,"Member, State Board of Education",1,DEMOCRATIC PARTY,Georgina Perez,3,2,1
