county,precinct,office,district,party,candidate,votes,1,2,3,4
Lavaca,0030,"District Judge, 25th Judicial District",,REP,Bill Old,388,34,18,193,143
Lavaca,0031,"District Judge, 25th Judicial District",,REP,Bill Old,358,71,81,89,117
Lavaca,0032,"District Judge, 25th Judicial District",,REP,Bill Old,146,12,20,41,73
Lavaca,0001,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,"District Judge, 25th Judicial District",,REP,UNDER VOTES,291,48,51,112,80
Lavaca,0008,"District Judge, 25th Judicial District",,REP,UNDER VOTES,91,4,10,31,46
Lavaca,0016,"District Judge, 25th Judicial District",,REP,UNDER VOTES,99,7,11,48,33
Lavaca,0019,"District Judge, 25th Judicial District",,REP,UNDER VOTES,64,20,13,13,18
Lavaca,0023,"District Judge, 25th Judicial District",,REP,UNDER VOTES,136,10,4,83,39
Lavaca,0029,"District Judge, 25th Judicial District",,REP,UNDER VOTES,224,16,11,128,69
Lavaca,0030,"District Judge, 25th Judicial District",,REP,UNDER VOTES,171,12,9,83,67
Lavaca,0031,"District Judge, 25th Judicial District",,REP,UNDER VOTES,147,34,24,37,52
Lavaca,0032,"District Judge, 25th Judicial District",,REP,UNDER VOTES,60,11,4,17,28
Lavaca,0001,"District Judge, 25th Judicial District",,REP,Jessica Richard Crawford,399,81,74,135,109
Lavaca,0008,"District Judge, 25th Judicial District",,REP,Jessica Richard Crawford,132,12,12,42,66
Lavaca,0016,"District Judge, 25th Judicial District",,REP,Jessica Richard Crawford,133,17,16,58,42
Lavaca,0019,"District Judge, 25th Judicial District",,REP,Jessica Richard Crawford,131,35,28,37,31
Lavaca,0023,"District Judge, 25th Judicial District",,REP,Jessica Richard Crawford,182,14,15,97,56
Lavaca,0029,"District Judge, 25th Judicial District",,REP,Jessica Richard Crawford,370,30,24,180,136
Lavaca,0030,"District Judge, 25th Judicial District",,REP,Jessica Richard Crawford,281,18,12,146,105
Lavaca,0031,"District Judge, 25th Judicial District",,REP,Jessica Richard Crawford,215,41,37,55,82
Lavaca,0032,"District Judge, 25th Judicial District",,REP,Jessica Richard Crawford,115,11,10,29,65
Lavaca,0001,"District Judge, 25th Judicial District",,REP,Ruben James Reyes,332,72,59,118,83
Lavaca,0008,"District Judge, 25th Judicial District",,REP,Ruben James Reyes,89,11,9,38,31
Lavaca,0016,"District Judge, 25th Judicial District",,REP,Ruben James Reyes,61,5,8,28,20
Lavaca,0019,"District Judge, 25th Judicial District",,REP,Ruben James Reyes,72,14,19,16,23
Lavaca,0023,"District Judge, 25th Judicial District",,REP,Ruben James Reyes,114,6,15,62,31
Lavaca,0029,"District Judge, 25th Judicial District",,REP,Ruben James Reyes,209,25,23,100,61
Lavaca,0030,"District Judge, 25th Judicial District",,REP,Ruben James Reyes,147,15,9,70,53
Lavaca,0031,"District Judge, 25th Judicial District",,REP,Ruben James Reyes,175,41,46,44,44
Lavaca,0032,"District Judge, 25th Judicial District",,REP,Ruben James Reyes,42,3,10,16,13
Lavaca,0001,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,"District Judge, 25th Judicial District",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,"District Judge, 25th Judicial District",,REP,UNDER VOTES,202,31,30,75,66
Lavaca,0008,"District Judge, 25th Judicial District",,REP,UNDER VOTES,57,3,8,17,29
Lavaca,0016,"District Judge, 25th Judicial District",,REP,UNDER VOTES,71,4,5,35,27
Lavaca,0019,"District Judge, 25th Judicial District",,REP,UNDER VOTES,41,10,13,10,8
Lavaca,0023,"District Judge, 25th Judicial District",,REP,UNDER VOTES,118,9,3,77,29
Lavaca,0029,"District Judge, 25th Judicial District",,REP,UNDER VOTES,173,7,11,91,64
Lavaca,0030,"District Judge, 25th Judicial District",,REP,UNDER VOTES,131,13,6,60,52
Lavaca,0031,"District Judge, 25th Judicial District",,REP,UNDER VOTES,115,23,22,27,43
Lavaca,0032,"District Judge, 25th Judicial District",,REP,UNDER VOTES,49,9,4,13,23
Lavaca,0001,County Attorney,,REP,John Stuart Fryer,765,152,139,262,212
Lavaca,0008,County Attorney,,REP,John Stuart Fryer,214,23,21,76,94
Lavaca,0016,County Attorney,,REP,John Stuart Fryer,177,17,19,83,58
Lavaca,0019,County Attorney,,REP,John Stuart Fryer,194,42,49,51,52
Lavaca,0023,County Attorney,,REP,John Stuart Fryer,310,22,29,168,91
Lavaca,0029,County Attorney,,REP,John Stuart Fryer,565,50,48,268,199
Lavaca,0030,County Attorney,,REP,John Stuart Fryer,403,35,19,196,153
Lavaca,0031,County Attorney,,REP,John Stuart Fryer,416,88,89,104,135
Lavaca,0032,County Attorney,,REP,John Stuart Fryer,157,18,20,42,77
Lavaca,0001,County Attorney,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,County Attorney,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,County Attorney,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,County Attorney,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,County Attorney,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,County Attorney,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,County Attorney,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,County Attorney,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,County Attorney,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,County Attorney,,REP,UNDER VOTES,168,32,24,66,46
Lavaca,0008,County Attorney,,REP,UNDER VOTES,64,3,8,21,32
Lavaca,0016,County Attorney,,REP,UNDER VOTES,88,9,10,38,31
Lavaca,0019,County Attorney,,REP,UNDER VOTES,50,17,11,12,10
Lavaca,0023,County Attorney,,REP,UNDER VOTES,104,7,4,68,25
Lavaca,0029,County Attorney,,REP,UNDER VOTES,187,12,10,103,62
Lavaca,0030,County Attorney,,REP,UNDER VOTES,156,11,8,80,57
Lavaca,0031,County Attorney,,REP,UNDER VOTES,89,17,16,22,34
Lavaca,0032,County Attorney,,REP,UNDER VOTES,49,5,4,16,24
Lavaca,0001,Sheriff,,REP,Micah C. Harmon,790,153,144,266,227
Lavaca,0008,Sheriff,,REP,Micah C. Harmon,223,23,24,75,101
Lavaca,0016,Sheriff,,REP,Micah C. Harmon,203,20,23,94,66
Lavaca,0019,Sheriff,,REP,Micah C. Harmon,208,45,52,54,57
Lavaca,0023,Sheriff,,REP,Micah C. Harmon,334,22,28,187,97
Lavaca,0029,Sheriff,,REP,Micah C. Harmon,619,51,53,295,220
Lavaca,0030,Sheriff,,REP,Micah C. Harmon,444,38,21,216,169
Lavaca,0031,Sheriff,,REP,Micah C. Harmon,428,91,89,109,139
Lavaca,0032,Sheriff,,REP,Micah C. Harmon,172,20,21,46,85
Lavaca,0001,Sheriff,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,Sheriff,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,Sheriff,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,Sheriff,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,Sheriff,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,Sheriff,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,Sheriff,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,Sheriff,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,Sheriff,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,Sheriff,,REP,UNDER VOTES,143,31,19,62,31
Lavaca,0008,Sheriff,,REP,UNDER VOTES,55,3,5,22,25
Lavaca,0016,Sheriff,,REP,UNDER VOTES,62,6,6,27,23
Lavaca,0019,Sheriff,,REP,UNDER VOTES,36,14,8,9,5
Lavaca,0023,Sheriff,,REP,UNDER VOTES,80,7,5,49,19
Lavaca,0029,Sheriff,,REP,UNDER VOTES,133,11,5,76,41
Lavaca,0030,Sheriff,,REP,UNDER VOTES,115,8,6,60,41
Lavaca,0031,Sheriff,,REP,UNDER VOTES,77,14,16,17,30
Lavaca,0032,Sheriff,,REP,UNDER VOTES,34,3,3,12,16
Lavaca,0001,County Tax Assessor-Collector,,REP,"Deborah A. ""Debi"" Sevcik",802,160,146,268,228
Lavaca,0008,County Tax Assessor-Collector,,REP,"Deborah A. ""Debi"" Sevcik",230,24,26,76,104
Lavaca,0016,County Tax Assessor-Collector,,REP,"Deborah A. ""Debi"" Sevcik",202,20,21,95,66
Lavaca,0019,County Tax Assessor-Collector,,REP,"Deborah A. ""Debi"" Sevcik",205,45,52,53,55
Lavaca,0023,County Tax Assessor-Collector,,REP,"Deborah A. ""Debi"" Sevcik",326,24,27,178,97
Lavaca,0029,County Tax Assessor-Collector,,REP,"Deborah A. ""Debi"" Sevcik",606,54,53,283,216
Lavaca,0030,County Tax Assessor-Collector,,REP,"Deborah A. ""Debi"" Sevcik",437,39,22,208,168
Lavaca,0031,County Tax Assessor-Collector,,REP,"Deborah A. ""Debi"" Sevcik",428,89,91,106,142
Lavaca,0032,County Tax Assessor-Collector,,REP,"Deborah A. ""Debi"" Sevcik",170,19,21,46,84
Lavaca,0001,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,County Tax Assessor-Collector,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,County Tax Assessor-Collector,,REP,UNDER VOTES,131,24,17,60,30
Lavaca,0008,County Tax Assessor-Collector,,REP,UNDER VOTES,48,2,3,21,22
Lavaca,0016,County Tax Assessor-Collector,,REP,UNDER VOTES,63,6,8,26,23
Lavaca,0019,County Tax Assessor-Collector,,REP,UNDER VOTES,39,14,8,10,7
Lavaca,0023,County Tax Assessor-Collector,,REP,UNDER VOTES,88,5,6,58,19
Lavaca,0029,County Tax Assessor-Collector,,REP,UNDER VOTES,146,8,5,88,45
Lavaca,0030,County Tax Assessor-Collector,,REP,UNDER VOTES,122,7,5,68,42
Lavaca,0031,County Tax Assessor-Collector,,REP,UNDER VOTES,77,16,14,20,27
Lavaca,0032,County Tax Assessor-Collector,,REP,UNDER VOTES,36,4,3,12,17
Lavaca,0001,"County Commissioner, Pct 1",,REP,Edward Pustka,753,148,138,260,207
Lavaca,0019,"County Commissioner, Pct 1",,REP,Edward Pustka,183,42,45,50,46
Lavaca,0001,"County Commissioner, Pct 1",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,"County Commissioner, Pct 1",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,"County Commissioner, Pct 1",,REP,UNDER VOTES,180,36,25,68,51
Lavaca,0019,"County Commissioner, Pct 1",,REP,UNDER VOTES,61,17,15,13,16
Lavaca,0029,"County Commissioner, Pct 3",,REP,R. W. Brown,570,50,50,267,203
Lavaca,0032,"County Commissioner, Pct 3",,REP,R. W. Brown,146,13,19,41,73
Lavaca,0029,"County Commissioner, Pct 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,"County Commissioner, Pct 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,"County Commissioner, Pct 3",,REP,UNDER VOTES,182,12,8,104,58
Lavaca,0032,"County Commissioner, Pct 3",,REP,UNDER VOTES,60,10,5,17,28
Lavaca,0001,"Constable, Precinct No. 1",,REP,Marvin Huser,249,63,38,92,56
Lavaca,0019,"Constable, Precinct No. 1",,REP,Marvin Huser,35,12,6,9,8
Lavaca,0001,"Constable, Precinct No. 1",,REP,Kevin B. Bright,168,36,28,65,39
Lavaca,0019,"Constable, Precinct No. 1",,REP,Kevin B. Bright,39,9,9,14,7
Lavaca,0001,"Constable, Precinct No. 1",,REP,Mike Buchanek,429,74,88,141,126
Lavaca,0019,"Constable, Precinct No. 1",,REP,Mike Buchanek,143,33,36,35,39
Lavaca,0001,"Constable, Precinct No. 1",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,"Constable, Precinct No. 1",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,"Constable, Precinct No. 1",,REP,UNDER VOTES,87,11,9,30,37
Lavaca,0019,"Constable, Precinct No. 1",,REP,UNDER VOTES,27,5,9,5,8
Lavaca,0008,"Constable, Precinct No. 2",,REP,"Charles ""Chuck"" Greive",212,22,21,77,92
Lavaca,0023,"Constable, Precinct No. 2",,REP,"Charles ""Chuck"" Greive",332,24,30,179,99
Lavaca,0031,"Constable, Precinct No. 2",,REP,"Charles ""Chuck"" Greive",380,80,83,94,123
Lavaca,0008,"Constable, Precinct No. 2",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,"Constable, Precinct No. 2",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,"Constable, Precinct No. 2",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,"Constable, Precinct No. 2",,REP,UNDER VOTES,66,4,8,20,34
Lavaca,0023,"Constable, Precinct No. 2",,REP,UNDER VOTES,82,5,3,57,17
Lavaca,0031,"Constable, Precinct No. 2",,REP,UNDER VOTES,125,25,22,32,46
Lavaca,0029,"Constable, Precinct No. 3",,REP,Larry W. Hlavac,597,51,53,284,209
Lavaca,0032,"Constable, Precinct No. 3",,REP,Larry W. Hlavac,156,18,19,45,74
Lavaca,0029,"Constable, Precinct No. 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,"Constable, Precinct No. 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,"Constable, Precinct No. 3",,REP,UNDER VOTES,155,11,5,87,52
Lavaca,0032,"Constable, Precinct No. 3",,REP,UNDER VOTES,50,5,5,13,27
Lavaca,0016,"Constable, Precinct No. 4",,REP,Andy Anderson,193,21,21,87,64
Lavaca,0030,"Constable, Precinct No. 4",,REP,Andy Anderson,418,37,20,206,155
Lavaca,0016,"Constable, Precinct No. 4",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,"Constable, Precinct No. 4",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,"Constable, Precinct No. 4",,REP,UNDER VOTES,72,5,8,34,25
Lavaca,0030,"Constable, Precinct No. 4",,REP,UNDER VOTES,141,9,7,70,55
Lavaca,0001,County Chairman,,REP,"Michael A. ""Mike"" Johnson",726,141,137,249,199
Lavaca,0008,County Chairman,,REP,"Michael A. ""Mike"" Johnson",214,24,22,76,92
Lavaca,0016,County Chairman,,REP,"Michael A. ""Mike"" Johnson",180,19,19,83,59
Lavaca,0019,County Chairman,,REP,"Michael A. ""Mike"" Johnson",177,35,45,48,49
Lavaca,0023,County Chairman,,REP,"Michael A. ""Mike"" Johnson",304,21,28,164,91
Lavaca,0029,County Chairman,,REP,"Michael A. ""Mike"" Johnson",570,53,52,265,200
Lavaca,0030,County Chairman,,REP,"Michael A. ""Mike"" Johnson",414,36,19,203,156
Lavaca,0031,County Chairman,,REP,"Michael A. ""Mike"" Johnson",400,89,85,98,128
Lavaca,0032,County Chairman,,REP,"Michael A. ""Mike"" Johnson",156,17,20,44,75
Lavaca,0001,County Chairman,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,County Chairman,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,County Chairman,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,County Chairman,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,County Chairman,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,County Chairman,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,County Chairman,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,County Chairman,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,County Chairman,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,County Chairman,,REP,UNDER VOTES,207,43,26,79,59
Lavaca,0008,County Chairman,,REP,UNDER VOTES,64,2,7,21,34
Lavaca,0016,County Chairman,,REP,UNDER VOTES,85,7,10,38,30
Lavaca,0019,County Chairman,,REP,UNDER VOTES,67,24,15,15,13
Lavaca,0023,County Chairman,,REP,UNDER VOTES,110,8,5,72,25
Lavaca,0029,County Chairman,,REP,UNDER VOTES,182,9,6,106,61
Lavaca,0030,County Chairman,,REP,UNDER VOTES,145,10,8,73,54
Lavaca,0031,County Chairman,,REP,UNDER VOTES,105,16,20,28,41
Lavaca,0032,County Chairman,,REP,UNDER VOTES,50,6,4,14,26
Lavaca,0001,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Lavaca,0008,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Lavaca,0016,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Lavaca,0019,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Lavaca,0023,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Lavaca,0029,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Lavaca,0030,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Lavaca,0031,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Lavaca,0032,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Lavaca,0001,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Lavaca,0008,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Lavaca,0016,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Lavaca,0019,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Lavaca,0023,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Lavaca,0029,President,,DEM,Martin J. O'Malley,2,0,0,0,2
Lavaca,0030,President,,DEM,Martin J. O'Malley,1,0,0,1,0
Lavaca,0031,President,,DEM,Martin J. O'Malley,1,1,0,0,0
Lavaca,0032,President,,DEM,Martin J. O'Malley,1,0,0,1,0
Lavaca,0001,President,,DEM,Star Locke,0,0,0,0,0
Lavaca,0008,President,,DEM,Star Locke,0,0,0,0,0
Lavaca,0016,President,,DEM,Star Locke,0,0,0,0,0
Lavaca,0019,President,,DEM,Star Locke,0,0,0,0,0
Lavaca,0023,President,,DEM,Star Locke,1,0,0,1,0
Lavaca,0029,President,,DEM,Star Locke,0,0,0,0,0
Lavaca,0030,President,,DEM,Star Locke,0,0,0,0,0
Lavaca,0031,President,,DEM,Star Locke,0,0,0,0,0
Lavaca,0032,President,,DEM,Star Locke,0,0,0,0,0
Lavaca,0001,President,,DEM,Bernie Sanders,26,7,4,9,6
Lavaca,0008,President,,DEM,Bernie Sanders,12,5,0,5,2
Lavaca,0016,President,,DEM,Bernie Sanders,5,0,1,4,0
Lavaca,0019,President,,DEM,Bernie Sanders,9,3,2,2,2
Lavaca,0023,President,,DEM,Bernie Sanders,19,3,0,10,6
Lavaca,0029,President,,DEM,Bernie Sanders,32,5,2,11,14
Lavaca,0030,President,,DEM,Bernie Sanders,9,0,0,5,4
Lavaca,0031,President,,DEM,Bernie Sanders,24,10,6,5,3
Lavaca,0032,President,,DEM,Bernie Sanders,1,0,0,1,0
Lavaca,0001,President,,DEM,Willie L. Wilson,2,1,0,1,0
Lavaca,0008,President,,DEM,Willie L. Wilson,0,0,0,0,0
Lavaca,0016,President,,DEM,Willie L. Wilson,0,0,0,0,0
Lavaca,0019,President,,DEM,Willie L. Wilson,0,0,0,0,0
Lavaca,0023,President,,DEM,Willie L. Wilson,0,0,0,0,0
Lavaca,0029,President,,DEM,Willie L. Wilson,0,0,0,0,0
Lavaca,0030,President,,DEM,Willie L. Wilson,0,0,0,0,0
Lavaca,0031,President,,DEM,Willie L. Wilson,0,0,0,0,0
Lavaca,0032,President,,DEM,Willie L. Wilson,0,0,0,0,0
Lavaca,0001,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Lavaca,0008,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Lavaca,0016,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Lavaca,0019,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Lavaca,0023,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Lavaca,0029,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Lavaca,0030,President,,DEM,"Roque ""Rocky"" De La Fuente",1,1,0,0,0
Lavaca,0031,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Lavaca,0032,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Lavaca,0001,President,,DEM,Hillary Clinton,67,19,9,35,4
Lavaca,0008,President,,DEM,Hillary Clinton,20,1,0,10,9
Lavaca,0016,President,,DEM,Hillary Clinton,12,2,2,4,4
Lavaca,0019,President,,DEM,Hillary Clinton,8,6,2,0,0
Lavaca,0023,President,,DEM,Hillary Clinton,33,6,1,22,4
Lavaca,0029,President,,DEM,Hillary Clinton,69,17,0,36,16
Lavaca,0030,President,,DEM,Hillary Clinton,50,6,2,27,15
Lavaca,0031,President,,DEM,Hillary Clinton,44,7,6,19,12
Lavaca,0032,President,,DEM,Hillary Clinton,19,2,0,15,2
Lavaca,0001,President,,DEM,Keith Judd,1,0,0,1,0
Lavaca,0008,President,,DEM,Keith Judd,0,0,0,0,0
Lavaca,0016,President,,DEM,Keith Judd,0,0,0,0,0
Lavaca,0019,President,,DEM,Keith Judd,0,0,0,0,0
Lavaca,0023,President,,DEM,Keith Judd,0,0,0,0,0
Lavaca,0029,President,,DEM,Keith Judd,0,0,0,0,0
Lavaca,0030,President,,DEM,Keith Judd,0,0,0,0,0
Lavaca,0031,President,,DEM,Keith Judd,0,0,0,0,0
Lavaca,0032,President,,DEM,Keith Judd,1,0,1,0,0
Lavaca,0001,President,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0008,President,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0016,President,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0019,President,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0023,President,,DEM,OVER VOTES,1,0,0,1,0
Lavaca,0029,President,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0030,President,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0031,President,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0032,President,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0001,President,,DEM,UNDER VOTES,4,1,0,3,0
Lavaca,0008,President,,DEM,UNDER VOTES,0,0,0,0,0
Lavaca,0016,President,,DEM,UNDER VOTES,3,0,0,2,1
Lavaca,0019,President,,DEM,UNDER VOTES,0,0,0,0,0
Lavaca,0023,President,,DEM,UNDER VOTES,2,0,0,2,0
Lavaca,0029,President,,DEM,UNDER VOTES,3,1,0,2,0
Lavaca,0030,President,,DEM,UNDER VOTES,0,0,0,0,0
Lavaca,0031,President,,DEM,UNDER VOTES,0,0,0,0,0
Lavaca,0032,President,,DEM,UNDER VOTES,0,0,0,0,0
Lavaca,0001,U.S. House,27,DEM,Wayne Raasch,22,5,4,8,5
Lavaca,0008,U.S. House,27,DEM,Wayne Raasch,12,1,0,8,3
Lavaca,0016,U.S. House,27,DEM,Wayne Raasch,7,2,0,5,0
Lavaca,0019,U.S. House,27,DEM,Wayne Raasch,4,2,2,0,0
Lavaca,0023,U.S. House,27,DEM,Wayne Raasch,18,2,0,12,4
Lavaca,0029,U.S. House,27,DEM,Wayne Raasch,37,7,0,17,13
Lavaca,0030,U.S. House,27,DEM,Wayne Raasch,17,3,1,11,2
Lavaca,0031,U.S. House,27,DEM,Wayne Raasch,21,4,4,5,8
Lavaca,0032,U.S. House,27,DEM,Wayne Raasch,8,0,1,7,0
Lavaca,0001,U.S. House,27,DEM,Raul (Roy) Barrera,45,14,8,21,2
Lavaca,0008,U.S. House,27,DEM,Raul (Roy) Barrera,9,2,0,1,6
Lavaca,0016,U.S. House,27,DEM,Raul (Roy) Barrera,5,0,1,2,2
Lavaca,0019,U.S. House,27,DEM,Raul (Roy) Barrera,7,5,1,1,0
Lavaca,0023,U.S. House,27,DEM,Raul (Roy) Barrera,19,4,0,11,4
Lavaca,0029,U.S. House,27,DEM,Raul (Roy) Barrera,42,11,1,18,12
Lavaca,0030,U.S. House,27,DEM,Raul (Roy) Barrera,30,3,1,11,15
Lavaca,0031,U.S. House,27,DEM,Raul (Roy) Barrera,24,7,5,10,2
Lavaca,0032,U.S. House,27,DEM,Raul (Roy) Barrera,7,1,0,6,0
Lavaca,0001,U.S. House,27,DEM,Ray Madrigal,8,3,0,5,0
Lavaca,0008,U.S. House,27,DEM,Ray Madrigal,3,1,0,2,0
Lavaca,0016,U.S. House,27,DEM,Ray Madrigal,4,0,1,1,2
Lavaca,0019,U.S. House,27,DEM,Ray Madrigal,2,1,0,0,1
Lavaca,0023,U.S. House,27,DEM,Ray Madrigal,3,0,0,3,0
Lavaca,0029,U.S. House,27,DEM,Ray Madrigal,7,2,0,3,2
Lavaca,0030,U.S. House,27,DEM,Ray Madrigal,5,1,0,3,1
Lavaca,0031,U.S. House,27,DEM,Ray Madrigal,7,2,0,1,4
Lavaca,0032,U.S. House,27,DEM,Ray Madrigal,1,0,0,1,0
Lavaca,0001,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0008,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0016,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0019,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0023,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0029,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0030,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0031,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0032,U.S. House,27,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0001,U.S. House,27,DEM,UNDER VOTES,25,6,1,15,3
Lavaca,0008,U.S. House,27,DEM,UNDER VOTES,8,2,0,4,2
Lavaca,0016,U.S. House,27,DEM,UNDER VOTES,4,0,1,2,1
