county,precinct,office,district,candidate,party,early_voting,election_day,votes
Hood,1,Ballots Cast,,,,563,153,716
Hood,2,Ballots Cast,,,,1503,531,2034
Hood,3,Ballots Cast,,,,1187,404,1591
Hood,4,Ballots Cast,,,,894,378,1272
Hood, 5/6,Ballots Cast,,,,746,625,1371
Hood,7,Ballots Cast,,,,139,369,508
Hood,8,Ballots Cast,,,,1340,374,1714
Hood,9,Ballots Cast,,,,1935,626,2561
Hood,10,Ballots Cast,,,,2072,737,2809
Hood,11,Ballots Cast,,,,654,253,907
Hood,12,Ballots Cast,,,,636,261,897
Hood,13,Ballots Cast,,,,1557,396,1953
Hood,14,Ballots Cast,,,,1401,537,1938
Hood,15,Ballots Cast,,,,125,89,214
Hood,16,Ballots Cast,,,,2727,845,3572
Hood,Total,Ballots Cast,,,,17479,6578,24057
Hood,1,Straight Party,,,REP,258,68,326
Hood,2,Straight Party,,,REP,779,259,1038
Hood,3,Straight Party,,,REP,637,204,841
Hood,4,Straight Party,,,REP,470,186,656
Hood, 5/6,Straight Party,,,REP,400,330,730
Hood,7,Straight Party,,,REP,72,213,285
Hood,8,Straight Party,,,REP,693,198,891
Hood,9,Straight Party,,,REP,1010,307,1317
Hood,10,Straight Party,,,REP,1117,391,1508
Hood,11,Straight Party,,,REP,358,136,494
Hood,12,Straight Party,,,REP,362,149,511
Hood,13,Straight Party,,,REP,774,185,959
Hood,14,Straight Party,,,REP,722,227,949
Hood,15,Straight Party,,,REP,70,51,121
Hood,16,Straight Party,,,REP,1388,420,1808
Hood,Total,Straight Party,,,REP,9110,3324,12434
Hood,1,Straight Party,,,DEM,52,15,67
Hood,2,Straight Party,,,DEM,118,52,170
Hood,3,Straight Party,,,DEM,122,27,149
Hood,4,Straight Party,,,DEM,78,47,125
Hood, 5/6,Straight Party,,,DEM,58,44,102
Hood,7,Straight Party,,,DEM,12,25,37
Hood,8,Straight Party,,,DEM,89,18,107
Hood,9,Straight Party,,,DEM,125,36,161
Hood,10,Straight Party,,,DEM,141,50,191
Hood,11,Straight Party,,,DEM,64,24,88
Hood,12,Straight Party,,,DEM,81,29,110
Hood,13,Straight Party,,,DEM,116,30,146
Hood,14,Straight Party,,,DEM,115,58,173
Hood,15,Straight Party,,,DEM,10,4,14
Hood,16,Straight Party,,,DEM,198,47,245
Hood,Total,Straight Party,,,DEM,1379,506,1885
Hood,1,Straight Party,,,LIB,1,2,3
Hood,2,Straight Party,,,LIB,10,5,15
Hood,3,Straight Party,,,LIB,5,4,9
Hood,4,Straight Party,,,LIB,5,4,9
Hood, 5/6,Straight Party,,,LIB,3,3,6
Hood,7,Straight Party,,,LIB,0,2,2
Hood,8,Straight Party,,,LIB,9,5,14
Hood,9,Straight Party,,,LIB,10,5,15
Hood,10,Straight Party,,,LIB,15,7,22
Hood,11,Straight Party,,,LIB,5,3,8
Hood,12,Straight Party,,,LIB,7,2,9
Hood,13,Straight Party,,,LIB,4,4,8
Hood,14,Straight Party,,,LIB,9,5,14
