county,precinct,office,district,candidate,party,early_voting,election_day,votes
Kerr,101,Ballots Cast,,,,,,1912
Kerr,107,Ballots Cast,,,,,,665
Kerr,109,Ballots Cast,,,,,,975
Kerr,113,Ballots Cast,,,,,,1195
Kerr,118,Ballots Cast,,,,,,294
Kerr,119,Ballots Cast,,,,,,1461
Kerr,202,Ballots Cast,,,,,,1520
Kerr,211,Ballots Cast,,,,,,713
Kerr,215,Ballots Cast,,,,,,2000
Kerr,220,Ballots Cast,,,,,,1879
Kerr,303,Ballots Cast,,,,,,669
Kerr,308,Ballots Cast,,,,,,391
Kerr,312,Ballots Cast,,,,,,2367
Kerr,314,Ballots Cast,,,,,,1144
Kerr,404,Ballots Cast,,,,,,791
Kerr,405,Ballots Cast,,,,,,1991
Kerr,406,Ballots Cast,,,,,,2065
Kerr,410,Ballots Cast,,,,,,203
Kerr,416,Ballots Cast,,,,,,1143
Kerr,417,Ballots Cast,,,,,,1201
Kerr,Total,Ballots Cast,,,,,,24579
Kerr,101,Straight Party,,,REP,724,173,897
Kerr,107,Straight Party,,,REP,228,69,297
Kerr,109,Straight Party,,,REP,424,75,499
Kerr,113,Straight Party,,,REP,410,93,503
Kerr,118,Straight Party,,,REP,97,12,109
Kerr,119,Straight Party,,,REP,515,97,612
Kerr,202,Straight Party,,,REP,492,205,697
Kerr,211,Straight Party,,,REP,259,56,315
Kerr,215,Straight Party,,,REP,760,192,952
Kerr,220,Straight Party,,,REP,842,84,926
Kerr,303,Straight Party,,,REP,309,49,358
Kerr,308,Straight Party,,,REP,112,63,175
Kerr,312,Straight Party,,,REP,809,157,966
Kerr,314,Straight Party,,,REP,289,88,377
Kerr,404,Straight Party,,,REP,243,65,308
Kerr,405,Straight Party,,,REP,427,138,565
Kerr,406,Straight Party,,,REP,810,146,956
Kerr,410,Straight Party,,,REP,81,17,98
Kerr,416,Straight Party,,,REP,419,120,539
Kerr,417,Straight Party,,,REP,428,91,519
Kerr,Total,Straight Party,,,REP,8678,1990,10668
Kerr,101,Straight Party,,,DEM,115,43,158
Kerr,107,Straight Party,,,DEM,46,17,63
Kerr,109,Straight Party,,,DEM,56,8,64
Kerr,113,Straight Party,,,DEM,110,19,129
Kerr,118,Straight Party,,,DEM,33,10,43
Kerr,119,Straight Party,,,DEM,140,29,169
Kerr,202,Straight Party,,,DEM,72,34,106
Kerr,211,Straight Party,,,DEM,56,20,76
Kerr,215,Straight Party,,,DEM,117,42,159
Kerr,220,Straight Party,,,DEM,115,14,129
Kerr,303,Straight Party,,,DEM,38,9,47
Kerr,308,Straight Party,,,DEM,32,21,53
Kerr,312,Straight Party,,,DEM,249,61,310
Kerr,314,Straight Party,,,DEM,171,69,240
Kerr,404,Straight Party,,,DEM,26,3,29
Kerr,405,Straight Party,,,DEM,93,19,112
Kerr,406,Straight Party,,,DEM,127,41,168
Kerr,410,Straight Party,,,DEM,5,1,6
Kerr,416,Straight Party,,,DEM,65,34,99
Kerr,417,Straight Party,,,DEM,73,10,83
Kerr,Total,Straight Party,,,DEM,1739,504,2243
Kerr,101,Straight Party,,,LIB,4,3,7
Kerr,107,Straight Party,,,LIB,2,2,4
Kerr,109,Straight Party,,,LIB,3,2,5
Kerr,113,Straight Party,,,LIB,2,5,7
Kerr,118,Straight Party,,,LIB,0,2,2
Kerr,119,Straight Party,,,LIB,8,3,11
Kerr,202,Straight Party,,,LIB,3,5,8
Kerr,211,Straight Party,,,LIB,3,1,4
Kerr,215,Straight Party,,,LIB,7,7,14
Kerr,220,Straight Party,,,LIB,2,2,4
Kerr,303,Straight Party,,,LIB,1,1,2
Kerr,308,Straight Party,,,LIB,0,0,0
Kerr,312,Straight Party,,,LIB,10,8,18
Kerr,314,Straight Party,,,LIB,9,4,13
Kerr,404,Straight Party,,,LIB,3,0,3
Kerr,405,Straight Party,,,LIB,1,4,5
Kerr,406,Straight Party,,,LIB,1,3,4
Kerr,410,Straight Party,,,LIB,0,0,0
Kerr,416,Straight Party,,,LIB,3,3,6
Kerr,417,Straight Party,,,LIB,2,3,5
Kerr,Total,Straight Party,,,LIB,64,58,122
Kerr,101,Straight Party,,,GRN,4,1,5
Kerr,107,Straight Party,,,GRN,2,1,3
Kerr,109,Straight Party,,,GRN,0,0,0
Kerr,113,Straight Party,,,GRN,1,0,1
Kerr,118,Straight Party,,,GRN,0,0,0
Kerr,119,Straight Party,,,GRN,1,0,1
Kerr,202,Straight Party,,,GRN,0,0,0
Kerr,211,Straight Party,,,GRN,1,1,2
Kerr,215,Straight Party,,,GRN,4,1,5
Kerr,220,Straight Party,,,GRN,0,0,0
Kerr,303,Straight Party,,,GRN,1,0,1
Kerr,308,Straight Party,,,GRN,0,0,0
Kerr,312,Straight Party,,,GRN,3,2,5
Kerr,314,Straight Party,,,GRN,3,1,4
Kerr,404,Straight Party,,,GRN,0,1,1
Kerr,405,Straight Party,,,GRN,0,0,0
Kerr,406,Straight Party,,,GRN,0,0,0
Kerr,410,Straight Party,,,GRN,0,0,0
Kerr,416,Straight Party,,,GRN,0,1,1
Kerr,417,Straight Party,,,GRN,1,0,1
Kerr,Total,Straight Party,,,GRN,21,9,30
Kerr,101,Straight Party,,Over Votes,,1,0,1
Kerr,107,Straight Party,,Over Votes,,0,0,0
Kerr,109,Straight Party,,Over Votes,,0,0,0
Kerr,113,Straight Party,,Over Votes,,0,0,0
Kerr,118,Straight Party,,Over Votes,,0,0,0
Kerr,119,Straight Party,,Over Votes,,0,0,0
Kerr,202,Straight Party,,Over Votes,,0,0,0
Kerr,211,Straight Party,,Over Votes,,0,0,0
Kerr,215,Straight Party,,Over Votes,,0,0,0
Kerr,220,Straight Party,,Over Votes,,0,0,0
Kerr,303,Straight Party,,Over Votes,,0,0,0
Kerr,308,Straight Party,,Over Votes,,0,0,0
Kerr,312,Straight Party,,Over Votes,,0,0,0
Kerr,314,Straight Party,,Over Votes,,1,0,1
Kerr,404,Straight Party,,Over Votes,,0,0,0
Kerr,405,Straight Party,,Over Votes,,0,0,0
Kerr,406,Straight Party,,Over Votes,,0,0,0
Kerr,410,Straight Party,,Over Votes,,0,0,0
Kerr,416,Straight Party,,Over Votes,,0,0,0
Kerr,417,Straight Party,,Over Votes,,0,0,0
Kerr,Total,Straight Party,,Over Votes,,2,0,2
Kerr,101,Straight Party,,Under Votes,,657,181,838
Kerr,107,Straight Party,,Under Votes,,192,103,295
Kerr,109,Straight Party,,Under Votes,,328,73,401
Kerr,113,Straight Party,,Under Votes,,420,126,546
Kerr,118,Straight Party,,Under Votes,,110,28,138
Kerr,119,Straight Party,,Under Votes,,481,180,661
Kerr,202,Straight Party,,Under Votes,,386,313,699
Kerr,211,Straight Party,,Under Votes,,234,77,311
Kerr,215,Straight Party,,Under Votes,,665,197,862
Kerr,220,Straight Party,,Under Votes,,667,147,814
Kerr,303,Straight Party,,Under Votes,,204,56,260
Kerr,308,Straight Party,,Under Votes,,94,66,160
Kerr,312,Straight Party,,Under Votes,,819,233,1052
Kerr,314,Straight Party,,Under Votes,,371,135,506
Kerr,404,Straight Party,,Under Votes,,212,81,293
Kerr,405,Straight Party,,Under Votes,,441,163,604
Kerr,406,Straight Party,,Under Votes,,729,194,923
Kerr,410,Straight Party,,Under Votes,,64,31,95
Kerr,416,Straight Party,,Under Votes,,366,129,495
Kerr,417,Straight Party,,Under Votes,,475,110,585
Kerr,Total,Straight Party,,Under Votes,,7915,2623,10538
Kerr,101,President,,Donald Trump,REP,1175,287,1462
Kerr,107,President,,Donald Trump,REP,376,143,519
Kerr,109,President,,Donald Trump,REP,657,122,779
Kerr,113,President,,Donald Trump,REP,692,164,856
Kerr,118,President,,Donald Trump,REP,172,30,202
Kerr,119,President,,Donald Trump,REP,808,196,1004
Kerr,202,President,,Donald Trump,REP,775,432,1207
Kerr,211,President,,Donald Trump,REP,402,99,501
Kerr,215,President,,Donald Trump,REP,1238,328,1566
Kerr,220,President,,Donald Trump,REP,1269,171,1440
Kerr,303,President,,Donald Trump,REP,450,87,537
Kerr,308,President,,Donald Trump,REP,173,106,279
Kerr,312,President,,Donald Trump,REP,1312,280,1592
Kerr,314,President,,Donald Trump,REP,493,165,658
Kerr,404,President,,Donald Trump,REP,422,132,554
Kerr,405,President,,Donald Trump,REP,714,245,959
Kerr,406,President,,Donald Trump,REP,1326,288,1614
Kerr,410,President,,Donald Trump,REP,137,42,179
Kerr,416,President,,Donald Trump,REP,679,212,891
Kerr,417,President,,Donald Trump,REP,754,174,928
Kerr,Total,President,,Donald Trump,REP,14024,3703,17727
Kerr,101,President,,Hillary Clinton,DEM,270,81,351
Kerr,107,President,,Hillary Clinton,DEM,74,38,112
Kerr,109,President,,Hillary Clinton,DEM,126,27,153
Kerr,113,President,,Hillary Clinton,DEM,207,47,254
Kerr,118,President,,Hillary Clinton,DEM,58,18,76
Kerr,119,President,,Hillary Clinton,DEM,280,76,356
Kerr,202,President,,Hillary Clinton,DEM,143,91,234
Kerr,211,President,,Hillary Clinton,DEM,117,39,156
Kerr,215,President,,Hillary Clinton,DEM,249,77,326
Kerr,220,President,,Hillary Clinton,DEM,283,47,330
Kerr,303,President,,Hillary Clinton,DEM,85,20,105
Kerr,308,President,,Hillary Clinton,DEM,56,39,95
Kerr,312,President,,Hillary Clinton,DEM,477,135,612
Kerr,314,President,,Hillary Clinton,DEM,305,110,415
Kerr,404,President,,Hillary Clinton,DEM,54,7,61
Kerr,405,President,,Hillary Clinton,DEM,215,54,269
Kerr,406,President,,Hillary Clinton,DEM,280,72,352
Kerr,410,President,,Hillary Clinton,DEM,10,4,14
Kerr,416,President,,Hillary Clinton,DEM,149,59,208
Kerr,417,President,,Hillary Clinton,DEM,173,29,202
Kerr,Total,President,,Hillary Clinton,DEM,3611,1070,4681
Kerr,101,President,,Gary Johnson,LIB,25,17,42
Kerr,107,President,,Gary Johnson,LIB,10,7,17
Kerr,109,President,,Gary Johnson,LIB,14,4,18
Kerr,113,President,,Gary Johnson,LIB,26,19,45
Kerr,118,President,,Gary Johnson,LIB,3,4,7
Kerr,119,President,,Gary Johnson,LIB,41,20,61
Kerr,202,President,,Gary Johnson,LIB,21,22,43
Kerr,211,President,,Gary Johnson,LIB,22,10,32
Kerr,215,President,,Gary Johnson,LIB,38,17,55
Kerr,220,President,,Gary Johnson,LIB,36,16,52
Kerr,303,President,,Gary Johnson,LIB,10,3,13
Kerr,308,President,,Gary Johnson,LIB,1,3,4
Kerr,312,President,,Gary Johnson,LIB,47,24,71
Kerr,314,President,,Gary Johnson,LIB,31,16,47
Kerr,404,President,,Gary Johnson,LIB,5,3,8
Kerr,405,President,,Gary Johnson,LIB,19,14,33
Kerr,406,President,,Gary Johnson,LIB,29,13,42
Kerr,410,President,,Gary Johnson,LIB,0,1,1
Kerr,416,President,,Gary Johnson,LIB,16,11,27
Kerr,417,President,,Gary Johnson,LIB,33,6,39
Kerr,Total,President,,Gary Johnson,LIB,427,230,657
Kerr,101,President,,Jill Stein,GRN,7,4,11
Kerr,107,President,,Jill Stein,GRN,2,3,5
Kerr,109,President,,Jill Stein,GRN,1,1,2
Kerr,113,President,,Jill Stein,GRN,5,4,9
Kerr,118,President,,Jill Stein,GRN,0,0,0
Kerr,119,President,,Jill Stein,GRN,4,4,8
Kerr,202,President,,Jill Stein,GRN,3,2,5
Kerr,211,President,,Jill Stein,GRN,4,3,7
Kerr,215,President,,Jill Stein,GRN,6,7,13
Kerr,220,President,,Jill Stein,GRN,8,2,10
Kerr,303,President,,Jill Stein,GRN,0,1,1
Kerr,308,President,,Jill Stein,GRN,2,2,4
Kerr,312,President,,Jill Stein,GRN,11,5,16
Kerr,314,President,,Jill Stein,GRN,7,3,10
Kerr,404,President,,Jill Stein,GRN,1,1,2
Kerr,405,President,,Jill Stein,GRN,1,1,2
Kerr,406,President,,Jill Stein,GRN,3,3,6
Kerr,410,President,,Jill Stein,GRN,0,0,0
Kerr,416,President,,Jill Stein,GRN,1,3,4
Kerr,417,President,,Jill Stein,GRN,0,1,1
Kerr,Total,President,,Jill Stein,GRN,66,50,116
Kerr,101,President,,Darrell L. Castle,,0,1,1
Kerr,107,President,,Darrell L. Castle,,0,0,0
Kerr,109,President,,Darrell L. Castle,,0,1,1
Kerr,113,President,,Darrell L. Castle,,0,1,1
Kerr,118,President,,Darrell L. Castle,,0,0,0
Kerr,119,President,,Darrell L. Castle,,0,0,0
Kerr,202,President,,Darrell L. Castle,,0,2,2
Kerr,211,President,,Darrell L. Castle,,0,0,0
Kerr,215,President,,Darrell L. Castle,,1,2,3
Kerr,220,President,,Darrell L. Castle,,0,0,0
Kerr,303,President,,Darrell L. Castle,,0,0,0
Kerr,308,President,,Darrell L. Castle,,0,0,0
Kerr,312,President,,Darrell L. Castle,,0,1,1
Kerr,314,President,,Darrell L. Castle,,1,0,1
Kerr,404,President,,Darrell L. Castle,,0,1,1
Kerr,405,President,,Darrell L. Castle,,0,0,0
Kerr,406,President,,Darrell L. Castle,,0,0,0
Kerr,410,President,,Darrell L. Castle,,0,0,0
Kerr,416,President,,Darrell L. Castle,,0,0,0
Kerr,417,President,,Darrell L. Castle,,3,0,3
Kerr,Total,President,,Darrell L. Castle,,5,9,14
Kerr,101,President,,Tom Hoefling,,0,2,2
Kerr,107,President,,Tom Hoefling,,0,0,0
Kerr,109,President,,Tom Hoefling,,0,0,0
Kerr,113,President,,Tom Hoefling,,0,0,0
Kerr,118,President,,Tom Hoefling,,0,0,0
Kerr,119,President,,Tom Hoefling,,0,0,0
Kerr,202,President,,Tom Hoefling,,0,0,0
Kerr,211,President,,Tom Hoefling,,0,0,0
Kerr,215,President,,Tom Hoefling,,0,0,0
Kerr,220,President,,Tom Hoefling,,0,0,0
Kerr,303,President,,Tom Hoefling,,0,0,0
Kerr,308,President,,Tom Hoefling,,0,0,0
Kerr,312,President,,Tom Hoefling,,0,0,0
Kerr,314,President,,Tom Hoefling,,0,0,0
Kerr,404,President,,Tom Hoefling,,0,0,0
Kerr,405,President,,Tom Hoefling,,0,0,0
Kerr,406,President,,Tom Hoefling,,0,0,0
Kerr,410,President,,Tom Hoefling,,0,0,0
Kerr,416,President,,Tom Hoefling,,0,0,0
Kerr,417,President,,Tom Hoefling,,0,0,0
Kerr,Total,President,,Tom Hoefling,,0,2,2
Kerr,101,President,,Laurence Kotlikoff,,0,0,0
Kerr,107,President,,Laurence Kotlikoff,,0,0,0
Kerr,109,President,,Laurence Kotlikoff,,0,0,0
Kerr,113,President,,Laurence Kotlikoff,,0,0,0
Kerr,118,President,,Laurence Kotlikoff,,0,0,0
Kerr,119,President,,Laurence Kotlikoff,,0,0,0
Kerr,202,President,,Laurence Kotlikoff,,0,0,0
Kerr,211,President,,Laurence Kotlikoff,,0,0,0
Kerr,215,President,,Laurence Kotlikoff,,0,0,0
Kerr,220,President,,Laurence Kotlikoff,,0,1,1
Kerr,303,President,,Laurence Kotlikoff,,0,0,0
Kerr,308,President,,Laurence Kotlikoff,,0,0,0
Kerr,312,President,,Laurence Kotlikoff,,0,0,0
Kerr,314,President,,Laurence Kotlikoff,,0,0,0
Kerr,404,President,,Laurence Kotlikoff,,0,0,0
Kerr,405,President,,Laurence Kotlikoff,,0,0,0
Kerr,406,President,,Laurence Kotlikoff,,0,0,0
Kerr,410,President,,Laurence Kotlikoff,,0,0,0
Kerr,416,President,,Laurence Kotlikoff,,0,0,0
Kerr,417,President,,Laurence Kotlikoff,,0,0,0
Kerr,Total,President,,Laurence Kotlikoff,,0,1,1
Kerr,101,President,,Michael A. Maturen,,0,0,0
Kerr,107,President,,Michael A. Maturen,,0,0,0
