county,precinct,office,district,party,candidate,votes,early_voting,election_day
Dallam,Total,Ballots Cast,,REP,,2267,1105,1162
Dallam,1,Ballots Cast,,REP,,217,,217
Dallam,2,Ballots Cast,,REP,,168,,168
Dallam,3,Ballots Cast,,REP,,400,,400
Dallam,4,Ballots Cast,,REP,,377,,377
Dallam,Total,President,,REP,RAND PAUL,5,5,0
Dallam,Total,President,,REP,ELIZABETH GRAY,1,0,1
Dallam,Total,President,,REP,RICK SANTORUM,4,2,2
Dallam,Total,President,,REP,MIKE HUCKABEE,14,11,3
Dallam,Total,President,,REP,DONALD J. TRUMP,516,271,245
Dallam,Total,President,,REP,JOHN R. KASICH,47,31,16
Dallam,Total,President,,REP,BEN CARSON,119,42,77
Dallam,Total,President,,REP,JEB BUSH,52,46,6
Dallam,Total,President,,REP,MARCO RUBIO,380,196,184
Dallam,Total,President,,REP,LINDSEY GRAHAM,1,0,1
Dallam,Total,President,,REP,TED CRUZ,943,399,544
Dallam,Total,President,,REP,CHRIS CHRISTIE,2,0,2
Dallam,Total,President,,REP,CARLY FIORINA,4,2,2
Dallam,Total,President,,REP,UNCOMMITTED,72,41,31
Dallam,1,President,,REP,RAND PAUL,0,,0
Dallam,1,President,,REP,ELIZABETH GRAY,0,,0
Dallam,1,President,,REP,RICK SANTORUM,0,,0
Dallam,1,President,,REP,MIKE HUCKABEE,1,,1
Dallam,1,President,,REP,DONALD J. TRUMP,40,,40
Dallam,1,President,,REP,JOHN R. KASICH,2,,2
Dallam,1,President,,REP,BEN CARSON,9,,9
Dallam,1,President,,REP,JEB BUSH,2,,2
Dallam,1,President,,REP,MARCO RUBIO,36,,36
Dallam,1,President,,REP,LINDSEY GRAHAM,1,,1
Dallam,1,President,,REP,TED CRUZ,102,,102
Dallam,1,President,,REP,CHRIS CHRISTIE,0,,0
Dallam,1,President,,REP,CARLY FIORINA,1,,1
Dallam,1,President,,REP,UNCOMMITTED,9,,9
Dallam,2,President,,REP,RAND PAUL,0,,0
Dallam,2,President,,REP,ELIZABETH GRAY,0,,0
Dallam,2,President,,REP,RICK SANTORUM,0,,0
Dallam,2,President,,REP,MIKE HUCKABEE,0,,0
Dallam,2,President,,REP,DONALD J. TRUMP,22,,22
Dallam,2,President,,REP,JOHN R. KASICH,3,,3
Dallam,2,President,,REP,BEN CARSON,7,,7
Dallam,2,President,,REP,JEB BUSH,2,,2
Dallam,2,President,,REP,MARCO RUBIO,35,,35
Dallam,2,President,,REP,LINDSEY GRAHAM,0,,0
Dallam,2,President,,REP,TED CRUZ,85,,85
Dallam,2,President,,REP,CHRIS CHRISTIE,1,,1
Dallam,2,President,,REP,CARLY FIORINA,0,,0
Dallam,2,President,,REP,UNCOMMITTED,4,,4
Dallam,3,President,,REP,RAND PAUL,0,,0
Dallam,3,President,,REP,ELIZABETH GRAY,1,,1
Dallam,3,President,,REP,RICK SANTORUM,1,,1
Dallam,3,President,,REP,MIKE HUCKABEE,2,,2
Dallam,3,President,,REP,DONALD J. TRUMP,92,,92
Dallam,3,President,,REP,JOHN R. KASICH,5,,5
Dallam,3,President,,REP,BEN CARSON,36,,36
Dallam,3,President,,REP,JEB BUSH,0,,0
Dallam,3,President,,REP,MARCO RUBIO,49,,49
Dallam,3,President,,REP,LINDSEY GRAHAM,0,,0
Dallam,3,President,,REP,TED CRUZ,193,,193
Dallam,3,President,,REP,CHRIS CHRISTIE,0,,0
Dallam,3,President,,REP,CARLY FIORINA,0,,0
Dallam,3,President,,REP,UNCOMMITTED,9,,9
Dallam,4,President,,REP,RAND PAUL,0,,0
Dallam,4,President,,REP,ELIZABETH GRAY,0,,0
Dallam,4,President,,REP,RICK SANTORUM,1,,1
Dallam,4,President,,REP,MIKE HUCKABEE,0,,0
Dallam,4,President,,REP,DONALD J. TRUMP,91,,91
Dallam,4,President,,REP,JOHN R. KASICH,6,,6
Dallam,4,President,,REP,BEN CARSON,25,,25
Dallam,4,President,,REP,JEB BUSH,2,,2
Dallam,4,President,,REP,MARCO RUBIO,64,,64
Dallam,4,President,,REP,LINDSEY GRAHAM,0,,0
Dallam,4,President,,REP,TED CRUZ,164,,164
Dallam,4,President,,REP,CHRIS CHRISTIE,1,,1
Dallam,4,President,,REP,CARLY FIORINA,1,,1
Dallam,4,President,,REP,UNCOMMITTED,9,,9
Dallam,Total,U.S. House,11,REP,MIKE CONAWAY,1799,893,906
Dallam,1,U.S. House,11,REP,MIKE CONAWAY,151,,151
Dallam,2,U.S. House,11,REP,MIKE CONAWAY,106,,106
Dallam,3,U.S. House,11,REP,MIKE CONAWAY,330,,330
Dallam,4,U.S. House,11,REP,MIKE CONAWAY,319,,319
Dallam,Total,Railroad Commissioner,,REP,JOHN GREYTOK,163,86,77
Dallam,Total,Railroad Commissioner,,REP,WESTON MARTINEZ,250,110,140
Dallam,Total,Railroad Commissioner,,REP,GARY GATES,366,201,165
Dallam,Total,Railroad Commissioner,,REP,WAYNE CHRISTIAN,332,152,180
Dallam,Total,Railroad Commissioner,,REP,DOUG JEFFREY,121,54,67
Dallam,Total,Railroad Commissioner,,REP,RON HALE,190,84,106
Dallam,Total,Railroad Commissioner,,REP,LANCE N. CHRISTIAN,190,122,68
Dallam,1,Railroad Commissioner,,REP,JOHN GREYTOK,13,,13
Dallam,1,Railroad Commissioner,,REP,WESTON MARTINEZ,43,,43
Dallam,1,Railroad Commissioner,,REP,GARY GATES,16,,16
Dallam,1,Railroad Commissioner,,REP,WAYNE CHRISTIAN,26,,26
Dallam,1,Railroad Commissioner,,REP,DOUG JEFFREY,9,,9
Dallam,1,Railroad Commissioner,,REP,RON HALE,13,,13
Dallam,1,Railroad Commissioner,,REP,LANCE N. CHRISTIAN,9,,9
Dallam,2,Railroad Commissioner,,REP,JOHN GREYTOK,8,,8
Dallam,2,Railroad Commissioner,,REP,WESTON MARTINEZ,36,,36
Dallam,2,Railroad Commissioner,,REP,GARY GATES,15,,15
Dallam,2,Railroad Commissioner,,REP,WAYNE CHRISTIAN,23,,23
Dallam,2,Railroad Commissioner,,REP,DOUG JEFFREY,10,,10
Dallam,2,Railroad Commissioner,,REP,RON HALE,9,,9
Dallam,2,Railroad Commissioner,,REP,LANCE N. CHRISTIAN,11,,11
Dallam,3,Railroad Commissioner,,REP,JOHN GREYTOK,35,,35
Dallam,3,Railroad Commissioner,,REP,WESTON MARTINEZ,37,,37
Dallam,3,Railroad Commissioner,,REP,GARY GATES,67,,67
Dallam,3,Railroad Commissioner,,REP,WAYNE CHRISTIAN,63,,63
Dallam,3,Railroad Commissioner,,REP,DOUG JEFFREY,19,,19
Dallam,3,Railroad Commissioner,,REP,RON HALE,39,,39
Dallam,3,Railroad Commissioner,,REP,LANCE N. CHRISTIAN,32,,32
Dallam,4,Railroad Commissioner,,REP,JOHN GREYTOK,21,,21
Dallam,4,Railroad Commissioner,,REP,WESTON MARTINEZ,24,,24
Dallam,4,Railroad Commissioner,,REP,GARY GATES,67,,67
Dallam,4,Railroad Commissioner,,REP,WAYNE CHRISTIAN,68,,68
Dallam,4,Railroad Commissioner,,REP,DOUG JEFFREY,29,,29
Dallam,4,Railroad Commissioner,,REP,RON HALE,45,,45
