county,precinct,office,district,party,candidate,votes,early_voting,election_day
McLennan,1,Registered Voters - Total,,,,1077,,
McLennan,1,President,,DEM,Star Locke,1,0,1
McLennan,1,President,,DEM,Keith Judd,0,0,0
McLennan,1,President,,DEM,Willie L. Wilson,0,0,0
McLennan,1,President,,DEM,Hillary Clinton,131,1,130
McLennan,1,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
McLennan,1,President,,DEM,Bernie Sanders,88,5,83
McLennan,1,President,,DEM,Calvis L. Hawes,0,0,0
McLennan,1,President,,DEM,Martin J. O'Malley,0,0,0
McLennan,1,U.S. House,17,DEM,William Matta,171,6,165
McLennan,1,Railroad Commissioner,,DEM,Lon Burnam,40,4,36
McLennan,1,Railroad Commissioner,,DEM,Cody Garrett,65,2,63
McLennan,1,Railroad Commissioner,,DEM,Grady Yarbrough,55,0,55
McLennan,1,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,161,6,155
McLennan,1,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,159,6,153
McLennan,1,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,159,6,153
McLennan,1,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",156,6,150
McLennan,1,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,163,6,157
McLennan,1,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,154,6,148
McLennan,1,State Senator,22,DEM,Michael Collins,157,6,151
McLennan,1,County Chair,,DEM,Mary Duty,162,5,157
McLennan,2,Registered Voters - Total,,,,1518,,
McLennan,2,President,,DEM,Star Locke,0,0,0
McLennan,2,President,,DEM,Keith Judd,0,0,0
McLennan,2,President,,DEM,Willie L. Wilson,0,0,0
McLennan,2,President,,DEM,Hillary Clinton,13,1,12
McLennan,2,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
McLennan,2,President,,DEM,Bernie Sanders,4,3,1
McLennan,2,President,,DEM,Calvis L. Hawes,0,0,0
McLennan,2,President,,DEM,Martin J. O'Malley,0,0,0
McLennan,2,U.S. House,17,DEM,William Matta,13,2,11
McLennan,2,Railroad Commissioner,,DEM,Lon Burnam,1,0,1
McLennan,2,Railroad Commissioner,,DEM,Cody Garrett,7,2,5
McLennan,2,Railroad Commissioner,,DEM,Grady Yarbrough,6,1,5
McLennan,2,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,14,3,11
McLennan,2,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,14,4,10
McLennan,2,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,14,4,10
McLennan,2,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",13,3,10
McLennan,2,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,16,4,12
McLennan,2,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,13,3,10
McLennan,2,State Senator,22,DEM,Michael Collins,13,3,10
McLennan,2,County Chair,,DEM,Mary Duty,16,4,12
McLennan,3,Registered Voters - Total,,,,6390,,
McLennan,3,President,,DEM,Star Locke,0,0,0
McLennan,3,President,,DEM,Keith Judd,0,0,0
McLennan,3,President,,DEM,Willie L. Wilson,0,0,0
McLennan,3,President,,DEM,Hillary Clinton,49,12,37
McLennan,3,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
McLennan,3,President,,DEM,Bernie Sanders,135,29,106
McLennan,3,President,,DEM,Calvis L. Hawes,0,0,0
McLennan,3,President,,DEM,Martin J. O'Malley,0,0,0
McLennan,3,U.S. House,17,DEM,William Matta,145,35,110
McLennan,3,Railroad Commissioner,,DEM,Lon Burnam,29,10,19
McLennan,3,Railroad Commissioner,,DEM,Cody Garrett,53,11,42
McLennan,3,Railroad Commissioner,,DEM,Grady Yarbrough,33,6,27
McLennan,3,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,137,33,104
McLennan,3,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,140,34,106
McLennan,3,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,140,34,106
McLennan,3,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",137,34,103
McLennan,3,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,141,34,107
McLennan,3,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,138,34,104
McLennan,3,State Senator,22,DEM,Michael Collins,137,32,105
McLennan,3,County Chair,,DEM,Mary Duty,137,32,105
McLennan,4,Registered Voters - Total,,,,393,,
McLennan,4,President,,DEM,Star Locke,0,0,0
McLennan,4,President,,DEM,Keith Judd,0,0,0
McLennan,4,President,,DEM,Willie L. Wilson,0,0,0
McLennan,4,President,,DEM,Hillary Clinton,7,3,4
McLennan,4,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
McLennan,4,President,,DEM,Bernie Sanders,7,2,5
McLennan,4,President,,DEM,Calvis L. Hawes,0,0,0
McLennan,4,President,,DEM,Martin J. O'Malley,0,0,0
McLennan,4,U.S. House,17,DEM,William Matta,12,5,7
McLennan,4,Railroad Commissioner,,DEM,Lon Burnam,3,1,2
McLennan,4,Railroad Commissioner,,DEM,Cody Garrett,6,2,4
McLennan,4,Railroad Commissioner,,DEM,Grady Yarbrough,2,1,1
McLennan,4,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,12,5,7
McLennan,4,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,13,5,8
McLennan,4,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,13,5,8
McLennan,4,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",13,5,8
McLennan,4,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,13,5,8
McLennan,4,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,13,5,8
McLennan,4,State Senator,22,DEM,Michael Collins,13,5,8
McLennan,4,County Chair,,DEM,Mary Duty,12,5,7
McLennan,5,Registered Voters - Total,,,,2796,,
McLennan,5,President,,DEM,Star Locke,0,0,0
McLennan,5,President,,DEM,Keith Judd,0,0,0
McLennan,5,President,,DEM,Willie L. Wilson,0,0,0
McLennan,5,President,,DEM,Hillary Clinton,38,14,24
McLennan,5,President,,DEM,"Roque ""Rocky"" De La Fuente",1,0,1
McLennan,5,President,,DEM,Bernie Sanders,12,2,10
McLennan,5,President,,DEM,Calvis L. Hawes,0,0,0
McLennan,5,President,,DEM,Martin J. O'Malley,0,0,0
McLennan,5,U.S. House,17,DEM,William Matta,37,12,25
McLennan,5,Railroad Commissioner,,DEM,Lon Burnam,10,5,5
McLennan,5,Railroad Commissioner,,DEM,Cody Garrett,18,5,13
McLennan,5,Railroad Commissioner,,DEM,Grady Yarbrough,10,4,6
McLennan,5,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,36,13,23
McLennan,5,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,41,15,26
McLennan,5,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,34,13,21
McLennan,5,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",36,13,23
McLennan,5,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,39,14,25
McLennan,5,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,34,13,21
McLennan,5,State Senator,22,DEM,Michael Collins,37,14,23
McLennan,5,County Chair,,DEM,Mary Duty,40,13,27
McLennan,6,Registered Voters - Total,,,,2589,,
McLennan,6,President,,DEM,Star Locke,0,0,0
McLennan,6,President,,DEM,Keith Judd,0,0,0
McLennan,6,President,,DEM,Willie L. Wilson,0,0,0
McLennan,6,President,,DEM,Hillary Clinton,30,3,27
McLennan,6,President,,DEM,"Roque ""Rocky"" De La Fuente",1,0,1
McLennan,6,President,,DEM,Bernie Sanders,17,6,11
McLennan,6,President,,DEM,Calvis L. Hawes,0,0,0
McLennan,6,President,,DEM,Martin J. O'Malley,0,0,0
McLennan,6,U.S. House,17,DEM,William Matta,37,7,30
McLennan,6,Railroad Commissioner,,DEM,Lon Burnam,5,3,2
McLennan,6,Railroad Commissioner,,DEM,Cody Garrett,17,2,15
McLennan,6,Railroad Commissioner,,DEM,Grady Yarbrough,18,3,15
McLennan,6,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,36,7,29
McLennan,6,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,40,7,33
McLennan,6,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,34,7,27
McLennan,6,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",36,7,29
McLennan,6,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,35,7,28
McLennan,6,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,36,7,29
McLennan,6,State Senator,22,DEM,Michael Collins,36,7,29
McLennan,6,County Chair,,DEM,Mary Duty,36,7,29
McLennan,7,Registered Voters - Total,,,,4557,,
McLennan,7,President,,DEM,Star Locke,0,0,0
McLennan,7,President,,DEM,Keith Judd,0,0,0
McLennan,7,President,,DEM,Willie L. Wilson,0,0,0
McLennan,7,President,,DEM,Hillary Clinton,58,16,42
McLennan,7,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
McLennan,7,President,,DEM,Bernie Sanders,63,23,40
McLennan,7,President,,DEM,Calvis L. Hawes,0,0,0
McLennan,7,President,,DEM,Martin J. O'Malley,0,0,0
McLennan,7,U.S. House,17,DEM,William Matta,87,28,59
McLennan,7,Railroad Commissioner,,DEM,Lon Burnam,19,7,12
McLennan,7,Railroad Commissioner,,DEM,Cody Garrett,33,7,26
McLennan,7,Railroad Commissioner,,DEM,Grady Yarbrough,28,9,19
McLennan,7,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,82,24,58
McLennan,7,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,84,26,58
McLennan,7,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,79,23,56
McLennan,7,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",79,23,56
McLennan,7,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,80,23,57
McLennan,7,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,79,23,56
McLennan,7,State Senator,22,DEM,Michael Collins,83,25,58
McLennan,7,County Chair,,DEM,Mary Duty,79,24,55
McLennan,8,Registered Voters - Total,,,,3510,,
McLennan,8,President,,DEM,Star Locke,0,0,0
McLennan,8,President,,DEM,Keith Judd,0,0,0
McLennan,8,President,,DEM,Willie L. Wilson,0,0,0
McLennan,8,President,,DEM,Hillary Clinton,79,20,59
McLennan,8,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
McLennan,8,President,,DEM,Bernie Sanders,56,10,46
McLennan,8,President,,DEM,Calvis L. Hawes,0,0,0
McLennan,8,President,,DEM,Martin J. O'Malley,0,0,0
McLennan,8,U.S. House,17,DEM,William Matta,120,28,92
McLennan,8,Railroad Commissioner,,DEM,Lon Burnam,26,12,14
McLennan,8,Railroad Commissioner,,DEM,Cody Garrett,43,6,37
McLennan,8,Railroad Commissioner,,DEM,Grady Yarbrough,29,7,22
McLennan,8,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,108,28,80
McLennan,8,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,115,28,87
McLennan,8,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,105,28,77
McLennan,8,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",110,28,82
McLennan,8,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,108,28,80
McLennan,8,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,106,28,78
McLennan,8,State Senator,22,DEM,Michael Collins,110,26,84
McLennan,8,County Chair,,DEM,Mary Duty,114,27,87
McLennan,9,Registered Voters - Total,,,,2847,,
McLennan,9,President,,DEM,Star Locke,0,0,0
