county,precinct,office,district,candidate,party,votes,absentee,early_voting,election_day,provisional
Jones,101,Ballots Cast,,,,841,74,504,263,0
Jones,102,Ballots Cast,,,,99,9,23,67,0
Jones,103,Ballots Cast,,,,303,20,135,148,0
Jones,201,Ballots Cast,,,,1049,72,483,494,0
Jones,202,Ballots Cast,,,,186,14,32,140,0
Jones,203,Ballots Cast,,,,185,15,99,70,0
Jones,301,Ballots Cast,,,,176,13,77,86,0
Jones,302,Ballots Cast,,,,652,61,206,383,2
Jones,303,Ballots Cast,,,,793,38,270,484,1
Jones,401,Ballots Cast,,,,938,84,367,486,1
Jones,402,Ballots Cast,,,,820,71,409,340,0
Jones,Total,Ballots Cast,,,,6042,,,,
Jones,101,Straight Party,,,REP,420,33,265,122,0
Jones,102,Straight Party,,,REP,27,1,10,16,0
Jones,103,Straight Party,,,REP,91,8,34,49,0
Jones,201,Straight Party,,,REP,329,31,157,141,0
Jones,202,Straight Party,,,REP,84,6,13,65,0
Jones,203,Straight Party,,,REP,96,10,46,40,0
Jones,301,Straight Party,,,REP,94,2,43,49,0
Jones,302,Straight Party,,,REP,359,32,113,212,2
Jones,303,Straight Party,,,REP,364,18,128,218,0
Jones,401,Straight Party,,,REP,459,37,199,222,1
Jones,402,Straight Party,,,REP,284,26,149,109,0
Jones,Total,Straight Party,,,REP,2607,,,,
Jones,101,Straight Party,,,DEM,79,8,44,27,0
Jones,102,Straight Party,,,DEM,25,4,2,19,0
Jones,103,Straight Party,,,DEM,34,1,18,15,0
Jones,201,Straight Party,,,DEM,130,6,45,79,0
Jones,202,Straight Party,,,DEM,19,1,7,11,0
Jones,203,Straight Party,,,DEM,8,3,3,2,0
Jones,301,Straight Party,,,DEM,7,2,2,3,0
Jones,302,Straight Party,,,DEM,28,2,12,14,0
Jones,303,Straight Party,,,DEM,43,3,16,23,1
Jones,401,Straight Party,,,DEM,43,3,20,20,0
Jones,402,Straight Party,,,DEM,68,8,33,27,0
Jones,Total,Straight Party,,,DEM,484,,,,
Jones,101,Straight Party,,,LIB,3,1,2,0,0
Jones,102,Straight Party,,,LIB,0,0,0,0,0
Jones,103,Straight Party,,,LIB,5,0,3,2,0
Jones,201,Straight Party,,,LIB,6,0,1,5,0
Jones,202,Straight Party,,,LIB,6,0,0,6,0
Jones,203,Straight Party,,,LIB,1,0,0,1,0
Jones,301,Straight Party,,,LIB,1,0,0,1,0
Jones,302,Straight Party,,,LIB,2,0,0,2,0
Jones,303,Straight Party,,,LIB,2,1,0,1,0
Jones,401,Straight Party,,,LIB,4,2,0,2,0
Jones,402,Straight Party,,,LIB,3,0,2,1,0
Jones,Total,Straight Party,,,LIB,33,,,,
Jones,101,Straight Party,,,GRN,0,0,0,0,0
Jones,102,Straight Party,,,GRN,0,0,0,0,0
