county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Uvalde,1,Ballots Cast,,,,986,82,680,224
Uvalde,1,President,,Rep,Donald Trump,477,25,355,97
Uvalde,1,President,,Dem,Hillary Clinton,465,56,295,114
Uvalde,1,President,,Lbt,Gary Johnson,20,1,14,5
Uvalde,1,President,,Grn,Jill Stein,2,0,0,2
Uvalde,1,President,,,Darrell Castle,1,0,0,1
Uvalde,1,President,,,Evan McMullin,1,0,1,1
Uvalde,1,U.S. House,23,Rep,Will Hurd,473,24,360,89
Uvalde,1,U.S. House,23,Dem,Pete Gallego,447,54,284,109
Uvalde,1,U.S. House,23,Lbt,Ruben Corvalan,43,2,23,18
Uvalde,1,Railroad Commissioner,,Rep,Wayne Christian,417,24,316,77
Uvalde,1,Railroad Commissioner,,Dem,Grady Yarbrough,417,49,272,96
Uvalde,1,Railroad Commissioner,,Lbt,Mark Miller,42,1,27,14
Uvalde,1,Railroad Commissioner,,Grn,Martina Salinas,63,3,35,25
Uvalde,1,State Senate,19,Rep,Peter Flores,430,20,327,83
Uvalde,1,State Senate,19,Dem,Carlos Uresti,491,55,314,122
Uvalde,1,State Senate,19,Lbt,Max Martin,23,2,14,7
Uvalde,1,State House,80,Dem,Tracy King,733,66,496,171
Uvalde,2,Ballots Cast,,,,828,61,251,516
Uvalde,2,President,,Rep,Donald Trump,501,21,192,288
Uvalde,2,President,,Dem,Hillary Clinton,306,38,55,213
Uvalde,2,President,,Lbt,Gary Johnson,7,0,0,7
Uvalde,2,President,,Grn,Jill Stein,8,2,1,5
Uvalde,2,U.S. House,23,Rep,Will Hurd,500,23,192,285
Uvalde,2,U.S. House,23,Dem,Pete Gallego,286,35,52,199
Uvalde,2,U.S. House,23,Lbt,Ruben Corvalan,33,3,6,24
Uvalde,2,Railroad Commissioner,,Rep,Wayne Christian,426,20,169,237
Uvalde,2,Railroad Commissioner,,Dem,Grady Yarbrough,287,34,50,203
Uvalde,2,Railroad Commissioner,,Lbt,Mark Miller,43,0,17,26
Uvalde,2,Railroad Commissioner,,Grn,Martina Salinas,36,4,11,21
Uvalde,2,State Senate,19,Rep,Peter Flores,416,18,179,219
Uvalde,2,State Senate,19,Dem,Carlos Uresti,335,43,56,236
Uvalde,2,State Senate,19,Lbt,Max Martin,31,0,6,25
Uvalde,2,State House,80,Dem,Tracy King,583,46,153,384
Uvalde,3,Ballots Cast,,,,434,17,77,340
Uvalde,3,President,,Rep,Donald Trump,388,17,63,308
Uvalde,3,President,,Dem,Hillary Clinton,41,0,13,28
Uvalde,3,President,,Lbt,Gary Johnson,3,0,1,2
Uvalde,3,President,,Grn,Jill Stein,2,0,0,2
Uvalde,3,U.S. House,23,Rep,Will Hurd,377,16,63,298
Uvalde,3,U.S. House,23,Dem,Pete Gallego,37,0,12,25
