county,precinct,office,district,candidate,party,votes,absentee,early_voting,election_day
Wharton,101,President,,Donald J. Trump,REP,852,55,642,155
Wharton,102,President,,Donald J. Trump,REP,1152,74,953,125
Wharton,103,President,,Donald J. Trump,REP,864,43,505,316
Wharton,201,President,,Donald J. Trump,REP,1475,77,649,749
Wharton,202,President,,Donald J. Trump,REP,165,9,127,29
Wharton,203,President,,Donald J. Trump,REP,623,39,440,144
Wharton,301,President,,Donald J. Trump,REP,1317,52,1047,218
Wharton,302,President,,Donald J. Trump,REP,1006,43,801,162
Wharton,303,President,,Donald J. Trump,REP,1199,56,852,291
Wharton,401,President,,Donald J. Trump,REP,702,46,514,142
Wharton,402,President,,Donald J. Trump,REP,537,24,403,110
Wharton,403,President,,Donald J. Trump,REP,257,15,192,50
Wharton,Total,President,,Donald J. Trump,REP,10149,,,
Wharton,101,President,,Hillary Clinton,DEM,466,22,304,140
Wharton,102,President,,Hillary Clinton,DEM,364,29,238,97
Wharton,103,President,,Hillary Clinton,DEM,286,19,152,115
Wharton,201,President,,Hillary Clinton,DEM,247,34,75,138
Wharton,202,President,,Hillary Clinton,DEM,335,33,189,113
Wharton,203,President,,Hillary Clinton,DEM,971,113,615,243
Wharton,301,President,,Hillary Clinton,DEM,199,11,141,47
Wharton,302,President,,Hillary Clinton,DEM,311,23,215,73
Wharton,303,President,,Hillary Clinton,DEM,131,13,65,53
Wharton,401,President,,Hillary Clinton,DEM,556,33,318,205
Wharton,402,President,,Hillary Clinton,DEM,209,14,125,70
Wharton,403,President,,Hillary Clinton,DEM,163,14,96,53
Wharton,Total,President,,Hillary Clinton,DEM,4238,,,
Wharton,101,President,,Gary Johnson,LIB,41,3,21,17
Wharton,102,President,,Gary Johnson,LIB,33,0,20,13
Wharton,103,President,,Gary Johnson,LIB,20,2,10,8
Wharton,201,President,,Gary Johnson,LIB,18,3,6,9
Wharton,202,President,,Gary Johnson,LIB,2,0,2,0
Wharton,203,President,,Gary Johnson,LIB,35,6,19,10
Wharton,301,President,,Gary Johnson,LIB,37,3,17,17
Wharton,302,President,,Gary Johnson,LIB,25,1,14,10
Wharton,303,President,,Gary Johnson,LIB,18,2,8,8
Wharton,401,President,,Gary Johnson,LIB,19,0,9,10
Wharton,402,President,,Gary Johnson,LIB,19,0,10,9
Wharton,403,President,,Gary Johnson,LIB,2,0,2,0
Wharton,Total,President,,Gary Johnson,LIB,269,,,
Wharton,101,President,,Jill Stein,GRN,7,0,3,4
Wharton,102,President,,Jill Stein,GRN,5,1,4,0
Wharton,103,President,,Jill Stein,GRN,3,0,1,2
Wharton,201,President,,Jill Stein,GRN,2,0,1,1
Wharton,202,President,,Jill Stein,GRN,0,0,0,0
Wharton,203,President,,Jill Stein,GRN,12,5,4,3
Wharton,301,President,,Jill Stein,GRN,6,0,4,2
Wharton,302,President,,Jill Stein,GRN,2,0,1,1
Wharton,303,President,,Jill Stein,GRN,3,0,2,1
Wharton,401,President,,Jill Stein,GRN,6,0,5,1
Wharton,402,President,,Jill Stein,GRN,2,0,2,0
Wharton,403,President,,Jill Stein,GRN,3,0,2,1
Wharton,Total,President,,Jill Stein,GRN,51,,,
Wharton,101,President,,WRITE-IN,,7,0,5,2
Wharton,102,President,,WRITE-IN,,13,4,8,1
Wharton,103,President,,WRITE-IN,,8,2,3,3
Wharton,201,President,,WRITE-IN,,14,4,4,6
Wharton,202,President,,WRITE-IN,,0,0,0,0
Wharton,203,President,,WRITE-IN,,9,0,7,2
Wharton,301,President,,WRITE-IN,,9,2,5,2
Wharton,302,President,,WRITE-IN,,7,2,4,1
Wharton,303,President,,WRITE-IN,,2,0,2,0
Wharton,401,President,,WRITE-IN,,5,0,2,3
Wharton,402,President,,WRITE-IN,,2,0,2,0
Wharton,403,President,,WRITE-IN,,1,0,0,1
Wharton,Total,President,,WRITE-IN,,77,,,
Wharton,101,U.S House,27,Blake Farenthold,REP,855,50,650,155
Wharton,102,U.S House,27,Blake Farenthold,REP,1180,75,979,126
Wharton,103,U.S House,27,Blake Farenthold,REP,845,43,496,306
Wharton,201,U.S House,27,Blake Farenthold,REP,1469,84,649,736
Wharton,202,U.S House,27,Blake Farenthold,REP,168,10,124,34
Wharton,203,U.S House,27,Blake Farenthold,REP,633,41,447,145
Wharton,301,U.S House,27,Blake Farenthold,REP,1353,53,1072,228
Wharton,302,U.S House,27,Blake Farenthold,REP,1038,46,830,162
Wharton,303,U.S House,27,Blake Farenthold,REP,1186,62,844,280
Wharton,401,U.S House,27,Blake Farenthold,REP,688,43,499,146
Wharton,402,U.S House,27,Blake Farenthold,REP,535,24,407,104
Wharton,403,U.S House,27,Blake Farenthold,REP,254,13,196,45
Wharton,Total,U.S House,27,Blake Farenthold,REP,10204,,,
Wharton,101,U.S House,27,(Roy) Barrera,DEM,472,24,300,148
Wharton,102,U.S House,27,(Roy) Barrera,DEM,349,26,224,99
Wharton,103,U.S House,27,(Roy) Barrera,DEM,291,19,155,117
Wharton,201,U.S House,27,(Roy) Barrera,DEM,240,27,76,137
Wharton,202,U.S House,27,(Roy) Barrera,DEM,326,32,189,105
Wharton,203,U.S House,27,(Roy) Barrera,DEM,962,109,608,245
Wharton,301,U.S House,27,(Roy) Barrera,DEM,185,14,126,45
Wharton,302,U.S House,27,(Roy) Barrera,DEM,283,18,183,82
Wharton,303,U.S House,27,(Roy) Barrera,DEM,138,9,68,61
Wharton,401,U.S House,27,(Roy) Barrera,DEM,567,32,329,206
Wharton,402,U.S House,27,(Roy) Barrera,DEM,208,14,118,76
Wharton,403,U.S House,27,(Roy) Barrera,DEM,160,15,91,54
Wharton,Total,U.S House,27,(Roy) Barrera,DEM,4181,,,
Wharton,101,Railroad Commissioner,,Wayne Christian,REP,811,49,585,145
Wharton,102,Railroad Commissioner,,Wayne Christian,REP,1107,76,886,114
Wharton,103,Railroad Commissioner,,Wayne Christian,REP,773,41,451,281
Wharton,201,Railroad Commissioner,,Wayne Christian,REP,1416,71,603,684
Wharton,202,Railroad Commissioner,,Wayne Christian,REP,150,9,114,27
Wharton,203,Railroad Commissioner,,Wayne Christian,REP,559,43,387,129
Wharton,301,Railroad Commissioner,,Wayne Christian,REP,1298,47,998,205
Wharton,302,Railroad Commissioner,,Wayne Christian,REP,970,42,741,151
Wharton,303,Railroad Commissioner,,Wayne Christian,REP,1138,55,790,262
Wharton,401,Railroad Commissioner,,Wayne Christian,REP,642,44,465,129
Wharton,402,Railroad Commissioner,,Wayne Christian,REP,484,21,372,91
Wharton,403,Railroad Commissioner,,Wayne Christian,REP,225,13,172,40
Wharton,Total,Railroad Commissioner,,Wayne Christian,REP,9645,,,
Wharton,101,Railroad Commissioner,,Grady Yarbrough,DEM,441,23,303,135
Wharton,102,Railroad Commissioner,,Grady Yarbrough,DEM,324,27,226,91
Wharton,103,Railroad Commissioner,,Grady Yarbrough,DEM,286,19,153,114
Wharton,201,Railroad Commissioner,,Grady Yarbrough,DEM,232,34,85,137
Wharton,202,Railroad Commissioner,,Grady Yarbrough,DEM,326,32,188,106
Wharton,203,Railroad Commissioner,,Grady Yarbrough,DEM,943,106,602,235
Wharton,301,Railroad Commissioner,,Grady Yarbrough,DEM,178,16,136,46
Wharton,302,Railroad Commissioner,,Grady Yarbrough,DEM,273,21,193,65
Wharton,303,Railroad Commissioner,,Grady Yarbrough,DEM,115,14,77,55
Wharton,401,Railroad Commissioner,,Grady Yarbrough,DEM,516,32,309,187
Wharton,402,Railroad Commissioner,,Grady Yarbrough,DEM,198,17,118,63
Wharton,403,Railroad Commissioner,,Grady Yarbrough,DEM,148,14,89,45
Wharton,Total,Railroad Commissioner,,Grady Yarbrough,DEM,3932,,,
Wharton,101,Railroad Commissioner,,Mark Miller,LIB,29,0,19,10
Wharton,102,Railroad Commissioner,,Mark Miller,LIB,45,2,53,10
Wharton,103,Railroad Commissioner,,Mark Miller,LIB,34,5,17,12
Wharton,201,Railroad Commissioner,,Mark Miller,LIB,26,8,21,36
Wharton,202,Railroad Commissioner,,Mark Miller,LIB,8,0,4,4
Wharton,203,Railroad Commissioner,,Mark Miller,LIB,42,5,26,11
Wharton,301,Railroad Commissioner,,Mark Miller,LIB,24,3,35,13
Wharton,302,Railroad Commissioner,,Mark Miller,LIB,28,0,46,12
Wharton,303,Railroad Commissioner,,Mark Miller,LIB,28,1,27,15
Wharton,401,Railroad Commissioner,,Mark Miller,LIB,28,0,17,11
Wharton,402,Railroad Commissioner,,Mark Miller,LIB,19,0,11,8
Wharton,403,Railroad Commissioner,,Mark Miller,LIB,23,1,19,3
Wharton,Total,Railroad Commissioner,,Mark Miller,LIB,315,,,
Wharton,101,Railroad Commissioner,,Martina Salinas,GRN,35,1,31,13
Wharton,102,Railroad Commissioner,,Martina Salinas,GRN,27,1,21,8
Wharton,103,Railroad Commissioner,,Martina Salinas,GRN,29,0,17,12
Wharton,201,Railroad Commissioner,,Martina Salinas,GRN,21,0,10,12
Wharton,202,Railroad Commissioner,,Martina Salinas,GRN,6,1,3,2
Wharton,203,Railroad Commissioner,,Martina Salinas,GRN,50,5,30,15
Wharton,301,Railroad Commissioner,,Martina Salinas,GRN,16,0,8,8
Wharton,302,Railroad Commissioner,,Martina Salinas,GRN,27,0,18,13
Wharton,303,Railroad Commissioner,,Martina Salinas,GRN,25,0,9,9
Wharton,401,Railroad Commissioner,,Martina Salinas,GRN,56,0,29,23
Wharton,402,Railroad Commissioner,,Martina Salinas,GRN,31,0,14,17
Wharton,403,Railroad Commissioner,,Martina Salinas,GRN,17,1,8,8
Wharton,Total,Railroad Commissioner,,Martina Salinas,GRN,330,,,
Wharton,101,State Senate,18,Lois W. Kolkhorst,REP,899,56,668,175
Wharton,102,State Senate,18,Lois W. Kolkhorst,REP,1221,84,1000,137
Wharton,103,State Senate,18,Lois W. Kolkhorst,REP,860,44,506,310
Wharton,201,State Senate,18,Lois W. Kolkhorst,REP,1492,87,665,740
Wharton,202,State Senate,18,Lois W. Kolkhorst,REP,182,12,128,42
Wharton,203,State Senate,18,Lois W. Kolkhorst,REP,694,48,483,163
Wharton,301,State Senate,18,Lois W. Kolkhorst,REP,1375,58,1092,225
Wharton,302,State Senate,18,Lois W. Kolkhorst,REP,1049,46,835,168
Wharton,303,State Senate,18,Lois W. Kolkhorst,REP,1200,62,855,283
Wharton,401,State Senate,18,Lois W. Kolkhorst,REP,722,48,515,159
Wharton,402,State Senate,18,Lois W. Kolkhorst,REP,549,24,413,112
Wharton,403,State Senate,18,Lois W. Kolkhorst,REP,258,16,192,50
Wharton,Total,State Senate,18,Lois W. Kolkhorst,REP,10501,,,
Wharton,101,State Senate,18,Kathie L Stone,LIB,169,3,116,50
Wharton,102,State Senate,18,Kathie L Stone,LIB,146,12,95,39
Wharton,103,State Senate,18,Kathie L Stone,LIB,132,10,68,54
Wharton,201,State Senate,18,Kathie L Stone,LIB,90,9,23,58
Wharton,202,State Senate,18,Kathie L Stone,LIB,64,5,38,21
Wharton,203,State Senate,18,Kathie L Stone,LIB,263,28,150,85
Wharton,301,State Senate,18,Kathie L Stone,LIB,73,1,42,30
Wharton,302,State Senate,18,Kathie L Stone,LIB,94,1,73,20
Wharton,303,State Senate,18,Kathie L Stone,LIB,59,4,27,28
Wharton,401,State Senate,18,Kathie L Stone,LIB,152,6,94,52
Wharton,402,State Senate,18,Kathie L Stone,LIB,81,3,46,32
Wharton,403,State Senate,18,Kathie L Stone,LIB,70,2,51,17
Wharton,Total,State Senate,18,Kathie L Stone,LIB,1393,,,
Wharton,101,State Representative,85,Phil Stephenson,REP,916,52,693,171
Wharton,102,State Representative,85,Phil Stephenson,REP,1247,77,1028,142
Wharton,103,State Representative,85,Phil Stephenson,REP,883,40,518,325
Wharton,201,State Representative,85,Phil Stephenson,REP,1488,84,658,746
Wharton,202,State Representative,85,Phil Stephenson,REP,174,13,131,30
Wharton,203,State Representative,85,Phil Stephenson,REP,681,43,477,161
Wharton,301,State Representative,85,Phil Stephenson,REP,1370,53,1082,235
Wharton,302,State Representative,85,Phil Stephenson,REP,1048,45,835,168
Wharton,303,State Representative,85,Phil Stephenson,REP,1208,62,859,287
Wharton,401,State Representative,85,Phil Stephenson,REP,703,42,503,158
Wharton,402,State Representative,85,Phil Stephenson,REP,558,24,421,113
Wharton,403,State Representative,85,Phil Stephenson,REP,261,14,198,49
Wharton,Total,State Representative,85,Phil Stephenson,REP,10537,,,
Wharton,101,State Representative,85,John Davis,DEM,417,24,261,132
Wharton,102,State Representative,85,John Davis,DEM,291,22,187,82
Wharton,103,State Representative,85,John Davis,DEM,259,20,136,103
Wharton,201,State Representative,85,John Davis,DEM,223,26,66,131
Wharton,202,State Representative,85,John Davis,DEM,322,29,184,109
Wharton,203,State Representative,85,John Davis,DEM,920,104,584,232
Wharton,301,State Representative,85,John Davis,DEM,172,13,120,39
Wharton,302,State Representative,85,John Davis,DEM,274,16,186,72
Wharton,303,State Representative,85,John Davis,DEM,121,8,55,58
Wharton,401,State Representative,85,John Davis,DEM,546,33,320,193
Wharton,402,State Representative,85,John Davis,DEM,187,14,104,69
Wharton,403,State Representative,85,John Davis,DEM,151,14,87,50
Wharton,Total,State Representative,85,John Davis,DEM,3883,,,
