county,precinct,office,district,candidate,party,early_voting,election_day,votes
Floyd,1,Ballots Cast,,,,,,745
Floyd,9,Ballots Cast,,,,,,74
Floyd,18,Ballots Cast,,,,,,643
Floyd,23,Ballots Cast,,,,,,329
Floyd,24,Ballots Cast,,,,,,162
Floyd,24B,Ballots Cast,,,,,,91
Floyd,Total,Ballots Cast,,,,,,2044
Floyd,1,Straight Party,,,REP,225,64,289
Floyd,9,Straight Party,,,REP,35,13,48
Floyd,18,Straight Party,,,REP,232,99,331
Floyd,23,Straight Party,,,REP,98,42,140
Floyd,24,Straight Party,,,REP,52,25,77
Floyd,24B,Straight Party,,,REP,14,7,21
Floyd,Total,Straight Party,,,REP,656,250,906
Floyd,1,Straight Party,,,DEM,46,30,76
Floyd,9,Straight Party,,,DEM,0,2,2
Floyd,18,Straight Party,,,DEM,48,32,80
Floyd,23,Straight Party,,,DEM,36,41,77
Floyd,24,Straight Party,,,DEM,31,11,42
Floyd,24B,Straight Party,,,DEM,23,21,44
Floyd,Total,Straight Party,,,DEM,184,137,321
Floyd,1,Straight Party,,,LIB,0,2,2
Floyd,9,Straight Party,,,LIB,0,0,0
Floyd,18,Straight Party,,,LIB,0,2,2
Floyd,23,Straight Party,,,LIB,0,4,4
Floyd,24,Straight Party,,,LIB,0,1,1
Floyd,24B,Straight Party,,,LIB,1,0,1
Floyd,Total,Straight Party,,,LIB,1,9,10
Floyd,1,Straight Party,,,GRN,0,1,1
Floyd,9,Straight Party,,,GRN,0,0,0
Floyd,18,Straight Party,,,GRN,0,1,1
Floyd,23,Straight Party,,,GRN,0,0,0
Floyd,24,Straight Party,,,GRN,1,0,1
Floyd,24B,Straight Party,,,GRN,0,0,0
Floyd,Total,Straight Party,,,GRN,1,2,3
Floyd,1,Straight Party,,Over Votes,,0,0,0
Floyd,9,Straight Party,,Over Votes,,0,0,0
Floyd,18,Straight Party,,Over Votes,,0,0,0
Floyd,23,Straight Party,,Over Votes,,0,0,0
Floyd,24,Straight Party,,Over Votes,,0,0,0
Floyd,24B,Straight Party,,Over Votes,,0,0,0
Floyd,Total,Straight Party,,Over Votes,,0,0,0
Floyd,1,Straight Party,,Under Votes,,274,84,358
Floyd,9,Straight Party,,Under Votes,,14,10,24
Floyd,18,Straight Party,,Under Votes,,161,68,229
Floyd,23,Straight Party,,Under Votes,,68,40,108
Floyd,24,Straight Party,,Under Votes,,30,11,41
Floyd,24B,Straight Party,,Under Votes,,9,16,25
Floyd,Total,Straight Party,,Under Votes,,556,229,785
Floyd,1,President,,Donald Trump,REP,453,128,581
Floyd,9,President,,Donald Trump,REP,45,22,67
Floyd,18,President,,Donald Trump,REP,351,146,497
Floyd,23,President,,Donald Trump,REP,136,60,196
Floyd,24,President,,Donald Trump,REP,65,36,101
Floyd,24B,President,,Donald Trump,REP,19,13,21
Floyd,Total,President,,Donald Trump,REP,1069,405,1463
Floyd,1,President,,Hillary Clinton,DEM,89,37,126
Floyd,9,President,,Hillary Clinton,DEM,0,3,3
Floyd,18,President,,Hillary Clinton,DEM,64,43,107
Floyd,23,President,,Hillary Clinton,DEM,45,55,100
Floyd,24,President,,Hillary Clinton,DEM,42,11,53
Floyd,24B,President,,Hillary Clinton,DEM,19,27,46
Floyd,Total,President,,Hillary Clinton,DEM,259,176,435
Floyd,1,President,,Gary Johnson,LIB,10,10,20
Floyd,9,President,,Gary Johnson,LIB,0,0,0
Floyd,18,President,,Gary Johnson,LIB,10,6,16
Floyd,23,President,,Gary Johnson,LIB,1,7,8
Floyd,24,President,,Gary Johnson,LIB,1,1,2
