county,precinct,office,district,party,candidate,votes,early_votes,election_day
Roberts,1.0,Straight Party,,,Over Votes,0.0,0.0,0.0
Roberts,1.0,Straight Party,,,Under Votes,63.0,39.0,24.0
Roberts,1.0,Registered Voters,,,,174.0,,
Roberts,1.0,Ballots Cast,,,,136.0,93.0,43.0
Roberts,1.0,Straight Party,,REP,Republican Party,56.0,37.0,43.0
Roberts,1.0,Straight Party,,DEM,Democratic Party,2.0,2.0,43.0
Roberts,1.0,Straight Party,,LIB,Libertarian Party,0.0,0.0,43.0
Roberts,1.0,Straight Party,,GRN,Green Party,0.0,0.0,43.0
Roberts,1.0,President,,REP,Donald J. Trump / Mike Pence,123.0,84.0,43.0
Roberts,1.0,President,,DEM,Hillary Clinton / Tim Kaine,7.0,6.0,43.0
Roberts,1.0,President,,LIB,Gary Johnson / William Weld,4.0,2.0,43.0
Roberts,1.0,President,,GRN,Jill Stein / Ajamu Baraka,0.0,0.0,43.0
Roberts,1.0,President,,"",MICHAEL A MATUREN JUAN A,0.0,0.0,43.0
Roberts,1.0,President,,"",NONE OF THE ABOVE,0.0,0.0,43.0
Roberts,1.0,President,,"",DARRELL L CASTLE,0.0,0.0,43.0
Roberts,1.0,President,,"",EVAN MCMULLIN,0.0,0.0,43.0
Roberts,1.0,President,,"",BERNIE SANDERS,0.0,0.0,43.0
Roberts,1.0,U.S. House,13,REP,Mac Thornberry,117.0,80.0,43.0
Roberts,1.0,U.S. House,13,LIB,Calvin DeWeese,5.0,2.0,43.0
Roberts,1.0,U.S. House,13,GRN,"H.F. ""Rusty"" Tomlinson",4.0,4.0,43.0
Roberts,1.0,Railroad Commissioner,,REP,Wayne Christian,119.0,81.0,43.0
Roberts,1.0,Railroad Commissioner,,DEM,Grady Yarbrough,6.0,5.0,43.0
Roberts,1.0,Railroad Commissioner,,LIB,Mark Miller,3.0,2.0,43.0
Roberts,1.0,Railroad Commissioner,,GRN,Martina Salinas,0.0,0.0,43.0
Roberts,1.0,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,118.0,84.0,43.0
Roberts,1.0,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,6.0,3.0,43.0
Roberts,1.0,"Justice, Supreme Court, Place 3",,LIB,Kathie Glass,3.0,1.0,43.0
Roberts,1.0,"Justice, Supreme Court, Place 3",,GRN,Rodolfo Rivera Munoz,0.0,0.0,43.0
Roberts,1.0,"Justice, Supreme Court, Place 5",,REP,Paul Green,120.0,84.0,43.0
Roberts,1.0,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,5.0,4.0,43.0
Roberts,1.0,"Justice, Supreme Court, Place 5",,LIB,Tom Oxford,1.0,0.0,43.0
Roberts,1.0,"Justice, Supreme Court, Place 5",,GRN,Charles E. Waterbury,2.0,1.0,43.0
Roberts,1.0,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,112.0,77.0,43.0
Roberts,1.0,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,8.0,7.0,43.0
Roberts,1.0,"Justice, Supreme Court, Place 9",,LIB,Don Fulton,6.0,2.0,43.0
Roberts,1.0,"Justice, Supreme Court, Place 9",,GRN,Jim Chisholm,1.0,1.0,43.0
Roberts,1.0,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,114.0,79.0,43.0
Roberts,1.0,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",8.0,6.0,43.0
Roberts,1.0,"Judge, Court of Criminal Appeals, Place 2",,LIB,Mark Ash,4.0,2.0,43.0
Roberts,1.0,"Judge, Court of Criminal Appeals, Place 2",,GRN,Adam King Blackwell Reposa,0.0,0.0,43.0
Roberts,1.0,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,117.0,80.0,43.0
Roberts,1.0,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,6.0,5.0,43.0
Roberts,1.0,"Judge, Court of Criminal Appeals, Place 5",,LIB,"William Bryan Strange, III",1.0,0.0,43.0
Roberts,1.0,"Judge, Court of Criminal Appeals, Place 5",,GRN,Judith Sanders-Castro,1.0,1.0,43.0
Roberts,1.0,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,115.0,80.0,43.0
Roberts,1.0,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,5.0,5.0,43.0
Roberts,1.0,"Judge, Court of Criminal Appeals, Place 6",,LIB,Mark W. Bennett,3.0,0.0,43.0
Roberts,1.0,"Member, State Board of Education",15,REP,Marty Rowley,118.0,81.0,43.0
Roberts,1.0,State Representative,88,REP,Ken King,124.0,85.0,43.0
Roberts,1.0,"Justice, 7th Court of Appeals District, Place 4",,REP,Jim Campbell,121.0,84.0,43.0
Roberts,1.0,"District Attorney, 31st Judicial District",,REP,Franklin McDonough,121.0,85.0,43.0
Roberts,1.0,Tax Assessor-Collector,,"",No Candidate Filed,0.0,0.0,43.0
Roberts,1.0,Tax Assessor-Collector,,"",KELLEY ALLEN,50.0,34.0,43.0
Roberts,1.0,Tax Assessor-Collector,,"",HETHER WILLIAMS,78.0,56.0,43.0
Roberts,1.0,Board of Trustees  Miami ISD,,"",Jonathan Carr,52.0,34.0,43.0
Roberts,1.0,Board of Trustees  Miami ISD,,"",Rusty Early,38.0,29.0,43.0
Roberts,1.0,Board of Trustees  Miami ISD,,"",Logan Hudson,89.0,59.0,43.0
Roberts,1.0,Board of Trustees  Miami ISD,,"",Priscilla Talley,43.0,29.0,43.0
