county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee,provisional
Leon,0001,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1508,0,0,0,0
Leon,001A,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,180,0,0,0,0
Leon,0002,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,330,0,0,0,0
Leon,0003,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,558,0,0,0,0
Leon,0004,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,855,0,0,0,0
Leon,0005,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,480,0,0,0,0
Leon,005A,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,63,0,0,0,0
Leon,0006,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,999,0,0,0,0
Leon,0007,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,611,0,0,0,0
Leon,0008,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1021,0,0,0,0
Leon,0009,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,336,0,0,0,0
Leon,0010,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,974,0,0,0,0
Leon,0011,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1008,0,0,0,0
Leon,0012,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,843,0,0,0,0
Leon,0013,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,645,0,0,0,0
Leon,0014,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,219,0,0,0,0
Leon,014A,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,200,0,0,0,0
Leon,0001,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,540,251,263,26,0
Leon,001A,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,83,42,40,1,0
Leon,0002,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,156,41,108,7,0
Leon,0003,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,228,71,142,15,0
Leon,0004,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,298,13,272,12,1
Leon,0005,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,220,57,154,9,0
Leon,005A,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,16,7,9,0,0
Leon,0006,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,499,39,440,20,0
Leon,0007,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,220,23,188,9,0
Leon,0008,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,372,50,310,12,0
Leon,0009,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,127,35,87,5,0
Leon,0010,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,397,95,292,10,0
Leon,0011,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,310,64,238,8,0
Leon,0012,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,293,22,259,12,0
Leon,0013,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,313,105,194,14,0
Leon,0014,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,78,38,40,0,0
Leon,014A,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,90,22,62,6,0
Leon,0001,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,484,231,228,25,0
Leon,001A,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,74,37,36,1,0
Leon,0002,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,145,39,99,7,0
Leon,0003,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,208,66,128,14,0
Leon,0004,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,262,13,237,11,1
Leon,0005,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,195,51,135,9,0
Leon,005A,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,16,7,9,0,0
Leon,0006,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,468,39,409,20,0
Leon,0007,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,209,23,178,8,0
Leon,0008,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,333,44,277,12,0
Leon,0009,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,118,34,80,4,0
Leon,0010,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,373,89,277,7,0
Leon,0011,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,289,63,218,8,0
Leon,0012,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,228,17,199,12,0
Leon,0013,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,293,100,180,13,0
Leon,0014,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,65,34,31,0,0
Leon,014A,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,85,22,57,6,0
Leon,0001,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,56,20,35,1,0
Leon,001A,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,9,5,4,0,0
Leon,0002,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,11,2,9,0,0
Leon,0003,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,20,5,14,1,0
Leon,0004,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,36,0,35,1,0
Leon,0005,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,25,6,19,0,0
Leon,005A,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,0,0,0,0,0
Leon,0006,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,31,0,31,0,0
Leon,0007,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,11,0,10,1,0
Leon,0008,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,39,6,33,0,0
Leon,0009,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,9,1,7,1,0
Leon,0010,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,24,6,15,3,0
Leon,0011,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,21,1,20,0,0
Leon,0012,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,65,5,60,0,0
Leon,0013,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,20,5,14,1,0
Leon,0014,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,13,4,9,0,0
Leon,014A,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,5,0,5,0,0
Leon,0001,President,,REP,Donald J. Trump,154,74,68,12,0
Leon,001A,President,,REP,Donald J. Trump,26,13,12,1,0
Leon,0002,President,,REP,Donald J. Trump,45,8,35,2,0
Leon,0003,President,,REP,Donald J. Trump,72,20,46,6,0
Leon,0004,President,,REP,Donald J. Trump,78,5,70,3,0
Leon,0005,President,,REP,Donald J. Trump,61,12,47,2,0
Leon,005A,President,,REP,Donald J. Trump,5,1,4,0,0
Leon,0006,President,,REP,Donald J. Trump,143,9,128,6,0
Leon,0007,President,,REP,Donald J. Trump,75,8,63,4,0
Leon,0008,President,,REP,Donald J. Trump,109,12,90,7,0
Leon,0009,President,,REP,Donald J. Trump,44,9,34,1,0
Leon,0010,President,,REP,Donald J. Trump,126,29,92,5,0
Leon,0011,President,,REP,Donald J. Trump,90,23,66,1,0
Leon,0012,President,,REP,Donald J. Trump,58,5,48,5,0
Leon,0013,President,,REP,Donald J. Trump,112,33,75,4,0
Leon,0014,President,,REP,Donald J. Trump,26,12,14,0,0
Leon,014A,President,,REP,Donald J. Trump,32,8,23,1,0
Leon,0001,President,,REP,Ted Cruz,249,115,126,8,0
Leon,001A,President,,REP,Ted Cruz,32,17,15,0,0
Leon,0002,President,,REP,Ted Cruz,69,20,44,5,0
Leon,0003,President,,REP,Ted Cruz,93,31,58,4,0
Leon,0004,President,,REP,Ted Cruz,145,8,133,4,0
Leon,0005,President,,REP,Ted Cruz,105,29,69,7,0
Leon,005A,President,,REP,Ted Cruz,8,6,2,0,0
Leon,0006,President,,REP,Ted Cruz,222,21,194,7,0
Leon,0007,President,,REP,Ted Cruz,103,8,93,2,0
Leon,0008,President,,REP,Ted Cruz,177,27,146,4,0
Leon,0009,President,,REP,Ted Cruz,47,15,32,0,0
Leon,0010,President,,REP,Ted Cruz,199,49,149,1,0
Leon,0011,President,,REP,Ted Cruz,149,29,116,4,0
Leon,0012,President,,REP,Ted Cruz,129,8,116,5,0
Leon,0013,President,,REP,Ted Cruz,134,48,78,8,0
Leon,0014,President,,REP,Ted Cruz,28,16,12,0,0
Leon,014A,President,,REP,Ted Cruz,32,8,22,2,0
Leon,0001,President,,REP,Mike Huckabee,4,4,0,0,0
Leon,001A,President,,REP,Mike Huckabee,0,0,0,0,0
Leon,0002,President,,REP,Mike Huckabee,1,0,1,0,0
Leon,0003,President,,REP,Mike Huckabee,1,0,1,0,0
Leon,0004,President,,REP,Mike Huckabee,2,0,2,0,0
Leon,0005,President,,REP,Mike Huckabee,0,0,0,0,0
Leon,005A,President,,REP,Mike Huckabee,0,0,0,0,0
Leon,0006,President,,REP,Mike Huckabee,0,0,0,0,0
Leon,0007,President,,REP,Mike Huckabee,1,0,1,0,0
Leon,0008,President,,REP,Mike Huckabee,0,0,0,0,0
Leon,0009,President,,REP,Mike Huckabee,0,0,0,0,0
Leon,0010,President,,REP,Mike Huckabee,0,0,0,0,0
Leon,0011,President,,REP,Mike Huckabee,1,0,1,0,0
Leon,0012,President,,REP,Mike Huckabee,1,0,1,0,0
Leon,0013,President,,REP,Mike Huckabee,1,1,0,0,0
Leon,0014,President,,REP,Mike Huckabee,0,0,0,0,0
Leon,014A,President,,REP,Mike Huckabee,1,1,0,0,0
Leon,0001,President,,REP,Ben Carson,18,7,10,1,0
Leon,001A,President,,REP,Ben Carson,5,0,5,0,0
Leon,0002,President,,REP,Ben Carson,13,4,9,0,0
Leon,0003,President,,REP,Ben Carson,9,4,3,2,0
Leon,0004,President,,REP,Ben Carson,14,0,12,1,1
Leon,0005,President,,REP,Ben Carson,10,3,7,0,0
Leon,005A,President,,REP,Ben Carson,0,0,0,0,0
Leon,0006,President,,REP,Ben Carson,25,3,22,0,0
Leon,0007,President,,REP,Ben Carson,6,0,6,0,0
Leon,0008,President,,REP,Ben Carson,10,0,10,0,0
Leon,0009,President,,REP,Ben Carson,2,0,2,0,0
Leon,0010,President,,REP,Ben Carson,8,1,7,0,0
Leon,0011,President,,REP,Ben Carson,9,1,7,1,0
Leon,0012,President,,REP,Ben Carson,8,0,8,0,0
Leon,0013,President,,REP,Ben Carson,8,5,3,0,0
Leon,0014,President,,REP,Ben Carson,2,1,1,0,0
Leon,014A,President,,REP,Ben Carson,5,3,1,1,0
Leon,0001,President,,REP,Rick Santorum,0,0,0,0,0
Leon,001A,President,,REP,Rick Santorum,0,0,0,0,0
Leon,0002,President,,REP,Rick Santorum,0,0,0,0,0
Leon,0003,President,,REP,Rick Santorum,0,0,0,0,0
Leon,0004,President,,REP,Rick Santorum,0,0,0,0,0
Leon,0005,President,,REP,Rick Santorum,0,0,0,0,0
Leon,005A,President,,REP,Rick Santorum,0,0,0,0,0
Leon,0006,President,,REP,Rick Santorum,0,0,0,0,0
Leon,0007,President,,REP,Rick Santorum,0,0,0,0,0
Leon,0008,President,,REP,Rick Santorum,0,0,0,0,0
Leon,0009,President,,REP,Rick Santorum,0,0,0,0,0
Leon,0010,President,,REP,Rick Santorum,0,0,0,0,0
Leon,0011,President,,REP,Rick Santorum,0,0,0,0,0
Leon,0012,President,,REP,Rick Santorum,0,0,0,0,0
Leon,0013,President,,REP,Rick Santorum,0,0,0,0,0
Leon,0014,President,,REP,Rick Santorum,0,0,0,0,0
Leon,014A,President,,REP,Rick Santorum,0,0,0,0,0
Leon,0001,President,,REP,Carly Fiorina,0,0,0,0,0
Leon,001A,President,,REP,Carly Fiorina,0,0,0,0,0
Leon,0002,President,,REP,Carly Fiorina,0,0,0,0,0
Leon,0003,President,,REP,Carly Fiorina,0,0,0,0,0
Leon,0004,President,,REP,Carly Fiorina,1,0,1,0,0
Leon,0005,President,,REP,Carly Fiorina,0,0,0,0,0
Leon,005A,President,,REP,Carly Fiorina,0,0,0,0,0
Leon,0006,President,,REP,Carly Fiorina,2,0,2,0,0
Leon,0007,President,,REP,Carly Fiorina,0,0,0,0,0
Leon,0008,President,,REP,Carly Fiorina,0,0,0,0,0
Leon,0009,President,,REP,Carly Fiorina,0,0,0,0,0
Leon,0010,President,,REP,Carly Fiorina,0,0,0,0,0
Leon,0011,President,,REP,Carly Fiorina,0,0,0,0,0
Leon,0012,President,,REP,Carly Fiorina,0,0,0,0,0
Leon,0013,President,,REP,Carly Fiorina,0,0,0,0,0
Leon,0014,President,,REP,Carly Fiorina,0,0,0,0,0
Leon,014A,President,,REP,Carly Fiorina,0,0,0,0,0
Leon,0001,President,,REP,Lindsey Graham,0,0,0,0,0
Leon,001A,President,,REP,Lindsey Graham,0,0,0,0,0
Leon,0002,President,,REP,Lindsey Graham,0,0,0,0,0
Leon,0003,President,,REP,Lindsey Graham,0,0,0,0,0
Leon,0004,President,,REP,Lindsey Graham,0,0,0,0,0
Leon,0005,President,,REP,Lindsey Graham,0,0,0,0,0
Leon,005A,President,,REP,Lindsey Graham,0,0,0,0,0
Leon,0006,President,,REP,Lindsey Graham,0,0,0,0,0
Leon,0007,President,,REP,Lindsey Graham,0,0,0,0,0
Leon,0008,President,,REP,Lindsey Graham,1,0,1,0,0
Leon,0009,President,,REP,Lindsey Graham,0,0,0,0,0
Leon,0010,President,,REP,Lindsey Graham,0,0,0,0,0
Leon,0011,President,,REP,Lindsey Graham,0,0,0,0,0
Leon,0012,President,,REP,Lindsey Graham,0,0,0,0,0
Leon,0013,President,,REP,Lindsey Graham,0,0,0,0,0
Leon,0014,President,,REP,Lindsey Graham,0,0,0,0,0
Leon,014A,President,,REP,Lindsey Graham,0,0,0,0,0
Leon,0001,President,,REP,Marco Rubio,41,22,15,4,0
Leon,001A,President,,REP,Marco Rubio,8,5,3,0,0
Leon,0002,President,,REP,Marco Rubio,7,4,3,0,0
Leon,0003,President,,REP,Marco Rubio,18,5,12,1,0
Leon,0004,President,,REP,Marco Rubio,10,0,7,3,0
Leon,0005,President,,REP,Marco Rubio,14,4,10,0,0
Leon,005A,President,,REP,Marco Rubio,2,0,2,0,0
Leon,0006,President,,REP,Marco Rubio,46,2,39,5,0
Leon,0007,President,,REP,Marco Rubio,6,3,2,1,0
Leon,0008,President,,REP,Marco Rubio,20,2,17,1,0
Leon,0009,President,,REP,Marco Rubio,16,8,7,1,0
Leon,0010,President,,REP,Marco Rubio,23,5,17,1,0
Leon,0011,President,,REP,Marco Rubio,19,3,14,2,0
Leon,0012,President,,REP,Marco Rubio,19,4,13,2,0
Leon,0013,President,,REP,Marco Rubio,16,7,8,1,0
Leon,0014,President,,REP,Marco Rubio,6,3,3,0,0
Leon,014A,President,,REP,Marco Rubio,6,0,6,0,0
Leon,0001,President,,REP,Chris Christie,0,0,0,0,0
Leon,001A,President,,REP,Chris Christie,0,0,0,0,0
Leon,0002,President,,REP,Chris Christie,0,0,0,0,0
Leon,0003,President,,REP,Chris Christie,0,0,0,0,0
Leon,0004,President,,REP,Chris Christie,0,0,0,0,0
Leon,0005,President,,REP,Chris Christie,0,0,0,0,0
Leon,005A,President,,REP,Chris Christie,0,0,0,0,0
Leon,0006,President,,REP,Chris Christie,0,0,0,0,0
