county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee,provisional
Leon,0007,President,,REP,Chris Christie,0,0,0,0,0
Leon,0008,President,,REP,Chris Christie,0,0,0,0,0
Leon,0009,President,,REP,Chris Christie,2,0,0,2,0
Leon,0010,President,,REP,Chris Christie,0,0,0,0,0
Leon,0011,President,,REP,Chris Christie,0,0,0,0,0
Leon,0012,President,,REP,Chris Christie,0,0,0,0,0
Leon,0013,President,,REP,Chris Christie,1,0,1,0,0
Leon,0014,President,,REP,Chris Christie,0,0,0,0,0
Leon,014A,President,,REP,Chris Christie,0,0,0,0,0
Leon,0001,President,,REP,John R. Kasich,4,2,2,0,0
Leon,001A,President,,REP,John R. Kasich,0,0,0,0,0
Leon,0002,President,,REP,John R. Kasich,5,1,4,0,0
Leon,0003,President,,REP,John R. Kasich,9,4,4,1,0
Leon,0004,President,,REP,John R. Kasich,8,0,8,0,0
Leon,0005,President,,REP,John R. Kasich,1,0,1,0,0
Leon,005A,President,,REP,John R. Kasich,0,0,0,0,0
Leon,0006,President,,REP,John R. Kasich,18,1,15,2,0
Leon,0007,President,,REP,John R. Kasich,3,1,2,0,0
Leon,0008,President,,REP,John R. Kasich,1,0,1,0,0
Leon,0009,President,,REP,John R. Kasich,0,0,0,0,0
Leon,0010,President,,REP,John R. Kasich,2,1,1,0,0
Leon,0011,President,,REP,John R. Kasich,0,0,0,0,0
Leon,0012,President,,REP,John R. Kasich,5,0,5,0,0
Leon,0013,President,,REP,John R. Kasich,2,0,2,0,0
Leon,0014,President,,REP,John R. Kasich,2,1,1,0,0
Leon,014A,President,,REP,John R. Kasich,2,0,2,0,0
Leon,0001,President,,REP,Jeb Bush,4,4,0,0,0
Leon,001A,President,,REP,Jeb Bush,0,0,0,0,0
Leon,0002,President,,REP,Jeb Bush,0,0,0,0,0
Leon,0003,President,,REP,Jeb Bush,0,0,0,0,0
Leon,0004,President,,REP,Jeb Bush,1,0,1,0,0
Leon,0005,President,,REP,Jeb Bush,0,0,0,0,0
Leon,005A,President,,REP,Jeb Bush,0,0,0,0,0
Leon,0006,President,,REP,Jeb Bush,0,0,0,0,0
Leon,0007,President,,REP,Jeb Bush,1,0,0,1,0
Leon,0008,President,,REP,Jeb Bush,0,0,0,0,0
Leon,0009,President,,REP,Jeb Bush,0,0,0,0,0
Leon,0010,President,,REP,Jeb Bush,1,0,1,0,0
Leon,0011,President,,REP,Jeb Bush,3,1,2,0,0
Leon,0012,President,,REP,Jeb Bush,0,0,0,0,0
Leon,0013,President,,REP,Jeb Bush,1,1,0,0,0
Leon,0014,President,,REP,Jeb Bush,0,0,0,0,0
Leon,014A,President,,REP,Jeb Bush,2,0,0,2,0
Leon,0001,President,,REP,Rand Paul,0,0,0,0,0
Leon,001A,President,,REP,Rand Paul,0,0,0,0,0
Leon,0002,President,,REP,Rand Paul,0,0,0,0,0
Leon,0003,President,,REP,Rand Paul,0,0,0,0,0
Leon,0004,President,,REP,Rand Paul,0,0,0,0,0
Leon,0005,President,,REP,Rand Paul,0,0,0,0,0
Leon,005A,President,,REP,Rand Paul,0,0,0,0,0
Leon,0006,President,,REP,Rand Paul,0,0,0,0,0
Leon,0007,President,,REP,Rand Paul,0,0,0,0,0
Leon,0008,President,,REP,Rand Paul,0,0,0,0,0
Leon,0009,President,,REP,Rand Paul,0,0,0,0,0
Leon,0010,President,,REP,Rand Paul,0,0,0,0,0
Leon,0011,President,,REP,Rand Paul,1,0,1,0,0
Leon,0012,President,,REP,Rand Paul,0,0,0,0,0
Leon,0013,President,,REP,Rand Paul,1,1,0,0,0
Leon,0014,President,,REP,Rand Paul,0,0,0,0,0
Leon,014A,President,,REP,Rand Paul,0,0,0,0,0
Leon,0001,President,,REP,Elizabeth Gray,7,1,6,0,0
Leon,001A,President,,REP,Elizabeth Gray,3,2,1,0,0
Leon,0002,President,,REP,Elizabeth Gray,4,2,2,0,0
Leon,0003,President,,REP,Elizabeth Gray,5,1,4,0,0
Leon,0004,President,,REP,Elizabeth Gray,2,0,2,0,0
Leon,0005,President,,REP,Elizabeth Gray,2,2,0,0,0
Leon,005A,President,,REP,Elizabeth Gray,1,0,1,0,0
Leon,0006,President,,REP,Elizabeth Gray,7,2,5,0,0
Leon,0007,President,,REP,Elizabeth Gray,9,2,7,0,0
Leon,0008,President,,REP,Elizabeth Gray,12,2,10,0,0
Leon,0009,President,,REP,Elizabeth Gray,5,2,3,0,0
Leon,0010,President,,REP,Elizabeth Gray,10,4,6,0,0
Leon,0011,President,,REP,Elizabeth Gray,12,3,9,0,0
Leon,0012,President,,REP,Elizabeth Gray,6,0,6,0,0
Leon,0013,President,,REP,Elizabeth Gray,12,4,8,0,0
Leon,0014,President,,REP,Elizabeth Gray,1,1,0,0,0
Leon,014A,President,,REP,Elizabeth Gray,2,0,2,0,0
Leon,0001,President,,REP,Uncommitted,3,2,1,0,0
Leon,001A,President,,REP,Uncommitted,0,0,0,0,0
Leon,0002,President,,REP,Uncommitted,1,0,1,0,0
Leon,0003,President,,REP,Uncommitted,0,0,0,0,0
Leon,0004,President,,REP,Uncommitted,1,0,1,0,0
Leon,0005,President,,REP,Uncommitted,2,1,1,0,0
Leon,005A,President,,REP,Uncommitted,0,0,0,0,0
Leon,0006,President,,REP,Uncommitted,4,1,3,0,0
Leon,0007,President,,REP,Uncommitted,3,0,3,0,0
Leon,0008,President,,REP,Uncommitted,3,1,2,0,0
Leon,0009,President,,REP,Uncommitted,1,0,1,0,0
Leon,0010,President,,REP,Uncommitted,3,0,3,0,0
Leon,0011,President,,REP,Uncommitted,2,0,2,0,0
Leon,0012,President,,REP,Uncommitted,2,0,2,0,0
Leon,0013,President,,REP,Uncommitted,4,0,4,0,0
Leon,0014,President,,REP,Uncommitted,0,0,0,0,0
Leon,014A,President,,REP,Uncommitted,3,2,1,0,0
Leon,0001,President,,REP,OVER VOTES,0,0,0,0,0
Leon,001A,President,,REP,OVER VOTES,0,0,0,0,0
Leon,0002,President,,REP,OVER VOTES,0,0,0,0,0
Leon,0003,President,,REP,OVER VOTES,0,0,0,0,0
Leon,0004,President,,REP,OVER VOTES,0,0,0,0,0
Leon,0005,President,,REP,OVER VOTES,0,0,0,0,0
Leon,005A,President,,REP,OVER VOTES,0,0,0,0,0
Leon,0006,President,,REP,OVER VOTES,0,0,0,0,0
Leon,0007,President,,REP,OVER VOTES,0,0,0,0,0
Leon,0008,President,,REP,OVER VOTES,0,0,0,0,0
Leon,0009,President,,REP,OVER VOTES,0,0,0,0,0
Leon,0010,President,,REP,OVER VOTES,0,0,0,0,0
Leon,0011,President,,REP,OVER VOTES,0,0,0,0,0
Leon,0012,President,,REP,OVER VOTES,0,0,0,0,0
Leon,0013,President,,REP,OVER VOTES,0,0,0,0,0
Leon,0014,President,,REP,OVER VOTES,0,0,0,0,0
Leon,014A,President,,REP,OVER VOTES,0,0,0,0,0
Leon,0001,President,,REP,UNDER VOTES,0,0,0,0,0
Leon,001A,President,,REP,UNDER VOTES,0,0,0,0,0
Leon,0002,President,,REP,UNDER VOTES,0,0,0,0,0
Leon,0003,President,,REP,UNDER VOTES,1,1,0,0,0
Leon,0004,President,,REP,UNDER VOTES,0,0,0,0,0
Leon,0005,President,,REP,UNDER VOTES,0,0,0,0,0
Leon,005A,President,,REP,UNDER VOTES,0,0,0,0,0
Leon,0006,President,,REP,UNDER VOTES,1,0,1,0,0
Leon,0007,President,,REP,UNDER VOTES,2,1,1,0,0
Leon,0008,President,,REP,UNDER VOTES,0,0,0,0,0
Leon,0009,President,,REP,UNDER VOTES,1,0,1,0,0
Leon,0010,President,,REP,UNDER VOTES,1,0,1,0,0
Leon,0011,President,,REP,UNDER VOTES,3,3,0,0,0
Leon,0012,President,,REP,UNDER VOTES,0,0,0,0,0
Leon,0013,President,,REP,UNDER VOTES,1,0,1,0,0
Leon,0014,President,,REP,UNDER VOTES,0,0,0,0,0
Leon,014A,President,,REP,UNDER VOTES,0,0,0,0,0
Leon,0001,U.S. House,8,REP,Kevin Brady,289,131,146,12,0
Leon,0002,U.S. House,8,REP,Kevin Brady,97,24,70,3,0
Leon,0003,U.S. House,8,REP,Kevin Brady,121,33,78,10,0
Leon,0004,U.S. House,8,REP,Kevin Brady,160,8,143,8,1
Leon,0005,U.S. House,8,REP,Kevin Brady,133,32,94,7,0
Leon,0006,U.S. House,8,REP,Kevin Brady,278,15,250,13,0
Leon,0014,U.S. House,8,REP,Kevin Brady,34,16,18,0,0
Leon,0001,U.S. House,8,REP,Andre Dean,36,18,13,5,0
Leon,0002,U.S. House,8,REP,Andre Dean,12,6,6,0,0
Leon,0003,U.S. House,8,REP,Andre Dean,25,8,15,2,0
Leon,0004,U.S. House,8,REP,Andre Dean,15,1,14,0,0
Leon,0005,U.S. House,8,REP,Andre Dean,11,3,8,0,0
Leon,0006,U.S. House,8,REP,Andre Dean,48,8,37,3,0
Leon,0014,U.S. House,8,REP,Andre Dean,2,1,1,0,0
Leon,0001,U.S. House,8,REP,Craig McMichael,11,6,5,0,0
Leon,0002,U.S. House,8,REP,Craig McMichael,4,1,3,0,0
Leon,0003,U.S. House,8,REP,Craig McMichael,9,2,7,0,0
Leon,0004,U.S. House,8,REP,Craig McMichael,4,0,4,0,0
Leon,0005,U.S. House,8,REP,Craig McMichael,9,0,9,0,0
Leon,0006,U.S. House,8,REP,Craig McMichael,25,5,20,0,0
Leon,0014,U.S. House,8,REP,Craig McMichael,6,5,1,0,0
Leon,0001,U.S. House,8,REP,Steve Toth,89,52,30,7,0
Leon,0002,U.S. House,8,REP,Steve Toth,25,6,16,3,0
Leon,0003,U.S. House,8,REP,Steve Toth,37,17,18,2,0
Leon,0004,U.S. House,8,REP,Steve Toth,40,2,36,2,0
Leon,0005,U.S. House,8,REP,Steve Toth,30,14,14,2,0
Leon,0006,U.S. House,8,REP,Steve Toth,68,9,55,4,0
Leon,0014,U.S. House,8,REP,Steve Toth,14,10,4,0,0
Leon,0001,U.S. House,8,REP,OVER VOTES,0,0,0,0,0
Leon,0002,U.S. House,8,REP,OVER VOTES,0,0,0,0,0
Leon,0003,U.S. House,8,REP,OVER VOTES,0,0,0,0,0
Leon,0004,U.S. House,8,REP,OVER VOTES,0,0,0,0,0
Leon,0005,U.S. House,8,REP,OVER VOTES,0,0,0,0,0
Leon,0006,U.S. House,8,REP,OVER VOTES,0,0,0,0,0
Leon,0014,U.S. House,8,REP,OVER VOTES,0,0,0,0,0
Leon,0001,U.S. House,8,REP,UNDER VOTES,59,24,34,1,0
