county,precinct,office,district,candidate,party,votes,early_voting_ivo,early_voting_paper,election_day,provisional
Williamson,275,President,,Jill Stein / Ajamu Baraka,GRN,31,17,1,13,0
Williamson,277,President,,Jill Stein / Ajamu Baraka,GRN,38,24,2,12,0
Williamson,278,President,,Jill Stein / Ajamu Baraka,GRN,50,28,2,19,1
Williamson,283,President,,Jill Stein / Ajamu Baraka,GRN,37,26,0,11,0
Williamson,287,President,,Jill Stein / Ajamu Baraka,GRN,38,28,2,8,0
Williamson,305,President,,Jill Stein / Ajamu Baraka,GRN,7,4,0,3,0
Williamson,309,President,,Jill Stein / Ajamu Baraka,GRN,7,2,2,3,0
Williamson,310,President,,Jill Stein / Ajamu Baraka,GRN,3,2,0,1,0
Williamson,311,President,,Jill Stein / Ajamu Baraka,GRN,5,3,0,2,0
Williamson,312,President,,Jill Stein / Ajamu Baraka,GRN,15,10,0,5,0
Williamson,314,President,,Jill Stein / Ajamu Baraka,GRN,24,14,1,9,0
Williamson,330,President,,Jill Stein / Ajamu Baraka,GRN,22,12,0,10,0
Williamson,331,President,,Jill Stein / Ajamu Baraka,GRN,15,9,2,4,0
Williamson,332,President,,Jill Stein / Ajamu Baraka,GRN,14,10,0,4,0
Williamson,333,President,,Jill Stein / Ajamu Baraka,GRN,28,17,0,11,0
Williamson,337,President,,Jill Stein / Ajamu Baraka,GRN,25,17,0,8,0
Williamson,339,President,,Jill Stein / Ajamu Baraka,GRN,20,13,0,7,0
Williamson,341,President,,Jill Stein / Ajamu Baraka,GRN,13,6,1,6,0
Williamson,343,President,,Jill Stein / Ajamu Baraka,GRN,7,3,1,3,0
Williamson,344,President,,Jill Stein / Ajamu Baraka,GRN,30,15,0,15,0
Williamson,368,President,,Jill Stein / Ajamu Baraka,GRN,14,8,3,3,0
Williamson,369,President,,Jill Stein / Ajamu Baraka,GRN,16,11,1,4,0
Williamson,370,President,,Jill Stein / Ajamu Baraka,GRN,26,15,1,10,0
Williamson,371,President,,Jill Stein / Ajamu Baraka,GRN,34,20,1,13,0
Williamson,379,President,,Jill Stein / Ajamu Baraka,GRN,18,13,1,3,1
Williamson,381,President,,Jill Stein / Ajamu Baraka,GRN,13,10,1,2,0
Williamson,382,President,,Jill Stein / Ajamu Baraka,GRN,6,5,0,1,0
Williamson,392,President,,Jill Stein / Ajamu Baraka,GRN,25,14,5,5,1
Williamson,394,President,,Jill Stein / Ajamu Baraka,GRN,18,12,3,3,0
Williamson,395,President,,Jill Stein / Ajamu Baraka,GRN,11,6,1,4,0
Williamson,396,President,,Jill Stein / Ajamu Baraka,GRN,6,6,0,0,0
Williamson,402,President,,Jill Stein / Ajamu Baraka,GRN,45,20,1,24,0
Williamson,403,President,,Jill Stein / Ajamu Baraka,GRN,13,4,0,9,0
Williamson,413,President,,Jill Stein / Ajamu Baraka,GRN,5,1,0,4,0
Williamson,415,President,,Jill Stein / Ajamu Baraka,GRN,1,1,0,0,0
Williamson,420,President,,Jill Stein / Ajamu Baraka,GRN,31,21,1,8,1
Williamson,423,President,,Jill Stein / Ajamu Baraka,GRN,25,20,0,5,0
Williamson,424,President,,Jill Stein / Ajamu Baraka,GRN,29,18,0,11,0
Williamson,425,President,,Jill Stein / Ajamu Baraka,GRN,1,0,0,1,0
Williamson,426,President,,Jill Stein / Ajamu Baraka,GRN,13,10,0,3,0
Williamson,427,President,,Jill Stein / Ajamu Baraka,GRN,16,8,1,7,0
Williamson,428,President,,Jill Stein / Ajamu Baraka,GRN,9,4,0,5,0
Williamson,429,President,,Jill Stein / Ajamu Baraka,GRN,9,9,0,0,0
Williamson,434,President,,Jill Stein / Ajamu Baraka,GRN,13,6,1,6,0
Williamson,436,President,,Jill Stein / Ajamu Baraka,GRN,5,3,1,1,0
Williamson,455,President,,Jill Stein / Ajamu Baraka,GRN,27,16,1,10,0
Williamson,456,President,,Jill Stein / Ajamu Baraka,GRN,7,2,0,5,0
Williamson,463,President,,Jill Stein / Ajamu Baraka,GRN,43,29,3,11,0
Williamson,480,President,,Jill Stein / Ajamu Baraka,GRN,39,26,2,11,0
Williamson,484,President,,Jill Stein / Ajamu Baraka,GRN,33,20,0,13,0
Williamson,488,President,,Jill Stein / Ajamu Baraka,GRN,27,21,2,4,0
Williamson,491,President,,Jill Stein / Ajamu Baraka,GRN,30,22,1,7,0
Williamson,Total,President,,Jill Stein / Ajamu Baraka,GRN,"2,047","1,267",74,697,9
Williamson,119,President,,Write - In,,53,43,1,9,0
Williamson,122,President,,Write - In,,52,37,2,13,0
Williamson,135,President,,Write - In,,29,19,0,10,0
Williamson,138,President,,Write - In,,48,34,3,11,0
Williamson,140,President,,Write - In,,36,25,1,9,1
Williamson,145,President,,Write - In,,21,10,0,11,0
Williamson,146,President,,Write - In,,60,38,0,22,0
Williamson,147,President,,Write - In,,55,37,3,15,0
Williamson,149,President,,Write - In,,30,15,0,15,0
Williamson,150,President,,Write - In,,19,9,0,10,0
Williamson,151,President,,Write - In,,30,19,3,7,1
Williamson,152,President,,Write - In,,32,23,2,7,0
Williamson,160,President,,Write - In,,70,48,4,18,0
Williamson,162,President,,Write - In,,34,21,1,11,1
Williamson,172,President,,Write - In,,48,35,0,13,0
Williamson,182,President,,Write - In,,64,51,1,12,0
Williamson,185,President,,Write - In,,20,14,2,4,0
Williamson,186,President,,Write - In,,44,26,3,15,0
Williamson,189,President,,Write - In,,52,43,0,9,0
Williamson,190,President,,Write - In,,83,58,3,22,0
Williamson,197,President,,Write - In,,42,33,1,8,0
Williamson,198,President,,Write - In,,61,48,5,8,0
Williamson,201,President,,Write - In,,79,49,2,28,0
Williamson,204,President,,Write - In,,100,69,4,26,1
Williamson,206,President,,Write - In,,15,9,1,5,0
Williamson,207,President,,Write - In,,51,37,0,14,0
Williamson,216,President,,Write - In,,26,19,2,5,0
Williamson,218,President,,Write - In,,37,25,2,10,0
Williamson,253,President,,Write - In,,74,53,2,19,0
Williamson,254,President,,Write - In,,41,27,4,9,1
Williamson,259,President,,Write - In,,76,52,0,24,0
Williamson,264,President,,Write - In,,49,35,0,14,0
Williamson,266,President,,Write - In,,44,29,1,13,1
Williamson,267,President,,Write - In,,52,26,4,22,0
Williamson,273,President,,Write - In,,32,25,2,5,0
Williamson,274,President,,Write - In,,61,37,4,20,0
Williamson,275,President,,Write - In,,36,21,6,9,0
Williamson,277,President,,Write - In,,103,75,6,22,0
Williamson,278,President,,Write - In,,97,66,1,30,0
Williamson,283,President,,Write - In,,52,35,2,15,0
Williamson,287,President,,Write - In,,67,34,6,27,0
Williamson,305,President,,Write - In,,29,17,4,8,0
Williamson,309,President,,Write - In,,14,11,0,3,0
Williamson,310,President,,Write - In,,8,4,1,3,0
Williamson,311,President,,Write - In,,14,7,0,7,0
Williamson,312,President,,Write - In,,41,22,5,14,0
Williamson,314,President,,Write - In,,25,18,0,7,0
Williamson,330,President,,Write - In,,57,33,0,24,0
Williamson,331,President,,Write - In,,51,35,3,13,0
Williamson,332,President,,Write - In,,82,51,3,28,0
Williamson,333,President,,Write - In,,50,34,2,14,0
Williamson,337,President,,Write - In,,67,48,0,19,0
Williamson,339,President,,Write - In,,32,22,0,10,0
Williamson,341,President,,Write - In,,26,22,2,2,0
Williamson,343,President,,Write - In,,8,5,1,2,0
Williamson,344,President,,Write - In,,70,43,5,22,0
Williamson,368,President,,Write - In,,36,26,3,7,0
Williamson,369,President,,Write - In,,27,14,1,12,0
Williamson,370,President,,Write - In,,42,27,3,12,0
Williamson,371,President,,Write - In,,48,27,1,20,0
Williamson,379,President,,Write - In,,22,14,2,6,0
Williamson,381,President,,Write - In,,49,36,4,9,0
Williamson,382,President,,Write - In,,27,21,5,1,0
Williamson,392,President,,Write - In,,48,34,3,11,0
Williamson,394,President,,Write - In,,51,41,9,1,0
Williamson,395,President,,Write - In,,30,14,5,11,0
Williamson,396,President,,Write - In,,17,13,3,1,0
Williamson,402,President,,Write - In,,45,28,2,15,0
Williamson,403,President,,Write - In,,22,19,0,3,0
Williamson,413,President,,Write - In,,3,1,1,1,0
Williamson,415,President,,Write - In,,9,6,0,3,0
Williamson,420,President,,Write - In,,61,42,1,18,0
Williamson,423,President,,Write - In,,34,23,4,7,0
Williamson,424,President,,Write - In,,79,57,2,20,0
Williamson,425,President,,Write - In,,1,1,0,0,0
Williamson,426,President,,Write - In,,17,13,0,4,0
Williamson,427,President,,Write - In,,27,18,0,9,0
Williamson,428,President,,Write - In,,27,20,0,7,0
Williamson,429,President,,Write - In,,15,9,0,6,0
Williamson,434,President,,Write - In,,24,16,1,7,0
Williamson,436,President,,Write - In,,6,3,2,1,0
Williamson,455,President,,Write - In,,22,14,1,7,0
Williamson,456,President,,Write - In,,10,4,0,6,0
Williamson,463,President,,Write - In,,42,25,1,16,0
Williamson,480,President,,Write - In,,56,37,2,17,0
Williamson,484,President,,Write - In,,59,37,4,18,0
Williamson,488,President,,Write - In,,75,56,0,19,0
Williamson,491,President,,Write - In,,60,35,6,19,0
Williamson,Total,President,,Write - In,,"3,740","2,512",176,"1,046",6
Williamson,119,U.S. House,31,John Carter ,REP,"1,211",930,46,234,1
Williamson,122,U.S. House,31,John Carter ,REP,"1,004",785,68,151,0
Williamson,135,U.S. House,31,John Carter ,REP,692,486,24,179,3
Williamson,138,U.S. House,31,John Carter ,REP,"1,510","1,212",63,232,3
Williamson,140,U.S. House,31,John Carter ,REP,733,592,31,110,0
Williamson,145,U.S. House,31,John Carter ,REP,596,423,21,151,1
Williamson,146,U.S. House,31,John Carter ,REP,"1,102",796,44,262,0
Williamson,147,U.S. House,31,John Carter ,REP,777,559,38,179,1
Williamson,149,U.S. House,31,John Carter ,REP,575,433,20,120,2
Williamson,150,U.S. House,31,John Carter ,REP,550,379,27,143,1
Williamson,151,U.S. House,31,John Carter ,REP,670,455,45,167,3
Williamson,152,U.S. House,31,John Carter ,REP,509,337,18,151,3
Williamson,160,U.S. House,31,John Carter ,REP,"1,442","1,204",37,200,1
Williamson,162,U.S. House,31,John Carter ,REP,613,428,36,144,5
Williamson,172,U.S. House,31,John Carter ,REP,913,694,53,165,1
Williamson,182,U.S. House,31,John Carter ,REP,"1,843","1,471",57,315,0
Williamson,185,U.S. House,31,John Carter ,REP,422,308,24,89,1
Williamson,186,U.S. House,31,John Carter ,REP,816,573,36,204,3
Williamson,189,U.S. House,31,John Carter ,REP,907,619,32,253,3
Williamson,190,U.S. House,31,John Carter ,REP,"1,942","1,539",72,330,1
Williamson,197,U.S. House,31,John Carter ,REP,958,755,36,165,2
Williamson,198,U.S. House,31,John Carter ,REP,"1,413","1,175",47,189,2
Williamson,201,U.S. House,31,John Carter ,REP,"2,241","1,732",75,428,6
Williamson,204,U.S. House,31,John Carter ,REP,"1,957","1,494",68,390,5
Williamson,206,U.S. House,31,John Carter ,REP,"1,460","1,022",69,368,1
Williamson,207,U.S. House,31,John Carter ,REP,"2,570","1,803",104,660,3
Williamson,216,U.S. House,31,John Carter ,REP,896,713,17,164,2
Williamson,218,U.S. House,31,John Carter ,REP,888,696,47,145,0
Williamson,253,U.S. House,31,John Carter ,REP,"2,255","1,639",71,538,7
Williamson,254,U.S. House,31,John Carter ,REP,"1,190",904,66,217,3
Williamson,259,U.S. House,31,John Carter ,REP,"2,088","1,566",63,457,2
Williamson,264,U.S. House,31,John Carter ,REP,"1,626","1,210",52,362,2
Williamson,266,U.S. House,31,John Carter ,REP,"1,207",892,74,239,2
Williamson,267,U.S. House,31,John Carter ,REP,"1,104",817,44,242,1
Williamson,273,U.S. House,31,John Carter ,REP,814,629,29,155,1
Williamson,274,U.S. House,31,John Carter ,REP,"1,121",768,38,311,4
Williamson,275,U.S. House,31,John Carter ,REP,682,487,50,144,1
Williamson,277,U.S. House,31,John Carter ,REP,"2,045","1,649",60,333,3
Williamson,278,U.S. House,31,John Carter ,REP,"1,853","1,419",66,365,3
Williamson,283,U.S. House,31,John Carter ,REP,"1,544","1,134",55,351,4
Williamson,287,U.S. House,31,John Carter ,REP,"1,786","1,306",79,400,1
Williamson,305,U.S. House,31,John Carter ,REP,"1,536","1,198",94,244,0
Williamson,309,U.S. House,31,John Carter ,REP,679,411,19,249,0
Williamson,310,U.S. House,31,John Carter ,REP,818,436,39,341,2
Williamson,311,U.S. House,31,John Carter ,REP,886,563,46,276,1
Williamson,312,U.S. House,31,John Carter ,REP,"1,692","1,107",75,509,1
Williamson,314,U.S. House,31,John Carter ,REP,"1,020",743,48,226,3
Williamson,330,U.S. House,31,John Carter ,REP,"1,487","1,116",37,334,0
Williamson,331,U.S. House,31,John Carter ,REP,"1,372","1,055",34,279,4
Williamson,332,U.S. House,31,John Carter ,REP,"1,649","1,244",56,347,2
Williamson,333,U.S. House,31,John Carter ,REP,"1,414","1,026",59,328,1
Williamson,337,U.S. House,31,John Carter ,REP,"1,722","1,255",64,399,4
Williamson,339,U.S. House,31,John Carter ,REP,766,561,32,172,1
Williamson,341,U.S. House,31,John Carter ,REP,952,716,81,153,2
Williamson,343,U.S. House,31,John Carter ,REP,226,132,27,67,0
Williamson,344,U.S. House,31,John Carter ,REP,"2,579","2,024",137,417,1
Williamson,368,U.S. House,31,John Carter ,REP,"1,488","1,163",78,245,2
Williamson,369,U.S. House,31,John Carter ,REP,861,619,29,211,2
Williamson,370,U.S. House,31,John Carter ,REP,"1,350","1,025",53,270,2
Williamson,371,U.S. House,31,John Carter ,REP,"1,876","1,404",95,374,3
Williamson,379,U.S. House,31,John Carter ,REP,"1,188",891,130,164,3
Williamson,381,U.S. House,31,John Carter ,REP,"2,441","1,924",183,331,3
Williamson,382,U.S. House,31,John Carter ,REP,"1,935","1,557",278,100,0
Williamson,392,U.S. House,31,John Carter ,REP,"2,388","1,737",264,383,4
Williamson,394,U.S. House,31,John Carter ,REP,"3,550","2,916",431,200,3
Williamson,395,U.S. House,31,John Carter ,REP,"1,521","1,205",74,242,0
Williamson,396,U.S. House,31,John Carter ,REP,"1,955","1,522",296,134,3
Williamson,402,U.S. House,31,John Carter ,REP,"1,536","1,130",39,365,2
Williamson,403,U.S. House,31,John Carter ,REP,780,589,20,170,1
Williamson,413,U.S. House,31,John Carter ,REP,244,164,6,74,0
Williamson,415,U.S. House,31,John Carter ,REP,815,458,30,327,0
Williamson,420,U.S. House,31,John Carter ,REP,"1,727","1,316",47,361,3
Williamson,423,U.S. House,31,John Carter ,REP,989,710,49,227,3
Williamson,424,U.S. House,31,John Carter ,REP,"2,824","2,182",91,547,4
Williamson,425,U.S. House,31,John Carter ,REP,230,95,16,118,1
Williamson,426,U.S. House,31,John Carter ,REP,733,579,30,119,5
Williamson,427,U.S. House,31,John Carter ,REP,945,716,46,182,1
Williamson,428,U.S. House,31,John Carter ,REP,"1,139",861,46,232,0
Williamson,429,U.S. House,31,John Carter ,REP,304,205,14,84,1
Williamson,434,U.S. House,31,John Carter ,REP,"1,475","1,034",67,372,2
Williamson,436,U.S. House,31,John Carter ,REP,411,305,17,88,1
Williamson,455,U.S. House,31,John Carter ,REP,584,436,22,126,0
Williamson,456,U.S. House,31,John Carter ,REP,401,316,16,69,0
Williamson,463,U.S. House,31,John Carter ,REP,"1,156",887,44,222,3
Williamson,480,U.S. House,31,John Carter ,REP,"1,349","1,060",32,255,2
Williamson,484,U.S. House,31,John Carter ,REP,"1,628","1,254",63,311,0
Williamson,488,U.S. House,31,John Carter ,REP,"2,138","1,656",73,407,2
Williamson,491,U.S. House,31,John Carter ,REP,"1,557","1,214",48,294,1
Williamson,Total,U.S. House,31,John Carter ,REP,"112,841","84,750","5,577","22,347",167
Williamson,119,U.S. House,31,Mike Clark,DEM,932,711,35,184,2
Williamson,122,U.S. House,31,Mike Clark,DEM,674,539,56,74,5
Williamson,135,U.S. House,31,Mike Clark,DEM,980,705,39,234,2
Williamson,138,U.S. House,31,Mike Clark,DEM,"1,040",822,39,176,3
Williamson,140,U.S. House,31,Mike Clark,DEM,542,451,24,63,4
Williamson,145,U.S. House,31,Mike Clark,DEM,852,595,34,219,4
Williamson,146,U.S. House,31,Mike Clark,DEM,"1,818","1,441",60,311,6
Williamson,147,U.S. House,31,Mike Clark,DEM,"1,118",828,54,231,5
Williamson,149,U.S. House,31,Mike Clark,DEM,638,473,33,132,0
Williamson,150,U.S. House,31,Mike Clark,DEM,702,490,40,169,3
Williamson,151,U.S. House,31,Mike Clark,DEM,858,634,34,187,3
Williamson,152,U.S. House,31,Mike Clark,DEM,853,572,35,244,2
Williamson,160,U.S. House,31,Mike Clark,DEM,"1,332","1,108",40,180,4
Williamson,162,U.S. House,31,Mike Clark,DEM,"1,009",733,47,227,2
Williamson,172,U.S. House,31,Mike Clark,DEM,579,454,41,83,1
Williamson,182,U.S. House,31,Mike Clark,DEM,850,709,31,109,1
Williamson,185,U.S. House,31,Mike Clark,DEM,599,463,30,103,3
Williamson,186,U.S. House,31,Mike Clark,DEM,883,667,32,178,6
Williamson,189,U.S. House,31,Mike Clark,DEM,928,739,31,157,1
Williamson,190,U.S. House,31,Mike Clark,DEM,"1,254","1,042",80,128,4
Williamson,197,U.S. House,31,Mike Clark,DEM,832,707,30,92,3
Williamson,198,U.S. House,31,Mike Clark,DEM,"1,165",975,50,137,3
Williamson,201,U.S. House,31,Mike Clark,DEM,"1,656","1,368",58,225,5
Williamson,204,U.S. House,31,Mike Clark,DEM,"1,368","1,107",53,206,2
Williamson,206,U.S. House,31,Mike Clark,DEM,343,248,34,61,0
Williamson,207,U.S. House,31,Mike Clark,DEM,637,477,38,121,1
Williamson,216,U.S. House,31,Mike Clark,DEM,640,503,40,96,1
Williamson,218,U.S. House,31,Mike Clark,DEM,"1,007",814,42,146,5
Williamson,253,U.S. House,31,Mike Clark,DEM,"1,190",870,56,261,3
Williamson,254,U.S. House,31,Mike Clark,DEM,791,614,42,134,1
Williamson,259,U.S. House,31,Mike Clark,DEM,"1,274",936,52,283,3
Williamson,264,U.S. House,31,Mike Clark,DEM,884,643,24,217,0
Williamson,266,U.S. House,31,Mike Clark,DEM,"1,105",839,60,205,1
Williamson,267,U.S. House,31,Mike Clark,DEM,458,352,13,93,0
Williamson,273,U.S. House,31,Mike Clark,DEM,753,614,39,98,2
Williamson,274,U.S. House,31,Mike Clark,DEM,"1,458","1,071",45,336,6
Williamson,275,U.S. House,31,Mike Clark,DEM,985,722,47,213,3
Williamson,277,U.S. House,31,Mike Clark,DEM,"1,268","1,043",63,162,0
Williamson,278,U.S. House,31,Mike Clark,DEM,"1,463","1,185",56,222,0
Williamson,283,U.S. House,31,Mike Clark,DEM,"1,121",848,60,212,1
Williamson,287,U.S. House,31,Mike Clark,DEM,"1,199",894,90,213,2
Williamson,305,U.S. House,31,Mike Clark,DEM,409,333,22,53,1
Williamson,309,U.S. House,31,Mike Clark,DEM,195,106,11,78,0
Williamson,310,U.S. House,31,Mike Clark,DEM,203,120,16,67,0
Williamson,311,U.S. House,31,Mike Clark,DEM,279,194,13,72,0
Williamson,312,U.S. House,31,Mike Clark,DEM,544,310,24,207,3
Williamson,314,U.S. House,31,Mike Clark,DEM,858,624,61,173,0
Williamson,330,U.S. House,31,Mike Clark,DEM,"1,048",788,42,216,2
Williamson,331,U.S. House,31,Mike Clark,DEM,705,535,24,144,2
Williamson,332,U.S. House,31,Mike Clark,DEM,774,601,39,133,1
Williamson,333,U.S. House,31,Mike Clark,DEM,947,722,45,178,2
Williamson,337,U.S. House,31,Mike Clark,DEM,"1,216",917,51,246,2
Williamson,339,U.S. House,31,Mike Clark,DEM,731,548,20,162,1
Williamson,341,U.S. House,31,Mike Clark,DEM,372,279,46,45,2
Williamson,343,U.S. House,31,Mike Clark,DEM,274,156,28,89,1
Williamson,344,U.S. House,31,Mike Clark,DEM,995,767,97,131,0
Williamson,368,U.S. House,31,Mike Clark,DEM,489,381,46,58,4
Williamson,369,U.S. House,31,Mike Clark,DEM,822,598,50,173,1
Williamson,370,U.S. House,31,Mike Clark,DEM,870,665,52,153,0
Williamson,371,U.S. House,31,Mike Clark,DEM,882,670,33,176,3
Williamson,379,U.S. House,31,Mike Clark,DEM,466,314,71,76,5
Williamson,381,U.S. House,31,Mike Clark,DEM,723,553,73,96,1
Williamson,382,U.S. House,31,Mike Clark,DEM,820,597,192,31,0
Williamson,392,U.S. House,31,Mike Clark,DEM,808,561,119,124,4
Williamson,394,U.S. House,31,Mike Clark,DEM,"1,452","1,127",267,57,1
Williamson,395,U.S. House,31,Mike Clark,DEM,428,323,43,62,0
Williamson,396,U.S. House,31,Mike Clark,DEM,838,590,209,37,2
Williamson,402,U.S. House,31,Mike Clark,DEM,"1,247",962,27,255,3
Williamson,403,U.S. House,31,Mike Clark,DEM,593,451,18,124,0
Williamson,413,U.S. House,31,Mike Clark,DEM,100,55,7,37,1
Williamson,415,U.S. House,31,Mike Clark,DEM,277,123,21,133,0
Williamson,420,U.S. House,31,Mike Clark,DEM,"1,158",881,32,241,4
Williamson,423,U.S. House,31,Mike Clark,DEM,"1,038",759,38,237,4
Williamson,424,U.S. House,31,Mike Clark,DEM,"1,626","1,254",77,291,4
Williamson,425,U.S. House,31,Mike Clark,DEM,105,35,8,62,0
Williamson,426,U.S. House,31,Mike Clark,DEM,407,321,15,71,0
Williamson,427,U.S. House,31,Mike Clark,DEM,548,404,38,103,3
Williamson,428,U.S. House,31,Mike Clark,DEM,524,416,27,80,1
Williamson,429,U.S. House,31,Mike Clark,DEM,426,291,18,116,1
Williamson,434,U.S. House,31,Mike Clark,DEM,351,218,24,109,0
Williamson,436,U.S. House,31,Mike Clark,DEM,81,59,6,16,0
Williamson,455,U.S. House,31,Mike Clark,DEM,749,548,43,157,1
Williamson,456,U.S. House,31,Mike Clark,DEM,453,301,35,117,0
Williamson,463,U.S. House,31,Mike Clark,DEM,"1,476","1,097",65,312,2
Williamson,480,U.S. House,31,Mike Clark,DEM,"1,444","1,123",50,265,6
Williamson,484,U.S. House,31,Mike Clark,DEM,"1,245",973,47,224,1
Williamson,488,U.S. House,31,Mike Clark,DEM,"1,426","1,137",57,225,7
Williamson,491,U.S. House,31,Mike Clark,DEM,"1,454","1,117",55,278,4
Williamson,Total,U.S. House,31,Mike Clark,DEM,"74,914","56,910","4,209","13,612",183
Williamson,119,U.S. House,31,Scott Ballard,LIB,131,96,2,32,1
Williamson,122,U.S. House,31,Scott Ballard,LIB,126,89,2,34,1
Williamson,135,U.S. House,31,Scott Ballard,LIB,115,73,1,40,1
Williamson,138,U.S. House,31,Scott Ballard,LIB,144,91,6,47,0
Williamson,140,U.S. House,31,Scott Ballard,LIB,93,69,0,24,0
Williamson,145,U.S. House,31,Scott Ballard,LIB,100,64,1,35,0
Williamson,146,U.S. House,31,Scott Ballard,LIB,198,134,2,61,1
Williamson,147,U.S. House,31,Scott Ballard,LIB,161,100,2,58,1
Williamson,149,U.S. House,31,Scott Ballard,LIB,74,48,4,21,1
Williamson,150,U.S. House,31,Scott Ballard,LIB,78,43,0,35,0
Williamson,151,U.S. House,31,Scott Ballard,LIB,141,82,2,55,2
Williamson,152,U.S. House,31,Scott Ballard,LIB,116,61,4,51,0
Williamson,160,U.S. House,31,Scott Ballard,LIB,170,124,1,45,0
Williamson,162,U.S. House,31,Scott Ballard,LIB,115,69,1,45,0
Williamson,172,U.S. House,31,Scott Ballard,LIB,79,60,0,19,0
Williamson,182,U.S. House,31,Scott Ballard,LIB,130,93,2,34,1
Williamson,185,U.S. House,31,Scott Ballard,LIB,53,33,0,19,1
Williamson,186,U.S. House,31,Scott Ballard,LIB,72,48,5,18,1
Williamson,189,U.S. House,31,Scott Ballard,LIB,104,65,0,39,0
Williamson,190,U.S. House,31,Scott Ballard,LIB,192,146,1,45,0
Williamson,197,U.S. House,31,Scott Ballard,LIB,83,59,0,24,0
Williamson,198,U.S. House,31,Scott Ballard,LIB,141,108,3,30,0
Williamson,201,U.S. House,31,Scott Ballard,LIB,193,138,0,55,0
Williamson,204,U.S. House,31,Scott Ballard,LIB,225,160,5,59,1
Williamson,206,U.S. House,31,Scott Ballard,LIB,108,67,0,41,0
Williamson,207,U.S. House,31,Scott Ballard,LIB,170,99,5,65,1
Williamson,216,U.S. House,31,Scott Ballard,LIB,116,85,2,29,0
Williamson,218,U.S. House,31,Scott Ballard,LIB,140,97,0,43,0
Williamson,253,U.S. House,31,Scott Ballard,LIB,235,157,2,76,0
Williamson,254,U.S. House,31,Scott Ballard,LIB,152,100,0,50,2
Williamson,259,U.S. House,31,Scott Ballard,LIB,253,155,4,94,0
Williamson,264,U.S. House,31,Scott Ballard,LIB,165,109,3,53,0
Williamson,266,U.S. House,31,Scott Ballard,LIB,143,100,3,40,0
Williamson,267,U.S. House,31,Scott Ballard,LIB,130,83,5,42,0
Williamson,273,U.S. House,31,Scott Ballard,LIB,129,84,4,41,0
Williamson,274,U.S. House,31,Scott Ballard,LIB,174,111,2,59,2
Williamson,275,U.S. House,31,Scott Ballard,LIB,110,70,2,38,0
Williamson,277,U.S. House,31,Scott Ballard,LIB,191,135,4,52,0
Williamson,278,U.S. House,31,Scott Ballard,LIB,268,188,6,72,2
Williamson,283,U.S. House,31,Scott Ballard,LIB,191,136,4,51,0
Williamson,287,U.S. House,31,Scott Ballard,LIB,192,120,2,70,0
Williamson,305,U.S. House,31,Scott Ballard,LIB,85,56,9,20,0
Williamson,309,U.S. House,31,Scott Ballard,LIB,45,23,1,21,0
Williamson,310,U.S. House,31,Scott Ballard,LIB,51,28,2,21,0
Williamson,311,U.S. House,31,Scott Ballard,LIB,68,40,2,26,0
Williamson,312,U.S. House,31,Scott Ballard,LIB,118,63,3,52,0
Williamson,314,U.S. House,31,Scott Ballard,LIB,118,82,2,34,0
Williamson,330,U.S. House,31,Scott Ballard,LIB,153,107,4,42,0
Williamson,331,U.S. House,31,Scott Ballard,LIB,138,98,0,40,0
Williamson,332,U.S. House,31,Scott Ballard,LIB,138,90,4,44,0
Williamson,333,U.S. House,31,Scott Ballard,LIB,163,106,4,53,0
Williamson,337,U.S. House,31,Scott Ballard,LIB,131,94,0,37,0
Williamson,339,U.S. House,31,Scott Ballard,LIB,82,56,1,25,0
Williamson,341,U.S. House,31,Scott Ballard,LIB,56,37,1,17,1
Williamson,343,U.S. House,31,Scott Ballard,LIB,36,18,0,18,0
Williamson,344,U.S. House,31,Scott Ballard,LIB,183,125,3,55,0
Williamson,368,U.S. House,31,Scott Ballard,LIB,107,76,5,26,0
Williamson,369,U.S. House,31,Scott Ballard,LIB,95,60,2,33,0
Williamson,370,U.S. House,31,Scott Ballard,LIB,138,95,3,40,0
Williamson,371,U.S. House,31,Scott Ballard,LIB,161,102,3,53,3
Williamson,379,U.S. House,31,Scott Ballard,LIB,82,54,2,26,0
Williamson,381,U.S. House,31,Scott Ballard,LIB,152,111,6,35,0
Williamson,382,U.S. House,31,Scott Ballard,LIB,75,66,6,3,0
Williamson,392,U.S. House,31,Scott Ballard,LIB,159,105,14,38,2
Williamson,394,U.S. House,31,Scott Ballard,LIB,123,100,12,11,0
Williamson,395,U.S. House,31,Scott Ballard,LIB,100,68,2,30,0
Williamson,396,U.S. House,31,Scott Ballard,LIB,75,59,8,7,1
Williamson,402,U.S. House,31,Scott Ballard,LIB,194,122,2,70,0
Williamson,403,U.S. House,31,Scott Ballard,LIB,78,56,1,21,0
Williamson,413,U.S. House,31,Scott Ballard,LIB,15,6,1,8,0
Williamson,415,U.S. House,31,Scott Ballard,LIB,43,16,0,27,0
Williamson,420,U.S. House,31,Scott Ballard,LIB,187,121,2,63,1
Williamson,423,U.S. House,31,Scott Ballard,LIB,141,102,3,36,0
Williamson,424,U.S. House,31,Scott Ballard,LIB,230,170,3,57,0
Williamson,425,U.S. House,31,Scott Ballard,LIB,6,1,0,5,0
Williamson,426,U.S. House,31,Scott Ballard,LIB,74,51,0,23,0
