county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Scurry,0005,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,91,0,0,0,0
Scurry,0006,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,254,0,0,0,0
Scurry,0007,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,2187,0,0,0,0
Scurry,0008,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,960,0,0,0,0
Scurry,0009,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,475,0,0,0,0
Scurry,0010,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1111,0,0,0,0
Scurry,0011,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,151,0,0,0,0
Scurry,0012,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1525,0,0,0,0
Scurry,0013,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,467,0,0,0,0
Scurry,0014,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,116,0,0,0,0
Scurry,0015,REGISTERED VOTERS - TOTAL,,,REGISTERED VOTERS - TOTAL,1952,0,0,0,0
Scurry,0005,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,63,5,15,43,0
Scurry,0006,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,104,6,32,66,0
Scurry,0007,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,783,26,336,421,0
Scurry,0008,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,298,13,116,169,0
Scurry,0009,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,217,4,57,156,0
Scurry,0010,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,531,28,217,286,0
Scurry,0011,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,73,5,7,61,0
Scurry,0012,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,395,13,130,252,0
Scurry,0013,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,198,10,41,147,0
Scurry,0014,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,61,2,27,32,0
Scurry,0015,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,381,19,143,219,0
Scurry,0005,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,57,5,13,39,0
Scurry,0006,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,94,6,32,56,0
Scurry,0007,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,737,22,325,390,0
Scurry,0008,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,279,10,111,158,0
Scurry,0009,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,214,4,56,154,0
Scurry,0010,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,505,22,209,274,0
Scurry,0011,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,67,5,7,55,0
Scurry,0012,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,345,8,116,221,0
Scurry,0013,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,172,8,34,130,0
Scurry,0014,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,52,2,20,30,0
Scurry,0015,BALLOTS CAST - REPUBLICAN PARTY,,REP,BALLOTS CAST - REPUBLICAN PARTY,323,18,132,173,0
Scurry,0005,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,6,0,2,4,0
Scurry,0006,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,10,0,0,10,0
Scurry,0007,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,46,4,11,31,0
Scurry,0008,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,19,3,5,11,0
Scurry,0009,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,3,0,1,2,0
Scurry,0010,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,26,6,8,12,0
Scurry,0011,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,6,0,0,6,0
Scurry,0012,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,50,5,14,31,0
Scurry,0013,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,26,2,7,17,0
Scurry,0014,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,9,0,7,2,0
Scurry,0015,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,58,1,11,46,0
Scurry,0005,President,,REP,Marco Rubio,7,1,0,6,0
Scurry,0006,President,,REP,Marco Rubio,15,1,10,4,0
Scurry,0007,President,,REP,Marco Rubio,114,2,66,46,0
Scurry,0008,President,,REP,Marco Rubio,49,1,19,29,0
Scurry,0009,President,,REP,Marco Rubio,26,0,7,19,0
Scurry,0010,President,,REP,Marco Rubio,79,2,41,36,0
Scurry,0011,President,,REP,Marco Rubio,6,0,2,4,0
Scurry,0012,President,,REP,Marco Rubio,43,0,17,26,0
Scurry,0013,President,,REP,Marco Rubio,9,1,5,3,0
Scurry,0014,President,,REP,Marco Rubio,3,0,1,2,0
Scurry,0015,President,,REP,Marco Rubio,36,2,16,18,0
Scurry,0005,President,,REP,Carly Fiorina,0,0,0,0,0
Scurry,0006,President,,REP,Carly Fiorina,0,0,0,0,0
