county,precinct,office,district,party,candidate,votes,early_votes,election_day
Lampasas,1,President ,,REP,Ben Carson,25,5,20
Lampasas,1,President ,,REP,Chris Christie,0,0,0
Lampasas,1,President ,,REP,Rick Santorum,0,0,0
Lampasas,1,President ,,REP,John R. Kasich,13,4,9
Lampasas,1,President ,,REP,Donald J. Trump,167,43,124
Lampasas,1,President ,,REP,Carly Fiorina,0,0,0
Lampasas,1,President ,,REP,Rand Paul,1,0,1
Lampasas,1,President ,,REP,Marco Rubio,74,27,47
Lampasas,1,President ,,REP,Lindsey Graham,0,0,0
Lampasas,1,President ,,REP,Mike Huckabee,3,1,2
Lampasas,1,President ,,REP,Elizabeth Gray,0,0,0
Lampasas,1,President ,,REP,Jeb Bush,9,7,2
Lampasas,1,President ,,REP,Ted Cruz,194,40,154
Lampasas,1,President ,,REP,Uncommitted,5,4,1
Lampasas,1,U.S. House,25,REP,Roger Williams,414,114,300
Lampasas,1,Railroad Commissioner ,,REP,Weston Martinez,40,14,26
Lampasas,1,Railroad Commissioner ,,REP,Wayne Christian,77,18,59
Lampasas,1,Railroad Commissioner ,,REP,Lance N. Christian,46,8,38
Lampasas,1,Railroad Commissioner ,,REP,John Greytok,29,5,24
Lampasas,1,Railroad Commissioner ,,REP,Doug Jeffrey,61,15,46
Lampasas,1,Railroad Commissioner ,,REP,Ron Hale,69,21,48
Lampasas,1,Railroad Commissioner ,,REP,Gary Gates,82,29,53
Lampasas,1,"Justice, Supreme Court, Place 3 ",,REP,Michael Massengale,235,65,170
Lampasas,1,"Justice, Supreme Court, Place 3 ",,REP,Debra Lehrmann,188,50,138
Lampasas,1,"Justice, Supreme Court, Place 5 ",,REP,Rick Green,275,69,206
Lampasas,1,"Justice, Supreme Court, Place 5 ",,REP,Paul Green,136,44,92
Lampasas,1,"Justice, Supreme Court, Place 9 ",,REP,Joe Pool,220,54,166
Lampasas,1,"Justice, Supreme Court, Place 9 ",,REP,Eva Guzman,196,58,138
Lampasas,1,"Judge, Court of Criminal Appeals, Place 2 ",,REP,Mary Lou Keel,160,43,117
Lampasas,1,"Judge, Court of Criminal Appeals, Place 2 ",,REP,Ray Wheless,168,47,121
Lampasas,1,"Judge, Court of Criminal Appeals, Place 2 ",,REP,Chris Oldner,82,19,63
Lampasas,1,"Judge, Court of Criminal Appeals, Place 5 ",,REP,Sid Harle,60,29,31
Lampasas,1,"Judge, Court of Criminal Appeals, Place 5 ",,REP,Scott Walker,195,51,144
Lampasas,1,"Judge, Court of Criminal Appeals, Place 5 ",,REP,Steve Smith,83,15,68
Lampasas,1,"Judge, Court of Criminal Appeals, Place 5 ",,REP,Brent Webster,68,16,52
Lampasas,1,"Judge, Court of Criminal Appeals, Place 6 ",,REP,Richard Davis,218,57,161
