county,precinct,office,district,party,candidate,votes,early_voting,election_day
Bandera,101,Registered Voters - Total,,,,1628,,
Bandera,101,Ballots Cast - Total,,,,605,320,285
Bandera,101,President,,REP,OVER VOTES,0,0,0
Bandera,101,President,,REP,UNDER VOTES,9,4,5
Bandera,101,President,,REP,Carly Fiorina,0,0,0
Bandera,101,President,,REP,Lindsey Graham,1,1,0
Bandera,101,President,,REP,Elizabeth Gray,0,0,0
Bandera,101,President,,REP,Rand Paul,1,1,0
Bandera,101,President,,REP,Donald J. Trump,177,92,85
Bandera,101,President,,REP,Rick Santorum,0,0,0
Bandera,101,President,,REP,Chris Christie,1,1,0
Bandera,101,President,,REP,Ted Cruz,237,118,119
Bandera,101,President,,REP,John R. Kasich,23,16,7
Bandera,101,President,,REP,Marco Rubio,59,32,27
Bandera,101,President,,REP,Mike Huckabee,1,1,0
Bandera,101,President,,REP,Ben Carson,21,11,10
Bandera,101,President,,REP,Jeb Bush,7,4,3
Bandera,101,President,,REP,Uncommitted (No Comprometido),7,5,2
Bandera,101,U.S. House,21,REP,OVER VOTES,1,1,0
Bandera,101,U.S. House,21,REP,UNDER VOTES,41,17,24
Bandera,101,U.S. House,21,REP,Todd Phelps,22,12,10
Bandera,101,U.S. House,21,REP,Lamar Smith,287,155,132
Bandera,101,U.S. House,21,REP,John Murphy,36,16,20
Bandera,101,U.S. House,21,REP,Matt McCall,157,85,72
Bandera,101,Railroad Commissioner,,REP,OVER VOTES,0,0,0
Bandera,101,Railroad Commissioner,,REP,UNDER VOTES,127,59,68
Bandera,101,Railroad Commissioner,,REP,Doug Jeffrey,69,41,28
Bandera,101,Railroad Commissioner,,REP,John Greytok,21,11,10
Bandera,101,Railroad Commissioner,,REP,Lance N. Christian,49,25,24
Bandera,101,Railroad Commissioner,,REP,Wayne Christian,72,39,33
Bandera,101,Railroad Commissioner,,REP,Weston Martinez,26,9,17
Bandera,101,Railroad Commissioner,,REP,Gary Gates,111,63,48
Bandera,101,Railroad Commissioner,,REP,Ron Hale,69,39,30
Bandera,101,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0
Bandera,101,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,125,65,60
Bandera,101,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,218,114,104
Bandera,101,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,201,107,94
Bandera,101,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0
Bandera,101,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,136,72,64
Bandera,101,"Justice, Supreme Court, Place 5",,REP,Rick Green,244,118,126
Bandera,101,"Justice, Supreme Court, Place 5",,REP,Paul Green,164,96,68
Bandera,101,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0
Bandera,101,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,124,58,66
Bandera,101,"Justice, Supreme Court, Place 9",,REP,Joe Pool,211,115,96
Bandera,101,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,209,113,96
Bandera,101,"Judge, Court of Criminal Appeals Place 2",,REP,OVER VOTES,0,0,0
Bandera,101,"Judge, Court of Criminal Appeals Place 2",,REP,UNDER VOTES,150,74,76
Bandera,101,"Judge, Court of Criminal Appeals Place 2",,REP,Ray Wheless,146,81,65
Bandera,101,"Judge, Court of Criminal Appeals Place 2",,REP,Mary Lou Keel,158,79,79
Bandera,101,"Judge, Court of Criminal Appeals Place 2",,REP,Chris Oldner,90,52,38
Bandera,101,"Judge, Court of Criminal Appeals Place 5",,REP,OVER VOTES,0,0,0
Bandera,101,"Judge, Court of Criminal Appeals Place 5",,REP,UNDER VOTES,135,67,68
Bandera,101,"Judge, Court of Criminal Appeals Place 5",,REP,Steve Smith,106,48,58
Bandera,101,"Judge, Court of Criminal Appeals Place 5",,REP,Scott Walker,168,88,80
Bandera,101,"Judge, Court of Criminal Appeals Place 5",,REP,Brent Webster,45,25,20
Bandera,101,"Judge, Court of Criminal Appeals Place 5",,REP,Sid Harle,90,58,32
Bandera,101,"Judge, Court of Criminal Appeals Place 6",,REP,OVER VOTES,0,0,0
Bandera,101,"Judge, Court of Criminal Appeals Place 6",,REP,UNDER VOTES,165,84,81
Bandera,101,"Judge, Court of Criminal Appeals Place 6",,REP,Richard Davis,228,108,120
Bandera,101,"Judge, Court of Criminal Appeals Place 6",,REP,Michael E. Keasler,151,94,57
Bandera,101,State Senator,24,REP,OVER VOTES,0,0,0
