county,precinct,office,district,party,candidate,votes,absentee,early_voting_paper,early_voting_dre,election_day_paper,election_day_dre
Hill,0003,Proposition 3,,REP,Under Votes,43,3,13,2,19,6
Hill,0003,Proposition 4,,REP,Yes,276,13,51,72,75,65
Hill,0003,Proposition 4,,REP,No,25,2,7,4,9,3
Hill,0003,Proposition 4,,REP,Over Votes,0,0,0,0,0,0
Hill,0003,Proposition 4,,REP,Under Votes,48,4,13,4,20,7
Hill,0003,Referenda Item #1,,DEM,For,69,4,11,13,20,21
Hill,0003,Referenda Item #1,,DEM,Against,16,3,4,0,7,2
Hill,0003,Referenda Item #1,,DEM,Over Votes,0,0,0,0,0,0
Hill,0003,Referenda Item #1,,DEM,Under Votes,4,0,0,0,3,1
Hill,0003,Referenda Item #2,,DEM,For,73,4,11,13,23,22
Hill,0003,Referenda Item #2,,DEM,Against,10,3,3,0,3,1
Hill,0003,Referenda Item #2,,DEM,Over Votes,0,0,0,0,0,0
Hill,0003,Referenda Item #2,,DEM,Under Votes,6,0,1,0,4,1
Hill,0003,Referenda Item #3,,DEM,For,75,6,12,12,23,22
Hill,0003,Referenda Item #3,,DEM,Against,8,1,2,1,3,1
Hill,0003,Referenda Item #3,,DEM,Over Votes,0,0,0,0,0,0
Hill,0003,Referenda Item #3,,DEM,Under Votes,6,0,1,0,4,1
Hill,0003,Referenda Item #4,,DEM,For,69,3,10,13,22,21
Hill,0003,Referenda Item #4,,DEM,Against,13,3,4,0,4,2
Hill,0003,Referenda Item #4,,DEM,Over Votes,0,0,0,0,0,0
Hill,0003,Referenda Item #4,,DEM,Under Votes,7,1,1,0,4,1
Hill,0003,Referenda Item #5,,DEM,For,61,5,11,9,21,15
Hill,0003,Referenda Item #5,,DEM,Against,25,2,4,4,7,8
Hill,0003,Referenda Item #5,,DEM,Over Votes,0,0,0,0,0,0
Hill,0003,Referenda Item #5,,DEM,Under Votes,3,0,0,0,2,1
Hill,0003,Referenda Item #6,,DEM,For,75,5,12,13,22,23
Hill,0003,Referenda Item #6,,DEM,Against,5,1,1,0,3,0
Hill,0003,Referenda Item #6,,DEM,Over Votes,0,0,0,0,0,0
Hill,0003,Referenda Item #6,,DEM,Under Votes,9,1,2,0,5,1
Hill,0004,Registered Voters - Total,,,,2358,,,,,
Hill,0004,Ballots Cast - Total,,REP,,1096,69,213,245,360,209
Hill,0004,Ballots Cast - Total,,DEM,,146,16,35,18,64,13
Hill,0004,President,,REP,Ted Cruz,442,30,81,81,153,97
Hill,0004,President,,REP,Jeb Bush,25,3,5,4,5,8
Hill,0004,President,,REP,Donald J. Trump,310,19,63,79,101,48
Hill,0004,President,,REP,Ben Carson,70,3,9,19,19,20
Hill,0004,President,,REP,Rand Paul,4,0,0,1,2,1
Hill,0004,President,,REP,Rick Santorum,0,0,0,0,0,0
Hill,0004,President,,REP,Elizabeth Gray,3,1,1,0,1,0
Hill,0004,President,,REP,Carly Fiorina,0,0,0,0,0,0
Hill,0004,President,,REP,Lindsey Graham,0,0,0,0,0,0
Hill,0004,President,,REP,Marco Rubio,169,9,34,51,47,28
Hill,0004,President,,REP,John R. Kasich,34,2,8,7,15,2
Hill,0004,President,,REP,Mike Huckabee,1,0,0,0,0,1
Hill,0004,President,,REP,Chris Christie,4,0,0,1,0,3
Hill,0004,President,,REP,Uncommitted,22,2,8,1,11,0
Hill,0004,President,,REP,Over Votes,0,0,0,0,0,0
Hill,0004,President,,REP,Under Votes,12,0,4,1,6,1
Hill,0004,U.S. House,25,REP,Roger Williams,828,60,169,170,281,148
Hill,0004,U.S. House,25,REP,Over Votes,0,0,0,0,0,0
Hill,0004,U.S. House,25,REP,Under Votes,268,9,44,75,79,61
Hill,0004,Railroad Commissioner,,REP,Gary Gates,362,26,67,72,119,78
Hill,0004,Railroad Commissioner,,REP,Lance N. Christian,98,4,18,22,30,24
Hill,0004,Railroad Commissioner,,REP,Weston Martinez,64,5,13,13,16,17
Hill,0004,Railroad Commissioner,,REP,Wayne Christian,127,8,25,29,48,17
Hill,0004,Railroad Commissioner,,REP,Ron Hale,88,6,10,24,33,15
Hill,0004,Railroad Commissioner,,REP,Doug Jeffrey,46,2,10,13,14,7
Hill,0004,Railroad Commissioner,,REP,John Greytok,29,5,8,4,10,2
Hill,0004,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0
Hill,0004,Railroad Commissioner,,REP,Under Votes,282,13,62,68,90,49
Hill,0004,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,418,32,84,97,137,68
Hill,0004,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,456,28,87,87,150,104
Hill,0004,"Justice, Supreme Court, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0004,"Justice, Supreme Court, Place 3",,REP,Under Votes,222,9,42,61,73,37
Hill,0004,"Justice, Supreme Court, Place 5",,REP,Paul Green,441,36,90,97,140,78
Hill,0004,"Justice, Supreme Court, Place 5",,REP,Rick Green,382,23,67,75,130,87
Hill,0004,"Justice, Supreme Court, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0004,"Justice, Supreme Court, Place 5",,REP,Under Votes,273,10,56,73,90,44
Hill,0004,"Justice, Supreme Court, Place 9",,REP,Joe Pool,428,32,88,91,149,68
Hill,0004,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,443,27,80,97,136,103
Hill,0004,"Justice, Supreme Court, Place 9",,REP,Over Votes,0,0,0,0,0,0
Hill,0004,"Justice, Supreme Court, Place 9",,REP,Under Votes,225,10,45,57,75,38
Hill,0004,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,260,16,50,73,81,40
Hill,0004,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,264,14,40,43,87,80
Hill,0004,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,274,26,61,56,94,37
Hill,0004,"Judge, Court of Criminal Appeals, Place 2",,REP,Over Votes,0,0,0,0,0,0
Hill,0004,"Judge, Court of Criminal Appeals, Place 2",,REP,Under Votes,298,13,62,73,98,52
Hill,0004,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,219,12,35,38,72,62
Hill,0004,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,151,11,32,33,54,21
Hill,0004,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,242,15,50,52,84,41
Hill,0004,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,217,16,41,54,66,40
Hill,0004,"Judge, Court of Criminal Appeals, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0004,"Judge, Court of Criminal Appeals, Place 5",,REP,Under Votes,267,15,55,68,84,45
Hill,0004,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,374,28,64,92,121,69
Hill,0004,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,407,27,83,75,131,91
Hill,0004,"Judge, Court of Criminal Appeals, Place 6",,REP,Over Votes,0,0,0,0,0,0
Hill,0004,"Judge, Court of Criminal Appeals, Place 6",,REP,Under Votes,315,14,66,78,108,49
Hill,0004,"Member, State Board of Education, District 14",,REP,Sue Melton-Malone,765,54,155,154,253,149
Hill,0004,"Member, State Board of Education, District 14",,REP,Over Votes,0,0,0,0,0,0
Hill,0004,"Member, State Board of Education, District 14",,REP,Under Votes,331,15,58,91,107,60
Hill,0004,State Senator,22,REP,Brian Birdwell,848,58,171,172,283,164
Hill,0004,State Senator,22,REP,Over Votes,0,0,0,0,0,0
Hill,0004,State Senator,22,REP,Under Votes,248,11,42,73,77,45
Hill,0004,State Representative,8,REP,Thomas McNutt,460,35,73,107,141,104
Hill,0004,State Representative,8,REP,Byron Cook,577,31,128,127,198,93
Hill,0004,State Representative,8,REP,Over Votes,0,0,0,0,0,0
Hill,0004,State Representative,8,REP,Under Votes,59,3,12,11,21,12
Hill,0004,"Justice, 10th Court of Appeals District, Place 3",,REP,Al Scoggins,736,51,149,154,240,142
Hill,0004,"Justice, 10th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0004,"Justice, 10th Court of Appeals District, Place 3",,REP,Under Votes,360,18,64,91,120,67
Hill,0004,"District Attorney, 66th Judicial District",,REP,Mark F Pratt,905,57,187,188,307,166
Hill,0004,"District Attorney, 66th Judicial District",,REP,Over Votes,0,0,0,0,0,0
Hill,0004,"District Attorney, 66th Judicial District",,REP,Under Votes,191,12,26,57,53,43
Hill,0004,County Attorney,,REP,R David Holmes,859,57,170,187,281,164
Hill,0004,County Attorney,,REP,Over Votes,0,0,0,0,0,0
Hill,0004,County Attorney,,REP,Under Votes,237,12,43,58,79,45
Hill,0004,Sheriff,,REP,Jimmy Johnson,281,15,54,66,93,53
Hill,0004,Sheriff,,REP,Dedri Hafer,44,3,7,9,11,14
Hill,0004,Sheriff,,REP,Rodney Watson,509,28,102,105,175,99
Hill,0004,Sheriff,,REP,Kyle R Cox,88,6,15,23,26,18
Hill,0004,Sheriff,,REP,Ronnie Myers,114,13,23,32,33,13
Hill,0004,Sheriff,,REP,Over Votes,0,0,0,0,0,0
Hill,0004,Sheriff,,REP,Under Votes,60,4,12,10,22,12
Hill,0004,Tax Assessor-Collector,,REP,Ray Mabry,529,39,114,110,181,85
Hill,0004,Tax Assessor-Collector,,REP,Krissi Hightower,442,22,78,113,135,94
Hill,0004,Tax Assessor-Collector,,REP,Over Votes,0,0,0,0,0,0
Hill,0004,Tax Assessor-Collector,,REP,Under Votes,125,8,21,22,44,30
Hill,0004,"Constable, Precinct No. 4",,REP,Collin Yeaman,534,31,105,120,176,102
Hill,0004,"Constable, Precinct No. 4",,REP,George Willoughby,311,26,62,70,100,53
Hill,0004,"Constable, Precinct No. 4",,REP,Over Votes,0,0,0,0,0,0
Hill,0004,"Constable, Precinct No. 4",,REP,Under Votes,251,12,46,55,84,54
Hill,0004,County Chairman,,REP,Will Orr,843,56,167,185,274,161
Hill,0004,County Chairman,,REP,Over Votes,0,0,0,0,0,0
Hill,0004,County Chairman,,REP,Under Votes,253,13,46,60,86,48
Hill,0004,President,,DEM,Bernie Sanders,31,4,7,5,12,3
Hill,0004,President,,DEM,Star Locke,1,0,0,0,0,1
Hill,0004,President,,DEM,"Roque ""Rocky"" De La Fuente",1,0,0,0,0,1
Hill,0004,President,,DEM,Willie L. Wilson,0,0,0,0,0,0
Hill,0004,President,,DEM,Calvis L. Hawes,3,1,1,0,1,0
Hill,0004,President,,DEM,Hillary Clinton,109,11,27,13,50,8
Hill,0004,President,,DEM,Keith Judd,0,0,0,0,0,0
Hill,0004,President,,DEM,Martin J. O'Malley,0,0,0,0,0,0
Hill,0004,President,,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,President,,DEM,Under Votes,1,0,0,0,1,0
Hill,0004,U.S. House,25,DEM,Kathi Thomas,111,14,26,12,49,10
Hill,0004,U.S. House,25,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,U.S. House,25,DEM,Under Votes,35,2,9,6,15,3
Hill,0004,Railroad Commissioner,,DEM,Cody Garrett,32,4,7,5,13,3
Hill,0004,Railroad Commissioner,,DEM,Lon Burnam,21,2,5,2,8,4
Hill,0004,Railroad Commissioner,,DEM,Grady Yarbrough,66,10,17,5,31,3
Hill,0004,Railroad Commissioner,,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,Railroad Commissioner,,DEM,Under Votes,27,0,6,6,12,3
Hill,0004,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,110,13,25,13,49,10
Hill,0004,"Justice, Supreme Court, Place 3",,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,"Justice, Supreme Court, Place 3",,DEM,Under Votes,36,3,10,5,15,3
Hill,0004,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,111,13,25,13,50,10
Hill,0004,"Justice, Supreme Court, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,"Justice, Supreme Court, Place 5",,DEM,Under Votes,35,3,10,5,14,3
Hill,0004,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,110,13,25,13,49,10
Hill,0004,"Justice, Supreme Court, Place 9",,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,"Justice, Supreme Court, Place 9",,DEM,Under Votes,36,3,10,5,15,3
Hill,0004,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",111,13,25,13,50,10
Hill,0004,"Judge, Court of Criminal Appeals, Place 2",,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,"Judge, Court of Criminal Appeals, Place 2",,DEM,Under Votes,35,3,10,5,14,3
Hill,0004,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,111,13,25,13,50,10
Hill,0004,"Judge, Court of Criminal Appeals, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,"Judge, Court of Criminal Appeals, Place 5",,DEM,Under Votes,35,3,10,5,14,3
Hill,0004,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,112,14,26,12,50,10
Hill,0004,"Judge, Court of Criminal Appeals, Place 6",,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,"Judge, Court of Criminal Appeals, Place 6",,DEM,Under Votes,34,2,9,6,14,3
Hill,0004,State Senator,22,DEM,Michael Collins,114,14,26,12,51,11
Hill,0004,State Senator,22,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,State Senator,22,DEM,Under Votes,32,2,9,6,13,2
Hill,0004,County Chairman,,DEM,Thomas Hanson,114,14,26,13,51,10
Hill,0004,County Chairman,,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,County Chairman,,DEM,Under Votes,32,2,9,5,13,3
Hill,0004,Proposition 1,,REP,Yes,697,46,134,168,221,128
Hill,0004,Proposition 1,,REP,No,268,14,47,59,83,65
Hill,0004,Proposition 1,,REP,Over Votes,0,0,0,0,0,0
Hill,0004,Proposition 1,,REP,Under Votes,131,9,32,18,56,16
Hill,0004,Proposition 2,,REP,Yes,550,25,97,144,164,120
Hill,0004,Proposition 2,,REP,No,461,40,97,85,164,75
Hill,0004,Proposition 2,,REP,Over Votes,3,1,1,0,1,0
Hill,0004,Proposition 2,,REP,Under Votes,82,3,18,16,31,14
Hill,0004,Proposition 3,,REP,Yes,743,50,157,184,243,109
Hill,0004,Proposition 3,,REP,No,261,16,35,41,83,86
Hill,0004,Proposition 3,,REP,Over Votes,0,0,0,0,0,0
Hill,0004,Proposition 3,,REP,Under Votes,92,3,21,20,34,14
Hill,0004,Proposition 4,,REP,Yes,936,62,178,219,302,175
Hill,0004,Proposition 4,,REP,No,54,1,12,7,18,16
Hill,0004,Proposition 4,,REP,Over Votes,0,0,0,0,0,0
Hill,0004,Proposition 4,,REP,Under Votes,106,6,23,19,40,18
Hill,0004,Referenda Item #1,,DEM,For,104,13,23,12,46,10
Hill,0004,Referenda Item #1,,DEM,Against,27,1,7,5,11,3
Hill,0004,Referenda Item #1,,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,Referenda Item #1,,DEM,Under Votes,15,2,5,1,7,0
Hill,0004,Referenda Item #2,,DEM,For,109,11,25,14,48,11
Hill,0004,Referenda Item #2,,DEM,Against,14,1,3,2,6,2
Hill,0004,Referenda Item #2,,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,Referenda Item #2,,DEM,Under Votes,23,4,7,2,10,0
Hill,0004,Referenda Item #3,,DEM,For,99,9,23,13,45,9
Hill,0004,Referenda Item #3,,DEM,Against,26,3,5,4,10,4
Hill,0004,Referenda Item #3,,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,Referenda Item #3,,DEM,Under Votes,21,4,7,1,9,0
Hill,0004,Referenda Item #4,,DEM,For,110,11,24,14,49,12
Hill,0004,Referenda Item #4,,DEM,Against,10,1,2,2,4,1
Hill,0004,Referenda Item #4,,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,Referenda Item #4,,DEM,Under Votes,26,4,9,2,11,0
Hill,0004,Referenda Item #5,,DEM,For,90,6,18,15,42,9
Hill,0004,Referenda Item #5,,DEM,Against,36,6,10,3,13,4
Hill,0004,Referenda Item #5,,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,Referenda Item #5,,DEM,Under Votes,20,4,7,0,9,0
Hill,0004,Referenda Item #6,,DEM,For,108,9,23,17,48,11
Hill,0004,Referenda Item #6,,DEM,Against,18,3,5,1,7,2
Hill,0004,Referenda Item #6,,DEM,Over Votes,0,0,0,0,0,0
Hill,0004,Referenda Item #6,,DEM,Under Votes,20,4,7,0,9,0
Hill,0005,Registered Voters - Total,,,,544,,,,,
Hill,0005,Ballots Cast - Total,,REP,,288,10,39,49,118,72
Hill,0005,Ballots Cast - Total,,DEM,,23,1,3,5,11,3
Hill,0005,President,,REP,Ted Cruz,142,8,21,17,60,36
Hill,0005,President,,REP,Jeb Bush,3,0,0,2,1,0
Hill,0005,President,,REP,Donald J. Trump,101,2,10,22,42,25
Hill,0005,President,,REP,Ben Carson,11,0,2,1,5,3
Hill,0005,President,,REP,Rand Paul,1,0,0,1,0,0
Hill,0005,President,,REP,Rick Santorum,0,0,0,0,0,0
Hill,0005,President,,REP,Elizabeth Gray,0,0,0,0,0,0
Hill,0005,President,,REP,Carly Fiorina,0,0,0,0,0,0
Hill,0005,President,,REP,Lindsey Graham,0,0,0,0,0,0
Hill,0005,President,,REP,Marco Rubio,26,0,5,6,8,7
Hill,0005,President,,REP,John R. Kasich,1,0,0,0,1,0
Hill,0005,President,,REP,Mike Huckabee,0,0,0,0,0,0
Hill,0005,President,,REP,Chris Christie,1,0,0,0,0,1
Hill,0005,President,,REP,Uncommitted,2,0,1,0,1,0
Hill,0005,President,,REP,Over Votes,0,0,0,0,0,0
Hill,0005,President,,REP,Under Votes,0,0,0,0,0,0
Hill,0005,U.S. House,25,REP,Roger Williams,218,10,34,33,91,50
Hill,0005,U.S. House,25,REP,Over Votes,0,0,0,0,0,0
Hill,0005,U.S. House,25,REP,Under Votes,70,0,5,16,27,22
Hill,0005,Railroad Commissioner,,REP,Gary Gates,89,4,13,7,43,22
Hill,0005,Railroad Commissioner,,REP,Lance N. Christian,27,0,6,5,12,4
Hill,0005,Railroad Commissioner,,REP,Weston Martinez,11,0,0,3,4,4
Hill,0005,Railroad Commissioner,,REP,Wayne Christian,39,1,6,11,10,11
Hill,0005,Railroad Commissioner,,REP,Ron Hale,35,2,4,7,11,11
Hill,0005,Railroad Commissioner,,REP,Doug Jeffrey,17,0,2,3,9,3
Hill,0005,Railroad Commissioner,,REP,John Greytok,6,0,1,1,3,1
Hill,0005,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0
Hill,0005,Railroad Commissioner,,REP,Under Votes,64,3,7,12,26,16
Hill,0005,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,143,7,23,25,59,29
Hill,0005,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,84,2,13,11,37,21
Hill,0005,"Justice, Supreme Court, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0005,"Justice, Supreme Court, Place 3",,REP,Under Votes,61,1,3,13,22,22
Hill,0005,"Justice, Supreme Court, Place 5",,REP,Paul Green,122,4,19,15,53,31
Hill,0005,"Justice, Supreme Court, Place 5",,REP,Rick Green,96,6,16,18,37,19
Hill,0005,"Justice, Supreme Court, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0005,"Justice, Supreme Court, Place 5",,REP,Under Votes,70,0,4,16,28,22
Hill,0005,"Justice, Supreme Court, Place 9",,REP,Joe Pool,100,0,12,17,42,29
Hill,0005,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,133,10,25,19,56,23
Hill,0005,"Justice, Supreme Court, Place 9",,REP,Over Votes,0,0,0,0,0,0
Hill,0005,"Justice, Supreme Court, Place 9",,REP,Under Votes,55,0,2,13,20,20
Hill,0005,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,65,0,7,7,34,17
Hill,0005,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,77,7,15,11,29,15
Hill,0005,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,74,3,13,17,26,15
Hill,0005,"Judge, Court of Criminal Appeals, Place 2",,REP,Over Votes,0,0,0,0,0,0
Hill,0005,"Judge, Court of Criminal Appeals, Place 2",,REP,Under Votes,72,0,4,14,29,25
Hill,0005,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,41,2,8,6,19,6
Hill,0005,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,57,7,11,7,25,7
Hill,0005,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,74,0,8,16,29,21
Hill,0005,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,48,0,8,8,18,14
Hill,0005,"Judge, Court of Criminal Appeals, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0005,"Judge, Court of Criminal Appeals, Place 5",,REP,Under Votes,68,1,4,12,27,24
Hill,0005,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,110,1,15,16,51,27
Hill,0005,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,105,7,20,18,38,22
Hill,0005,"Judge, Court of Criminal Appeals, Place 6",,REP,Over Votes,0,0,0,0,0,0
Hill,0005,"Judge, Court of Criminal Appeals, Place 6",,REP,Under Votes,73,2,4,15,29,23
Hill,0005,"Member, State Board of Education, District 14",,REP,Sue Melton-Malone,203,10,32,28,87,46
Hill,0005,"Member, State Board of Education, District 14",,REP,Over Votes,0,0,0,0,0,0
Hill,0005,"Member, State Board of Education, District 14",,REP,Under Votes,85,0,7,21,31,26
Hill,0005,State Senator,22,REP,Brian Birdwell,217,10,33,31,89,54
Hill,0005,State Senator,22,REP,Over Votes,0,0,0,0,0,0
Hill,0005,State Senator,22,REP,Under Votes,71,0,6,18,29,18
Hill,0005,State Representative,8,REP,Thomas McNutt,135,10,23,22,50,30
Hill,0005,State Representative,8,REP,Byron Cook,120,0,13,24,52,31
Hill,0005,State Representative,8,REP,Over Votes,0,0,0,0,0,0
Hill,0005,State Representative,8,REP,Under Votes,33,0,3,3,16,11
Hill,0005,"Justice, 10th Court of Appeals District, Place 3",,REP,Al Scoggins,197,10,29,30,81,47
Hill,0005,"Justice, 10th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0005,"Justice, 10th Court of Appeals District, Place 3",,REP,Under Votes,91,0,10,19,37,25
Hill,0005,"District Attorney, 66th Judicial District",,REP,Mark F Pratt,219,10,33,34,91,51
Hill,0005,"District Attorney, 66th Judicial District",,REP,Over Votes,0,0,0,0,0,0
Hill,0005,"District Attorney, 66th Judicial District",,REP,Under Votes,69,0,6,15,27,21
Hill,0005,County Attorney,,REP,R David Holmes,207,10,31,32,81,53
Hill,0005,County Attorney,,REP,Over Votes,0,0,0,0,0,0
Hill,0005,County Attorney,,REP,Under Votes,81,0,8,17,37,19
Hill,0005,Sheriff,,REP,Jimmy Johnson,93,5,13,16,34,25
Hill,0005,Sheriff,,REP,Dedri Hafer,18,0,2,2,8,6
Hill,0005,Sheriff,,REP,Rodney Watson,104,2,12,19,46,25
Hill,0005,Sheriff,,REP,Kyle R Cox,18,2,2,1,8,5
Hill,0005,Sheriff,,REP,Ronnie Myers,36,1,7,6,16,6
Hill,0005,Sheriff,,REP,Over Votes,0,0,0,0,0,0
Hill,0005,Sheriff,,REP,Under Votes,19,0,3,5,6,5
Hill,0005,Tax Assessor-Collector,,REP,Ray Mabry,105,2,13,19,45,26
Hill,0005,Tax Assessor-Collector,,REP,Krissi Hightower,149,8,22,26,55,38
Hill,0005,Tax Assessor-Collector,,REP,Over Votes,0,0,0,0,0,0
Hill,0005,Tax Assessor-Collector,,REP,Under Votes,34,0,4,4,18,8
Hill,0005,County Commissioner # 1,,REP,Andrew Montgomery,162,4,26,27,75,30
Hill,0005,County Commissioner # 1,,REP,"Ted O' Neil, Jr",93,6,9,14,29,35
Hill,0005,County Commissioner # 1,,REP,Over Votes,0,0,0,0,0,0
Hill,0005,County Commissioner # 1,,REP,Under Votes,33,0,4,8,14,7
Hill,0005,"Constable, Precinct No. 1",,REP,Bill Wilkins,173,9,26,25,66,47
Hill,0005,"Constable, Precinct No. 1",,REP,Daniel Roberson,69,1,9,14,31,14
Hill,0005,"Constable, Precinct No. 1",,REP,Over Votes,0,0,0,0,0,0
Hill,0005,"Constable, Precinct No. 1",,REP,Under Votes,46,0,4,10,21,11
Hill,0005,County Chairman,,REP,Will Orr,212,10,32,33,85,52
Hill,0005,County Chairman,,REP,Over Votes,0,0,0,0,0,0
Hill,0005,County Chairman,,REP,Under Votes,76,0,7,16,33,20
Hill,0005,President,,DEM,Bernie Sanders,3,0,0,3,0,0
Hill,0005,President,,DEM,Star Locke,0,0,0,0,0,0
Hill,0005,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0
Hill,0005,President,,DEM,Willie L. Wilson,0,0,0,0,0,0
Hill,0005,President,,DEM,Calvis L. Hawes,0,0,0,0,0,0
Hill,0005,President,,DEM,Hillary Clinton,18,1,3,0,11,3
Hill,0005,President,,DEM,Keith Judd,1,0,0,1,0,0
Hill,0005,President,,DEM,Martin J. O'Malley,1,0,0,1,0,0
Hill,0005,President,,DEM,Over Votes,0,0,0,0,0,0
Hill,0005,President,,DEM,Under Votes,0,0,0,0,0,0
Hill,0005,U.S. House,25,DEM,Kathi Thomas,21,1,3,4,10,3
Hill,0005,U.S. House,25,DEM,Over Votes,0,0,0,0,0,0
Hill,0005,U.S. House,25,DEM,Under Votes,2,0,0,1,1,0
Hill,0005,Railroad Commissioner,,DEM,Cody Garrett,3,0,0,1,2,0
Hill,0005,Railroad Commissioner,,DEM,Lon Burnam,4,1,1,0,1,1
Hill,0005,Railroad Commissioner,,DEM,Grady Yarbrough,12,0,2,2,6,2
Hill,0005,Railroad Commissioner,,DEM,Over Votes,0,0,0,0,0,0
Hill,0005,Railroad Commissioner,,DEM,Under Votes,4,0,0,2,2,0
Hill,0005,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,18,1,3,3,8,3
Hill,0005,"Justice, Supreme Court, Place 3",,DEM,Over Votes,0,0,0,0,0,0
Hill,0005,"Justice, Supreme Court, Place 3",,DEM,Under Votes,5,0,0,2,3,0
Hill,0005,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,19,1,3,3,9,3
Hill,0005,"Justice, Supreme Court, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0005,"Justice, Supreme Court, Place 5",,DEM,Under Votes,4,0,0,2,2,0
Hill,0005,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,19,1,3,3,9,3
Hill,0005,"Justice, Supreme Court, Place 9",,DEM,Over Votes,0,0,0,0,0,0
Hill,0005,"Justice, Supreme Court, Place 9",,DEM,Under Votes,4,0,0,2,2,0
Hill,0005,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",19,1,3,3,9,3
Hill,0005,"Judge, Court of Criminal Appeals, Place 2",,DEM,Over Votes,0,0,0,0,0,0
Hill,0005,"Judge, Court of Criminal Appeals, Place 2",,DEM,Under Votes,4,0,0,2,2,0
Hill,0005,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,19,1,3,3,9,3
Hill,0005,"Judge, Court of Criminal Appeals, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0005,"Judge, Court of Criminal Appeals, Place 5",,DEM,Under Votes,4,0,0,2,2,0
Hill,0005,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,19,1,3,3,9,3
Hill,0005,"Judge, Court of Criminal Appeals, Place 6",,DEM,Over Votes,0,0,0,0,0,0
