county,precinct,office,district,party,candidate,election_day,early_voting,votes
Baylor,4,U.S. House,13,Green,"H.F. ""Rusty"" Tomlinson",5,,5
Baylor,Total,U.S. House,13,Green,"H.F. ""Rusty"" Tomlinson",18,16,34
Baylor,1,Railroad Commissioner,,Republican,Wayne Christian,101,,101
Baylor,2,Railroad Commissioner,,Republican,Wayne Christian,89,,89
Baylor,3,Railroad Commissioner,,Republican,Wayne Christian,74,,74
Baylor,4,Railroad Commissioner,,Republican,Wayne Christian,96,,96
Baylor,Total,Railroad Commissioner,,Republican,Wayne Christian,360,736,1096
Baylor,1,Railroad Commissioner,,Democratic,Grady Yarbrough,19,,19
Baylor,2,Railroad Commissioner,,Democratic,Grady Yarbrough,28,,28
Baylor,3,Railroad Commissioner,,Democratic,Grady Yarbrough,24,,24
Baylor,4,Railroad Commissioner,,Democratic,Grady Yarbrough,23,,23
Baylor,Total,Railroad Commissioner,,Democratic,Grady Yarbrough,94,136,230
Baylor,1,Railroad Commissioner,,Libertarian,Mark Miller,5,,5
Baylor,2,Railroad Commissioner,,Libertarian,Mark Miller,8,,8
Baylor,3,Railroad Commissioner,,Libertarian,Mark Miller,4,,4
Baylor,4,Railroad Commissioner,,Libertarian,Mark Miller,7,,7
Baylor,Total,Railroad Commissioner,,Libertarian,Mark Miller,24,35,59
Baylor,1,Railroad Commissioner,,Green,Martina Salinas,6,,6
Baylor,2,Railroad Commissioner,,Green,Martina Salinas,2,,2
Baylor,3,Railroad Commissioner,,Green,Martina Salinas,4,,4
Baylor,4,Railroad Commissioner,,Green,Martina Salinas,1,,1
Baylor,Total,Railroad Commissioner,,Green,Martina Salinas,13,6,19
Baylor,1,State Senate,28,Republican,Charles Perry,110,,110
Baylor,2,State Senate,28,Republican,Charles Perry,99,,99
Baylor,3,State Senate,28,Republican,Charles Perry,82,,82
Baylor,4,State Senate,28,Republican,Charles Perry,113,,113
Baylor,Total,State Senate,28,Republican,Charles Perry,404,794,1198
Baylor,1,State Representative,69,Republican,James B. Frank,108,,108
Baylor,2,State Representative,69,Republican,James B. Frank,98,,98
Baylor,3,State Representative,69,Republican,James B. Frank,82,,82
Baylor,4,State Representative,69,Republican,James B. Frank,113,,113
Baylor,Total,State Representative,69,Republican,James B. Frank,401,789,1190
