county,precinct,office,district,party,candidate,votes,early_votes,election_day
Eastland,1,President,,DEM,Calvis L. Hawes,2,0,2
Eastland,1,President,,DEM,Over Votes,0,0,0
Eastland,1,President,,DEM,Under Votes,4,2,2
Eastland,1,President,,DEM,Keith Judd,0,0,0
Eastland,1,President,,DEM,Martin J. O'Malley,2,2,0
Eastland,1,President,,DEM,Hillary Clinton,29,14,15
Eastland,1,President,,DEM,Star Locke,0,0,0
Eastland,1,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
Eastland,1,President,,DEM,Willie L. Wilson,0,0,0
Eastland,1,President,,DEM,Bernie Sanders,37,9,28
Eastland,1,Railroad Commissioner,,DEM,Grady Yarbrough,33,14,19
Eastland,1,Railroad Commissioner,,DEM,Over Votes,0,0,0
Eastland,1,Railroad Commissioner,,DEM,Under Votes,21,5,16
Eastland,1,Railroad Commissioner,,DEM,Cody Garrett,13,7,6
Eastland,1,Railroad Commissioner,,DEM,Lon Burnam,7,1,6
Eastland,1,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,51,19,32
Eastland,1,"Justice, Supreme Court, Place 3",,DEM,Over Votes,0,0,0
Eastland,1,"Justice, Supreme Court, Place 3",,DEM,Under Votes,23,8,15
Eastland,1,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,50,17,33
Eastland,1,"Justice, Supreme Court, Place 5",,DEM,Over Votes,0,0,0
Eastland,1,"Justice, Supreme Court, Place 5",,DEM,Under Votes,24,10,14
Eastland,1,"Justice, Supreme Court Place 9",,DEM,Savannah Robinson,49,17,32
Eastland,1,"Justice, Supreme Court Place 9",,DEM,Over Votes,0,0,0
Eastland,1,"Justice, Supreme Court Place 9",,DEM,Under Votes,25,10,15
Eastland,1,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",52,21,31
Eastland,1,"Judge, Court of Criminal Appeals, Place 2",,DEM,Over Votes,0,0,0
Eastland,1,"Judge, Court of Criminal Appeals, Place 2",,DEM,Under Votes,22,6,16
Eastland,1,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,50,18,32
Eastland,1,"Judge, Court of Criminal Appeals, Place 5",,DEM,Over Votes,0,0,0
Eastland,1,"Judge, Court of Criminal Appeals, Place 5",,DEM,Under Votes,24,9,15
Eastland,1,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,50,19,31
Eastland,1,"Judge, Court of Criminal Appeals, Place 6",,DEM,Over Votes,0,0,0
Eastland,1,"Judge, Court of Criminal Appeals, Place 6",,DEM,Under Votes,24,8,16
Eastland,1,County Chairman,,DEM,Loretta Brister,55,20,35
Eastland,1,County Chairman,,DEM,Over Votes,0,0,0
Eastland,1,County Chairman,,DEM,Under Votes,19,7,12
Eastland,1,Referenda #1,,,For,59,20,39
Eastland,1,Referenda #1,,,Over Votes,0,0,0
Eastland,1,Referenda #1,,,Under Votes,6,2,4
Eastland,1,Referenda #1,,,Against,9,5,4
Eastland,1,Referenda #2,,,For,62,22,40
Eastland,1,Referenda #2,,,Over Votes,0,0,0
Eastland,1,Referenda #2,,,Under Votes,6,2,4
Eastland,1,Referenda #2,,,Against,6,3,3
Eastland,1,Referenda #3,,,For,60,22,38
Eastland,1,Referenda #3,,,Over Votes,0,0,0
Eastland,1,Referenda #3,,,Under Votes,6,2,4
Eastland,1,Referenda #3,,,Against,8,3,5
Eastland,1,Referenda #4,,,For,62,25,37
Eastland,1,Referenda #4,,,Over Votes,0,0,0
Eastland,1,Referenda #4,,,Under Votes,10,2,8
Eastland,1,Referenda #4,,,Against,2,0,2
Eastland,1,Referenda #5,,,For,57,19,38
Eastland,1,Referenda #5,,,Over Votes,0,0,0
Eastland,1,Referenda #5,,,Under Votes,7,2,5
Eastland,1,Referenda #5,,,Against,10,6,4
Eastland,1,Referenda #6,,,For,59,19,40
Eastland,1,Referenda #6,,,Over Votes,0,0,0
Eastland,1,Referenda #6,,,Under Votes,7,2,5
Eastland,1,Referenda #6,,,Against,8,6,2
Eastland,1,President,,REP,Marco Rubio,98,67,31
Eastland,1,President,,REP,Over Votes,0,0,0
Eastland,1,President,,REP,Under Votes,11,7,4
Eastland,1,President,,REP,Chris Christie,1,1,0
Eastland,1,President,,REP,Jeb Bush,10,9,1
Eastland,1,President,,REP,Donald J. Trump,314,178,136
Eastland,1,President,,REP,Rand Paul,0,0,0
Eastland,1,President,,REP,Carly Fiorina,2,2,0
Eastland,1,President,,REP,Lindsey Graham,1,0,1
Eastland,1,President,,REP,Mike Huckabee,2,1,1
Eastland,1,President,,REP,John R. Kasich,21,13,8
Eastland,1,President,,REP,Ben Carson,28,10,18
Eastland,1,President,,REP,Elizabeth Gray,0,0,0
Eastland,1,President,,REP,Rick Santorum,0,0,0
Eastland,1,President,,REP,Ted Cruz,467,260,207
Eastland,1,United States Representative,11,REP,Mike Conaway,752,425,327
Eastland,1,United States Representative,11,REP,Over Votes,0,0,0
Eastland,1,United States Representative,11,REP,Under Votes,203,123,80
Eastland,1,Railroad Commissioner,,REP,Weston Martinez,60,31,29
Eastland,1,Railroad Commissioner,,REP,Over Votes,0,0,0
Eastland,1,Railroad Commissioner,,REP,Under Votes,234,121,113
Eastland,1,Railroad Commissioner,,REP,John Greytok,38,16,22
Eastland,1,Railroad Commissioner,,REP,Ron Hale,164,94,70
Eastland,1,Railroad Commissioner,,REP,Gary Gates,173,111,62
Eastland,1,Railroad Commissioner,,REP,Wayne Christian,135,85,50
Eastland,1,Railroad Commissioner,,REP,Lance N. Christian,39,22,17
Eastland,1,Railroad Commissioner,,REP,Doug Jeffrey,112,68,44
Eastland,1,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,336,202,134
