county,precinct,office,district,party,candidate,election_day,early_votes_person,early_votes_mail,votes
Victoria,18,Straight Party,,,REPUBLICAN,313.0,674.0,106.0,1093.0
Victoria,18,Straight Party,,,DEMOCRATIC,61.0,149.0,29.0,239.0
Victoria,18,Straight Party,,,LIBERTARIAN,5.0,5.0,0.0,10.0
Victoria,18,Straight Party,,,GREEN,0.0,3.0,0.0,3.0
Victoria,19,Straight Party,,,REPUBLICAN,134.0,327.0,61.0,522.0
Victoria,19,Straight Party,,,DEMOCRATIC,91.0,173.0,25.0,289.0
Victoria,19,Straight Party,,,LIBERTARIAN,4.0,9.0,0.0,13.0
Victoria,19,Straight Party,,,GREEN,2.0,4.0,0.0,6.0
Victoria,20,Straight Party,,,REPUBLICAN,78.0,275.0,29.0,382.0
Victoria,20,Straight Party,,,DEMOCRATIC,24.0,50.0,9.0,83.0
Victoria,20,Straight Party,,,LIBERTARIAN,3.0,1.0,0.0,4.0
Victoria,20,Straight Party,,,GREEN,0.0,0.0,0.0,0.0
Victoria,21,Straight Party,,,REPUBLICAN,243.0,737.0,127.0,1107.0
Victoria,21,Straight Party,,,DEMOCRATIC,67.0,161.0,41.0,269.0
Victoria,21,Straight Party,,,LIBERTARIAN,9.0,8.0,1.0,18.0
Victoria,21,Straight Party,,,GREEN,2.0,0.0,0.0,2.0
Victoria,22,Straight Party,,,REPUBLICAN,221.0,303.0,43.0,567.0
Victoria,22,Straight Party,,,DEMOCRATIC,21.0,25.0,4.0,50.0
Victoria,22,Straight Party,,,LIBERTARIAN,3.0,2.0,0.0,5.0
Victoria,22,Straight Party,,,GREEN,0.0,0.0,0.0,0.0
Victoria,23,Straight Party,,,REPUBLICAN,161.0,258.0,38.0,457.0
Victoria,23,Straight Party,,,DEMOCRATIC,26.0,50.0,7.0,83.0
Victoria,23,Straight Party,,,LIBERTARIAN,5.0,6.0,0.0,11.0
Victoria,23,Straight Party,,,GREEN,0.0,1.0,1.0,2.0
Victoria,24,Straight Party,,,REPUBLICAN,118.0,317.0,51.0,486.0
Victoria,24,Straight Party,,,DEMOCRATIC,13.0,36.0,7.0,56.0
Victoria,24,Straight Party,,,LIBERTARIAN,0.0,0.0,0.0,0.0
Victoria,24,Straight Party,,,GREEN,0.0,1.0,0.0,1.0
Victoria,25,Straight Party,,,REPUBLICAN,203.0,572.0,121.0,896.0
Victoria,25,Straight Party,,,DEMOCRATIC,90.0,235.0,35.0,360.0
Victoria,25,Straight Party,,,LIBERTARIAN,9.0,9.0,0.0,18.0
Victoria,25,Straight Party,,,GREEN,2.0,3.0,0.0,5.0
Victoria,26,Straight Party,,,REPUBLICAN,122.0,141.0,15.0,278.0
Victoria,26,Straight Party,,,DEMOCRATIC,50.0,37.0,6.0,93.0
Victoria,26,Straight Party,,,LIBERTARIAN,2.0,1.0,0.0,3.0
Victoria,26,Straight Party,,,GREEN,0.0,0.0,0.0,0.0
Victoria,27,Straight Party,,,REPUBLICAN,248.0,248.0,25.0,521.0
Victoria,27,Straight Party,,,DEMOCRATIC,19.0,23.0,1.0,43.0
Victoria,27,Straight Party,,,LIBERTARIAN,1.0,2.0,0.0,3.0
Victoria,27,Straight Party,,,GREEN,0.0,0.0,0.0,0.0
Victoria,28,Straight Party,,,REPUBLICAN,78.0,63.0,9.0,150.0
Victoria,28,Straight Party,,,DEMOCRATIC,13.0,13.0,4.0,30.0
Victoria,28,Straight Party,,,LIBERTARIAN,1.0,0.0,0.0,1.0
Victoria,28,Straight Party,,,GREEN,0.0,0.0,0.0,0.0
Victoria,29,Straight Party,,,REPUBLICAN,182.0,479.0,87.0,748.0
Victoria,29,Straight Party,,,DEMOCRATIC,59.0,119.0,15.0,193.0
Victoria,29,Straight Party,,,LIBERTARIAN,2.0,1.0,0.0,3.0
Victoria,29,Straight Party,,,GREEN,1.0,0.0,0.0,1.0
Victoria,30,Straight Party,,,REPUBLICAN,47.0,56.0,13.0,116.0
Victoria,30,Straight Party,,,DEMOCRATIC,17.0,33.0,5.0,55.0
Victoria,30,Straight Party,,,LIBERTARIAN,1.0,1.0,0.0,2.0
Victoria,30,Straight Party,,,GREEN,0.0,0.0,0.0,0.0
Victoria,31,Straight Party,,,REPUBLICAN,47.0,93.0,16.0,156.0
Victoria,31,Straight Party,,,DEMOCRATIC,14.0,54.0,28.0,96.0
Victoria,31,Straight Party,,,LIBERTARIAN,0.0,4.0,0.0,4.0
Victoria,31,Straight Party,,,GREEN,2.0,0.0,0.0,2.0
Victoria,32,Straight Party,,,REPUBLICAN,43.0,86.0,13.0,142.0
Victoria,32,Straight Party,,,DEMOCRATIC,100.0,113.0,17.0,230.0
Victoria,32,Straight Party,,,LIBERTARIAN,5.0,3.0,1.0,9.0
Victoria,32,Straight Party,,,GREEN,1.0,0.0,0.0,1.0
Victoria,33,Straight Party,,,REPUBLICAN,248.0,830.0,181.0,1259.0
Victoria,33,Straight Party,,,DEMOCRATIC,66.0,170.0,25.0,261.0
Victoria,33,Straight Party,,,LIBERTARIAN,5.0,7.0,3.0,15.0
Victoria,33,Straight Party,,,GREEN,1.0,0.0,0.0,1.0
Victoria,34,Straight Party,,,REPUBLICAN,39.0,30.0,4.0,73.0
Victoria,34,Straight Party,,,DEMOCRATIC,101.0,90.0,24.0,215.0
Victoria,34,Straight Party,,,LIBERTARIAN,1.0,3.0,0.0,4.0
Victoria,34,Straight Party,,,GREEN,2.0,1.0,0.0,3.0
Victoria,35,Straight Party,,,REPUBLICAN,13.0,21.0,3.0,37.0
Victoria,35,Straight Party,,,DEMOCRATIC,38.0,28.0,8.0,74.0
Victoria,35,Straight Party,,,LIBERTARIAN,2.0,0.0,0.0,2.0
Victoria,35,Straight Party,,,GREEN,0.0,0.0,0.0,0.0
Victoria,Total:,Straight Party,,,REPUBLICAN,3433.0,7168.0,1214.0,11815.0
Victoria,Total:,Straight Party,,,DEMOCRATIC,1808.0,2998.0,538.0,5344.0
Victoria,Total:,Straight Party,,,LIBERTARIAN,101.0,93.0,6.0,200.0
Victoria,Total:,Straight Party,,,GREEN,39.0,22.0,6.0,67.0
Victoria,1,President,,,Donald J. Trump,34.0,42.0,16.0,92.0
Victoria,1,President,,,Hillary Clinton,42.0,69.0,25.0,136.0
Victoria,1,President,,,Gary Johnson,8.0,4.0,4.0,16.0
Victoria,1,President,,,Jill Stein,1.0,2.0,1.0,4.0
Victoria,1,President,,,WRITE-IN,0.0,1.0,1.0,2.0
Victoria,2,President,,,Donald J. Trump,82.0,209.0,17.0,308.0
Victoria,2,President,,,Hillary Clinton,48.0,139.0,22.0,209.0
Victoria,2,President,,,Gary Johnson,8.0,7.0,0.0,15.0
Victoria,2,President,,,Jill Stein,4.0,2.0,1.0,7.0
Victoria,2,President,,,WRITE-IN,4.0,2.0,1.0,7.0
Victoria,3,President,,,Donald J. Trump,114.0,259.0,46.0,419.0
Victoria,3,President,,,Hillary Clinton,65.0,136.0,20.0,221.0
Victoria,3,President,,,Gary Johnson,7.0,10.0,3.0,20.0
Victoria,3,President,,,Jill Stein,1.0,1.0,1.0,3.0
Victoria,3,President,,,WRITE-IN,1.0,5.0,1.0,7.0
Victoria,4,President,,,Donald J. Trump,88.0,105.0,21.0,214.0
Victoria,4,President,,,Hillary Clinton,134.0,153.0,37.0,324.0
Victoria,4,President,,,Gary Johnson,14.0,2.0,0.0,16.0
Victoria,4,President,,,Jill Stein,3.0,5.0,0.0,8.0
Victoria,4,President,,,WRITE-IN,0.0,2.0,0.0,2.0
Victoria,5,President,,,Donald J. Trump,136.0,335.0,76.0,547.0
Victoria,5,President,,,Hillary Clinton,196.0,294.0,55.0,545.0
Victoria,5,President,,,Gary Johnson,18.0,18.0,5.0,41.0
Victoria,5,President,,,Jill Stein,4.0,6.0,0.0,10.0
Victoria,5,President,,,WRITE-IN,3.0,8.0,1.0,12.0
Victoria,6,President,,,Donald J. Trump,14.0,24.0,4.0,42.0
Victoria,6,President,,,Hillary Clinton,17.0,43.0,16.0,76.0
Victoria,6,President,,,Gary Johnson,3.0,1.0,0.0,4.0
Victoria,6,President,,,Jill Stein,0.0,0.0,0.0,0.0
Victoria,6,President,,,WRITE-IN,1.0,1.0,0.0,2.0
Victoria,7,President,,,Donald J. Trump,128.0,155.0,30.0,313.0
Victoria,7,President,,,Hillary Clinton,237.0,288.0,78.0,603.0
Victoria,7,President,,,Gary Johnson,14.0,9.0,1.0,24.0
Victoria,7,President,,,Jill Stein,3.0,1.0,0.0,4.0
Victoria,7,President,,,WRITE-IN,0.0,2.0,0.0,2.0
Victoria,8,President,,,Donald J. Trump,161.0,279.0,45.0,485.0
Victoria,8,President,,,Hillary Clinton,155.0,228.0,57.0,440.0
Victoria,8,President,,,Gary Johnson,17.0,17.0,1.0,35.0
Victoria,8,President,,,Jill Stein,5.0,5.0,0.0,10.0
Victoria,8,President,,,WRITE-IN,6.0,7.0,0.0,13.0
Victoria,9,President,,,Donald J. Trump,108.0,237.0,29.0,374.0
Victoria,9,President,,,Hillary Clinton,68.0,122.0,18.0,208.0
Victoria,9,President,,,Gary Johnson,11.0,12.0,2.0,25.0
Victoria,9,President,,,Jill Stein,3.0,0.0,0.0,3.0
Victoria,9,President,,,WRITE-IN,0.0,2.0,0.0,2.0
Victoria,10,President,,,Donald J. Trump,167.0,442.0,74.0,683.0
Victoria,10,President,,,Hillary Clinton,84.0,206.0,23.0,313.0
Victoria,10,President,,,Gary Johnson,11.0,9.0,2.0,22.0
Victoria,10,President,,,Jill Stein,4.0,2.0,0.0,6.0
Victoria,10,President,,,WRITE-IN,2.0,7.0,1.0,10.0
Victoria,11,President,,,Donald J. Trump,83.0,106.0,14.0,203.0
Victoria,11,President,,,Hillary Clinton,23.0,31.0,4.0,58.0
Victoria,11,President,,,Gary Johnson,1.0,2.0,0.0,3.0
Victoria,11,President,,,Jill Stein,1.0,0.0,0.0,1.0
Victoria,11,President,,,WRITE-IN,1.0,1.0,0.0,2.0
Victoria,12,President,,,Donald J. Trump,83.0,76.0,4.0,163.0
Victoria,12,President,,,Hillary Clinton,120.0,68.0,4.0,192.0
Victoria,12,President,,,Gary Johnson,6.0,3.0,0.0,9.0
Victoria,12,President,,,Jill Stein,1.0,0.0,1.0,2.0
Victoria,12,President,,,WRITE-IN,1.0,0.0,0.0,1.0
Victoria,13,President,,,Donald J. Trump,138.0,185.0,21.0,344.0
Victoria,13,President,,,Hillary Clinton,132.0,213.0,24.0,369.0
Victoria,13,President,,,Gary Johnson,7.0,7.0,0.0,14.0
Victoria,13,President,,,Jill Stein,2.0,1.0,0.0,3.0
Victoria,13,President,,,WRITE-IN,3.0,1.0,0.0,4.0
Victoria,14,President,,,Donald J. Trump,245.0,317.0,46.0,608.0
Victoria,14,President,,,Hillary Clinton,69.0,108.0,15.0,192.0
Victoria,14,President,,,Gary Johnson,8.0,3.0,2.0,13.0
Victoria,14,President,,,Jill Stein,4.0,2.0,0.0,6.0
Victoria,14,President,,,WRITE-IN,5.0,2.0,0.0,7.0
Victoria,15,President,,,Donald J. Trump,20.0,52.0,8.0,80.0
Victoria,15,President,,,Hillary Clinton,7.0,11.0,4.0,22.0
Victoria,15,President,,,Gary Johnson,1.0,0.0,0.0,1.0
Victoria,15,President,,,Jill Stein,0.0,0.0,0.0,0.0
Victoria,15,President,,,WRITE-IN,0.0,0.0,0.0,0.0
Victoria,16,President,,,Donald J. Trump,71.0,137.0,13.0,221.0
Victoria,16,President,,,Hillary Clinton,9.0,36.0,5.0,50.0
Victoria,16,President,,,Gary Johnson,6.0,1.0,0.0,7.0
Victoria,16,President,,,Jill Stein,1.0,0.0,0.0,1.0
Victoria,16,President,,,WRITE-IN,0.0,0.0,1.0,1.0
Victoria,17,President,,,Donald J. Trump,70.0,129.0,14.0,213.0
Victoria,17,President,,,Hillary Clinton,41.0,55.0,8.0,104.0
Victoria,17,President,,,Gary Johnson,7.0,5.0,0.0,12.0
Victoria,17,President,,,Jill Stein,2.0,1.0,0.0,3.0
Victoria,17,President,,,WRITE-IN,2.0,3.0,0.0,5.0
Victoria,18,President,,,Donald J. Trump,554.0,1190.0,160.0,1904.0
Victoria,18,President,,,Hillary Clinton,107.0,253.0,45.0,405.0
Victoria,18,President,,,Gary Johnson,14.0,17.0,6.0,37.0
Victoria,18,President,,,Jill Stein,4.0,4.0,0.0,8.0
Victoria,18,President,,,WRITE-IN,3.0,7.0,0.0,10.0
Victoria,19,President,,,Donald J. Trump,264.0,616.0,92.0,972.0
Victoria,19,President,,,Hillary Clinton,150.0,292.0,47.0,489.0
Victoria,19,President,,,Gary Johnson,18.0,29.0,3.0,50.0
Victoria,19,President,,,Jill Stein,2.0,2.0,0.0,4.0
Victoria,19,President,,,WRITE-IN,5.0,7.0,0.0,12.0
Victoria,20,President,,,Donald J. Trump,148.0,503.0,46.0,697.0
Victoria,20,President,,,Hillary Clinton,39.0,84.0,22.0,145.0
Victoria,20,President,,,Gary Johnson,7.0,7.0,1.0,15.0
Victoria,20,President,,,Jill Stein,3.0,1.0,0.0,4.0
Victoria,20,President,,,WRITE-IN,1.0,1.0,1.0,3.0
Victoria,21,President,,,Donald J. Trump,436.0,1261.0,207.0,1904.0
Victoria,21,President,,,Hillary Clinton,118.0,307.0,65.0,490.0
Victoria,21,President,,,Gary Johnson,27.0,43.0,6.0,76.0
Victoria,21,President,,,Jill Stein,5.0,4.0,0.0,9.0
Victoria,21,President,,,WRITE-IN,10.0,13.0,4.0,27.0
Victoria,22,President,,,Donald J. Trump,400.0,569.0,64.0,1033.0
Victoria,22,President,,,Hillary Clinton,38.0,49.0,12.0,99.0
Victoria,22,President,,,Gary Johnson,12.0,5.0,3.0,20.0
Victoria,22,President,,,Jill Stein,1.0,0.0,0.0,1.0
Victoria,22,President,,,WRITE-IN,1.0,1.0,0.0,2.0
Victoria,23,President,,,Donald J. Trump,287.0,485.0,52.0,824.0
Victoria,23,President,,,Hillary Clinton,60.0,84.0,14.0,158.0
Victoria,23,President,,,Gary Johnson,11.0,12.0,1.0,24.0
Victoria,23,President,,,Jill Stein,1.0,3.0,1.0,5.0
Victoria,23,President,,,WRITE-IN,4.0,5.0,0.0,9.0
Victoria,24,President,,,Donald J. Trump,209.0,566.0,70.0,845.0
Victoria,24,President,,,Hillary Clinton,21.0,73.0,13.0,107.0
Victoria,24,President,,,Gary Johnson,2.0,9.0,0.0,11.0
Victoria,24,President,,,Jill Stein,0.0,2.0,1.0,3.0
Victoria,24,President,,,WRITE-IN,3.0,3.0,2.0,8.0
Victoria,25,President,,,Donald J. Trump,343.0,1029.0,189.0,1561.0
Victoria,25,President,,,Hillary Clinton,146.0,417.0,67.0,630.0
Victoria,25,President,,,Gary Johnson,25.0,30.0,4.0,59.0
Victoria,25,President,,,Jill Stein,5.0,5.0,0.0,10.0
Victoria,25,President,,,WRITE-IN,4.0,13.0,1.0,18.0
Victoria,26,President,,,Donald J. Trump,218.0,262.0,28.0,508.0
Victoria,26,President,,,Hillary Clinton,72.0,64.0,15.0,151.0
Victoria,26,President,,,Gary Johnson,11.0,4.0,1.0,16.0
Victoria,26,President,,,Jill Stein,2.0,1.0,0.0,3.0
Victoria,26,President,,,WRITE-IN,4.0,4.0,0.0,8.0
Victoria,27,President,,,Donald J. Trump,431.0,443.0,50.0,924.0
Victoria,27,President,,,Hillary Clinton,32.0,40.0,7.0,79.0
Victoria,27,President,,,Gary Johnson,5.0,8.0,1.0,14.0
Victoria,27,President,,,Jill Stein,1.0,3.0,2.0,6.0
Victoria,27,President,,,WRITE-IN,0.0,1.0,0.0,1.0
Victoria,28,President,,,Donald J. Trump,149.0,110.0,25.0,284.0
Victoria,28,President,,,Hillary Clinton,23.0,16.0,5.0,44.0
Victoria,28,President,,,Gary Johnson,5.0,3.0,0.0,8.0
Victoria,28,President,,,Jill Stein,0.0,0.0,0.0,0.0
Victoria,28,President,,,WRITE-IN,1.0,1.0,0.0,2.0
Victoria,29,President,,,Donald J. Trump,327.0,907.0,135.0,1369.0
Victoria,29,President,,,Hillary Clinton,104.0,276.0,33.0,413.0
Victoria,29,President,,,Gary Johnson,11.0,26.0,2.0,39.0
Victoria,29,President,,,Jill Stein,6.0,2.0,0.0,8.0
Victoria,29,President,,,WRITE-IN,4.0,10.0,0.0,14.0
Victoria,30,President,,,Donald J. Trump,76.0,104.0,23.0,203.0
Victoria,30,President,,,Hillary Clinton,38.0,50.0,6.0,94.0
Victoria,30,President,,,Gary Johnson,3.0,5.0,1.0,9.0
Victoria,30,President,,,Jill Stein,0.0,0.0,1.0,1.0
Victoria,30,President,,,WRITE-IN,1.0,2.0,0.0,3.0
Victoria,31,President,,,Donald J. Trump,83.0,145.0,21.0,249.0
Victoria,31,President,,,Hillary Clinton,52.0,102.0,36.0,190.0
Victoria,31,President,,,Gary Johnson,7.0,9.0,0.0,16.0
Victoria,31,President,,,Jill Stein,3.0,1.0,1.0,5.0
Victoria,31,President,,,WRITE-IN,2.0,2.0,3.0,7.0
Victoria,32,President,,,Donald J. Trump,80.0,130.0,23.0,233.0
Victoria,32,President,,,Hillary Clinton,143.0,162.0,33.0,338.0
Victoria,32,President,,,Gary Johnson,14.0,13.0,0.0,27.0
Victoria,32,President,,,Jill Stein,1.0,4.0,0.0,5.0
Victoria,32,President,,,WRITE-IN,6.0,1.0,1.0,8.0
Victoria,33,President,,,Donald J. Trump,449.0,1533.0,281.0,2263.0
Victoria,33,President,,,Hillary Clinton,124.0,368.0,75.0,567.0
Victoria,33,President,,,Gary Johnson,25.0,35.0,10.0,70.0
Victoria,33,President,,,Jill Stein,3.0,6.0,0.0,9.0
Victoria,33,President,,,WRITE-IN,10.0,20.0,2.0,32.0
Victoria,34,President,,,Donald J. Trump,69.0,51.0,9.0,129.0
Victoria,34,President,,,Hillary Clinton,148.0,120.0,36.0,304.0
Victoria,34,President,,,Gary Johnson,8.0,2.0,0.0,10.0
Victoria,34,President,,,Jill Stein,3.0,0.0,0.0,3.0
Victoria,34,President,,,WRITE-IN,1.0,0.0,1.0,2.0
Victoria,35,President,,,Donald J. Trump,24.0,37.0,3.0,64.0
Victoria,35,President,,,Hillary Clinton,51.0,37.0,13.0,101.0
Victoria,35,President,,,Gary Johnson,4.0,0.0,0.0,4.0
Victoria,35,President,,,Jill Stein,0.0,1.0,0.0,1.0
Victoria,35,President,,,WRITE-IN,0.0,0.0,0.0,0.0
Victoria,Total:,President,,,Donald J. Trump,6289.0,13030.0,1956.0,21275.0
Victoria,Total:,President,,,Hillary Clinton,2913.0,4994.0,959.0,8866.0
Victoria,Total:,President,,,Gary Johnson,356.0,367.0,59.0,782.0
Victoria,Total:,President,,,Jill Stein,79.0,67.0,10.0,156.0
Victoria,Total:,President,,,WRITE-IN,89.0,135.0,21.0,245.0
Victoria,1,U.S. House,27,,Blake Farenthold,38.0,42.0,19.0,99.0
