county,precinct,office,district,party,candidate,election_day,early_votes_person,early_votes_mail,votes
Victoria,1,U.S. House,27,,Raul (Roy) Barrera,45.0,73.0,29.0,147.0
Victoria,2,U.S. House,27,,Blake Farenthold,91.0,211.0,19.0,321.0
Victoria,2,U.S. House,27,,Raul (Roy) Barrera,54.0,141.0,19.0,214.0
Victoria,3,U.S. House,27,,Blake Farenthold,107.0,269.0,47.0,423.0
Victoria,3,U.S. House,27,,Raul (Roy) Barrera,74.0,135.0,22.0,231.0
Victoria,4,U.S. House,27,,Blake Farenthold,88.0,103.0,21.0,212.0
Victoria,4,U.S. House,27,,Raul (Roy) Barrera,141.0,156.0,35.0,332.0
Victoria,5,U.S. House,27,,Blake Farenthold,136.0,349.0,75.0,560.0
Victoria,5,U.S. House,27,,Raul (Roy) Barrera,208.0,300.0,53.0,561.0
Victoria,6,U.S. House,27,,Blake Farenthold,16.0,26.0,5.0,47.0
Victoria,6,U.S. House,27,,Raul (Roy) Barrera,18.0,40.0,15.0,73.0
Victoria,7,U.S. House,27,,Blake Farenthold,112.0,142.0,31.0,285.0
Victoria,7,U.S. House,27,,Raul (Roy) Barrera,255.0,301.0,72.0,628.0
Victoria,8,U.S. House,27,,Blake Farenthold,172.0,284.0,49.0,505.0
Victoria,8,U.S. House,27,,Raul (Roy) Barrera,153.0,230.0,50.0,433.0
Victoria,9,U.S. House,27,,Blake Farenthold,115.0,246.0,28.0,389.0
Victoria,9,U.S. House,27,,Raul (Roy) Barrera,68.0,122.0,20.0,210.0
Victoria,10,U.S. House,27,,Blake Farenthold,164.0,449.0,79.0,692.0
Victoria,10,U.S. House,27,,Raul (Roy) Barrera,91.0,206.0,19.0,316.0
Victoria,11,U.S. House,27,,Blake Farenthold,84.0,111.0,15.0,210.0
Victoria,11,U.S. House,27,,Raul (Roy) Barrera,23.0,28.0,2.0,53.0
Victoria,12,U.S. House,27,,Blake Farenthold,78.0,69.0,4.0,151.0
Victoria,12,U.S. House,27,,Raul (Roy) Barrera,125.0,75.0,5.0,205.0
Victoria,13,U.S. House,27,,Blake Farenthold,127.0,165.0,21.0,313.0
Victoria,13,U.S. House,27,,Raul (Roy) Barrera,133.0,215.0,24.0,372.0
Victoria,14,U.S. House,27,,Blake Farenthold,241.0,309.0,49.0,599.0
Victoria,14,U.S. House,27,,Raul (Roy) Barrera,83.0,109.0,13.0,205.0
Victoria,15,U.S. House,27,,Blake Farenthold,20.0,47.0,8.0,75.0
Victoria,15,U.S. House,27,,Raul (Roy) Barrera,6.0,13.0,3.0,22.0
Victoria,16,U.S. House,27,,Blake Farenthold,69.0,133.0,14.0,216.0
Victoria,16,U.S. House,27,,Raul (Roy) Barrera,12.0,35.0,4.0,51.0
Victoria,17,U.S. House,27,,Blake Farenthold,73.0,134.0,12.0,219.0
Victoria,17,U.S. House,27,,Raul (Roy) Barrera,47.0,56.0,6.0,109.0
Victoria,18,U.S. House,27,,Blake Farenthold,553.0,1196.0,150.0,1899.0
Victoria,18,U.S. House,27,,Raul (Roy) Barrera,119.0,246.0,43.0,408.0
Victoria,19,U.S. House,27,,Blake Farenthold,274.0,640.0,89.0,1003.0
Victoria,19,U.S. House,27,,Raul (Roy) Barrera,154.0,290.0,42.0,486.0
Victoria,20,U.S. House,27,,Blake Farenthold,150.0,511.0,44.0,705.0
Victoria,20,U.S. House,27,,Raul (Roy) Barrera,44.0,81.0,21.0,146.0
Victoria,21,U.S. House,27,,Blake Farenthold,441.0,1284.0,215.0,1940.0
Victoria,21,U.S. House,27,,Raul (Roy) Barrera,135.0,316.0,57.0,508.0
Victoria,22,U.S. House,27,,Blake Farenthold,393.0,555.0,66.0,1014.0
Victoria,22,U.S. House,27,,Raul (Roy) Barrera,47.0,58.0,9.0,114.0
Victoria,23,U.S. House,27,,Blake Farenthold,298.0,489.0,52.0,839.0
Victoria,23,U.S. House,27,,Raul (Roy) Barrera,51.0,87.0,14.0,152.0
Victoria,24,U.S. House,27,,Blake Farenthold,205.0,568.0,68.0,841.0
Victoria,24,U.S. House,27,,Raul (Roy) Barrera,23.0,76.0,12.0,111.0
Victoria,25,U.S. House,27,,Blake Farenthold,341.0,1054.0,179.0,1574.0
Victoria,25,U.S. House,27,,Raul (Roy) Barrera,165.0,409.0,62.0,636.0
Victoria,26,U.S. House,27,,Blake Farenthold,213.0,260.0,32.0,505.0
Victoria,26,U.S. House,27,,Raul (Roy) Barrera,85.0,69.0,12.0,166.0
Victoria,27,U.S. House,27,,Blake Farenthold,429.0,446.0,48.0,923.0
Victoria,27,U.S. House,27,,Raul (Roy) Barrera,30.0,37.0,8.0,75.0
Victoria,28,U.S. House,27,,Blake Farenthold,149.0,107.0,25.0,281.0
Victoria,28,U.S. House,27,,Raul (Roy) Barrera,23.0,21.0,4.0,48.0
Victoria,29,U.S. House,27,,Blake Farenthold,341.0,931.0,135.0,1407.0
Victoria,29,U.S. House,27,,Raul (Roy) Barrera,97.0,267.0,27.0,391.0
Victoria,30,U.S. House,27,,Blake Farenthold,81.0,103.0,23.0,207.0
Victoria,30,U.S. House,27,,Raul (Roy) Barrera,32.0,53.0,7.0,92.0
Victoria,31,U.S. House,27,,Blake Farenthold,84.0,148.0,24.0,256.0
Victoria,31,U.S. House,27,,Raul (Roy) Barrera,55.0,109.0,37.0,201.0
Victoria,32,U.S. House,27,,Blake Farenthold,81.0,135.0,23.0,239.0
Victoria,32,U.S. House,27,,Raul (Roy) Barrera,150.0,164.0,25.0,339.0
Victoria,33,U.S. House,27,,Blake Farenthold,472.0,1567.0,284.0,2323.0
Victoria,33,U.S. House,27,,Raul (Roy) Barrera,127.0,361.0,67.0,555.0
Victoria,34,U.S. House,27,,Blake Farenthold,67.0,46.0,8.0,121.0
Victoria,34,U.S. House,27,,Raul (Roy) Barrera,146.0,117.0,36.0,299.0
Victoria,35,U.S. House,27,,Blake Farenthold,19.0,35.0,4.0,58.0
Victoria,35,U.S. House,27,,Raul (Roy) Barrera,58.0,38.0,10.0,106.0
Victoria,Total:,U.S. House,27,,Blake Farenthold,6322.0,13164.0,1965.0,21451.0
Victoria,Total:,U.S. House,27,,Raul (Roy) Barrera,3077.0,5034.0,884.0,8995.0
Victoria,1,Railroad Commissioner,,,Wayne Christian,32.0,39.0,13.0,84.0
Victoria,1,Railroad Commissioner,,,Grady Yarbrough,38.0,66.0,25.0,129.0
Victoria,1,Railroad Commissioner,,,Mark Miller,6.0,4.0,1.0,11.0
Victoria,1,Railroad Commissioner,,,Martina Salinas,5.0,7.0,0.0,12.0
Victoria,2,Railroad Commissioner,,,Wayne Christian,82.0,196.0,21.0,299.0
Victoria,2,Railroad Commissioner,,,Grady Yarbrough,43.0,122.0,17.0,182.0
Victoria,2,Railroad Commissioner,,,Mark Miller,11.0,19.0,1.0,31.0
Victoria,2,Railroad Commissioner,,,Martina Salinas,10.0,9.0,2.0,21.0
Victoria,3,Railroad Commissioner,,,Wayne Christian,98.0,248.0,45.0,391.0
Victoria,3,Railroad Commissioner,,,Grady Yarbrough,59.0,125.0,17.0,201.0
Victoria,3,Railroad Commissioner,,,Mark Miller,13.0,18.0,3.0,34.0
Victoria,3,Railroad Commissioner,,,Martina Salinas,9.0,10.0,5.0,24.0
Victoria,4,Railroad Commissioner,,,Wayne Christian,66.0,92.0,18.0,176.0
Victoria,4,Railroad Commissioner,,,Grady Yarbrough,115.0,148.0,36.0,299.0
Victoria,4,Railroad Commissioner,,,Mark Miller,20.0,4.0,1.0,25.0
Victoria,4,Railroad Commissioner,,,Martina Salinas,28.0,15.0,1.0,44.0
Victoria,5,Railroad Commissioner,,,Wayne Christian,128.0,309.0,73.0,510.0
Victoria,5,Railroad Commissioner,,,Grady Yarbrough,180.0,279.0,61.0,520.0
Victoria,5,Railroad Commissioner,,,Mark Miller,12.0,28.0,1.0,41.0
Victoria,5,Railroad Commissioner,,,Martina Salinas,25.0,28.0,3.0,56.0
Victoria,6,Railroad Commissioner,,,Wayne Christian,14.0,20.0,3.0,37.0
Victoria,6,Railroad Commissioner,,,Grady Yarbrough,14.0,40.0,16.0,70.0
Victoria,6,Railroad Commissioner,,,Mark Miller,0.0,1.0,0.0,1.0
Victoria,6,Railroad Commissioner,,,Martina Salinas,4.0,5.0,1.0,10.0
Victoria,7,Railroad Commissioner,,,Wayne Christian,101.0,130.0,28.0,259.0
Victoria,7,Railroad Commissioner,,,Grady Yarbrough,230.0,273.0,74.0,577.0
Victoria,7,Railroad Commissioner,,,Mark Miller,12.0,8.0,1.0,21.0
Victoria,7,Railroad Commissioner,,,Martina Salinas,21.0,30.0,4.0,55.0
Victoria,8,Railroad Commissioner,,,Wayne Christian,151.0,269.0,45.0,465.0
Victoria,8,Railroad Commissioner,,,Grady Yarbrough,131.0,203.0,53.0,387.0
Victoria,8,Railroad Commissioner,,,Mark Miller,13.0,20.0,4.0,37.0
Victoria,8,Railroad Commissioner,,,Martina Salinas,30.0,24.0,1.0,55.0
Victoria,9,Railroad Commissioner,,,Wayne Christian,99.0,226.0,29.0,354.0
Victoria,9,Railroad Commissioner,,,Grady Yarbrough,59.0,120.0,16.0,195.0
Victoria,9,Railroad Commissioner,,,Mark Miller,16.0,12.0,1.0,29.0
Victoria,9,Railroad Commissioner,,,Martina Salinas,8.0,8.0,2.0,18.0
Victoria,10,Railroad Commissioner,,,Wayne Christian,150.0,423.0,74.0,647.0
Victoria,10,Railroad Commissioner,,,Grady Yarbrough,76.0,189.0,28.0,293.0
Victoria,10,Railroad Commissioner,,,Mark Miller,14.0,22.0,0.0,36.0
Victoria,10,Railroad Commissioner,,,Martina Salinas,8.0,17.0,0.0,25.0
Victoria,11,Railroad Commissioner,,,Wayne Christian,85.0,103.0,11.0,199.0
Victoria,11,Railroad Commissioner,,,Grady Yarbrough,18.0,27.0,4.0,49.0
Victoria,11,Railroad Commissioner,,,Mark Miller,3.0,1.0,1.0,5.0
Victoria,11,Railroad Commissioner,,,Martina Salinas,2.0,5.0,2.0,9.0
Victoria,12,Railroad Commissioner,,,Wayne Christian,69.0,63.0,3.0,135.0
Victoria,12,Railroad Commissioner,,,Grady Yarbrough,117.0,69.0,5.0,191.0
Victoria,12,Railroad Commissioner,,,Mark Miller,5.0,5.0,0.0,10.0
Victoria,12,Railroad Commissioner,,,Martina Salinas,13.0,7.0,1.0,21.0
Victoria,13,Railroad Commissioner,,,Wayne Christian,112.0,146.0,15.0,273.0
Victoria,13,Railroad Commissioner,,,Grady Yarbrough,123.0,209.0,24.0,356.0
Victoria,13,Railroad Commissioner,,,Mark Miller,5.0,3.0,2.0,10.0
Victoria,13,Railroad Commissioner,,,Martina Salinas,19.0,21.0,5.0,45.0
Victoria,14,Railroad Commissioner,,,Wayne Christian,215.0,288.0,36.0,539.0
Victoria,14,Railroad Commissioner,,,Grady Yarbrough,76.0,111.0,22.0,209.0
Victoria,14,Railroad Commissioner,,,Mark Miller,12.0,17.0,0.0,29.0
Victoria,14,Railroad Commissioner,,,Martina Salinas,17.0,3.0,2.0,22.0
Victoria,15,Railroad Commissioner,,,Wayne Christian,18.0,45.0,8.0,71.0
Victoria,15,Railroad Commissioner,,,Grady Yarbrough,5.0,11.0,4.0,20.0
Victoria,15,Railroad Commissioner,,,Mark Miller,3.0,3.0,0.0,6.0
Victoria,15,Railroad Commissioner,,,Martina Salinas,1.0,0.0,0.0,1.0
Victoria,16,Railroad Commissioner,,,Wayne Christian,58.0,125.0,14.0,197.0
Victoria,16,Railroad Commissioner,,,Grady Yarbrough,15.0,37.0,4.0,56.0
Victoria,16,Railroad Commissioner,,,Mark Miller,6.0,4.0,0.0,10.0
Victoria,16,Railroad Commissioner,,,Martina Salinas,4.0,1.0,1.0,6.0
Victoria,17,Railroad Commissioner,,,Wayne Christian,65.0,125.0,12.0,202.0
Victoria,17,Railroad Commissioner,,,Grady Yarbrough,38.0,53.0,7.0,98.0
Victoria,17,Railroad Commissioner,,,Mark Miller,6.0,7.0,1.0,14.0
Victoria,17,Railroad Commissioner,,,Martina Salinas,11.0,3.0,1.0,15.0
Victoria,18,Railroad Commissioner,,,Wayne Christian,512.0,1098.0,147.0,1757.0
Victoria,18,Railroad Commissioner,,,Grady Yarbrough,110.0,255.0,43.0,408.0
Victoria,18,Railroad Commissioner,,,Mark Miller,26.0,49.0,8.0,83.0
Victoria,18,Railroad Commissioner,,,Martina Salinas,21.0,24.0,4.0,49.0
Victoria,19,Railroad Commissioner,,,Wayne Christian,241.0,589.0,86.0,916.0
Victoria,19,Railroad Commissioner,,,Grady Yarbrough,140.0,266.0,45.0,451.0
Victoria,19,Railroad Commissioner,,,Mark Miller,20.0,39.0,1.0,60.0
Victoria,19,Railroad Commissioner,,,Martina Salinas,18.0,21.0,5.0,44.0
Victoria,20,Railroad Commissioner,,,Wayne Christian,134.0,484.0,46.0,664.0
Victoria,20,Railroad Commissioner,,,Grady Yarbrough,42.0,86.0,19.0,147.0
Victoria,20,Railroad Commissioner,,,Mark Miller,12.0,18.0,4.0,34.0
Victoria,20,Railroad Commissioner,,,Martina Salinas,6.0,6.0,1.0,13.0
Victoria,21,Railroad Commissioner,,,Wayne Christian,401.0,1208.0,209.0,1818.0
Victoria,21,Railroad Commissioner,,,Grady Yarbrough,117.0,296.0,68.0,481.0
Victoria,21,Railroad Commissioner,,,Mark Miller,37.0,56.0,4.0,97.0
Victoria,21,Railroad Commissioner,,,Martina Salinas,19.0,30.0,2.0,51.0
Victoria,22,Railroad Commissioner,,,Wayne Christian,374.0,530.0,63.0,967.0
Victoria,22,Railroad Commissioner,,,Grady Yarbrough,45.0,59.0,16.0,120.0
Victoria,22,Railroad Commissioner,,,Mark Miller,14.0,19.0,1.0,34.0
Victoria,22,Railroad Commissioner,,,Martina Salinas,7.0,4.0,1.0,12.0
Victoria,23,Railroad Commissioner,,,Wayne Christian,262.0,459.0,48.0,769.0
Victoria,23,Railroad Commissioner,,,Grady Yarbrough,51.0,85.0,16.0,152.0
Victoria,23,Railroad Commissioner,,,Mark Miller,30.0,20.0,2.0,52.0
Victoria,23,Railroad Commissioner,,,Martina Salinas,6.0,12.0,2.0,20.0
Victoria,24,Railroad Commissioner,,,Wayne Christian,194.0,531.0,70.0,795.0
Victoria,24,Railroad Commissioner,,,Grady Yarbrough,21.0,83.0,14.0,118.0
Victoria,24,Railroad Commissioner,,,Mark Miller,8.0,17.0,1.0,26.0
Victoria,24,Railroad Commissioner,,,Martina Salinas,4.0,8.0,0.0,12.0
Victoria,25,Railroad Commissioner,,,Wayne Christian,314.0,981.0,181.0,1476.0
Victoria,25,Railroad Commissioner,,,Grady Yarbrough,145.0,373.0,71.0,589.0
Victoria,25,Railroad Commissioner,,,Mark Miller,29.0,60.0,2.0,91.0
Victoria,25,Railroad Commissioner,,,Martina Salinas,18.0,42.0,2.0,62.0
Victoria,26,Railroad Commissioner,,,Wayne Christian,195.0,251.0,29.0,475.0
Victoria,26,Railroad Commissioner,,,Grady Yarbrough,78.0,56.0,13.0,147.0
Victoria,26,Railroad Commissioner,,,Mark Miller,12.0,15.0,0.0,27.0
Victoria,26,Railroad Commissioner,,,Martina Salinas,12.0,7.0,2.0,21.0
Victoria,27,Railroad Commissioner,,,Wayne Christian,402.0,416.0,42.0,860.0
Victoria,27,Railroad Commissioner,,,Grady Yarbrough,38.0,42.0,11.0,91.0
Victoria,27,Railroad Commissioner,,,Mark Miller,13.0,16.0,0.0,29.0
Victoria,27,Railroad Commissioner,,,Martina Salinas,3.0,3.0,3.0,9.0
Victoria,28,Railroad Commissioner,,,Wayne Christian,135.0,103.0,25.0,263.0
Victoria,28,Railroad Commissioner,,,Grady Yarbrough,24.0,21.0,5.0,50.0
Victoria,28,Railroad Commissioner,,,Mark Miller,7.0,2.0,0.0,9.0
Victoria,28,Railroad Commissioner,,,Martina Salinas,3.0,0.0,0.0,3.0
Victoria,29,Railroad Commissioner,,,Wayne Christian,310.0,875.0,131.0,1316.0
Victoria,29,Railroad Commissioner,,,Grady Yarbrough,93.0,239.0,33.0,365.0
Victoria,29,Railroad Commissioner,,,Mark Miller,22.0,45.0,4.0,71.0
Victoria,29,Railroad Commissioner,,,Martina Salinas,7.0,23.0,0.0,30.0
Victoria,30,Railroad Commissioner,,,Wayne Christian,69.0,91.0,21.0,181.0
Victoria,30,Railroad Commissioner,,,Grady Yarbrough,30.0,47.0,9.0,86.0
Victoria,30,Railroad Commissioner,,,Mark Miller,6.0,8.0,1.0,15.0
Victoria,30,Railroad Commissioner,,,Martina Salinas,7.0,7.0,0.0,14.0
Victoria,31,Railroad Commissioner,,,Wayne Christian,77.0,135.0,22.0,234.0
Victoria,31,Railroad Commissioner,,,Grady Yarbrough,38.0,98.0,31.0,167.0
Victoria,31,Railroad Commissioner,,,Mark Miller,13.0,11.0,1.0,25.0
Victoria,31,Railroad Commissioner,,,Martina Salinas,10.0,10.0,6.0,26.0
Victoria,32,Railroad Commissioner,,,Wayne Christian,75.0,121.0,24.0,220.0
Victoria,32,Railroad Commissioner,,,Grady Yarbrough,128.0,146.0,31.0,305.0
Victoria,32,Railroad Commissioner,,,Mark Miller,14.0,16.0,0.0,30.0
Victoria,32,Railroad Commissioner,,,Martina Salinas,14.0,15.0,1.0,30.0
Victoria,33,Railroad Commissioner,,,Wayne Christian,426.0,1475.0,284.0,2185.0
Victoria,33,Railroad Commissioner,,,Grady Yarbrough,116.0,333.0,65.0,514.0
Victoria,33,Railroad Commissioner,,,Mark Miller,38.0,78.0,13.0,129.0
Victoria,33,Railroad Commissioner,,,Martina Salinas,17.0,25.0,1.0,43.0
Victoria,34,Railroad Commissioner,,,Wayne Christian,60.0,48.0,7.0,115.0
Victoria,34,Railroad Commissioner,,,Grady Yarbrough,131.0,106.0,35.0,272.0
Victoria,34,Railroad Commissioner,,,Mark Miller,3.0,5.0,1.0,9.0
Victoria,34,Railroad Commissioner,,,Martina Salinas,18.0,7.0,2.0,27.0
Victoria,35,Railroad Commissioner,,,Wayne Christian,20.0,33.0,3.0,56.0
Victoria,35,Railroad Commissioner,,,Grady Yarbrough,50.0,34.0,11.0,95.0
Victoria,35,Railroad Commissioner,,,Mark Miller,2.0,1.0,0.0,3.0
Victoria,35,Railroad Commissioner,,,Martina Salinas,5.0,5.0,0.0,10.0
Victoria,Total:,Railroad Commissioner,,,Wayne Christian,5744.0,12275.0,1886.0,19905.0
Victoria,Total:,Railroad Commissioner,,,Grady Yarbrough,2734.0,4707.0,949.0,8390.0
Victoria,Total:,Railroad Commissioner,,,Mark Miller,463.0,651.0,60.0,1174.0
Victoria,Total:,Railroad Commissioner,,,Martina Salinas,410.0,442.0,63.0,915.0
Victoria,1,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,36.0,37.0,13.0,86.0
Victoria,1,"Justice, Supreme Court, Place 3",,,Mike Westergren,34.0,67.0,24.0,125.0
Victoria,1,"Justice, Supreme Court, Place 3",,,Kathie Glass,5.0,5.0,0.0,10.0
Victoria,1,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,6.0,8.0,2.0,16.0
Victoria,2,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,85.0,203.0,18.0,306.0
Victoria,2,"Justice, Supreme Court, Place 3",,,Mike Westergren,46.0,118.0,19.0,183.0
Victoria,2,"Justice, Supreme Court, Place 3",,,Kathie Glass,7.0,17.0,1.0,25.0
Victoria,2,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,9.0,10.0,0.0,19.0
Victoria,3,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,111.0,259.0,45.0,415.0
Victoria,3,"Justice, Supreme Court, Place 3",,,Mike Westergren,52.0,120.0,20.0,192.0
Victoria,3,"Justice, Supreme Court, Place 3",,,Kathie Glass,7.0,16.0,2.0,25.0
Victoria,3,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,9.0,5.0,4.0,18.0
Victoria,4,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,78.0,99.0,18.0,195.0
Victoria,4,"Justice, Supreme Court, Place 3",,,Mike Westergren,110.0,138.0,36.0,284.0
Victoria,4,"Justice, Supreme Court, Place 3",,,Kathie Glass,17.0,7.0,2.0,26.0
Victoria,4,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,23.0,12.0,1.0,36.0
Victoria,5,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,131.0,322.0,72.0,525.0
Victoria,5,"Justice, Supreme Court, Place 3",,,Mike Westergren,180.0,262.0,58.0,500.0
Victoria,5,"Justice, Supreme Court, Place 3",,,Kathie Glass,8.0,31.0,2.0,41.0
Victoria,5,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,27.0,28.0,4.0,59.0
Victoria,6,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,16.0,21.0,3.0,40.0
Victoria,6,"Justice, Supreme Court, Place 3",,,Mike Westergren,14.0,37.0,16.0,67.0
Victoria,6,"Justice, Supreme Court, Place 3",,,Kathie Glass,1.0,2.0,0.0,3.0
Victoria,6,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,2.0,6.0,1.0,9.0
Victoria,7,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,104.0,134.0,27.0,265.0
Victoria,7,"Justice, Supreme Court, Place 3",,,Mike Westergren,215.0,262.0,76.0,553.0
Victoria,7,"Justice, Supreme Court, Place 3",,,Kathie Glass,16.0,13.0,1.0,30.0
Victoria,7,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,28.0,34.0,3.0,65.0
Victoria,8,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,152.0,266.0,51.0,469.0
Victoria,8,"Justice, Supreme Court, Place 3",,,Mike Westergren,129.0,201.0,48.0,378.0
Victoria,8,"Justice, Supreme Court, Place 3",,,Kathie Glass,17.0,25.0,0.0,42.0
Victoria,8,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,26.0,22.0,3.0,51.0
Victoria,9,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,105.0,232.0,27.0,364.0
Victoria,9,"Justice, Supreme Court, Place 3",,,Mike Westergren,55.0,115.0,16.0,186.0
Victoria,9,"Justice, Supreme Court, Place 3",,,Kathie Glass,15.0,8.0,3.0,26.0
Victoria,9,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,8.0,8.0,3.0,19.0
Victoria,10,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,158.0,428.0,74.0,660.0
Victoria,10,"Justice, Supreme Court, Place 3",,,Mike Westergren,72.0,187.0,26.0,285.0
Victoria,10,"Justice, Supreme Court, Place 3",,,Kathie Glass,9.0,17.0,1.0,27.0
Victoria,10,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,10.0,18.0,1.0,29.0
Victoria,11,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,83.0,106.0,11.0,200.0
Victoria,11,"Justice, Supreme Court, Place 3",,,Mike Westergren,21.0,27.0,4.0,52.0
Victoria,11,"Justice, Supreme Court, Place 3",,,Kathie Glass,2.0,1.0,1.0,4.0
Victoria,11,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,2.0,3.0,2.0,7.0
Victoria,12,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,72.0,69.0,3.0,144.0
Victoria,12,"Justice, Supreme Court, Place 3",,,Mike Westergren,113.0,65.0,5.0,183.0
Victoria,12,"Justice, Supreme Court, Place 3",,,Kathie Glass,7.0,3.0,0.0,10.0
Victoria,12,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,13.0,7.0,1.0,21.0
Victoria,13,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,113.0,154.0,16.0,283.0
Victoria,13,"Justice, Supreme Court, Place 3",,,Mike Westergren,117.0,203.0,26.0,346.0
Victoria,13,"Justice, Supreme Court, Place 3",,,Kathie Glass,9.0,6.0,0.0,15.0
Victoria,13,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,17.0,16.0,4.0,37.0
Victoria,14,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,225.0,292.0,42.0,559.0
Victoria,14,"Justice, Supreme Court, Place 3",,,Mike Westergren,64.0,103.0,15.0,182.0
Victoria,14,"Justice, Supreme Court, Place 3",,,Kathie Glass,9.0,15.0,0.0,24.0
Victoria,14,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,18.0,6.0,3.0,27.0
Victoria,15,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,19.0,45.0,8.0,72.0
Victoria,15,"Justice, Supreme Court, Place 3",,,Mike Westergren,5.0,10.0,3.0,18.0
Victoria,15,"Justice, Supreme Court, Place 3",,,Kathie Glass,0.0,4.0,0.0,4.0
Victoria,15,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,2.0,0.0,0.0,2.0
Victoria,16,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,61.0,131.0,13.0,205.0
Victoria,16,"Justice, Supreme Court, Place 3",,,Mike Westergren,13.0,34.0,5.0,52.0
Victoria,16,"Justice, Supreme Court, Place 3",,,Kathie Glass,6.0,2.0,0.0,8.0
Victoria,16,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,2.0,1.0,0.0,3.0
Victoria,17,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,65.0,127.0,14.0,206.0
Victoria,17,"Justice, Supreme Court, Place 3",,,Mike Westergren,37.0,49.0,4.0,90.0
Victoria,17,"Justice, Supreme Court, Place 3",,,Kathie Glass,6.0,7.0,0.0,13.0
Victoria,17,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,12.0,5.0,1.0,18.0
Victoria,18,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,523.0,1144.0,146.0,1813.0
Victoria,18,"Justice, Supreme Court, Place 3",,,Mike Westergren,102.0,215.0,42.0,359.0
Victoria,18,"Justice, Supreme Court, Place 3",,,Kathie Glass,25.0,39.0,4.0,68.0
Victoria,18,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,17.0,32.0,4.0,53.0
Victoria,19,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,244.0,601.0,83.0,928.0
Victoria,19,"Justice, Supreme Court, Place 3",,,Mike Westergren,134.0,253.0,45.0,432.0
Victoria,19,"Justice, Supreme Court, Place 3",,,Kathie Glass,23.0,48.0,3.0,74.0
Victoria,19,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,19.0,22.0,3.0,44.0
Victoria,20,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,139.0,498.0,48.0,685.0
Victoria,20,"Justice, Supreme Court, Place 3",,,Mike Westergren,37.0,75.0,20.0,132.0
Victoria,20,"Justice, Supreme Court, Place 3",,,Kathie Glass,12.0,14.0,2.0,28.0
Victoria,20,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,4.0,4.0,0.0,8.0
Victoria,21,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,419.0,1233.0,211.0,1863.0
Victoria,21,"Justice, Supreme Court, Place 3",,,Mike Westergren,102.0,284.0,63.0,449.0
Victoria,21,"Justice, Supreme Court, Place 3",,,Kathie Glass,32.0,43.0,7.0,82.0
Victoria,21,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,22.0,27.0,1.0,50.0
Victoria,22,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,384.0,548.0,65.0,997.0
Victoria,22,"Justice, Supreme Court, Place 3",,,Mike Westergren,33.0,50.0,10.0,93.0
Victoria,22,"Justice, Supreme Court, Place 3",,,Kathie Glass,15.0,13.0,2.0,30.0
Victoria,22,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,5.0,3.0,0.0,8.0
