county,precinct,office,district,party,candidate,votes,early_voting,election_day
Schleicher,1,Registered Voters - Total,,,,510,,
Schleicher,1,President,,DEM,Bernie Sanders,13,8,5
Schleicher,2,Registered Voters - Total,,,,420,,
Schleicher,2,President,,DEM,Bernie Sanders,7,1,6
Schleicher,3,Registered Voters - Total,,,,317,,
Schleicher,3,President,,DEM,Bernie Sanders,2,2,0
Schleicher,4,Registered Voters - Total,,,,533,,
Schleicher,4,President,,DEM,Bernie Sanders,2,1,1
Schleicher,1,President,,DEM,Star Locke,0,0,0
Schleicher,2,President,,DEM,Star Locke,0,0,0
Schleicher,3,President,,DEM,Star Locke,0,0,0
Schleicher,4,President,,DEM,Star Locke,0,0,0
Schleicher,1,President,,DEM,Willie L. Wilson,0,0,0
Schleicher,2,President,,DEM,Willie L. Wilson,0,0,0
Schleicher,3,President,,DEM,Willie L. Wilson,0,0,0
Schleicher,4,President,,DEM,Willie L. Wilson,1,0,1
Schleicher,1,President,,DEM,Hillary Clinton,19,7,12
Schleicher,2,President,,DEM,Hillary Clinton,15,9,6
Schleicher,3,President,,DEM,Hillary Clinton,7,5,2
Schleicher,4,President,,DEM,Hillary Clinton,17,10,7
Schleicher,1,President,,DEM,"Roque""Rocky"" DeLa Fuente",1,0,1
Schleicher,2,President,,DEM,"Roque""Rocky"" DeLa Fuente",1,0,1
Schleicher,3,President,,DEM,"Roque""Rocky"" DeLa Fuente",0,0,0
Schleicher,4,President,,DEM,"Roque""Rocky"" DeLa Fuente",0,0,0
Schleicher,1,President,,DEM,Keith Judd,2,2,0
Schleicher,2,President,,DEM,Keith Judd,0,0,0
Schleicher,3,President,,DEM,Keith Judd,0,0,0
Schleicher,4,President,,DEM,Keith Judd,0,0,0
Schleicher,1,President,,DEM,Calvis L. Hawes,1,1,0
Schleicher,2,President,,DEM,Calvis L. Hawes,0,0,0
Schleicher,3,President,,DEM,Calvis L. Hawes,0,0,0
Schleicher,4,President,,DEM,Calvis L. Hawes,0,0,0
Schleicher,1,President,,DEM,Martin J. O'Malley,1,1,0
Schleicher,2,President,,DEM,Martin J. O'Malley,0,0,0
Schleicher,3,President,,DEM,Martin J. O'Malley,1,0,1
Schleicher,4,President,,DEM,Martin J. O'Malley,0,0,0
Schleicher,1,U.S. House,23,DEM,Lee Keenen,6,4,2
Schleicher,2,U.S. House,23,DEM,Lee Keenen,3,1,2
Schleicher,3,U.S. House,23,DEM,Lee Keenen,1,1,0
Schleicher,4,U.S. House,23,DEM,Lee Keenen,2,0,2
Schleicher,1,U.S. House,23,DEM,Pete P. Gallego,31,14,17
Schleicher,2,U.S. House,23,DEM,Pete P. Gallego,20,10,10
Schleicher,3,U.S. House,23,DEM,Pete P. Gallego,8,5,3
Schleicher,4,U.S. House,23,DEM,Pete P. Gallego,16,10,6
Schleicher,1,Railroad Commissioner,,DEM,Cody Garrett,13,7,6
Schleicher,2,Railroad Commissioner,,DEM,Cody Garrett,9,3,6
Schleicher,3,Railroad Commissioner,,DEM,Cody Garrett,2,2,0
Schleicher,4,Railroad Commissioner,,DEM,Cody Garrett,8,5,3
Schleicher,1,Railroad Commissioner,,DEM,Lon Burnam,3,2,1
Schleicher,2,Railroad Commissioner,,DEM,Lon Burnam,0,0,0
Schleicher,3,Railroad Commissioner,,DEM,Lon Burnam,2,2,0
Schleicher,4,Railroad Commissioner,,DEM,Lon Burnam,4,2,2
Schleicher,1,Railroad Commissioner,,DEM,Grady Yarbrough,18,9,9
Schleicher,2,Railroad Commissioner,,DEM,Grady Yarbrough,12,7,5
Schleicher,3,Railroad Commissioner,,DEM,Grady Yarbrough,5,2,3
Schleicher,4,Railroad Commissioner,,DEM,Grady Yarbrough,7,4,3
Schleicher,1,Justice Supreme Court Place 3,,DEM,Mike Westergren,31,18,13
Schleicher,2,Justice Supreme Court Place 3,,DEM,Mike Westergren,18,9,9
Schleicher,3,Justice Supreme Court Place 3,,DEM,Mike Westergren,9,6,3
Schleicher,4,Justice Supreme Court Place 3,,DEM,Mike Westergren,16,11,5
Schleicher,1,Justice Supreme Court Place 5,,DEM,Dori Contreras Garza,33,17,16
Schleicher,2,Justice Supreme Court Place 5,,DEM,Dori Contreras Garza,20,10,10
Schleicher,3,Justice Supreme Court Place 5,,DEM,Dori Contreras Garza,9,6,3
Schleicher,4,Justice Supreme Court Place 5,,DEM,Dori Contreras Garza,17,10,7
Schleicher,1,Justice Supreme Court Place 9,,DEM,Savannah Robinson,31,17,14
Schleicher,2,Justice Supreme Court Place 9,,DEM,Savannah Robinson,18,8,10
Schleicher,3,Justice Supreme Court Place 9,,DEM,Savannah Robinson,9,6,3
Schleicher,4,Justice Supreme Court Place 9,,DEM,Savannah Robinson,16,11,5
Schleicher,1,Judge Court of Criminal  Appeals Place 2,,DEM,"Lawrence""Larry"" Meyers",30,16,14
Schleicher,2,Judge Court of Criminal  Appeals Place 2,,DEM,"Lawrence""Larry"" Meyers",16,8,8
Schleicher,3,Judge Court of Criminal  Appeals Place 2,,DEM,"Lawrence""Larry"" Meyers",9,6,3
Schleicher,4,Judge Court of Criminal  Appeals Place 2,,DEM,"Lawrence""Larry"" Meyers",16,10,6
Schleicher,1,Judge Court of Criminal  Appeals Place 5,,DEM,Betsy Johnson,30,17,13
Schleicher,2,Judge Court of Criminal  Appeals Place 5,,DEM,Betsy Johnson,17,9,8
Schleicher,3,Judge Court of Criminal  Appeals Place 5,,DEM,Betsy Johnson,9,6,3
Schleicher,4,Judge Court of Criminal  Appeals Place 5,,DEM,Betsy Johnson,17,11,6
Schleicher,1,Judge Court of Criminal  Appeals Place 6,,DEM,Robert Burns,29,16,13
Schleicher,2,Judge Court of Criminal  Appeals Place 6,,DEM,Robert Burns,15,7,8
Schleicher,3,Judge Court of Criminal  Appeals Place 6,,DEM,Robert Burns,9,6,3
Schleicher,4,Judge Court of Criminal  Appeals Place 6,,DEM,Robert Burns,15,10,5
Schleicher,1,Member State Board of Education District 1,,DEM,Lynn Oliver,16,10,6
Schleicher,2,Member State Board of Education District 1,,DEM,Lynn Oliver,4,2,2
Schleicher,3,Member State Board of Education District 1,,DEM,Lynn Oliver,3,3,0
Schleicher,4,Member State Board of Education District 1,,DEM,Lynn Oliver,7,5,2
Schleicher,1,Member State Board of Education District 1,,DEM,Georgina Perez,17,7,10
Schleicher,2,Member State Board of Education District 1,,DEM,Georgina Perez,15,6,9
Schleicher,3,Member State Board of Education District 1,,DEM,Georgina Perez,4,3,1
Schleicher,4,Member State Board of Education District 1,,DEM,Georgina Perez,9,5,4
Schleicher,1,Member State Board of Education District 1,,DEM,"Joe Fierro, Jr.",3,1,2
Schleicher,2,Member State Board of Education District 1,,DEM,"Joe Fierro, Jr.",2,0,2
Schleicher,3,Member State Board of Education District 1,,DEM,"Joe Fierro, Jr.",2,0,2
Schleicher,4,Member State Board of Education District 1,,DEM,"Joe Fierro, Jr.",2,1,1
Schleicher,1,State Representative,53,DEM,Stephanie Lochte Ertel,29,16,13
Schleicher,2,State Representative,53,DEM,Stephanie Lochte Ertel,17,9,8
Schleicher,3,State Representative,53,DEM,Stephanie Lochte Ertel,9,6,3
Schleicher,4,State Representative,53,DEM,Stephanie Lochte Ertel,16,10,6
Schleicher,1,County Attorney,,DEM,Clint T. Griffin,37,18,19
Schleicher,2,County Attorney,,DEM,Clint T. Griffin,21,8,13
Schleicher,3,County Attorney,,DEM,Clint T. Griffin,9,5,4
Schleicher,4,County Attorney,,DEM,Clint T. Griffin,20,10,10
Schleicher,1,County Tax Assessor-Collector,,DEM,Vanessa Covarrubiaz,38,18,20
Schleicher,2,County Tax Assessor-Collector,,DEM,Vanessa Covarrubiaz,23,10,13
Schleicher,3,County Tax Assessor-Collector,,DEM,Vanessa Covarrubiaz,11,7,4
Schleicher,4,County Tax Assessor-Collector,,DEM,Vanessa Covarrubiaz,19,10,9
Schleicher,3,"County Commissioner, Precinct No.3",,DEM,Kirk Lane Griffin,9,5,4
Schleicher,1,Democratic Party Chair,,DEM,Phyllis K. Sauer,35,18,17
Schleicher,2,Democratic Party Chair,,DEM,Phyllis K. Sauer,25,11,14
