county,precinct,office,district,party,candidate,vote
Morris,401,President and Vice President,,GRN,Jill Stein / Ajamu Baraka,5
Morris,101,President and Vice President,,NON,WRITE-IN,2
Morris,102,President and Vice President,,NON,WRITE-IN,1
Morris,103,President and Vice President,,NON,WRITE-IN,5
Morris,202,President and Vice President,,NON,WRITE-IN,7
Morris,203,President and Vice President,,NON,WRITE-IN,1
Morris,302,President and Vice President,,NON,WRITE-IN,0
Morris,303,President and Vice President,,NON,WRITE-IN,1
Morris,401,President and Vice President,,NON,WRITE-IN,13
Morris,101,President and Vice President,,,OVER VOTES,1
Morris,102,President and Vice President,,,OVER VOTES,0
Morris,103,President and Vice President,,,OVER VOTES,1
Morris,202,President and Vice President,,,OVER VOTES,1
Morris,203,President and Vice President,,,OVER VOTES,0
Morris,302,President and Vice President,,,OVER VOTES,1
Morris,303,President and Vice President,,,OVER VOTES,2
Morris,401,President and Vice President,,,OVER VOTES,0
Morris,101,President and Vice President,,,UNDER VOTES,2
Morris,102,President and Vice President,,,UNDER VOTES,1
Morris,103,President and Vice President,,,UNDER VOTES,5
Morris,202,President and Vice President,,,UNDER VOTES,4
Morris,203,President and Vice President,,,UNDER VOTES,3
Morris,302,President and Vice President,,,UNDER VOTES,2
Morris,303,President and Vice President,,,UNDER VOTES,4
Morris,401,President and Vice President,,,UNDER VOTES,5
Morris,101,U.S. House,4,REP,John Ratcliffe,105
Morris,102,U.S. House,4,REP,John Ratcliffe,83
Morris,103,U.S. House,4,REP,John Ratcliffe,287
Morris,202,U.S. House,4,REP,John Ratcliffe,500
Morris,203,U.S. House,4,REP,John Ratcliffe,364
Morris,302,U.S. House,4,REP,John Ratcliffe,469
Morris,303,U.S. House,4,REP,John Ratcliffe,602
Morris,401,U.S. House,4,REP,John Ratcliffe,938
Morris,101,U.S. House,4,LIB,Cody Wommack,97
Morris,102,U.S. House,4,LIB,Cody Wommack,51
Morris,103,U.S. House,4,LIB,Cody Wommack,58
Morris,202,U.S. House,4,LIB,Cody Wommack,114
Morris,203,U.S. House,4,LIB,Cody Wommack,125
Morris,302,U.S. House,4,LIB,Cody Wommack,74
Morris,303,U.S. House,4,LIB,Cody Wommack,68
Morris,401,U.S. House,4,LIB,Cody Wommack,210
Morris,101,U.S. House,4,,OVER VOTES,0
Morris,102,U.S. House,4,,OVER VOTES,0
Morris,103,U.S. House,4,,OVER VOTES,0
Morris,202,U.S. House,4,,OVER VOTES,0
Morris,203,U.S. House,4,,OVER VOTES,0
Morris,302,U.S. House,4,,OVER VOTES,0
Morris,303,U.S. House,4,,OVER VOTES,0
Morris,401,U.S. House,4,,OVER VOTES,1
Morris,101,U.S. House,4,,UNDER VOTES,144
Morris,102,U.S. House,4,,UNDER VOTES,94
Morris,103,U.S. House,4,,UNDER VOTES,99
Morris,202,U.S. House,4,,UNDER VOTES,78
Morris,203,U.S. House,4,,UNDER VOTES,96
Morris,302,U.S. House,4,,UNDER VOTES,105
Morris,303,U.S. House,4,,UNDER VOTES,95
Morris,401,U.S. House,4,,UNDER VOTES,169
Morris,101,Railroad Commissioner,,REP,Wayne Christian,75
Morris,102,Railroad Commissioner,,REP,Wayne Christian,65
Morris,103,Railroad Commissioner,,REP,Wayne Christian,251
Morris,202,Railroad Commissioner,,REP,Wayne Christian,475
Morris,203,Railroad Commissioner,,REP,Wayne Christian,349
Morris,302,Railroad Commissioner,,REP,Wayne Christian,412
Morris,303,Railroad Commissioner,,REP,Wayne Christian,529
Morris,401,Railroad Commissioner,,REP,Wayne Christian,869
Morris,101,Railroad Commissioner,,DEM,Grady Yarbrough,249
Morris,102,Railroad Commissioner,,DEM,Grady Yarbrough,141
Morris,103,Railroad Commissioner,,DEM,Grady Yarbrough,153
Morris,202,Railroad Commissioner,,DEM,Grady Yarbrough,147
Morris,203,Railroad Commissioner,,DEM,Grady Yarbrough,170
Morris,302,Railroad Commissioner,,DEM,Grady Yarbrough,169
Morris,303,Railroad Commissioner,,DEM,Grady Yarbrough,150
Morris,401,Railroad Commissioner,,DEM,Grady Yarbrough,335
Morris,101,Railroad Commissioner,,LIB,Mark Miller,9
Morris,102,Railroad Commissioner,,LIB,Mark Miller,10
Morris,103,Railroad Commissioner,,LIB,Mark Miller,10
Morris,202,Railroad Commissioner,,LIB,Mark Miller,31
Morris,203,Railroad Commissioner,,LIB,Mark Miller,37
Morris,302,Railroad Commissioner,,LIB,Mark Miller,21
Morris,303,Railroad Commissioner,,LIB,Mark Miller,31
Morris,401,Railroad Commissioner,,LIB,Mark Miller,34
Morris,101,Railroad Commissioner,,GRN,Martina Salinas,3
Morris,102,Railroad Commissioner,,GRN,Martina Salinas,3
Morris,103,Railroad Commissioner,,GRN,Martina Salinas,4
Morris,202,Railroad Commissioner,,GRN,Martina Salinas,6
Morris,203,Railroad Commissioner,,GRN,Martina Salinas,11
Morris,302,Railroad Commissioner,,GRN,Martina Salinas,10
Morris,303,Railroad Commissioner,,GRN,Martina Salinas,7
Morris,401,Railroad Commissioner,,GRN,Martina Salinas,17
Morris,101,Railroad Commissioner,,,OVER VOTES,0
Morris,102,Railroad Commissioner,,,OVER VOTES,0
Morris,103,Railroad Commissioner,,,OVER VOTES,0
Morris,202,Railroad Commissioner,,,OVER VOTES,0
Morris,203,Railroad Commissioner,,,OVER VOTES,0
Morris,302,Railroad Commissioner,,,OVER VOTES,0
Morris,303,Railroad Commissioner,,,OVER VOTES,0
Morris,401,Railroad Commissioner,,,OVER VOTES,0
Morris,101,Railroad Commissioner,,,UNDER VOTES,10
Morris,102,Railroad Commissioner,,,UNDER VOTES,9
Morris,103,Railroad Commissioner,,,UNDER VOTES,26
Morris,202,Railroad Commissioner,,,UNDER VOTES,33
Morris,203,Railroad Commissioner,,,UNDER VOTES,18
Morris,302,Railroad Commissioner,,,UNDER VOTES,36
Morris,303,Railroad Commissioner,,,UNDER VOTES,48
Morris,401,Railroad Commissioner,,,UNDER VOTES,63
Morris,101,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,76
Morris,102,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,75
Morris,103,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,242
Morris,202,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,489
Morris,203,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,367
Morris,302,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,412
Morris,303,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,534
Morris,401,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,886
Morris,101,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,246
Morris,102,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,135
Morris,103,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,157
Morris,202,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,137
Morris,203,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,165
Morris,302,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,168
Morris,303,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,142
Morris,401,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,314
Morris,101,"Justice, Supreme Court, Place 3",,LIB,Kathie Glass,11
Morris,102,"Justice, Supreme Court, Place 3",,LIB,Kathie Glass,7
Morris,103,"Justice, Supreme Court, Place 3",,LIB,Kathie Glass,9
Morris,202,"Justice, Supreme Court, Place 3",,LIB,Kathie Glass,23
Morris,203,"Justice, Supreme Court, Place 3",,LIB,Kathie Glass,26
Morris,302,"Justice, Supreme Court, Place 3",,LIB,Kathie Glass,25
Morris,303,"Justice, Supreme Court, Place 3",,LIB,Kathie Glass,36
Morris,401,"Justice, Supreme Court, Place 3",,LIB,Kathie Glass,38
Morris,101,"Justice, Supreme Court, Place 3",,GRN,Rodolfo Rivera Munoz,2
Morris,102,"Justice, Supreme Court, Place 3",,GRN,Rodolfo Rivera Munoz,2
Morris,103,"Justice, Supreme Court, Place 3",,GRN,Rodolfo Rivera Munoz,4
Morris,202,"Justice, Supreme Court, Place 3",,GRN,Rodolfo Rivera Munoz,4
Morris,203,"Justice, Supreme Court, Place 3",,GRN,Rodolfo Rivera Munoz,9
Morris,302,"Justice, Supreme Court, Place 3",,GRN,Rodolfo Rivera Munoz,3
Morris,303,"Justice, Supreme Court, Place 3",,GRN,Rodolfo Rivera Munoz,8
Morris,401,"Justice, Supreme Court, Place 3",,GRN,Rodolfo Rivera Munoz,14
Morris,101,"Justice, Supreme Court, Place 3",,,OVER VOTES,1
Morris,102,"Justice, Supreme Court, Place 3",,,OVER VOTES,0
Morris,103,"Justice, Supreme Court, Place 3",,,OVER VOTES,0
Morris,202,"Justice, Supreme Court, Place 3",,,OVER VOTES,0
Morris,203,"Justice, Supreme Court, Place 3",,,OVER VOTES,0
Morris,302,"Justice, Supreme Court, Place 3",,,OVER VOTES,0
Morris,303,"Justice, Supreme Court, Place 3",,,OVER VOTES,0
Morris,401,"Justice, Supreme Court, Place 3",,,OVER VOTES,0
Morris,101,"Justice, Supreme Court, Place 3",,,UNDER VOTES,10
Morris,102,"Justice, Supreme Court, Place 3",,,UNDER VOTES,9
Morris,103,"Justice, Supreme Court, Place 3",,,UNDER VOTES,32
Morris,202,"Justice, Supreme Court, Place 3",,,UNDER VOTES,39
Morris,203,"Justice, Supreme Court, Place 3",,,UNDER VOTES,18
Morris,302,"Justice, Supreme Court, Place 3",,,UNDER VOTES,40
Morris,303,"Justice, Supreme Court, Place 3",,,UNDER VOTES,45
Morris,401,"Justice, Supreme Court, Place 3",,,UNDER VOTES,66
Morris,101,"Justice, Supreme Court, Place 5",,REP,Paul Green,84
Morris,102,"Justice, Supreme Court, Place 5",,REP,Paul Green,72
Morris,103,"Justice, Supreme Court, Place 5",,REP,Paul Green,262
Morris,202,"Justice, Supreme Court, Place 5",,REP,Paul Green,501
Morris,203,"Justice, Supreme Court, Place 5",,REP,Paul Green,370
Morris,302,"Justice, Supreme Court, Place 5",,REP,Paul Green,423
Morris,303,"Justice, Supreme Court, Place 5",,REP,Paul Green,553
Morris,401,"Justice, Supreme Court, Place 5",,REP,Paul Green,917
Morris,101,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,247
Morris,102,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,138
Morris,103,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,144
Morris,202,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,131
Morris,203,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,163
Morris,302,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,165
Morris,303,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,139
Morris,401,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,303
Morris,101,"Justice, Supreme Court, Place 5",,LIB,Tom Oxford,4
Morris,102,"Justice, Supreme Court, Place 5",,LIB,Tom Oxford,6
Morris,103,"Justice, Supreme Court, Place 5",,LIB,Tom Oxford,6
Morris,202,"Justice, Supreme Court, Place 5",,LIB,Tom Oxford,18
Morris,203,"Justice, Supreme Court, Place 5",,LIB,Tom Oxford,25
Morris,302,"Justice, Supreme Court, Place 5",,LIB,Tom Oxford,14
Morris,303,"Justice, Supreme Court, Place 5",,LIB,Tom Oxford,22
Morris,401,"Justice, Supreme Court, Place 5",,LIB,Tom Oxford,25
Morris,101,"Justice, Supreme Court, Place 5",,GRN,Charles E. Waterbury,2
Morris,102,"Justice, Supreme Court, Place 5",,GRN,Charles E. Waterbury,2
Morris,103,"Justice, Supreme Court, Place 5",,GRN,Charles E. Waterbury,2
Morris,202,"Justice, Supreme Court, Place 5",,GRN,Charles E. Waterbury,1
Morris,203,"Justice, Supreme Court, Place 5",,GRN,Charles E. Waterbury,7
Morris,302,"Justice, Supreme Court, Place 5",,GRN,Charles E. Waterbury,5
Morris,303,"Justice, Supreme Court, Place 5",,GRN,Charles E. Waterbury,4
Morris,401,"Justice, Supreme Court, Place 5",,GRN,Charles E. Waterbury,10
Morris,101,"Justice, Supreme Court, Place 5",,,OVER VOTES,0
Morris,102,"Justice, Supreme Court, Place 5",,,OVER VOTES,0
Morris,103,"Justice, Supreme Court, Place 5",,,OVER VOTES,0
Morris,202,"Justice, Supreme Court, Place 5",,,OVER VOTES,1
Morris,203,"Justice, Supreme Court, Place 5",,,OVER VOTES,0
Morris,302,"Justice, Supreme Court, Place 5",,,OVER VOTES,0
Morris,303,"Justice, Supreme Court, Place 5",,,OVER VOTES,0
Morris,401,"Justice, Supreme Court, Place 5",,,OVER VOTES,0
Morris,101,"Justice, Supreme Court, Place 5",,,UNDER VOTES,9
Morris,102,"Justice, Supreme Court, Place 5",,,UNDER VOTES,10
Morris,103,"Justice, Supreme Court, Place 5",,,UNDER VOTES,30
Morris,202,"Justice, Supreme Court, Place 5",,,UNDER VOTES,40
Morris,203,"Justice, Supreme Court, Place 5",,,UNDER VOTES,20
Morris,302,"Justice, Supreme Court, Place 5",,,UNDER VOTES,41
Morris,303,"Justice, Supreme Court, Place 5",,,UNDER VOTES,47
Morris,401,"Justice, Supreme Court, Place 5",,,UNDER VOTES,63
Morris,101,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,76
Morris,102,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,71
Morris,103,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,242
Morris,202,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,475
Morris,203,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,358
Morris,302,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,407
Morris,303,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,519
Morris,401,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,879
Morris,101,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,250
Morris,102,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,140
Morris,103,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,156
Morris,202,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,144
Morris,203,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,170
Morris,302,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,174
Morris,303,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,156
Morris,401,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,315
Morris,101,"Justice, Supreme Court, Place 9",,LIB,Don Fulton,7
Morris,102,"Justice, Supreme Court, Place 9",,LIB,Don Fulton,7
Morris,103,"Justice, Supreme Court, Place 9",,LIB,Don Fulton,9
Morris,202,"Justice, Supreme Court, Place 9",,LIB,Don Fulton,24
Morris,203,"Justice, Supreme Court, Place 9",,LIB,Don Fulton,31
Morris,302,"Justice, Supreme Court, Place 9",,LIB,Don Fulton,20
Morris,303,"Justice, Supreme Court, Place 9",,LIB,Don Fulton,34
Morris,401,"Justice, Supreme Court, Place 9",,LIB,Don Fulton,39
Morris,101,"Justice, Supreme Court, Place 9",,GRN,Jim Chisholm,3
Morris,102,"Justice, Supreme Court, Place 9",,GRN,Jim Chisholm,3
Morris,103,"Justice, Supreme Court, Place 9",,GRN,Jim Chisholm,8
Morris,202,"Justice, Supreme Court, Place 9",,GRN,Jim Chisholm,7
Morris,203,"Justice, Supreme Court, Place 9",,GRN,Jim Chisholm,7
Morris,302,"Justice, Supreme Court, Place 9",,GRN,Jim Chisholm,9
Morris,303,"Justice, Supreme Court, Place 9",,GRN,Jim Chisholm,14
Morris,401,"Justice, Supreme Court, Place 9",,GRN,Jim Chisholm,20
Morris,101,"Justice, Supreme Court, Place 9",,,OVER VOTES,0
Morris,102,"Justice, Supreme Court, Place 9",,,OVER VOTES,0
Morris,103,"Justice, Supreme Court, Place 9",,,OVER VOTES,0
Morris,202,"Justice, Supreme Court, Place 9",,,OVER VOTES,1
Morris,203,"Justice, Supreme Court, Place 9",,,OVER VOTES,0
Morris,302,"Justice, Supreme Court, Place 9",,,OVER VOTES,0
Morris,303,"Justice, Supreme Court, Place 9",,,OVER VOTES,0
Morris,401,"Justice, Supreme Court, Place 9",,,OVER VOTES,0
Morris,101,"Justice, Supreme Court, Place 9",,,UNDER VOTES,10
Morris,102,"Justice, Supreme Court, Place 9",,,UNDER VOTES,7
Morris,103,"Justice, Supreme Court, Place 9",,,UNDER VOTES,29
Morris,202,"Justice, Supreme Court, Place 9",,,UNDER VOTES,41
Morris,203,"Justice, Supreme Court, Place 9",,,UNDER VOTES,19
Morris,302,"Justice, Supreme Court, Place 9",,,UNDER VOTES,38
Morris,303,"Justice, Supreme Court, Place 9",,,UNDER VOTES,42
Morris,401,"Justice, Supreme Court, Place 9",,,UNDER VOTES,65
Morris,101,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,76
Morris,102,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,70
Morris,103,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,243
Morris,202,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,479
Morris,203,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,371
Morris,302,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,413
Morris,303,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,527
Morris,401,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,880
Morris,101,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",253
Morris,102,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",140
Morris,103,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",153
Morris,202,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",140
Morris,203,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",173
Morris,302,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",174
Morris,303,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",151
Morris,401,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",329
Morris,101,"Judge, Court of Criminal Appeals, Place 2",,LIB,Mark Ash,6
Morris,102,"Judge, Court of Criminal Appeals, Place 2",,LIB,Mark Ash,4
Morris,103,"Judge, Court of Criminal Appeals, Place 2",,LIB,Mark Ash,12
Morris,202,"Judge, Court of Criminal Appeals, Place 2",,LIB,Mark Ash,24
Morris,203,"Judge, Court of Criminal Appeals, Place 2",,LIB,Mark Ash,19
Morris,302,"Judge, Court of Criminal Appeals, Place 2",,LIB,Mark Ash,16
Morris,303,"Judge, Court of Criminal Appeals, Place 2",,LIB,Mark Ash,31
Morris,401,"Judge, Court of Criminal Appeals, Place 2",,LIB,Mark Ash,29
Morris,101,"Judge, Court of Criminal Appeals, Place 2",,GRN,Adam King Blackwell Reposa,1
Morris,102,"Judge, Court of Criminal Appeals, Place 2",,GRN,Adam King Blackwell Reposa,6
Morris,103,"Judge, Court of Criminal Appeals, Place 2",,GRN,Adam King Blackwell Reposa,4
Morris,202,"Judge, Court of Criminal Appeals, Place 2",,GRN,Adam King Blackwell Reposa,3
Morris,203,"Judge, Court of Criminal Appeals, Place 2",,GRN,Adam King Blackwell Reposa,3
Morris,302,"Judge, Court of Criminal Appeals, Place 2",,GRN,Adam King Blackwell Reposa,6
Morris,303,"Judge, Court of Criminal Appeals, Place 2",,GRN,Adam King Blackwell Reposa,5
Morris,401,"Judge, Court of Criminal Appeals, Place 2",,GRN,Adam King Blackwell Reposa,13
Morris,101,"Judge, Court of Criminal Appeals, Place 2",,,OVER VOTES,0
Morris,102,"Judge, Court of Criminal Appeals, Place 2",,,OVER VOTES,0
Morris,103,"Judge, Court of Criminal Appeals, Place 2",,,OVER VOTES,0
Morris,202,"Judge, Court of Criminal Appeals, Place 2",,,OVER VOTES,0
Morris,203,"Judge, Court of Criminal Appeals, Place 2",,,OVER VOTES,0
Morris,302,"Judge, Court of Criminal Appeals, Place 2",,,OVER VOTES,0
Morris,303,"Judge, Court of Criminal Appeals, Place 2",,,OVER VOTES,0
Morris,401,"Judge, Court of Criminal Appeals, Place 2",,,OVER VOTES,0
Morris,101,"Judge, Court of Criminal Appeals, Place 2",,,UNDER VOTES,10
Morris,102,"Judge, Court of Criminal Appeals, Place 2",,,UNDER VOTES,8
Morris,103,"Judge, Court of Criminal Appeals, Place 2",,,UNDER VOTES,32
Morris,202,"Judge, Court of Criminal Appeals, Place 2",,,UNDER VOTES,46
Morris,203,"Judge, Court of Criminal Appeals, Place 2",,,UNDER VOTES,19
Morris,302,"Judge, Court of Criminal Appeals, Place 2",,,UNDER VOTES,39
Morris,303,"Judge, Court of Criminal Appeals, Place 2",,,UNDER VOTES,51
Morris,401,"Judge, Court of Criminal Appeals, Place 2",,,UNDER VOTES,67
Morris,101,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,83
Morris,102,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,72
Morris,103,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,248
Morris,202,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,502
Morris,203,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,373
Morris,302,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,420
Morris,303,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,558
Morris,401,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,908
Morris,101,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,251
