county,precinct,office,district,party,candidate,votes,absentee,early,election_day
Harris,316,President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Harris,316,President,,,Dale Steffes / Paul E. Case,0,0,0,0
Harris,316,President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Harris,316,President,,,Over Votes,0,0,0,0
Harris,316,President,,,Under Votes,17,1,13,3
Harris,316,U.S. House,7,Republican,John Culberson,568,68,290,210
Harris,316,U.S. House,7,Democratic,James Cargas,487,65,303,119
Harris,316,U.S. House,7,,Over Votes,0,0,0,0
Harris,316,U.S. House,7,,Under Votes,30,6,13,11
Harris,316,Railroad Commissioner,,Republican,Wayne Christian,495,62,252,181
Harris,316,Railroad Commissioner,,Democratic,Grady Yarbrough,358,43,234,81
Harris,316,Railroad Commissioner,,Libertarian,Mark Miller,163,19,88,56
Harris,316,Railroad Commissioner,,Green,Martina Salinas,29,4,18,7
Harris,316,Railroad Commissioner,,,Over Votes,0,0,0,0
Harris,316,Railroad Commissioner,,,Under Votes,36,5,16,15
Harris,316,State Representative,134,Republican,Sarah Davis,579,71,302,206
Harris,316,State Representative,134,Democratic,Ben Rose,444,53,279,112
Harris,316,State Representative,134,Libertarian,"Gilberto ""Gil"" Velasquez Jr.",31,6,11,14
Harris,316,State Representative,134,,Over Votes,0,0,0,0
Harris,316,State Representative,134,,Under Votes,25,3,14,8
Harris,317,Registered Voters,,,,1661,,,
Harris,317,Ballots Cast,,,,848,51,545,252
Harris,317,Straight Party,,,Republican Party,130,7,80,43
Harris,317,Straight Party,,,Democratic Party,405,21,280,104
Harris,317,Straight Party,,,Libertarian Party,6,0,3,3
Harris,317,Straight Party,,,Green Party,7,0,2,5
Harris,317,Straight Party,,,Over Votes,1,1,0,0
Harris,317,Straight Party,,,Under Votes,299,22,180,97
Harris,317,President,,Republican,Donald J. Trump / Mike Pence,197,16,123,58
Harris,317,President,,Democratic,Hillary Clinton / Tim Kaine,590,32,391,167
Harris,317,President,,Libertarian,Gary Johnson / William Weld,20,1,12,7
Harris,317,President,,Green,Jill Stein / Ajamu Baraka,19,0,9,10
Harris,317,President,,,Darrell L. Castle / Scott N. Bradley,0,0,0,0
Harris,317,President,,,Scott Cubbler / Michael Rodriguez,1,0,1,0
Harris,317,President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Harris,317,President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Harris,317,President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Harris,317,President,,,Jonathan Lee / Jeffrey Erskine,0,0,0,0
Harris,317,President,,,Michael A. Maturen / Juan A. Munoz,0,0,0,0
Harris,317,President,,,Evan McMullin / Nathan Johnson,2,0,2,0
Harris,317,President,,,Monica Moorehead / Lamont Lilly,0,0,0,0
Harris,317,President,,,Robert Morrow / Todd Sanders,0,0,0,0
Harris,317,President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Harris,317,President,,,Dale Steffes / Paul E. Case,0,0,0,0
Harris,317,President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Harris,317,President,,,Over Votes,0,0,0,0
Harris,317,President,,,Under Votes,19,2,7,10
Harris,317,U.S. House,7,Republican,John Culberson,228,18,142,68
Harris,317,U.S. House,7,Democratic,James Cargas,580,31,378,171
Harris,317,U.S. House,7,,Over Votes,0,0,0,0
Harris,317,U.S. House,7,,Under Votes,39,2,24,13
Harris,317,Railroad Commissioner,,Republican,Wayne Christian,189,16,110,63
Harris,317,Railroad Commissioner,,Democratic,Grady Yarbrough,529,23,358,148
Harris,317,Railroad Commissioner,,Libertarian,Mark Miller,49,5,35,9
Harris,317,Railroad Commissioner,,Green,Martina Salinas,40,2,20,18
Harris,317,Railroad Commissioner,,,Over Votes,0,0,0,0
Harris,317,Railroad Commissioner,,,Under Votes,39,3,22,14
Harris,317,State Representative,134,Republican,Sarah Davis,207,18,128,61
Harris,317,State Representative,134,Democratic,Ben Rose,574,27,384,163
Harris,317,State Representative,134,Libertarian,"Gilberto ""Gil"" Velasquez Jr.",30,1,12,17
Harris,317,State Representative,134,,Over Votes,0,0,0,0
Harris,317,State Representative,134,,Under Votes,34,3,20,11
Harris,318,Registered Voters,,,,3776,,,
Harris,318,Ballots Cast,,,,2259,244,1486,529
Harris,318,Straight Party,,,Republican Party,74,6,43,25
Harris,318,Straight Party,,,Democratic Party,1523,176,1012,335
Harris,318,Straight Party,,,Libertarian Party,7,0,5,2
Harris,318,Straight Party,,,Green Party,6,0,3,3
Harris,318,Straight Party,,,Over Votes,0,0,0,0
Harris,318,Straight Party,,,Under Votes,649,62,423,164
Harris,318,President,,Republican,Donald J. Trump / Mike Pence,124,10,75,39
Harris,318,President,,Democratic,Hillary Clinton / Tim Kaine,2055,231,1360,464
Harris,318,President,,Libertarian,Gary Johnson / William Weld,18,0,10,8
Harris,318,President,,Green,Jill Stein / Ajamu Baraka,18,0,12,6
Harris,318,President,,,Darrell L. Castle / Scott N. Bradley,2,0,2,0
Harris,318,President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Harris,318,President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Harris,318,President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Harris,318,President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Harris,318,President,,,Jonathan Lee / Jeffrey Erskine,0,0,0,0
Harris,318,President,,,Michael A. Maturen / Juan A. Munoz,0,0,0,0
Harris,318,President,,,Evan McMullin / Nathan Johnson,3,0,1,2
Harris,318,President,,,Monica Moorehead / Lamont Lilly,0,0,0,0
Harris,318,President,,,Robert Morrow / Todd Sanders,0,0,0,0
Harris,318,President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Harris,318,President,,,Dale Steffes / Paul E. Case,0,0,0,0
Harris,318,President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Harris,318,President,,,Over Votes,0,0,0,0
Harris,318,President,,,Under Votes,39,3,26,10
Harris,318,U.S. House,9,Republican,Jeff Martin,109,6,62,41
Harris,318,U.S. House,9,Democratic,Al Green,2101,236,1390,475
Harris,318,U.S. House,9,,Over Votes,0,0,0,0
Harris,318,U.S. House,9,,Under Votes,46,2,31,13
Harris,318,Railroad Commissioner,,Republican,Wayne Christian,109,6,61,42
Harris,318,Railroad Commissioner,,Democratic,Grady Yarbrough,1993,230,1328,435
Harris,318,Railroad Commissioner,,Libertarian,Mark Miller,41,2,27,12
Harris,318,Railroad Commissioner,,Green,Martina Salinas,51,0,30,21
Harris,318,Railroad Commissioner,,,Over Votes,0,0,0,0
Harris,318,Railroad Commissioner,,,Under Votes,64,5,40,19
Harris,318,State Senate,13,Democratic,Borris L. Miles,2072,231,1377,464
Harris,318,State Senate,13,Libertarian,Joshua Rohn,66,2,37,27
Harris,318,State Senate,13,,Over Votes,0,0,0,0
Harris,318,State Senate,13,,Under Votes,117,10,69,38
Harris,318,State Representative,131,Democratic,Alma A. Allen,2122,230,1404,488
Harris,318,State Representative,131,,Over Votes,0,0,0,0
Harris,318,State Representative,131,,Under Votes,133,13,79,41
Harris,319,Registered Voters,,,,2199,,,
Harris,319,Ballots Cast,,,,1267,132,864,271
Harris,319,Straight Party,,,Republican Party,43,3,29,11
Harris,319,Straight Party,,,Democratic Party,896,98,603,195
Harris,319,Straight Party,,,Libertarian Party,5,0,2,3
Harris,319,Straight Party,,,Green Party,4,0,3,1
Harris,319,Straight Party,,,Over Votes,0,0,0,0
Harris,319,Straight Party,,,Under Votes,319,31,227,61
Harris,319,President,,Republican,Donald J. Trump / Mike Pence,57,4,42,11
Harris,319,President,,Democratic,Hillary Clinton / Tim Kaine,1166,127,797,242
Harris,319,President,,Libertarian,Gary Johnson / William Weld,15,0,10,5
Harris,319,President,,Green,Jill Stein / Ajamu Baraka,9,1,5,3
Harris,319,President,,,Darrell L. Castle / Scott N. Bradley,0,0,0,0
Harris,319,President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Harris,319,President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Harris,319,President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Harris,319,President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Harris,319,President,,,Jonathan Lee / Jeffrey Erskine,0,0,0,0
Harris,319,President,,,Michael A. Maturen / Juan A. Munoz,0,0,0,0
Harris,319,President,,,Evan McMullin / Nathan Johnson,0,0,0,0
Harris,319,President,,,Monica Moorehead / Lamont Lilly,0,0,0,0
Harris,319,President,,,Robert Morrow / Todd Sanders,0,0,0,0
Harris,319,President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Harris,319,President,,,Dale Steffes / Paul E. Case,0,0,0,0
Harris,319,President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Harris,319,President,,,Over Votes,0,0,0,0
Harris,319,President,,,Under Votes,20,0,10,10
Harris,319,U.S. House,9,Republican,Jeff Martin,64,3,44,17
Harris,319,U.S. House,9,Democratic,Al Green,1171,127,803,241
Harris,319,U.S. House,9,,Over Votes,0,0,0,0
Harris,319,U.S. House,9,,Under Votes,30,2,15,13
Harris,319,Railroad Commissioner,,Republican,Wayne Christian,58,4,40,14
Harris,319,Railroad Commissioner,,Democratic,Grady Yarbrough,1119,125,764,230
Harris,319,Railroad Commissioner,,Libertarian,Mark Miller,29,1,18,10
Harris,319,Railroad Commissioner,,Green,Martina Salinas,32,0,23,9
Harris,319,Railroad Commissioner,,,Over Votes,0,0,0,0
Harris,319,Railroad Commissioner,,,Under Votes,29,2,19,8
Harris,319,State Senate,13,Democratic,Borris L. Miles,1154,126,787,241
Harris,319,State Senate,13,Libertarian,Joshua Rohn,53,2,36,15
Harris,319,State Senate,13,,Over Votes,0,0,0,0
Harris,319,State Senate,13,,Under Votes,58,4,39,15
Harris,319,State Representative,131,Democratic,Alma A. Allen,1173,122,801,250
Harris,319,State Representative,131,,Over Votes,0,0,0,0
Harris,319,State Representative,131,,Under Votes,92,10,61,21
Harris,320,Registered Voters,,,,1570,,,
Harris,320,Ballots Cast,,,,795,68,489,238
Harris,320,Straight Party,,,Republican Party,173,20,121,32
Harris,320,Straight Party,,,Democratic Party,354,24,219,111
Harris,320,Straight Party,,,Libertarian Party,6,0,5,1
Harris,320,Straight Party,,,Green Party,3,0,1,2
Harris,320,Straight Party,,,Over Votes,0,0,0,0
Harris,320,Straight Party,,,Under Votes,259,24,143,92
Harris,320,President,,Republican,Donald J. Trump / Mike Pence,273,33,183,57
Harris,320,President,,Democratic,Hillary Clinton / Tim Kaine,492,34,287,171
Harris,320,President,,Libertarian,Gary Johnson / William Weld,12,0,6,6
Harris,320,President,,Green,Jill Stein / Ajamu Baraka,4,0,2,2
Harris,320,President,,,Darrell L. Castle / Scott N. Bradley,0,0,0,0
Harris,320,President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Harris,320,President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Harris,320,President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Harris,320,President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Harris,320,President,,,Jonathan Lee / Jeffrey Erskine,0,0,0,0
Harris,320,President,,,Michael A. Maturen / Juan A. Munoz,0,0,0,0
Harris,320,President,,,Evan McMullin / Nathan Johnson,0,0,0,0
Harris,320,President,,,Monica Moorehead / Lamont Lilly,0,0,0,0
Harris,320,President,,,Robert Morrow / Todd Sanders,0,0,0,0
Harris,320,President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Harris,320,President,,,Dale Steffes / Paul E. Case,0,0,0,0
Harris,320,President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Harris,320,President,,,Over Votes,0,0,0,0
Harris,320,President,,,Under Votes,14,1,11,2
Harris,320,U.S. House,29,Republican,Julio Garza,229,23,155,51
Harris,320,U.S. House,29,Democratic,Gene Green,515,43,300,172
Harris,320,U.S. House,29,Libertarian,N. Ruben Perez,15,0,11,4
Harris,320,U.S. House,29,Green,James Partsch-Galvan,6,0,4,2
Harris,320,U.S. House,29,,Over Votes,0,0,0,0
Harris,320,U.S. House,29,,Under Votes,28,2,17,9
Harris,320,Railroad Commissioner,,Republican,Wayne Christian,255,31,172,52
Harris,320,Railroad Commissioner,,Democratic,Grady Yarbrough,454,31,268,155
Harris,320,Railroad Commissioner,,Libertarian,Mark Miller,22,1,13,8
Harris,320,Railroad Commissioner,,Green,Martina Salinas,24,1,16,7
Harris,320,Railroad Commissioner,,,Over Votes,0,0,0,0
Harris,320,Railroad Commissioner,,,Under Votes,39,3,20,16
Harris,320,State Senate,6,Democratic,Sylvia R. Garcia,541,42,325,174
Harris,320,State Senate,6,,Over Votes,0,0,0,0
Harris,320,State Senate,6,,Under Votes,251,25,162,64
Harris,320,State Representative,140,Democratic,Armando Lucio Walle,541,41,326,174
Harris,320,State Representative,140,,Over Votes,0,0,0,0
Harris,320,State Representative,140,,Under Votes,251,26,161,64
Harris,321,Registered Voters,,,,2483,,,
Harris,321,Ballots Cast,,,,1230,65,802,363
Harris,321,Straight Party,,,Republican Party,208,15,144,49
Harris,321,Straight Party,,,Democratic Party,618,30,395,193
Harris,321,Straight Party,,,Libertarian Party,5,0,4,1
Harris,321,Straight Party,,,Green Party,10,1,6,3
Harris,321,Straight Party,,,Over Votes,0,0,0,0
Harris,321,Straight Party,,,Under Votes,389,19,253,117
Harris,321,President,,Republican,Donald J. Trump / Mike Pence,326,18,228,80
Harris,321,President,,Democratic,Hillary Clinton / Tim Kaine,829,44,533,252
Harris,321,President,,Libertarian,Gary Johnson / William Weld,23,2,12,9
Harris,321,President,,Green,Jill Stein / Ajamu Baraka,21,1,11,9
Harris,321,President,,,Darrell L. Castle / Scott N. Bradley,0,0,0,0
Harris,321,President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Harris,321,President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Harris,321,President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Harris,321,President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Harris,321,President,,,Jonathan Lee / Jeffrey Erskine,0,0,0,0
Harris,321,President,,,Michael A. Maturen / Juan A. Munoz,0,0,0,0
Harris,321,President,,,Evan McMullin / Nathan Johnson,2,0,2,0
Harris,321,President,,,Monica Moorehead / Lamont Lilly,0,0,0,0
Harris,321,President,,,Robert Morrow / Todd Sanders,0,0,0,0
Harris,321,President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Harris,321,President,,,Dale Steffes / Paul E. Case,0,0,0,0
Harris,321,President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Harris,321,President,,,Over Votes,0,0,0,0
Harris,321,President,,,Under Votes,29,0,16,13
Harris,321,U.S. House,29,Republican,Julio Garza,287,18,188,81
Harris,321,U.S. House,29,Democratic,Gene Green,828,46,544,238
Harris,321,U.S. House,29,Libertarian,N. Ruben Perez,29,0,22,7
Harris,321,U.S. House,29,Green,James Partsch-Galvan,18,0,10,8
Harris,321,U.S. House,29,,Over Votes,0,0,0,0
Harris,321,U.S. House,29,,Under Votes,68,1,38,29
Harris,321,Railroad Commissioner,,Republican,Wayne Christian,297,18,203,76
Harris,321,Railroad Commissioner,,Democratic,Grady Yarbrough,726,38,476,212
Harris,321,Railroad Commissioner,,Libertarian,Mark Miller,36,6,18,12
Harris,321,Railroad Commissioner,,Green,Martina Salinas,88,2,61,25
Harris,321,Railroad Commissioner,,,Over Votes,0,0,0,0
Harris,321,Railroad Commissioner,,,Under Votes,83,1,44,38
Harris,321,State Senate,6,Democratic,Sylvia R. Garcia,929,46,606,277
Harris,321,State Senate,6,,Over Votes,0,0,0,0
Harris,321,State Senate,6,,Under Votes,301,19,196,86
Harris,321,State Representative,140,Democratic,Armando Lucio Walle,919,45,601,273
Harris,321,State Representative,140,,Over Votes,0,0,0,0
Harris,321,State Representative,140,,Under Votes,311,20,201,90
Harris,322,Registered Voters,,,,1210,,,
Harris,322,Ballots Cast,,,,550,49,377,124
Harris,322,Straight Party,,,Republican Party,105,17,70,18
Harris,322,Straight Party,,,Democratic Party,266,19,182,65
Harris,322,Straight Party,,,Libertarian Party,5,0,2,3
Harris,322,Straight Party,,,Green Party,1,0,1,0
Harris,322,Straight Party,,,Over Votes,0,0,0,0
Harris,322,Straight Party,,,Under Votes,173,13,122,38
Harris,322,President,,Republican,Donald J. Trump / Mike Pence,142,22,99,21
Harris,322,President,,Democratic,Hillary Clinton / Tim Kaine,389,26,264,99
Harris,322,President,,Libertarian,Gary Johnson / William Weld,12,1,8,3
Harris,322,President,,Green,Jill Stein / Ajamu Baraka,2,0,1,1
Harris,322,President,,,Darrell L. Castle / Scott N. Bradley,0,0,0,0
Harris,322,President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Harris,322,President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Harris,322,President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Harris,322,President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Harris,322,President,,,Jonathan Lee / Jeffrey Erskine,0,0,0,0
Harris,322,President,,,Michael A. Maturen / Juan A. Munoz,0,0,0,0
Harris,322,President,,,Evan McMullin / Nathan Johnson,1,0,1,0
Harris,322,President,,,Monica Moorehead / Lamont Lilly,0,0,0,0
Harris,322,President,,,Robert Morrow / Todd Sanders,0,0,0,0
Harris,322,President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Harris,322,President,,,Dale Steffes / Paul E. Case,0,0,0,0
Harris,322,President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Harris,322,President,,,Over Votes,0,0,0,0
Harris,322,President,,,Under Votes,4,0,4,0
Harris,322,U.S. House,18,Republican,Lori Bartley,152,22,105,25
Harris,322,U.S. House,18,Democratic,Sheila Jackson Lee,361,24,245,92
Harris,322,U.S. House,18,Green,Thomas Kleven,23,2,18,3
Harris,322,U.S. House,18,,Over Votes,0,0,0,0
Harris,322,U.S. House,18,,Under Votes,14,1,9,4
Harris,322,Railroad Commissioner,,Republican,Wayne Christian,138,20,97,21
Harris,322,Railroad Commissioner,,Democratic,Grady Yarbrough,361,25,247,89
Harris,322,Railroad Commissioner,,Libertarian,Mark Miller,25,2,15,8
Harris,322,Railroad Commissioner,,Green,Martina Salinas,14,1,9,4
Harris,322,Railroad Commissioner,,,Over Votes,0,0,0,0
Harris,322,Railroad Commissioner,,,Under Votes,12,1,9,2
Harris,322,State Representative,139,Democratic,Jarvis D. Johnson,407,30,279,98
Harris,322,State Representative,139,,Over Votes,0,0,0,0
Harris,322,State Representative,139,,Under Votes,143,19,98,26
Harris,323,Registered Voters,,,,1793,,,
Harris,323,Ballots Cast,,,,998,98,604,296
Harris,323,Straight Party,,,Republican Party,195,31,125,39
Harris,323,Straight Party,,,Democratic Party,390,23,234,133
Harris,323,Straight Party,,,Libertarian Party,8,0,4,4
Harris,323,Straight Party,,,Green Party,2,0,1,1
Harris,323,Straight Party,,,Over Votes,0,0,0,0
Harris,323,Straight Party,,,Under Votes,403,44,240,119
Harris,323,President,,Republican,Donald J. Trump / Mike Pence,317,50,192,75
Harris,323,President,,Democratic,Hillary Clinton / Tim Kaine,596,42,365,189
Harris,323,President,,Libertarian,Gary Johnson / William Weld,32,4,16,12
Harris,323,President,,Green,Jill Stein / Ajamu Baraka,19,0,11,8
Harris,323,President,,,Darrell L. Castle / Scott N. Bradley,1,1,0,0
Harris,323,President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Harris,323,President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Harris,323,President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Harris,323,President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Harris,323,President,,,Jonathan Lee / Jeffrey Erskine,0,0,0,0
Harris,323,President,,,Michael A. Maturen / Juan A. Munoz,0,0,0,0
Harris,323,President,,,Evan McMullin / Nathan Johnson,6,0,5,1
Harris,323,President,,,Monica Moorehead / Lamont Lilly,0,0,0,0
Harris,323,President,,,Robert Morrow / Todd Sanders,0,0,0,0
Harris,323,President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Harris,323,President,,,Dale Steffes / Paul E. Case,0,0,0,0
Harris,323,President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Harris,323,President,,,Over Votes,0,0,0,0
Harris,323,President,,,Under Votes,27,1,15,11
Harris,323,U.S. House,2,Republican,Ted Poe,380,61,223,96
Harris,323,U.S. House,2,Democratic,Pat Bryan,549,29,347,173
Harris,323,U.S. House,2,Libertarian,James B. Veasaw,22,2,10,10
Harris,323,U.S. House,2,Green,Joshua Darr,15,0,10,5
Harris,323,U.S. House,2,,Over Votes,0,0,0,0
Harris,323,U.S. House,2,,Under Votes,31,5,14,12
Harris,323,Railroad Commissioner,,Republican,Wayne Christian,339,54,203,82
Harris,323,Railroad Commissioner,,Democratic,Grady Yarbrough,537,32,333,172
Harris,323,Railroad Commissioner,,Libertarian,Mark Miller,56,3,33,20
Harris,323,Railroad Commissioner,,Green,Martina Salinas,25,2,15,8
Harris,323,Railroad Commissioner,,,Over Votes,0,0,0,0
Harris,323,Railroad Commissioner,,,Under Votes,39,5,20,14
Harris,323,State Representative,148,Democratic,Jessica Cristina Farrar,686,50,414,222
Harris,323,State Representative,148,,Over Votes,0,0,0,0
Harris,323,State Representative,148,,Under Votes,310,46,190,74
Harris,324,Registered Voters,,,,2607,,,
Harris,324,Ballots Cast,,,,2014,248,1206,560
Harris,324,Straight Party,,,Republican Party,692,108,393,191
Harris,324,Straight Party,,,Democratic Party,357,38,238,81
Harris,324,Straight Party,,,Libertarian Party,13,0,9,4
Harris,324,Straight Party,,,Green Party,4,0,2,2
Harris,324,Straight Party,,,Over Votes,0,0,0,0
Harris,324,Straight Party,,,Under Votes,948,102,564,282
Harris,324,President,,Republican,Donald J. Trump / Mike Pence,1025,154,572,299
Harris,324,President,,Democratic,Hillary Clinton / Tim Kaine,803,70,541,192
Harris,324,President,,Libertarian,Gary Johnson / William Weld,115,14,61,40
Harris,324,President,,Green,Jill Stein / Ajamu Baraka,14,0,8,6
Harris,324,President,,,Darrell L. Castle / Scott N. Bradley,0,0,0,0
Harris,324,President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Harris,324,President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Harris,324,President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Harris,324,President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Harris,324,President,,,Jonathan Lee / Jeffrey Erskine,0,0,0,0
Harris,324,President,,,Michael A. Maturen / Juan A. Munoz,0,0,0,0
Harris,324,President,,,Evan McMullin / Nathan Johnson,14,1,5,8
Harris,324,President,,,Monica Moorehead / Lamont Lilly,0,0,0,0
Harris,324,President,,,Robert Morrow / Todd Sanders,0,0,0,0
Harris,324,President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Harris,324,President,,,Dale Steffes / Paul E. Case,0,0,0,0
Harris,324,President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Harris,324,President,,,Over Votes,0,0,0,0
Harris,324,President,,,Under Votes,43,9,19,15
Harris,324,U.S. House,18,Republican,Lori Bartley,1271,174,722,375
Harris,324,U.S. House,18,Democratic,Sheila Jackson Lee,633,66,424,143
Harris,324,U.S. House,18,Green,Thomas Kleven,66,1,33,32
Harris,324,U.S. House,18,,Over Votes,0,0,0,0
Harris,324,U.S. House,18,,Under Votes,42,6,26,10
Harris,324,Railroad Commissioner,,Republican,Wayne Christian,1128,166,629,333
Harris,324,Railroad Commissioner,,Democratic,Grady Yarbrough,582,53,397,132
Harris,324,Railroad Commissioner,,Libertarian,Mark Miller,202,10,125,67
Harris,324,Railroad Commissioner,,Green,Martina Salinas,33,1,18,14
Harris,324,Railroad Commissioner,,,Over Votes,0,0,0,0
Harris,324,Railroad Commissioner,,,Under Votes,60,9,37,14
Harris,324,State Representative,139,Democratic,Jarvis D. Johnson,923,77,592,254
Harris,324,State Representative,139,,Over Votes,0,0,0,0
Harris,324,State Representative,139,,Under Votes,1081,162,613,306
Harris,325,Registered Voters,,,,2176,,,
Harris,325,Ballots Cast,,,,1061,87,717,257
Harris,325,Straight Party,,,Republican Party,105,8,68,29
Harris,325,Straight Party,,,Democratic Party,621,52,426,143
Harris,325,Straight Party,,,Libertarian Party,4,0,1,3
Harris,325,Straight Party,,,Green Party,4,0,4,0
Harris,325,Straight Party,,,Over Votes,0,0,0,0
Harris,325,Straight Party,,,Under Votes,327,27,218,82
Harris,325,President,,Republican,Donald J. Trump / Mike Pence,177,15,109,53
Harris,325,President,,Democratic,Hillary Clinton / Tim Kaine,834,71,573,190
Harris,325,President,,Libertarian,Gary Johnson / William Weld,15,0,8,7
Harris,325,President,,Green,Jill Stein / Ajamu Baraka,13,0,8,5
Harris,325,President,,,Darrell L. Castle / Scott N. Bradley,0,0,0,0
Harris,325,President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Harris,325,President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Harris,325,President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Harris,325,President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Harris,325,President,,,Jonathan Lee / Jeffrey Erskine,0,0,0,0
Harris,325,President,,,Michael A. Maturen / Juan A. Munoz,0,0,0,0
Harris,325,President,,,Evan McMullin / Nathan Johnson,0,0,0,0
Harris,325,President,,,Monica Moorehead / Lamont Lilly,1,0,1,0
Harris,325,President,,,Robert Morrow / Todd Sanders,0,0,0,0
Harris,325,President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Harris,325,President,,,Dale Steffes / Paul E. Case,0,0,0,0
Harris,325,President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Harris,325,President,,,Over Votes,0,0,0,0
Harris,325,President,,,Under Votes,21,1,18,2
Harris,325,U.S. House,18,Republican,Lori Bartley,178,18,107,53
Harris,325,U.S. House,18,Democratic,Sheila Jackson Lee,802,67,550,185
Harris,325,U.S. House,18,Green,Thomas Kleven,32,0,22,10
Harris,325,U.S. House,18,,Over Votes,0,0,0,0
Harris,325,U.S. House,18,,Under Votes,49,2,38,9
Harris,325,Railroad Commissioner,,Republican,Wayne Christian,163,14,103,46
Harris,325,Railroad Commissioner,,Democratic,Grady Yarbrough,778,64,532,182
Harris,325,Railroad Commissioner,,Libertarian,Mark Miller,23,2,13,8
Harris,325,Railroad Commissioner,,Green,Martina Salinas,45,3,33,9
Harris,325,Railroad Commissioner,,,Over Votes,0,0,0,0
Harris,325,Railroad Commissioner,,,Under Votes,50,2,36,12
Harris,325,State Senate,6,Democratic,Sylvia R. Garcia,884,73,604,207
Harris,325,State Senate,6,,Over Votes,0,0,0,0
Harris,325,State Senate,6,,Under Votes,175,12,113,50
Harris,325,State Representative,140,Democratic,Armando Lucio Walle,868,70,592,206
Harris,325,State Representative,140,,Over Votes,0,0,0,0
Harris,325,State Representative,140,,Under Votes,191,15,125,51
Harris,326,Registered Voters,,,,736,,,
Harris,326,Ballots Cast,,,,400,30,241,129
Harris,326,Straight Party,,,Republican Party,85,5,58,22
Harris,326,Straight Party,,,Democratic Party,168,13,100,55
Harris,326,Straight Party,,,Libertarian Party,0,0,0,0
Harris,326,Straight Party,,,Green Party,1,0,1,0
Harris,326,Straight Party,,,Over Votes,0,0,0,0
Harris,326,Straight Party,,,Under Votes,146,12,82,52
Harris,326,President,,Republican,Donald J. Trump / Mike Pence,131,9,87,35
Harris,326,President,,Democratic,Hillary Clinton / Tim Kaine,254,20,148,86
Harris,326,President,,Libertarian,Gary Johnson / William Weld,3,0,1,2
Harris,326,President,,Green,Jill Stein / Ajamu Baraka,3,0,2,1
Harris,326,President,,,Darrell L. Castle / Scott N. Bradley,0,0,0,0
Harris,326,President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Harris,326,President,,,Cherunda Fox / Roger Kushner,0,0,0,0
