county,precinct,office,district,party,candidate,votes,early_votes,election_day
Liberty,1,President,,REP,Elizabeth Gray,1,0,1
Liberty,1,President,,REP,Ben Carson,5,1,4
Liberty,1,President,,REP,Over Votes,0,0,0
Liberty,1,President,,REP,Under Votes,2,0,2
Liberty,1,President,,REP,Chris Christie,0,0,0
Liberty,1,President,,REP,Donald J. Trump,99,39,60
Liberty,1,President,,REP,Rick Santorum,0,0,0
Liberty,1,President,,REP,Mike Huckabee,2,2,0
Liberty,1,President,,REP,Ted Cruz,90,30,60
Liberty,1,President,,REP,Marco Rubio,5,0,5
Liberty,1,President,,REP,Lindsey Graham,0,0,0
Liberty,1,President,,REP,Carly Fiorina,0,0,0
Liberty,1,President,,REP,Rand Paul,1,1,0
Liberty,1,President,,REP,Jeb Bush,1,1,0
Liberty,1,President,,REP,John R. Kasich,2,1,1
Liberty,1,President,,REP,Uncommitted,2,1,1
Liberty,1,U.S. House,36,REP,Brian Babin,157,56,101
Liberty,1,U.S. House,36,REP,Over Votes,0,0,0
Liberty,1,U.S. House,36,REP,Under Votes,50,20,30
Liberty,1,Railroad Commissioner,,REP,Lance N. Christian,33,8,25
Liberty,1,Railroad Commissioner,,REP,John Greytok,12,3,9
Liberty,1,Railroad Commissioner,,REP,Wayne Christian,34,14,20
Liberty,1,Railroad Commissioner,,REP,Ron Hale,29,7,22
Liberty,1,Railroad Commissioner,,REP,Gary Gates,31,12,19
Liberty,1,Railroad Commissioner,,REP,Weston Martinez,4,3,1
Liberty,1,Railroad Commissioner,,REP,Doug Jeffrey,10,2,8
Liberty,1,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,95,33,62
Liberty,1,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,69,20,49
Liberty,1,"Justice, Supreme Court, Place 3",,REP,Over Votes,0,0,0
Liberty,1,"Justice, Supreme Court, Place 3",,REP,Under Votes,43,23,20
Liberty,1,"Justice, Supreme Court, Place 5",,REP,Paul Green,84,26,58
Liberty,1,"Justice, Supreme Court, Place 5",,REP,Over Votes,0,0,0
Liberty,1,"Justice, Supreme Court, Place 5",,REP,Under Votes,47,25,22
Liberty,1,"Justice, Supreme Court, Place 5",,REP,Rick Green,76,25,51
Liberty,1,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,80,28,52
Liberty,1,"Justice, Supreme Court, Place 9",,REP,Over Votes,0,0,0
Liberty,1,"Justice, Supreme Court, Place 9",,REP,Under Votes,43,23,20
Liberty,1,"Justice, Supreme Court, Place 9",,REP,Joe Pool,84,25,59
Liberty,1,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,38,9,29
Liberty,1,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,71,30,41
Liberty,1,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,45,11,34
Liberty,1,"Judge, Court of Criminal Appeals, Place 2",,REP,Over Votes,0,0,0
Liberty,1,"Judge, Court of Criminal Appeals, Place 2",,REP,Under Votes,53,26,27
Liberty,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,65,20,45
Liberty,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,43,15,28
Liberty,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Over Votes,0,0,0
Liberty,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Under Votes,50,29,21
Liberty,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,43,11,32
Liberty,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,6,1,5
Liberty,1,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,81,23,58
Liberty,1,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,68,19,49
Liberty,1,"Judge, Court of Criminal Appeals, Place 6",,REP,Over Votes,0,0,0
Liberty,1,"Judge, Court of Criminal Appeals, Place 6",,REP,Under Votes,58,34,24
Liberty,1,State Representative,18,REP,Wesley Hinch,43,18,25
Liberty,1,State Representative,18,REP,Over Votes,0,0,0
Liberty,1,State Representative,18,REP,Under Votes,31,13,18
Liberty,1,State Representative,18,REP,J. Turner,22,3,19
Liberty,1,State Representative,18,REP,Keith Strahan,54,22,32
Liberty,1,State Representative,18,REP,Ernest Bailes,27,10,17
Liberty,1,State Representative,18,REP,James Morrison,19,3,16
Liberty,1,State Representative,18,REP,Van Brookshire,12,7,5
Liberty,1,"Justice, 9th Court of Appeals District, Place 2",,REP,Charles A. Kreger,143,48,95
Liberty,1,"Justice, 9th Court of Appeals District, Place 2",,REP,Over Votes,0,0,0
Liberty,1,"Justice, 9th Court of Appeals District, Place 2",,REP,Under Votes,64,28,36
Liberty,1,"District Attorney, 253rd Judicial District",,REP,Logan Pickett,153,49,104
Liberty,1,"District Attorney, 253rd Judicial District",,REP,Over Votes,0,0,0
Liberty,1,"District Attorney, 253rd Judicial District",,REP,Under Votes,55,27,28
Liberty,1,County Attorney,,REP,Matthew Poston,39,20,19
Liberty,1,County Attorney,,REP,Over Votes,0,0,0
