county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Callahan,1,Ballots Cast,,,,,,,1421
Callahan,2,Ballots Cast,,,,,,,1097
Callahan,3,Ballots Cast,,,,,,,1290
Callahan,4,Ballots Cast,,,,,,,972
Callahan,5,Ballots Cast,,,,,,,91
Callahan,6,Ballots Cast,,,,,,,482
Callahan,7,Ballots Cast,,,,,,,331
Callahan,Total,Ballots Cast,,,,,,,5684
Callahan,1,Straight Party,,,REP,55,537,233,825
Callahan,2,Straight Party,,,REP,61,320,270,651
Callahan,3,Straight Party,,,REP,43,458,210,711
Callahan,4,Straight Party,,,REP,41,370,206,617
Callahan,5,Straight Party,,,REP,5,8,29,42
Callahan,6,Straight Party,,,REP,24,166,87,277
Callahan,7,Straight Party,,,REP,20,64,131,215
Callahan,Total,Straight Party,,,REP,249,1923,1166,3338
Callahan,1,Straight Party,,,DEM,6,67,21,94
Callahan,2,Straight Party,,,DEM,3,26,23,52
Callahan,3,Straight Party,,,DEM,3,44,30,77
Callahan,4,Straight Party,,,DEM,3,29,7,39
Callahan,5,Straight Party,,,DEM,0,4,1,5
Callahan,6,Straight Party,,,DEM,2,25,13,40
Callahan,7,Straight Party,,,DEM,0,9,11,20
Callahan,Total,Straight Party,,,DEM,17,204,106,327
Callahan,1,Straight Party,,,LIB,0,5,5,10
Callahan,2,Straight Party,,,LIB,0,1,4,5
Callahan,3,Straight Party,,,LIB,0,3,3,6
Callahan,4,Straight Party,,,LIB,0,3,4,7
Callahan,5,Straight Party,,,LIB,0,1,0,1
Callahan,6,Straight Party,,,LIB,0,0,1,1
Callahan,7,Straight Party,,,LIB,0,0,1,1
Callahan,Total,Straight Party,,,LIB,0,13,18,31
Callahan,1,Straight Party,,,GRN,0,1,2,3
Callahan,2,Straight Party,,,GRN,0,1,0,1
Callahan,3,Straight Party,,,GRN,0,2,3,5
Callahan,4,Straight Party,,,GRN,1,1,0,2
Callahan,5,Straight Party,,,GRN,0,0,0,0
