county,precinct,office,district,party,candidate,votes,early_votes,election_day
Roberts,1,President,,REPUBLICAN PARTY,Carly Fiorina,0,0,0
Roberts,1,President,,REPUBLICAN PARTY,Mike Huckabee,0,0,0
Roberts,1,President,,REPUBLICAN PARTY,Rand Paul,0,0,0
Roberts,1,President,,REPUBLICAN PARTY,Ted Cruz,53,25,28
Roberts,1,President,,REPUBLICAN PARTY,Rick Santorum,0,0,0
Roberts,1,President,,REPUBLICAN PARTY,Elizabeth Gray,0,0,0
Roberts,1,President,,REPUBLICAN PARTY,Jeb Bush,2,2,0
Roberts,1,President,,REPUBLICAN PARTY,Donald J. Trump,31,7,24
Roberts,1,President,,REPUBLICAN PARTY,John R. Kasich,1,0,1
Roberts,1,President,,REPUBLICAN PARTY,Chris Christie,1,0,1
Roberts,1,President,,REPUBLICAN PARTY,Lindsey Graham,0,0,0
Roberts,1,President,,REPUBLICAN PARTY,Ben Carson,3,1,2
Roberts,1,President,,REPUBLICAN PARTY,Marco Rubio,13,5,8
Roberts,1,President,,REPUBLICAN PARTY,Uncommitted,2,1,1
Roberts,1,United States Representative,13,REPUBLICAN PARTY,Mac Thornberry,92,38,54
Roberts,1,Railroad Commissioner,,REPUBLICAN PARTY,Weston Martinez,9,2,7
Roberts,1,Railroad Commissioner,,REPUBLICAN PARTY,Wayne Christian,18,7,11
Roberts,1,Railroad Commissioner,,REPUBLICAN PARTY,Lance N. Christian,10,6,4
Roberts,1,Railroad Commissioner,,REPUBLICAN PARTY,Gary Gates,19,6,13
Roberts,1,Railroad Commissioner,,REPUBLICAN PARTY,Ron Hale,14,7,7
Roberts,1,Railroad Commissioner,,REPUBLICAN PARTY,John Greytok,2,1,1
Roberts,1,Railroad Commissioner,,REPUBLICAN PARTY,Doug Jeffrey,6,2,4
Roberts,1,"Justice, Supreme Court, Place 3",,REPUBLICAN PARTY,Debra Lehrmann,41,17,24
Roberts,1,"Justice, Supreme Court, Place 3",,REPUBLICAN PARTY,Michael Massengale,37,16,21
Roberts,1,"Justice, Supreme Court, Place 5",,REPUBLICAN PARTY,Paul Green,50,20,30
Roberts,1,"Justice, Supreme Court, Place 5",,REPUBLICAN PARTY,Rick Green,22,9,13
Roberts,1,"Justice, Supreme Court, Place 9",,REPUBLICAN PARTY,Joe Pool,49,19,30
Roberts,1,"Justice, Supreme Court, Place 9",,REPUBLICAN PARTY,Eva Guzman,21,9,12
Roberts,1,"Judge, Court of Criminal Appeals, Place 2",,REPUBLICAN PARTY,Chris Oldner,32,10,22
Roberts,1,"Judge, Court of Criminal Appeals, Place 2",,REPUBLICAN PARTY,Mary Lou Keel,20,10,10
Roberts,1,"Judge, Court of Criminal Appeals, Place 2",,REPUBLICAN PARTY,Ray Wheless,17,6,11
Roberts,1,"Judge, Court of Criminal Appeals, Place 5",,REPUBLICAN PARTY,Steve Smith,33,12,21
Roberts,1,"Judge, Court of Criminal Appeals, Place 5",,REPUBLICAN PARTY,Sid Harle,6,1,5
Roberts,1,"Judge, Court of Criminal Appeals, Place 5",,REPUBLICAN PARTY,Scott Walker,30,14,16
Roberts,1,"Judge, Court of Criminal Appeals, Place 5",,REPUBLICAN PARTY,Brent Webster,3,2,1
Roberts,1,"Judge, Court of Criminal Appeals, Place 6",,REPUBLICAN PARTY,Michael E. Keasler,46,16,30
Roberts,1,"Judge, Court of Criminal Appeals, Place 6",,REPUBLICAN PARTY,Richard Davis,22,11,11
Roberts,1,"Member, State Board of Education",15,REPUBLICAN PARTY,Marty Rowley,65,25,40
Roberts,1,State Representative,88,REPUBLICAN PARTY,Ken King,89,39,50
Roberts,1,"Justice, 7th Court of Appeals District, Place 4",,REPUBLICAN PARTY,Jim Campbell,69,25,44
Roberts,1,"District Attorney, 31st Judicial District",,REPUBLICAN PARTY,Franklin McDonough,74,28,46
Roberts,1,County Attorney,,REPUBLICAN PARTY,William P. Weiman,84,32,52
Roberts,1,Sheriff,,REPUBLICAN PARTY,Dana Miller,91,33,58
Roberts,1,Sheriff,,REPUBLICAN PARTY,Rick Smithey,15,9,6
Roberts,1,Tax Assessor-Collector,,REPUBLICAN PARTY,DeAnn Williams,96,38,58
Roberts,1,"County Commissioner, Precinct No. 1",,REPUBLICAN PARTY,Cleve Wheeler,93,35,58
Roberts,1,County Chairman,,REPUBLICAN PARTY,Steve Hale,95,39,56
Roberts,1,President,,DEMOCRATIC PARTY,Keith Judd,0,0,0
Roberts,1,President,,DEMOCRATIC PARTY,Martin J. O'Malley,0,0,0
Roberts,1,President,,DEMOCRATIC PARTY,Calvis L. Hawes,0,0,0
Roberts,1,President,,DEMOCRATIC PARTY,"Roque ""Rocky"" De La Fuente",0,0,0
Roberts,1,President,,DEMOCRATIC PARTY,Hillary Clinton,0,0,0
Roberts,1,President,,DEMOCRATIC PARTY,Star Locke,0,0,0
Roberts,1,President,,DEMOCRATIC PARTY,Bernie Sanders,2,1,1
Roberts,1,President,,DEMOCRATIC PARTY,Willie L. Wilson,0,0,0
Roberts,1,Railroad Commissioner,,DEMOCRATIC PARTY,Lon Burnam,0,0,0
Roberts,1,Railroad Commissioner,,DEMOCRATIC PARTY,Grady Yarbrough,2,1,1
Roberts,1,Railroad Commissioner,,DEMOCRATIC PARTY,Cody Garrett,0,0,0
Roberts,1,"Justice, Supreme Court, Place 3",,DEMOCRATIC PARTY,Mike Westergren,2,1,1
Roberts,1,"Justice, Supreme Court, Place 5",,DEMOCRATIC PARTY,Dori Contreras Garza,2,1,1
