county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
Wood,1--1,Registered Voters,,,,,,,2717
Wood,1--1,Ballots Cast,,,,,,,1822
Wood,1--2,Registered Voters,,,,,,,2209
Wood,1--2,Ballots Cast,,,,,,,1620
Wood,1--3,Registered Voters,,,,,,,1839
Wood,1--3,Ballots Cast,,,,,,,1286
Wood,1--4,Registered Voters,,,,,,,650
Wood,1--4,Ballots Cast,,,,,,,442
Wood,2--1,Registered Voters,,,,,,,407
Wood,2--1,Ballots Cast,,,,,,,272
Wood,2--2,Registered Voters,,,,,,,3530
Wood,2--2,Ballots Cast,,,,,,,2256
Wood,2--3,Registered Voters,,,,,,,2854
Wood,2--3,Ballots Cast,,,,,,,1931
Wood,3--1,Registered Voters,,,,,,,1115
Wood,3--1,Ballots Cast,,,,,,,739
Wood,3--2,Registered Voters,,,,,,,2920
Wood,3--2,Ballots Cast,,,,,,,2189
Wood,3--3,Registered Voters,,,,,,,3596
Wood,3--3,Ballots Cast,,,,,,,2051
Wood,4--1,Registered Voters,,,,,,,740
Wood,4--1,Ballots Cast,,,,,,,525
Wood,4--2,Registered Voters,,,,,,,2338
Wood,4--2,Ballots Cast,,,,,,,1560
Wood,4--3,Registered Voters,,,,,,,2799
Wood,4--3,Ballots Cast,,,,,,,1885
Wood,4--4,Registered Voters,,,,,,,729
Wood,4--4,Ballots Cast,,,,,,,455
Wood,Total:,Registered Voters,,,,,,,28443
Wood,Total:,Ballots Cast,,,,,,,19033
Wood,1--1,Straight Party,,,Republican Party,0,867,210,1077
Wood,1--1,Straight Party,,,Democratic Party,0,157,49,206
Wood,1--1,Straight Party,,,Libertarian Party,0,8,0,8
Wood,1--1,Straight Party,,,Green Party,0,1,0,1
Wood,1--2,Straight Party,,,Republican Party,0,676,406,1082
Wood,1--2,Straight Party,,,Democratic Party,0,67,64,131
Wood,1--2,Straight Party,,,Libertarian Party,0,4,3,7
Wood,1--2,Straight Party,,,Green Party,0,0,2,2
Wood,1--3,Straight Party,,,Republican Party,0,518,344,862
Wood,1--3,Straight Party,,,Democratic Party,0,69,51,120
Wood,1--3,Straight Party,,,Libertarian Party,0,4,0,4
Wood,1--3,Straight Party,,,Green Party,0,0,1,1
Wood,1--4,Straight Party,,,Republican Party,0,152,153,305
Wood,1--4,Straight Party,,,Democratic Party,0,11,11,22
Wood,1--4,Straight Party,,,Libertarian Party,0,2,0,2
Wood,1--4,Straight Party,,,Green Party,0,0,0,0
Wood,2--1,Straight Party,,,Republican Party,0,113,69,182
Wood,2--1,Straight Party,,,Democratic Party,0,13,8,21
Wood,2--1,Straight Party,,,Libertarian Party,0,0,1,1
Wood,2--1,Straight Party,,,Green Party,0,0,1,1
Wood,2--2,Straight Party,,,Republican Party,0,984,410,1394
Wood,2--2,Straight Party,,,Democratic Party,0,117,85,202
Wood,2--2,Straight Party,,,Libertarian Party,0,7,6,13
Wood,2--2,Straight Party,,,Green Party,0,3,1,4
Wood,2--3,Straight Party,,,Republican Party,0,799,320,1119
Wood,2--3,Straight Party,,,Democratic Party,0,164,75,239
Wood,2--3,Straight Party,,,Libertarian Party,0,8,3,11
Wood,2--3,Straight Party,,,Green Party,0,3,3,6
Wood,3--1,Straight Party,,,Republican Party,0,359,109,468
Wood,3--1,Straight Party,,,Democratic Party,0,52,13,65
Wood,3--1,Straight Party,,,Libertarian Party,0,2,0,2
Wood,3--1,Straight Party,,,Green Party,0,1,0,1
Wood,3--2,Straight Party,,,Republican Party,0,1085,339,1424
Wood,3--2,Straight Party,,,Democratic Party,0,128,37,165
Wood,3--2,Straight Party,,,Libertarian Party,0,3,1,4
Wood,3--2,Straight Party,,,Green Party,0,2,1,3
Wood,3--3,Straight Party,,,Republican Party,0,698,433,1131
Wood,3--3,Straight Party,,,Democratic Party,0,138,143,281
Wood,3--3,Straight Party,,,Libertarian Party,0,9,7,16
Wood,3--3,Straight Party,,,Green Party,0,2,2,4
Wood,4--1,Straight Party,,,Republican Party,0,247,84,331
Wood,4--1,Straight Party,,,Democratic Party,0,34,5,39
Wood,4--1,Straight Party,,,Libertarian Party,0,1,1,2
Wood,4--1,Straight Party,,,Green Party,0,0,0,0
Wood,4--2,Straight Party,,,Republican Party,0,748,257,1005
Wood,4--2,Straight Party,,,Democratic Party,0,87,46,133
Wood,4--2,Straight Party,,,Libertarian Party,0,4,2,6
Wood,4--2,Straight Party,,,Green Party,0,2,0,2
Wood,4--3,Straight Party,,,Republican Party,0,891,322,1213
Wood,4--3,Straight Party,,,Democratic Party,0,137,47,184
Wood,4--3,Straight Party,,,Libertarian Party,0,11,4,15
Wood,4--3,Straight Party,,,Green Party,0,2,0,2
Wood,4--4,Straight Party,,,Republican Party,0,217,81,298
Wood,4--4,Straight Party,,,Democratic Party,0,26,4,30
Wood,4--4,Straight Party,,,Libertarian Party,0,1,0,1
Wood,4--4,Straight Party,,,Green Party,0,0,0,0
Wood,Total:,Straight Party,,,Republican Party,0,8354,3537,11891
Wood,Total:,Straight Party,,,Democratic Party,0,1200,638,1838
Wood,Total:,Straight Party,,,Libertarian Party,0,64,28,92
Wood,Total:,Straight Party,,,Green Party,0,16,11,27
Wood,1--1,President and Vice President,,,Donald J. Trump / Mike Pence,0,1183,287,1470
Wood,1--1,President and Vice President,,,Hillary Clinton / Tim Kaine,0,217,61,278
Wood,1--1,President and Vice President,,,Gary Johnson / William Weld,0,16,6,22
Wood,1--1,President and Vice President,,,Jill Stein / Ajamu Baraka,0,3,2,5
Wood,1--1,President and Vice President,,,Darrel L. Castle / Scott N. Bradley,0,0,0,0
Wood,1--1,President and Vice President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Wood,1--1,President and Vice President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Wood,1--1,President and Vice President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Wood,1--1,President and Vice President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Wood,1--1,President and Vice President,,,Jonathon Lee / Jeffery Erskine,0,0,0,0
Wood,1--1,President and Vice President,,,Michael A. Maturen / Juan A. Munoz,0,0,0,0
Wood,1--1,President and Vice President,,,Evan McMullin / Nathan Johnson,0,2,2,4
Wood,1--1,President and Vice President,,,Monica Moorehead / Larmont Lilly,0,0,0,0
Wood,1--1,President and Vice President,,,Robert Morrow / Todd Sanders,0,0,0,0
Wood,1--1,President and Vice President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Wood,1--1,President and Vice President,,,Dale Steffes / Paul E. Case,0,0,2,2
Wood,1--1,President and Vice President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Wood,1--2,President and Vice President,,,Donald J. Trump / Mike Pence,0,848,519,1367
Wood,1--2,President and Vice President,,,Hillary Clinton / Tim Kaine,0,115,88,203
Wood,1--2,President and Vice President,,,Gary Johnson / William Weld,0,9,10,19
Wood,1--2,President and Vice President,,,Jill Stein / Ajamu Baraka,0,0,0,0
Wood,1--2,President and Vice President,,,Darrel L. Castle / Scott N. Bradley,0,0,0,0
Wood,1--2,President and Vice President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Wood,1--2,President and Vice President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Wood,1--2,President and Vice President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Wood,1--2,President and Vice President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Wood,1--2,President and Vice President,,,Jonathon Lee / Jeffery Erskine,0,0,0,0
Wood,1--2,President and Vice President,,,Michael A. Maturen / Juan A. Munoz,0,0,0,0
Wood,1--2,President and Vice President,,,Evan McMullin / Nathan Johnson,0,1,0,1
Wood,1--2,President and Vice President,,,Monica Moorehead / Larmont Lilly,0,0,0,0
