county,precinct,office,district,candidate,party,early_voting,election_day,votes
Carson,101,President,,Donald Trump,REP,75,248,323
Carson,102,President,,Donald Trump,REP,35,39,74
Carson,103,President,,Donald Trump,REP,144,126,270
Carson,201,President,,Donald Trump,REP,394,268,662
Carson,301,President,,Donald Trump,REP,260,156,416
Carson,302,President,,Donald Trump,REP,58,151,209
Carson,401,President,,Donald Trump,REP,177,283,460
Carson,402,President,,Donald Trump,REP,55,151,206
Carson,Total,President,,Donald Trump,REP,1198,1422,2620
Carson,101,President,,Hillary Clinton,DEM,13,25,38
Carson,102,President,,Hillary Clinton,DEM,1,0,1
Carson,103,President,,Hillary Clinton,DEM,18,18,36
Carson,201,President,,Hillary Clinton,DEM,29,23,52
Carson,301,President,,Hillary Clinton,DEM,37,13,50
Carson,302,President,,Hillary Clinton,DEM,8,7,15
Carson,401,President,,Hillary Clinton,DEM,15,38,53
Carson,402,President,,Hillary Clinton,DEM,1,3,4
Carson,Total,President,,Hillary Clinton,DEM,122,127,249
Carson,101,President,,Gary Johnson,LIB,0,8,8
Carson,102,President,,Gary Johnson,LIB,1,1,2
Carson,103,President,,Gary Johnson,LIB,3,6,9
Carson,201,President,,Gary Johnson,LIB,13,11,24
Carson,301,President,,Gary Johnson,LIB,7,3,10
Carson,302,President,,Gary Johnson,LIB,1,4,5
Carson,401,President,,Gary Johnson,LIB,2,7,9
Carson,402,President,,Gary Johnson,LIB,0,1,1
Carson,Total,President,,Gary Johnson,LIB,27,41,68
Carson,101,President,,Jill Stein,GRN,0,3,3
Carson,102,President,,Jill Stein,GRN,0,0,0
Carson,103,President,,Jill Stein,GRN,0,2,2
Carson,201,President,,Jill Stein,GRN,2,0,2
Carson,301,President,,Jill Stein,GRN,0,0,0
Carson,302,President,,Jill Stein,GRN,1,0,1
Carson,401,President,,Jill Stein,GRN,0,2,2
Carson,402,President,,Jill Stein,GRN,0,1,1
Carson,Total,President,,Jill Stein,GRN,3,8,11
Carson,101,President,,Write - In,,0,2,2
Carson,102,President,,Write - In,,0,0,0
Carson,103,President,,Write - In,,1,1,2
Carson,201,President,,Write - In,,2,2,4
Carson,301,President,,Write - In,,2,1,3
Carson,302,President,,Write - In,,1,2,3
Carson,401,President,,Write - In,,0,2,2
Carson,402,President,,Write - In,,0,0,0
Carson,Total,President,,Write - In,,6,10,16
Carson,101,U.S. House,13,Mac Thornberry,,78,251,329
Carson,102,U.S. House,13,Mac Thornberry,,34,32,66
Carson,103,U.S. House,13,Mac Thornberry,,142,125,267
Carson,201,U.S. House,13,Mac Thornberry,,402,264,666
Carson,301,U.S. House,13,Mac Thornberry,,267,162,429
Carson,302,U.S. House,13,Mac Thornberry,,62,150,212
Carson,401,U.S. House,13,Mac Thornberry,,154,273,427
Carson,402,U.S. House,13,Mac Thornberry,,52,137,189
Carson,Total,U.S. House,13,Mac Thornberry,,1191,1394,2585
Carson,101,U.S. House,13,Calvin DeWeese,,3,19,22
Carson,102,U.S. House,13,Calvin DeWeese,,0,5,5
Carson,103,U.S. House,13,Calvin DeWeese,,10,11,21
Carson,201,U.S. House,13,Calvin DeWeese,,17,20,37
Carson,301,U.S. House,13,Calvin DeWeese,,11,8,19
Carson,302,U.S. House,13,Calvin DeWeese,,3,4,7
Carson,401,U.S. House,13,Calvin DeWeese,,21,29,50
Carson,402,U.S. House,13,Calvin DeWeese,,1,11,12
Carson,Total,U.S. House,13,Calvin DeWeese,,66,107,173
Carson,101,U.S. House,13,"H. F. ""Rusty"" Tomlinson",,0,5,5
Carson,102,U.S. House,13,"H. F. ""Rusty"" Tomlinson",,1,2,3
Carson,103,U.S. House,13,"H. F. ""Rusty"" Tomlinson",,3,7,10
Carson,201,U.S. House,13,"H. F. ""Rusty"" Tomlinson",,8,5,13
Carson,301,U.S. House,13,"H. F. ""Rusty"" Tomlinson",,2,2,4
Carson,302,U.S. House,13,"H. F. ""Rusty"" Tomlinson",,2,2,4
Carson,401,U.S. House,13,"H. F. ""Rusty"" Tomlinson",,6,10,16
Carson,402,U.S. House,13,"H. F. ""Rusty"" Tomlinson",,1,3,4
Carson,Total,U.S. House,13,"H. F. ""Rusty"" Tomlinson",,23,36,59
Carson,101,Railroad Commissioner,,Wayne Christian,REP,68,223,291
Carson,102,Railroad Commissioner,,Wayne Christian,REP,35,33,68
Carson,103,Railroad Commissioner,,Wayne Christian,REP,133,116,249
Carson,201,Railroad Commissioner,,Wayne Christian,REP,382,243,625
Carson,301,Railroad Commissioner,,Wayne Christian,REP,238,149,387
Carson,302,Railroad Commissioner,,Wayne Christian,REP,56,142,198
Carson,401,Railroad Commissioner,,Wayne Christian,REP,158,262,420
Carson,402,Railroad Commissioner,,Wayne Christian,REP,50,143,193
Carson,Total,Railroad Commissioner,,Wayne Christian,REP,1120,1311,2431
Carson,101,Railroad Commissioner,,Grady Yarbrough,DEM,13,35,48
Carson,102,Railroad Commissioner,,Grady Yarbrough,DEM,1,2,3
Carson,103,Railroad Commissioner,,Grady Yarbrough,DEM,20,21,41
Carson,201,Railroad Commissioner,,Grady Yarbrough,DEM,35,25,60
Carson,301,Railroad Commissioner,,Grady Yarbrough,DEM,42,18,60
Carson,302,Railroad Commissioner,,Grady Yarbrough,DEM,9,11,20
Carson,401,Railroad Commissioner,,Grady Yarbrough,DEM,18,44,62
Carson,402,Railroad Commissioner,,Grady Yarbrough,DEM,1,7,8
Carson,Total,Railroad Commissioner,,Grady Yarbrough,DEM,139,163,302
Carson,101,Railroad Commissioner,,Mark Miller,LIB,3,12,15
