county,precinct,office,district,party,candidate,early_votes_paper,early_votes_ivo,election_day_paper,election_day_ivo,mail_provisional,votes
Rockwall,3C,Straight Party,,,Republican Party,253.0,556.0,43.0,95.0,56.0,1003.0
Rockwall,3C,Straight Party,,,Democratic Party,33.0,67.0,2.0,19.0,9.0,130.0
Rockwall,3C,Straight Party,,,Libertarian Party,3.0,6.0,0.0,3.0,0.0,12.0
Rockwall,3C,Straight Party,,,Green Party,0.0,0.0,0.0,0.0,0.0,0.0
Rockwall,3D,Straight Party,,,Republican Party,611.0,979.0,98.0,200.0,92.0,1980.0
Rockwall,3D,Straight Party,,,Democratic Party,73.0,230.0,22.0,61.0,18.0,404.0
Rockwall,3D,Straight Party,,,Libertarian Party,3.0,9.0,2.0,2.0,0.0,16.0
Rockwall,3D,Straight Party,,,Green Party,1.0,1.0,0.0,0.0,0.0,2.0
Rockwall,4,Straight Party,,,Republican Party,290.0,399.0,51.0,86.0,70.0,896.0
Rockwall,4,Straight Party,,,Democratic Party,36.0,103.0,8.0,24.0,22.0,193.0
Rockwall,4,Straight Party,,,Libertarian Party,2.0,8.0,1.0,2.0,0.0,13.0
Rockwall,4,Straight Party,,,Green Party,0.0,0.0,0.0,2.0,0.0,2.0
Rockwall,4A,Straight Party,,,Republican Party,583.0,1001.0,95.0,252.0,86.0,2017.0
Rockwall,4A,Straight Party,,,Democratic Party,95.0,386.0,32.0,137.0,40.0,690.0
Rockwall,4A,Straight Party,,,Libertarian Party,6.0,19.0,4.0,16.0,0.0,45.0
Rockwall,4A,Straight Party,,,Green Party,3.0,4.0,1.0,3.0,1.0,12.0
Rockwall,4B,Straight Party,,,Republican Party,154.0,195.0,40.0,48.0,15.0,452.0
Rockwall,4B,Straight Party,,,Democratic Party,34.0,68.0,12.0,28.0,8.0,150.0
Rockwall,4B,Straight Party,,,Libertarian Party,2.0,3.0,1.0,1.0,0.0,7.0
Rockwall,4B,Straight Party,,,Green Party,2.0,1.0,1.0,2.0,0.0,6.0
Rockwall,4C,Straight Party,,,Republican Party,265.0,479.0,69.0,156.0,29.0,998.0
Rockwall,4C,Straight Party,,,Democratic Party,56.0,178.0,19.0,56.0,10.0,319.0
Rockwall,4C,Straight Party,,,Libertarian Party,0.0,11.0,2.0,5.0,1.0,19.0
Rockwall,4C,Straight Party,,,Green Party,1.0,5.0,0.0,2.0,0.0,8.0
Rockwall,Total:,Straight Party,,,Republican Party,5525.0,9348.0,1051.0,2072.0,1082.0,19078.0
Rockwall,Total:,Straight Party,,,Democratic Party,962.0,2923.0,288.0,776.0,355.0,5304.0
Rockwall,Total:,Straight Party,,,Libertarian Party,42.0,138.0,20.0,78.0,6.0,284.0
Rockwall,Total:,Straight Party,,,Green Party,14.0,30.0,8.0,16.0,2.0,70.0
Rockwall,1,President and Vice President,,,Donald J. Trump / Mike Pence,768.0,1233.0,105.0,235.0,138.0,2479.0
Rockwall,1,President and Vice President,,,Hillary Clinton / Tim Kaine,202.0,493.0,18.0,103.0,57.0,873.0
Rockwall,1,President and Vice President,,,Gary Johnson / William Weld,15.0,64.0,3.0,31.0,2.0,115.0
Rockwall,1,President and Vice President,,,Jill Stein / Ajamu Baraka,5.0,7.0,1.0,2.0,0.0,15.0
Rockwall,1,President and Vice President,,,WRITE-IN,20.0,24.0,4.0,6.0,2.0,56.0
Rockwall,1A,President and Vice President,,,Donald J. Trump / Mike Pence,545.0,652.0,122.0,147.0,97.0,1563.0
Rockwall,1A,President and Vice President,,,Hillary Clinton / Tim Kaine,154.0,322.0,50.0,99.0,79.0,704.0
Rockwall,1A,President and Vice President,,,Gary Johnson / William Weld,21.0,45.0,15.0,11.0,3.0,95.0
Rockwall,1A,President and Vice President,,,Jill Stein / Ajamu Baraka,3.0,2.0,3.0,1.0,3.0,12.0
Rockwall,1A,President and Vice President,,,WRITE-IN,15.0,18.0,5.0,3.0,3.0,44.0
Rockwall,1B,President and Vice President,,,Donald J. Trump / Mike Pence,817.0,1204.0,147.0,268.0,127.0,2563.0
Rockwall,1B,President and Vice President,,,Hillary Clinton / Tim Kaine,124.0,396.0,27.0,70.0,39.0,656.0
Rockwall,1B,President and Vice President,,,Gary Johnson / William Weld,21.0,62.0,12.0,17.0,4.0,116.0
Rockwall,1B,President and Vice President,,,Jill Stein / Ajamu Baraka,1.0,7.0,0.0,4.0,1.0,13.0
Rockwall,1B,President and Vice President,,,WRITE-IN,13.0,14.0,6.0,10.0,3.0,46.0
Rockwall,1C,President and Vice President,,,Donald J. Trump / Mike Pence,516.0,723.0,108.0,183.0,84.0,1614.0
Rockwall,1C,President and Vice President,,,Hillary Clinton / Tim Kaine,88.0,253.0,24.0,45.0,32.0,442.0
Rockwall,1C,President and Vice President,,,Gary Johnson / William Weld,28.0,43.0,2.0,16.0,5.0,94.0
Rockwall,1C,President and Vice President,,,Jill Stein / Ajamu Baraka,1.0,8.0,1.0,2.0,0.0,12.0
Rockwall,1C,President and Vice President,,,WRITE-IN,10.0,15.0,2.0,7.0,2.0,36.0
Rockwall,2,President and Vice President,,,Donald J. Trump / Mike Pence,698.0,926.0,87.0,175.0,195.0,2081.0
Rockwall,2,President and Vice President,,,Hillary Clinton / Tim Kaine,181.0,354.0,27.0,71.0,67.0,700.0
Rockwall,2,President and Vice President,,,Gary Johnson / William Weld,11.0,51.0,7.0,15.0,5.0,89.0
Rockwall,2,President and Vice President,,,Jill Stein / Ajamu Baraka,9.0,8.0,1.0,1.0,2.0,21.0
Rockwall,2,President and Vice President,,,WRITE-IN,12.0,7.0,5.0,5.0,4.0,33.0
Rockwall,2A,President and Vice President,,,Donald J. Trump / Mike Pence,616.0,945.0,120.0,196.0,128.0,2005.0
Rockwall,2A,President and Vice President,,,Hillary Clinton / Tim Kaine,195.0,402.0,36.0,92.0,72.0,797.0
Rockwall,2A,President and Vice President,,,Gary Johnson / William Weld,24.0,37.0,7.0,17.0,5.0,90.0
Rockwall,2A,President and Vice President,,,Jill Stein / Ajamu Baraka,5.0,4.0,2.0,4.0,2.0,17.0
Rockwall,2A,President and Vice President,,,WRITE-IN,13.0,7.0,1.0,5.0,4.0,30.0
Rockwall,2B,President and Vice President,,,Donald J. Trump / Mike Pence,246.0,395.0,70.0,103.0,32.0,846.0
Rockwall,2B,President and Vice President,,,Hillary Clinton / Tim Kaine,73.0,223.0,14.0,62.0,24.0,396.0
Rockwall,2B,President and Vice President,,,Gary Johnson / William Weld,9.0,16.0,3.0,13.0,3.0,44.0
Rockwall,2B,President and Vice President,,,Jill Stein / Ajamu Baraka,0.0,7.0,0.0,3.0,0.0,10.0
Rockwall,2B,President and Vice President,,,WRITE-IN,1.0,3.0,2.0,5.0,0.0,11.0
Rockwall,2C,President and Vice President,,,Donald J. Trump / Mike Pence,908.0,1155.0,188.0,239.0,119.0,2609.0
Rockwall,2C,President and Vice President,,,Hillary Clinton / Tim Kaine,156.0,344.0,27.0,78.0,33.0,638.0
Rockwall,2C,President and Vice President,,,Gary Johnson / William Weld,24.0,35.0,11.0,24.0,5.0,99.0
Rockwall,2C,President and Vice President,,,Jill Stein / Ajamu Baraka,3.0,4.0,2.0,2.0,0.0,11.0
Rockwall,2C,President and Vice President,,,WRITE-IN,17.0,16.0,5.0,6.0,0.0,44.0
Rockwall,3,President and Vice President,,,Donald J. Trump / Mike Pence,54.0,63.0,13.0,16.0,16.0,162.0
Rockwall,3,President and Vice President,,,Hillary Clinton / Tim Kaine,40.0,47.0,27.0,18.0,18.0,150.0
Rockwall,3,President and Vice President,,,Gary Johnson / William Weld,1.0,4.0,0.0,1.0,1.0,7.0
Rockwall,3,President and Vice President,,,Jill Stein / Ajamu Baraka,0.0,0.0,0.0,0.0,1.0,1.0
Rockwall,3,President and Vice President,,,WRITE-IN,1.0,1.0,1.0,0.0,0.0,3.0
Rockwall,3A,President and Vice President,,,Donald J. Trump / Mike Pence,112.0,151.0,45.0,68.0,26.0,402.0
Rockwall,3A,President and Vice President,,,Hillary Clinton / Tim Kaine,89.0,162.0,39.0,66.0,13.0,369.0
Rockwall,3A,President and Vice President,,,Gary Johnson / William Weld,9.0,11.0,3.0,9.0,0.0,32.0
Rockwall,3A,President and Vice President,,,Jill Stein / Ajamu Baraka,3.0,1.0,1.0,2.0,0.0,7.0
Rockwall,3A,President and Vice President,,,WRITE-IN,4.0,1.0,1.0,4.0,0.0,10.0
Rockwall,3B,President and Vice President,,,Donald J. Trump / Mike Pence,345.0,516.0,137.0,109.0,37.0,1144.0
Rockwall,3B,President and Vice President,,,Hillary Clinton / Tim Kaine,139.0,390.0,69.0,91.0,32.0,721.0
Rockwall,3B,President and Vice President,,,Gary Johnson / William Weld,19.0,24.0,8.0,10.0,0.0,61.0
Rockwall,3B,President and Vice President,,,Jill Stein / Ajamu Baraka,1.0,2.0,5.0,3.0,0.0,11.0
Rockwall,3B,President and Vice President,,,WRITE-IN,9.0,10.0,8.0,5.0,0.0,32.0
Rockwall,3C,President and Vice President,,,Donald J. Trump / Mike Pence,442.0,801.0,75.0,132.0,91.0,1541.0
Rockwall,3C,President and Vice President,,,Hillary Clinton / Tim Kaine,67.0,143.0,16.0,40.0,20.0,286.0
Rockwall,3C,President and Vice President,,,Gary Johnson / William Weld,7.0,31.0,1.0,10.0,3.0,52.0
Rockwall,3C,President and Vice President,,,Jill Stein / Ajamu Baraka,0.0,1.0,0.0,0.0,2.0,3.0
Rockwall,3C,President and Vice President,,,WRITE-IN,8.0,18.0,5.0,6.0,1.0,38.0
Rockwall,3D,President and Vice President,,,Donald J. Trump / Mike Pence,994.0,1393.0,171.0,272.0,138.0,2968.0
Rockwall,3D,President and Vice President,,,Hillary Clinton / Tim Kaine,149.0,402.0,40.0,107.0,45.0,743.0
Rockwall,3D,President and Vice President,,,Gary Johnson / William Weld,19.0,56.0,7.0,11.0,5.0,98.0
Rockwall,3D,President and Vice President,,,Jill Stein / Ajamu Baraka,8.0,3.0,2.0,1.0,0.0,14.0
Rockwall,3D,President and Vice President,,,WRITE-IN,11.0,18.0,7.0,6.0,1.0,43.0
Rockwall,4,President and Vice President,,,Donald J. Trump / Mike Pence,463.0,541.0,83.0,123.0,93.0,1303.0
Rockwall,4,President and Vice President,,,Hillary Clinton / Tim Kaine,68.0,162.0,15.0,45.0,30.0,320.0
Rockwall,4,President and Vice President,,,Gary Johnson / William Weld,12.0,20.0,4.0,9.0,3.0,48.0
Rockwall,4,President and Vice President,,,Jill Stein / Ajamu Baraka,2.0,1.0,1.0,6.0,0.0,10.0
Rockwall,4,President and Vice President,,,WRITE-IN,9.0,6.0,3.0,1.0,1.0,20.0
Rockwall,4A,President and Vice President,,,Donald J. Trump / Mike Pence,931.0,1372.0,170.0,367.0,118.0,2958.0
Rockwall,4A,President and Vice President,,,Hillary Clinton / Tim Kaine,172.0,626.0,64.0,195.0,59.0,1116.0
Rockwall,4A,President and Vice President,,,Gary Johnson / William Weld,35.0,82.0,11.0,33.0,4.0,165.0
Rockwall,4A,President and Vice President,,,Jill Stein / Ajamu Baraka,11.0,14.0,0.0,5.0,2.0,32.0
Rockwall,4A,President and Vice President,,,WRITE-IN,28.0,24.0,9.0,15.0,4.0,80.0
Rockwall,4B,President and Vice President,,,Donald J. Trump / Mike Pence,269.0,262.0,70.0,66.0,20.0,687.0
Rockwall,4B,President and Vice President,,,Hillary Clinton / Tim Kaine,65.0,104.0,25.0,37.0,12.0,243.0
Rockwall,4B,President and Vice President,,,Gary Johnson / William Weld,9.0,14.0,6.0,3.0,2.0,34.0
Rockwall,4B,President and Vice President,,,Jill Stein / Ajamu Baraka,5.0,1.0,1.0,0.0,0.0,7.0
Rockwall,4B,President and Vice President,,,WRITE-IN,2.0,2.0,2.0,2.0,1.0,9.0
Rockwall,4C,President and Vice President,,,Donald J. Trump / Mike Pence,416.0,656.0,147.0,210.0,42.0,1471.0
Rockwall,4C,President and Vice President,,,Hillary Clinton / Tim Kaine,91.0,259.0,34.0,78.0,17.0,479.0
Rockwall,4C,President and Vice President,,,Gary Johnson / William Weld,7.0,34.0,4.0,9.0,0.0,54.0
Rockwall,4C,President and Vice President,,,Jill Stein / Ajamu Baraka,1.0,5.0,1.0,3.0,1.0,11.0
Rockwall,4C,President and Vice President,,,WRITE-IN,6.0,13.0,2.0,6.0,0.0,27.0
Rockwall,Total:,President and Vice President,,,Donald J. Trump / Mike Pence,9140.0,12988.0,1858.0,2909.0,1501.0,28396.0
Rockwall,Total:,President and Vice President,,,Hillary Clinton / Tim Kaine,2053.0,5082.0,552.0,1297.0,649.0,9633.0
Rockwall,Total:,President and Vice President,,,Gary Johnson / William Weld,271.0,629.0,104.0,239.0,50.0,1293.0
Rockwall,Total:,President and Vice President,,,Jill Stein / Ajamu Baraka,58.0,75.0,21.0,39.0,14.0,207.0
Rockwall,Total:,President and Vice President,,,WRITE-IN,179.0,197.0,68.0,92.0,26.0,562.0
Rockwall,1,US Representative, 4,,John Ratcliffe,830.0,1393.0,116.0,281.0,133.0,2753.0
Rockwall,1,US Representative, 4,,Cody Wommack,94.0,224.0,9.0,57.0,14.0,398.0
Rockwall,1A,US Representative, 4,,John Ratcliffe,588.0,735.0,146.0,158.0,91.0,1718.0
Rockwall,1A,US Representative, 4,,Cody Wommack,91.0,160.0,32.0,58.0,11.0,352.0
Rockwall,1B,US Representative, 4,,John Ratcliffe,844.0,1361.0,163.0,296.0,97.0,2761.0
Rockwall,1B,US Representative, 4,,Cody Wommack,80.0,170.0,22.0,50.0,18.0,340.0
Rockwall,1C,US Representative, 4,,John Ratcliffe,556.0,813.0,119.0,212.0,86.0,1786.0
Rockwall,1C,US Representative, 4,,Cody Wommack,41.0,121.0,11.0,26.0,10.0,209.0
Rockwall,2,US Representative, 4,,John Ratcliffe,725.0,1028.0,95.0,210.0,193.0,2251.0
Rockwall,2,US Representative, 4,,Cody Wommack,97.0,175.0,23.0,38.0,12.0,345.0
Rockwall,2A,US Representative, 4,,John Ratcliffe,669.0,1059.0,129.0,227.0,140.0,2224.0
Rockwall,2A,US Representative, 4,,Cody Wommack,106.0,171.0,26.0,43.0,24.0,370.0
Rockwall,2B,US Representative, 4,,John Ratcliffe,256.0,432.0,71.0,116.0,33.0,908.0
Rockwall,2B,US Representative, 4,,Cody Wommack,45.0,107.0,14.0,36.0,6.0,208.0
Rockwall,2C,US Representative, 4,,John Ratcliffe,959.0,1284.0,204.0,298.0,112.0,2857.0
Rockwall,2C,US Representative, 4,,Cody Wommack,94.0,158.0,19.0,34.0,15.0,320.0
Rockwall,3,US Representative, 4,,John Ratcliffe,60.0,70.0,15.0,15.0,21.0,181.0
Rockwall,3,US Representative, 4,,Cody Wommack,11.0,12.0,12.0,11.0,4.0,50.0
Rockwall,3A,US Representative, 4,,John Ratcliffe,129.0,185.0,51.0,81.0,24.0,470.0
Rockwall,3A,US Representative, 4,,Cody Wommack,46.0,57.0,19.0,31.0,4.0,157.0
Rockwall,3B,US Representative, 4,,John Ratcliffe,381.0,591.0,162.0,137.0,29.0,1300.0
Rockwall,3B,US Representative, 4,,Cody Wommack,71.0,149.0,31.0,41.0,6.0,298.0
Rockwall,3C,US Representative, 4,,John Ratcliffe,456.0,878.0,83.0,160.0,92.0,1669.0
Rockwall,3C,US Representative, 4,,Cody Wommack,30.0,65.0,9.0,21.0,7.0,132.0
Rockwall,3D,US Representative, 4,,John Ratcliffe,1017.0,1495.0,176.0,303.0,125.0,3116.0
Rockwall,3D,US Representative, 4,,Cody Wommack,92.0,195.0,24.0,51.0,15.0,377.0
Rockwall,4,US Representative, 4,,John Ratcliffe,466.0,579.0,91.0,143.0,88.0,1367.0
Rockwall,4,US Representative, 4,,Cody Wommack,55.0,75.0,11.0,25.0,4.0,170.0
Rockwall,4A,US Representative, 4,,John Ratcliffe,967.0,1508.0,192.0,414.0,96.0,3177.0
Rockwall,4A,US Representative, 4,,Cody Wommack,134.0,308.0,35.0,111.0,17.0,605.0
Rockwall,4B,US Representative, 4,,John Ratcliffe,269.0,273.0,73.0,71.0,24.0,710.0
Rockwall,4B,US Representative, 4,,Cody Wommack,42.0,51.0,20.0,18.0,5.0,136.0
Rockwall,4C,US Representative, 4,,John Ratcliffe,428.0,721.0,147.0,226.0,30.0,1552.0
Rockwall,4C,US Representative, 4,,Cody Wommack,47.0,131.0,25.0,50.0,9.0,262.0
Rockwall,Total:,US Representative, 4,,John Ratcliffe,9600.0,14405.0,2033.0,3348.0,1414.0,30800.0
Rockwall,Total:,US Representative, 4,,Cody Wommack,1176.0,2329.0,342.0,701.0,181.0,4729.0
Rockwall,1,Railroad Commissioner,,,Wayne Christian,750.0,1285.0,104.0,253.0,138.0,2530.0
Rockwall,1,Railroad Commissioner,,,Grady Yarbrough,163.0,384.0,13.0,83.0,46.0,689.0
Rockwall,1,Railroad Commissioner,,,Mark Miller,39.0,86.0,7.0,26.0,7.0,165.0
Rockwall,1,Railroad Commissioner,,,Martina Salinas,12.0,22.0,0.0,5.0,2.0,41.0
Rockwall,1A,Railroad Commissioner,,,Wayne Christian,532.0,650.0,129.0,143.0,96.0,1550.0
Rockwall,1A,Railroad Commissioner,,,Grady Yarbrough,134.0,276.0,38.0,81.0,64.0,593.0
Rockwall,1A,Railroad Commissioner,,,Mark Miller,44.0,68.0,11.0,22.0,6.0,151.0
Rockwall,1A,Railroad Commissioner,,,Martina Salinas,15.0,24.0,9.0,9.0,3.0,60.0
Rockwall,1B,Railroad Commissioner,,,Wayne Christian,800.0,1247.0,149.0,266.0,127.0,2589.0
Rockwall,1B,Railroad Commissioner,,,Grady Yarbrough,108.0,298.0,20.0,57.0,31.0,514.0
Rockwall,1B,Railroad Commissioner,,,Mark Miller,40.0,89.0,19.0,26.0,6.0,180.0
Rockwall,1B,Railroad Commissioner,,,Martina Salinas,7.0,16.0,2.0,8.0,1.0,34.0
Rockwall,1C,Railroad Commissioner,,,Wayne Christian,522.0,750.0,106.0,192.0,88.0,1658.0
Rockwall,1C,Railroad Commissioner,,,Grady Yarbrough,74.0,201.0,17.0,28.0,26.0,346.0
Rockwall,1C,Railroad Commissioner,,,Mark Miller,30.0,54.0,7.0,22.0,4.0,117.0
Rockwall,1C,Railroad Commissioner,,,Martina Salinas,5.0,14.0,5.0,5.0,1.0,30.0
Rockwall,2,Railroad Commissioner,,,Wayne Christian,666.0,937.0,76.0,179.0,206.0,2064.0
Rockwall,2,Railroad Commissioner,,,Grady Yarbrough,155.0,283.0,28.0,54.0,49.0,569.0
Rockwall,2,Railroad Commissioner,,,Mark Miller,53.0,74.0,16.0,20.0,7.0,170.0
Rockwall,2,Railroad Commissioner,,,Martina Salinas,15.0,24.0,3.0,9.0,2.0,53.0
Rockwall,2A,Railroad Commissioner,,,Wayne Christian,613.0,948.0,113.0,201.0,132.0,2007.0
Rockwall,2A,Railroad Commissioner,,,Grady Yarbrough,163.0,332.0,32.0,70.0,59.0,656.0
Rockwall,2A,Railroad Commissioner,,,Mark Miller,38.0,69.0,15.0,23.0,13.0,158.0
Rockwall,2A,Railroad Commissioner,,,Martina Salinas,11.0,26.0,3.0,10.0,3.0,53.0
Rockwall,2B,Railroad Commissioner,,,Wayne Christian,241.0,395.0,67.0,112.0,35.0,850.0
Rockwall,2B,Railroad Commissioner,,,Grady Yarbrough,60.0,190.0,13.0,48.0,22.0,333.0
Rockwall,2B,Railroad Commissioner,,,Mark Miller,18.0,47.0,6.0,16.0,4.0,91.0
Rockwall,2B,Railroad Commissioner,,,Martina Salinas,7.0,9.0,1.0,4.0,0.0,21.0
Rockwall,2C,Railroad Commissioner,,,Wayne Christian,881.0,1175.0,177.0,259.0,112.0,2604.0
Rockwall,2C,Railroad Commissioner,,,Grady Yarbrough,117.0,262.0,21.0,42.0,27.0,469.0
Rockwall,2C,Railroad Commissioner,,,Mark Miller,67.0,79.0,18.0,28.0,8.0,200.0
Rockwall,2C,Railroad Commissioner,,,Martina Salinas,9.0,17.0,7.0,9.0,1.0,43.0
Rockwall,3,Railroad Commissioner,,,Wayne Christian,54.0,62.0,12.0,12.0,16.0,156.0
Rockwall,3,Railroad Commissioner,,,Grady Yarbrough,36.0,49.0,20.0,16.0,19.0,140.0
Rockwall,3,Railroad Commissioner,,,Mark Miller,1.0,3.0,4.0,5.0,1.0,14.0
Rockwall,3,Railroad Commissioner,,,Martina Salinas,2.0,1.0,2.0,1.0,0.0,6.0
Rockwall,3A,Railroad Commissioner,,,Wayne Christian,117.0,162.0,41.0,71.0,26.0,417.0
Rockwall,3A,Railroad Commissioner,,,Grady Yarbrough,79.0,134.0,37.0,60.0,11.0,321.0
Rockwall,3A,Railroad Commissioner,,,Mark Miller,13.0,11.0,4.0,11.0,1.0,40.0
Rockwall,3A,Railroad Commissioner,,,Martina Salinas,9.0,11.0,6.0,4.0,1.0,31.0
Rockwall,3B,Railroad Commissioner,,,Wayne Christian,347.0,520.0,141.0,116.0,32.0,1156.0
Rockwall,3B,Railroad Commissioner,,,Grady Yarbrough,116.0,354.0,63.0,74.0,29.0,636.0
Rockwall,3B,Railroad Commissioner,,,Mark Miller,29.0,32.0,12.0,18.0,4.0,95.0
Rockwall,3B,Railroad Commissioner,,,Martina Salinas,13.0,17.0,7.0,5.0,0.0,42.0
Rockwall,3C,Railroad Commissioner,,,Wayne Christian,430.0,813.0,75.0,145.0,85.0,1548.0
Rockwall,3C,Railroad Commissioner,,,Grady Yarbrough,50.0,97.0,11.0,27.0,19.0,204.0
Rockwall,3C,Railroad Commissioner,,,Mark Miller,24.0,47.0,5.0,12.0,1.0,89.0
