county,precinct,precinct_name,office,district,candidate,party,early_voting,election_day,votes
Hardin,1,hardin county courthouse,President,,Donald J. Trump /Mike Pence,REP,462,178,640
Hardin,10,st.johns episcopal church,President,,Donald J. Trump /Mike Pence,REP,269,168,437
Hardin,11,wiley mae church,President,,Donald J. Trump /Mike Pence,REP,253,261,514
Hardin,12,church of christ kountze,President,,Donald J. Trump /Mike Pence,REP,378,139,517
Hardin,13,pete trest center,President,,Donald J. Trump /Mike Pence,REP,956,389,1345
Hardin,14,pinewood church,President,,Donald J. Trump /Mike Pence,REP,484,420,904
Hardin,15,sourlake community center,President,,Donald J. Trump /Mike Pence,REP,683,360,1043
Hardin,16,parkway life church,President,,Donald J. Trump /Mike Pence,REP,812,448,1260
Hardin,17,pine ridge church,President,,Donald J. Trump /Mike Pence,REP,362,290,652
Hardin,18,church of christ lumberto,President,,Donald J. Trump /Mike Pence,REP,2351,820,3171
Hardin,19,KEITH ROAD FIRE STATION,President,,Donald J. Trump /Mike Pence,REP,359,257,616
Hardin,2,word of life,President,,Donald J. Trump /Mike Pence,REP,1763,854,2617
Hardin,3,saratoga fire station,President,,Donald J. Trump /Mike Pence,REP,127,240,367
Hardin,4,batson communiuty center,President,,Donald J. Trump /Mike Pence,REP,116,337,453
Hardin,5,thicket-votaw fire hall,President,,Donald J. Trump /Mike Pence,REP,147,226,373
Hardin,6,crestwood baptist church,President,,Donald J. Trump /Mike Pence,REP,1672,798,2470
Hardin,7,honey island assembly,President,,Donald J. Trump /Mike Pence,REP,252,194,446
Hardin,8,village mills vfw hall,President,,Donald J. Trump /Mike Pence,REP,284,214,498
Hardin,9,first assembly church,President,,Donald J. Trump /Mike Pence,REP,864,419,1283
Hardin,1,hardin county courthouse,President,,Gary Johnson /William Weld,LIB,6,2,8
Hardin,10,st.johns episcopal church,President,,Gary Johnson /William Weld,LIB,11,4,15
Hardin,11,wiley mae church,President,,Gary Johnson /William Weld,LIB,0,4,4
Hardin,12,church of christ kountze,President,,Gary Johnson /William Weld,LIB,3,3,6
Hardin,13,pete trest center,President,,Gary Johnson /William Weld,LIB,9,16,25
Hardin,14,pinewood church,President,,Gary Johnson /William Weld,LIB,5,10,15
Hardin,15,sourlake community center,President,,Gary Johnson /William Weld,LIB,6,4,10
Hardin,16,parkway life church,President,,Gary Johnson /William Weld,LIB,6,12,18
Hardin,17,pine ridge church,President,,Gary Johnson /William Weld,LIB,3,3,6
Hardin,18,church of christ lumberto,President,,Gary Johnson /William Weld,LIB,44,35,79
Hardin,19,KEITH ROAD FIRE STATION,President,,Gary Johnson /William Weld,LIB,5,8,13
Hardin,2,word of life,President,,Gary Johnson /William Weld,LIB,29,24,53
Hardin,3,saratoga fire station,President,,Gary Johnson /William Weld,LIB,2,4,6
Hardin,4,batson communiuty center,President,,Gary Johnson /William Weld,LIB,0,7,7
Hardin,5,thicket-votaw fire hall,President,,Gary Johnson /William Weld,LIB,2,0,2
Hardin,6,crestwood baptist church,President,,Gary Johnson /William Weld,LIB,22,16,38
Hardin,7,honey island assembly,President,,Gary Johnson /William Weld,LIB,4,5,9
Hardin,8,village mills vfw hall,President,,Gary Johnson /William Weld,LIB,8,5,13
Hardin,9,first assembly church,President,,Gary Johnson /William Weld,LIB,5,21,26
Hardin,1,hardin county courthouse,President,,Hillary Clinton /Tim Kaine,DEM,168,78,246
Hardin,10,st.johns episcopal church,President,,Hillary Clinton /Tim Kaine,DEM,286,187,473
Hardin,11,wiley mae church,President,,Hillary Clinton /Tim Kaine,DEM,39,36,75
Hardin,12,church of christ kountze,President,,Hillary Clinton /Tim Kaine,DEM,43,35,78
Hardin,13,pete trest center,President,,Hillary Clinton /Tim Kaine,DEM,68,29,97
Hardin,14,pinewood church,President,,Hillary Clinton /Tim Kaine,DEM,60,37,97
Hardin,15,sourlake community center,President,,Hillary Clinton /Tim Kaine,DEM,80,45,125
Hardin,16,parkway life church,President,,Hillary Clinton /Tim Kaine,DEM,65,41,106
Hardin,17,pine ridge church,President,,Hillary Clinton /Tim Kaine,DEM,34,16,50
Hardin,18,church of christ lumberto,President,,Hillary Clinton /Tim Kaine,DEM,238,75,313
Hardin,19,KEITH ROAD FIRE STATION,President,,Hillary Clinton /Tim Kaine,DEM,40,28,68
Hardin,2,word of life,President,,Hillary Clinton /Tim Kaine,DEM,201,107,308
Hardin,3,saratoga fire station,President,,Hillary Clinton /Tim Kaine,DEM,6,10,16
Hardin,4,batson communiuty center,President,,Hillary Clinton /Tim Kaine,DEM,13,28,41
Hardin,5,thicket-votaw fire hall,President,,Hillary Clinton /Tim Kaine,DEM,6,11,17
Hardin,6,crestwood baptist church,President,,Hillary Clinton /Tim Kaine,DEM,179,78,257
Hardin,7,honey island assembly,President,,Hillary Clinton /Tim Kaine,DEM,20,12,32
Hardin,8,village mills vfw hall,President,,Hillary Clinton /Tim Kaine,DEM,35,26,61
Hardin,9,first assembly church,President,,Hillary Clinton /Tim Kaine,DEM,207,113,320
Hardin,1,hardin county courthouse,President,,Jill Stein /Ajamu Baraka,ONA,2,0,2
Hardin,10,st.johns episcopal church,President,,Jill Stein /Ajamu Baraka,ONA,1,1,2
Hardin,11,wiley mae church,President,,Jill Stein /Ajamu Baraka,ONA,0,0,0
Hardin,12,church of christ kountze,President,,Jill Stein /Ajamu Baraka,ONA,0,0,0
Hardin,13,pete trest center,President,,Jill Stein /Ajamu Baraka,ONA,1,0,1
Hardin,14,pinewood church,President,,Jill Stein /Ajamu Baraka,ONA,1,4,5
Hardin,15,sourlake community center,President,,Jill Stein /Ajamu Baraka,ONA,0,2,2
Hardin,16,parkway life church,President,,Jill Stein /Ajamu Baraka,ONA,1,2,3
Hardin,17,pine ridge church,President,,Jill Stein /Ajamu Baraka,ONA,3,1,4
Hardin,18,church of christ lumberto,President,,Jill Stein /Ajamu Baraka,ONA,4,2,6
Hardin,19,KEITH ROAD FIRE STATION,President,,Jill Stein /Ajamu Baraka,ONA,0,0,0
Hardin,2,word of life,President,,Jill Stein /Ajamu Baraka,ONA,5,2,7
Hardin,3,saratoga fire station,President,,Jill Stein /Ajamu Baraka,ONA,0,0,0
Hardin,4,batson communiuty center,President,,Jill Stein /Ajamu Baraka,ONA,0,0,0
Hardin,5,thicket-votaw fire hall,President,,Jill Stein /Ajamu Baraka,ONA,0,2,2
Hardin,6,crestwood baptist church,President,,Jill Stein /Ajamu Baraka,ONA,0,1,1
Hardin,7,honey island assembly,President,,Jill Stein /Ajamu Baraka,ONA,1,0,1
Hardin,8,village mills vfw hall,President,,Jill Stein /Ajamu Baraka,ONA,1,0,1
Hardin,9,first assembly church,President,,Jill Stein /Ajamu Baraka,ONA,2,0,2
Hardin,1,hardin county courthouse,U.S. House,36,Brian Babin,REP,472,196,668
Hardin,1,hardin county courthouse,U.S. House,36,Hal J. Ridley Jr.,ONA,66,19,85
Hardin,10,st.johns episcopal church,U.S. House,36,Brian Babin,REP,318,193,511
Hardin,10,st.johns episcopal church,U.S. House,36,Hal J. Ridley Jr.,ONA,73,60,133
Hardin,11,wiley mae church,U.S. House,36,Brian Babin,REP,249,265,514
Hardin,11,wiley mae church,U.S. House,36,Hal J. Ridley Jr.,ONA,15,18,33
Hardin,12,church of christ kountze,U.S. House,36,Brian Babin,REP,385,139,524
Hardin,12,church of christ kountze,U.S. House,36,Hal J. Ridley Jr.,ONA,18,15,33
Hardin,13,pete trest center,U.S. House,36,Brian Babin,REP,980,401,1381
Hardin,13,pete trest center,U.S. House,36,Hal J. Ridley Jr.,ONA,34,20,54
Hardin,14,pinewood church,U.S. House,36,Brian Babin,REP,499,441,940
Hardin,14,pinewood church,U.S. House,36,Hal J. Ridley Jr.,ONA,26,18,44
Hardin,15,sourlake community center,U.S. House,36,Brian Babin,REP,686,368,1054
Hardin,15,sourlake community center,U.S. House,36,Hal J. Ridley Jr.,ONA,46,26,72
Hardin,16,parkway life church,U.S. House,36,Brian Babin,REP,810,462,1272
Hardin,16,parkway life church,U.S. House,36,Hal J. Ridley Jr.,ONA,32,41,73
Hardin,17,pine ridge church,U.S. House,36,Brian Babin,REP,363,288,651
Hardin,17,pine ridge church,U.S. House,36,Hal J. Ridley Jr.,ONA,18,7,25
Hardin,18,church of christ lumberto,U.S. House,36,Brian Babin,REP,2411,866,3277
Hardin,18,church of christ lumberto,U.S. House,36,Hal J. Ridley Jr.,ONA,123,39,162
Hardin,19,KEITH ROAD FIRE STATION,U.S. House,36,Brian Babin,REP,361,260,621
Hardin,19,KEITH ROAD FIRE STATION,U.S. House,36,Hal J. Ridley Jr.,ONA,17,14,31
Hardin,2,word of life,U.S. House,36,Brian Babin,REP,1813,882,2695
Hardin,2,word of life,U.S. House,36,Hal J. Ridley Jr.,ONA,83,47,130
Hardin,3,saratoga fire station,U.S. House,36,Brian Babin,REP,131,243,374
Hardin,3,saratoga fire station,U.S. House,36,Hal J. Ridley Jr.,ONA,1,9,10
Hardin,4,batson communiuty center,U.S. House,36,Brian Babin,REP,118,352,470
Hardin,4,batson communiuty center,U.S. House,36,Hal J. Ridley Jr.,ONA,5,7,12
Hardin,5,thicket-votaw fire hall,U.S. House,36,Brian Babin,REP,147,220,367
Hardin,5,thicket-votaw fire hall,U.S. House,36,Hal J. Ridley Jr.,ONA,3,7,10
Hardin,6,crestwood baptist church,U.S. House,36,Brian Babin,REP,1687,812,2499
Hardin,6,crestwood baptist church,U.S. House,36,Hal J. Ridley Jr.,ONA,94,44,138
Hardin,7,honey island assembly,U.S. House,36,Brian Babin,REP,253,192,445
Hardin,7,honey island assembly,U.S. House,36,Hal J. Ridley Jr.,ONA,11,7,18
Hardin,8,village mills vfw hall,U.S. House,36,Brian Babin,REP,291,221,512
Hardin,8,village mills vfw hall,U.S. House,36,Hal J. Ridley Jr.,ONA,14,14,28
Hardin,9,first assembly church,U.S. House,36,Brian Babin,REP,914,462,1376
Hardin,9,first assembly church,U.S. House,36,Hal J. Ridley Jr.,ONA,75,47,122
Hardin,1,hardin county courthouse,Railroad Commissioner,,Grady Yarbrough,DEM,158,71,229
Hardin,1,hardin county courthouse,Railroad Commissioner,,Mark Miller,LIB,23,8,31
Hardin,1,hardin county courthouse,Railroad Commissioner,,Martina Salinas,ONA,8,5,13
Hardin,1,hardin county courthouse,Railroad Commissioner,,Wayne Christian,REP,424,164,588
Hardin,10,st.johns episcopal church,Railroad Commissioner,,Grady Yarbrough,DEM,265,185,450
Hardin,10,st.johns episcopal church,Railroad Commissioner,,Mark Miller,LIB,17,13,30
Hardin,10,st.johns episcopal church,Railroad Commissioner,,Martina Salinas,ONA,6,4,10
Hardin,10,st.johns episcopal church,Railroad Commissioner,,Wayne Christian,REP,257,144,401
Hardin,11,wiley mae church,Railroad Commissioner,,Grady Yarbrough,DEM,45,55,100
Hardin,11,wiley mae church,Railroad Commissioner,,Mark Miller,LIB,4,11,15
Hardin,11,wiley mae church,Railroad Commissioner,,Martina Salinas,ONA,4,3,7
