county,precinct,office,district,party,candidate,votes,early_votes,election_day
Red River,1,Straight Party,,,Over Votes,0,0,0
Red River,1,Straight Party,,,Under Votes,85,42,43
Red River,1,Registered Voters,,,,269,,
Red River,1,Ballots Cast,,,,153,88,65
Red River,1,Straight Party,,REP,Republican Party,61,40,65
Red River,1,Straight Party,,,Over Votes,0,0,0
Red River,1,Straight Party,,,Under Votes,85,42,43
Red River,1,Straight Party,,DEM,Democratic Party,6,5,65
Red River,1,Straight Party,,LIB,Libertarian Party,0,0,65
Red River,1,Straight Party,,GRN,Green Party,1,1,65
Red River,1,President and Vice President,,REP,Donald J. Trump / Mike Pence,133,72,65
Red River,1,President and Vice President,,,Over Votes,0,0,0
Red River,1,President and Vice President,,,Under Votes,2,2,0
Red River,1,President and Vice President,,DEM,Hillary Clinton / Tim Kaine,15,13,65
Red River,1,President and Vice President,,LIB,Gary Johnson / William Weld,3,1,65
Red River,1,President and Vice President,,GRN,Jill Stein / Ajamu Baraka,0,0,65
Red River,1,President and Vice President,,"",Darrell L. Castle/Scott N. Bradley,0,0,65
Red River,1,President and Vice President,,"",Scott Cubbler/Michael Rodriguez,0,0,65
Red River,1,President and Vice President,,"",Cherunda Fox/Roger Kushner,0,0,65
Red River,1,President and Vice President,,"",Tom Hoefling/Steve Schulin,0,0,65
Red River,1,President and Vice President,,"",Laurence Kotlikoff/Edward Leamer,0,0,65
Red River,1,President and Vice President,,"",Jonathan Lee/Jeffrey Erskine,0,0,65
Red River,1,President and Vice President,,"",Michael A. Maturen/Juan A. Munoz,0,0,65
Red River,1,President and Vice President,,"",Evan McMullin/Nathan Johnson,0,0,65
Red River,1,President and Vice President,,"",Monica Moorehead/Lamont Lilly,0,0,65
Red River,1,President and Vice President,,"",Robert Morrow/Todd Sanders,0,0,65
Red River,1,President and Vice President,,"",Emidio Soltysik/Angela Walker,0,0,65
Red River,1,President and Vice President,,"",Dale Steffes/Paul E. Case,0,0,65
Red River,1,President and Vice President,,"",Tony Valdivia/Aaron Barriere,0,0,65
Red River,1,United States Representative,4,REP,John Ratcliffe,138,75,65
Red River,1,United States Representative,4,,Over Votes,0,0,0
Red River,1,United States Representative,4,,Under Votes,7,7,0
Red River,1,United States Representative,4,LIB,Cody Wommack,8,6,65
Red River,1,Railroad Commissioner,,REP,Wayne Christian,121,68,65
Red River,1,Railroad Commissioner,,,Over Votes,0,0,0
Red River,1,Railroad Commissioner,,,Under Votes,4,3,1
Red River,1,Railroad Commissioner,,DEM,Grady Yarbrough,22,14,65
Red River,1,Railroad Commissioner,,LIB,Mark Miller,4,1,65
Red River,1,Railroad Commissioner,,GRN,Martina Salinas,2,2,65
Red River,1,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,129,70,65
Red River,1,"Justice, Supreme Court, Place 3",,,Over Votes,0,0,0
Red River,1,"Justice, Supreme Court, Place 3",,,Under Votes,3,2,1
Red River,1,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,19,14,65
Red River,1,"Justice, Supreme Court, Place 3",,LIB,Kathie Glass,0,0,65
Red River,1,"Justice, Supreme Court, Place 3",,GRN,Rodolfo Rivera Munoz,2,2,65
