county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Wise,1,Registered Voters,,,,,,,0
Wise,1,Ballots Cast,,,,,,,1046
Wise,2,Registered Voters,,,,,,,0
Wise,2,Ballots Cast,,,,,,,1850
Wise,3,Registered Voters,,,,,,,0
Wise,3,Ballots Cast,,,,,,,495
Wise,4,Registered Voters,,,,,,,0
Wise,4,Ballots Cast,,,,,,,195
Wise,5,Registered Voters,,,,,,,1608
Wise,5,Ballots Cast,,,,,,,1051
Wise,6,Registered Voters,,,,,,,0
Wise,6,Ballots Cast,,,,,,,1187
Wise,7,Registered Voters,,,,,,,0
Wise,7,Ballots Cast,,,,,,,980
Wise,8,Registered Voters,,,,,,,0
Wise,8,Ballots Cast,,,,,,,1461
Wise,9,Registered Voters,,,,,,,2145
Wise,9,Ballots Cast,,,,,,,1477
Wise,10,Registered Voters,,,,,,,501
Wise,10,Ballots Cast,,,,,,,361
Wise,11,Registered Voters,,,,,,,558
Wise,11,Ballots Cast,,,,,,,366
Wise,12,Registered Voters,,,,,,,1627
Wise,12,Ballots Cast,,,,,,,1017
Wise,13,Registered Voters,,,,,,,1061
Wise,13,Ballots Cast,,,,,,,637
Wise,14,Registered Voters,,,,,,,0
Wise,14,Ballots Cast,,,,,,,1180
Wise,15,Registered Voters,,,,,,,1198
Wise,15,Ballots Cast,,,,,,,830
Wise,16,Registered Voters,,,,,,,0
Wise,16,Ballots Cast,,,,,,,1469
Wise,17,Registered Voters,,,,,,,0
Wise,17,Ballots Cast,,,,,,,1784
Wise,18,Registered Voters,,,,,,,951
Wise,18,Ballots Cast,,,,,,,530
Wise,19,Registered Voters,,,,,,,462
Wise,19,Ballots Cast,,,,,,,297
Wise,20,Registered Voters,,,,,,,0
Wise,20,Ballots Cast,,,,,,,685
Wise,22,Registered Voters,,,,,,,0
Wise,22,Ballots Cast,,,,,,,655
Wise,23,Registered Voters,,,,,,,0
Wise,23,Ballots Cast,,,,,,,1198
Wise,24,Registered Voters,,,,,,,0
Wise,24,Ballots Cast,,,,,,,2141
Wise,25,Registered Voters,,,,,,,107
Wise,25,Ballots Cast,,,,,,,89
