county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee
Wilson,Box 311,President,,DEM,Roque De La Fuente,0,0,0,0,0
Wilson,Box 311,U.S. House,28,REP,Zeffen Hardin,449,102,339,2,6
Wilson,Box 311,U.S. House,28,DEM,William R. Hayward,8,2,6,0,0
Wilson,Box 311,U.S. House,28,DEM,Henry Cuellar,43,15,26,0,2
Wilson,Box 311,Railroad Commissioner,,REP,Weston Martinez,42,12,30,0,0
Wilson,Box 311,Railroad Commissioner,,REP,John Greytok,19,5,14,0,0
Wilson,Box 311,Railroad Commissioner,,REP,Wayne Christian,119,26,93,0,0
Wilson,Box 311,Railroad Commissioner,,REP,Ron Hale,87,24,61,0,2
Wilson,Box 311,Railroad Commissioner,,REP,Doug Jeffrey,61,9,51,0,1
Wilson,Box 311,Railroad Commissioner,,REP,Gary  Gates,116,29,84,1,2
Wilson,Box 311,Railroad Commissioner,,REP,Lance N. Christian,30,3,27,0,0
Wilson,Box 311,Railroad Commissioner,,DEM,Grady Yarbrough,21,7,14,0,0
Wilson,Box 311,Railroad Commissioner,,DEM,Lon Burnam,7,3,4,0,0
Wilson,Box 311,Railroad Commissioner,,DEM,Cody Garrett,12,3,9,0,0
Wilson,Box 311,State Senator,21,DEM,Judith Zaffirini,42,16,25,0,1
Wilson,Box 311,State Representative,44,REP,John Kuempel,479,112,358,2,7
Wilson,Box 311,State Representative,44,DEM,Robert M. Bohmfalk,40,15,24,0,1
Wilson,Box 311,District Attorney D81,,REP,Audrey Gossett Louis,457,117,333,1,6
Wilson,Box 311,District Attorney D81,,DEM,René M. Peña,42,16,25,0,1
Wilson,Box 311,County Attorney,,REP,Daynah J. Fallwell,163,43,118,2,0
Wilson,Box 311,County Attorney,,REP,Tom Caldwell,333,73,252,0,8
Wilson,Box 311,Sheriff,,REP,Chris Burchell,80,20,59,1,0
Wilson,Box 311,Sheriff,,REP,"Lowell C. Hull, Jr.",156,43,111,0,2
Wilson,Box 311,Sheriff,,REP,"Joe D. Tackitt, Jr.",347,71,269,1,6
Wilson,Box 311,Sheriff,,DEM,"Emmanuel Fultz, Sr.",40,16,23,0,1
Wilson,Box 311,Tax Assessor-Collector,,REP,Ray Wolff,197,52,142,1,2
Wilson,Box 311,Tax Assessor-Collector,,REP,Dawn Polasek Barnett,318,70,243,1,4
Wilson,Box 311,County Chairman,,REP,Ruby Manen,422,98,317,1,6
Wilson,Box 311,County Chairman,,DEM,Stacey Tisdale,39,14,24,0,1
Wilson,Box 311,Proposition 1,,REP,FOR,443,98,339,2,4
Wilson,Box 311,Proposition 1,,REP,AGAINST,128,31,95,0,2
Wilson,Box 311,Proposition 2,,REP,FOR,383,90,285,1,7
Wilson,Box 311,Proposition 2,,REP,AGAINST,196,40,155,1,0
Wilson,Box 311,Proposition 3,,REP,FOR,462,103,353,2,4
Wilson,Box 311,Proposition 3,,REP,AGAINST,110,24,82,0,4
Wilson,Box 311,Proposition 4,,REP,FOR,530,117,404,2,7
Wilson,Box 311,Proposition 4,,REP,AGAINST,20,7,13,0,0
Wilson,Box 311,Referendum 1,,DEM,FOR,49,15,32,0,2
Wilson,Box 311,Referendum 1,,DEM,AGAINST,2,1,1,0,0
Wilson,Box 311,Referendum 2,,DEM,FOR,49,15,32,0,2
Wilson,Box 311,Referendum 2,,DEM,AGAINST,2,1,1,0,0
Wilson,Box 311,Referendum 3,,DEM,FOR,50,15,33,0,2
Wilson,Box 311,Referendum 3,,DEM,AGAINST,2,1,1,0,0
Wilson,Box 311,Referendum 4,,DEM,FOR,45,15,28,0,2
Wilson,Box 311,Referendum 4,,DEM,AGAINST,4,1,3,0,0
Wilson,Box 311,Referendum 5,,DEM,FOR,42,15,25,0,2
Wilson,Box 311,Referendum 5,,DEM,AGAINST,10,1,9,0,0
Wilson,Box 311,Referendum 6,,DEM,FOR,48,15,31,0,2
Wilson,Box 311,Referendum 6,,DEM,AGAINST,4,1,3,0,0
Wilson,Box 312,President,,REP,Lindsey Graham,0,0,0,0,0
Wilson,Box 312,President,,REP,Ted Cruz,424,68,351,0,5
Wilson,Box 312,President,,REP,Marco Rubio,103,35,68,0,0
Wilson,Box 312,President,,REP,Chris Christie,0,0,0,0,0
Wilson,Box 312,President,,REP,Jeb Bush,7,7,0,0,0
Wilson,Box 312,President,,REP,Rand Paul,3,0,3,0,0
Wilson,Box 312,President,,REP,Rick Santorum,0,0,0,0,0
Wilson,Box 312,President,,REP,Ben Carson,36,5,31,0,0
Wilson,Box 312,President,,REP,John R. Kasich,19,6,13,0,0
Wilson,Box 312,President,,REP,Carly Fiorina,0,0,0,0,0
Wilson,Box 312,President,,REP,Donald J. Trump,223,61,159,0,3
Wilson,Box 312,President,,REP,Mike Huckabee,2,0,2,0,0
Wilson,Box 312,President,,REP,Elizabeth Gray,0,0,0,0,0
Wilson,Box 312,President,,REP,Uncommitted,7,3,4,0,0
Wilson,Box 312,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Wilson,Box 312,President,,DEM,Star Locke,0,0,0,0,0
Wilson,Box 312,President,,DEM,Hillary Clinton,45,12,30,0,3
Wilson,Box 312,President,,DEM,Bernie Sanders,28,5,23,0,0
Wilson,Box 312,President,,DEM,Keith Judd,0,0,0,0,0
Wilson,Box 312,President,,DEM,Willie L. Wilson,0,0,0,0,0
Wilson,Box 312,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Wilson,Box 312,President,,DEM,Roque De La Fuente,0,0,0,0,0
Wilson,Box 312,U.S. House,28,REP,Zeffen Hardin,585,146,434,0,5
Wilson,Box 312,U.S. House,28,DEM,William R. Hayward,16,3,12,0,1
Wilson,Box 312,U.S. House,28,DEM,Henry Cuellar,50,12,36,0,2
Wilson,Box 312,Railroad Commissioner,,REP,Weston Martinez,50,18,32,0,0
Wilson,Box 312,Railroad Commissioner,,REP,John Greytok,33,7,26,0,0
Wilson,Box 312,Railroad Commissioner,,REP,Wayne Christian,166,40,126,0,0
Wilson,Box 312,Railroad Commissioner,,REP,Ron Hale,127,26,101,0,0
Wilson,Box 312,Railroad Commissioner,,REP,Doug Jeffrey,67,18,49,0,0
Wilson,Box 312,Railroad Commissioner,,REP,Gary  Gates,124,30,94,0,0
Wilson,Box 312,Railroad Commissioner,,REP,Lance N. Christian,52,12,38,0,2
Wilson,Box 312,Railroad Commissioner,,DEM,Grady Yarbrough,23,6,16,0,1
Wilson,Box 312,Railroad Commissioner,,DEM,Lon Burnam,6,4,2,0,0
Wilson,Box 312,Railroad Commissioner,,DEM,Cody Garrett,29,4,23,0,2
Wilson,Box 312,State Senator,21,DEM,Judith Zaffirini,65,16,47,0,2
Wilson,Box 312,State Representative,44,REP,John Kuempel,651,159,487,0,5
Wilson,Box 312,State Representative,44,DEM,Robert M. Bohmfalk,59,15,42,0,2
Wilson,Box 312,District Attorney D81,,REP,Audrey Gossett Louis,604,154,446,0,4
Wilson,Box 312,District Attorney D81,,DEM,René M. Peña,61,15,44,0,2
Wilson,Box 312,County Attorney,,REP,Daynah J. Fallwell,180,53,127,0,0
Wilson,Box 312,County Attorney,,REP,Tom Caldwell,487,112,373,0,2
Wilson,Box 312,Sheriff,,REP,Chris Burchell,123,33,88,0,2
Wilson,Box 312,Sheriff,,REP,"Lowell C. Hull, Jr.",191,59,132,0,0
Wilson,Box 312,Sheriff,,REP,"Joe D. Tackitt, Jr.",465,90,372,0,3
Wilson,Box 312,Sheriff,,DEM,"Emmanuel Fultz, Sr.",55,14,39,0,2
Wilson,Box 312,Tax Assessor-Collector,,REP,Ray Wolff,255,49,202,0,4
Wilson,Box 312,Tax Assessor-Collector,,REP,Dawn Polasek Barnett,437,118,317,0,2
Wilson,Box 312,County Chairman,,REP,Ruby Manen,577,142,429,0,6
Wilson,Box 312,County Chairman,,DEM,Stacey Tisdale,58,14,42,0,2
Wilson,Box 312,Proposition 1,,REP,FOR,570,125,441,0,4
Wilson,Box 312,Proposition 1,,REP,AGAINST,189,51,136,0,2
Wilson,Box 312,Proposition 2,,REP,FOR,479,114,357,0,8
Wilson,Box 312,Proposition 2,,REP,AGAINST,282,63,219,0,0
Wilson,Box 312,Proposition 3,,REP,FOR,624,143,474,0,7
Wilson,Box 312,Proposition 3,,REP,AGAINST,125,33,92,0,0
Wilson,Box 312,Proposition 4,,REP,FOR,696,157,533,0,6
Wilson,Box 312,Proposition 4,,REP,AGAINST,26,9,17,0,0
Wilson,Box 312,Referendum 1,,DEM,FOR,64,14,48,0,2
Wilson,Box 312,Referendum 1,,DEM,AGAINST,4,1,3,0,0
Wilson,Box 312,Referendum 2,,DEM,FOR,64,16,45,0,3
Wilson,Box 312,Referendum 2,,DEM,AGAINST,5,0,5,0,0
Wilson,Box 312,Referendum 3,,DEM,FOR,69,16,51,0,2
Wilson,Box 312,Referendum 3,,DEM,AGAINST,1,0,1,0,0
Wilson,Box 312,Referendum 4,,DEM,FOR,62,15,46,0,1
Wilson,Box 312,Referendum 4,,DEM,AGAINST,2,0,2,0,0
Wilson,Box 312,Referendum 5,,DEM,FOR,57,16,40,0,1
Wilson,Box 312,Referendum 5,,DEM,AGAINST,11,0,11,0,0
Wilson,Box 312,Referendum 6,,DEM,FOR,63,15,45,0,3
Wilson,Box 312,Referendum 6,,DEM,AGAINST,6,1,5,0,0
Wilson,Box 313,President,,REP,Lindsey Graham,0,0,0,0,0
Wilson,Box 313,President,,REP,Ted Cruz,383,70,307,2,4
Wilson,Box 313,President,,REP,Marco Rubio,57,12,43,0,2
Wilson,Box 313,President,,REP,Chris Christie,1,0,1,0,0
Wilson,Box 313,President,,REP,Jeb Bush,4,3,1,0,0
Wilson,Box 313,President,,REP,Rand Paul,0,0,0,0,0
Wilson,Box 313,President,,REP,Rick Santorum,3,0,3,0,0
Wilson,Box 313,President,,REP,Ben Carson,31,4,27,0,0
Wilson,Box 313,President,,REP,John R. Kasich,13,3,10,0,0
Wilson,Box 313,President,,REP,Carly Fiorina,2,0,2,0,0
Wilson,Box 313,President,,REP,Donald J. Trump,236,66,170,0,0
Wilson,Box 313,President,,REP,Mike Huckabee,2,0,2,0,0
Wilson,Box 313,President,,REP,Elizabeth Gray,0,0,0,0,0
Wilson,Box 313,President,,REP,Uncommitted,12,3,8,0,1
Wilson,Box 313,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Wilson,Box 313,President,,DEM,Star Locke,0,0,0,0,0
Wilson,Box 313,President,,DEM,Hillary Clinton,93,14,76,0,3
Wilson,Box 313,President,,DEM,Bernie Sanders,33,8,25,0,0
Wilson,Box 313,President,,DEM,Keith Judd,0,0,0,0,0
Wilson,Box 313,President,,DEM,Willie L. Wilson,0,0,0,0,0
Wilson,Box 313,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Wilson,Box 313,President,,DEM,Roque De La Fuente,0,0,0,0,0
Wilson,Box 313,U.S. House,28,REP,Zeffen Hardin,541,122,412,2,5
Wilson,Box 313,U.S. House,28,DEM,William R. Hayward,21,5,16,0,0
Wilson,Box 313,U.S. House,28,DEM,Henry Cuellar,101,15,83,0,3
Wilson,Box 313,Railroad Commissioner,,REP,Weston Martinez,81,18,63,0,0
Wilson,Box 313,Railroad Commissioner,,REP,John Greytok,40,8,32,0,0
Wilson,Box 313,Railroad Commissioner,,REP,Wayne Christian,152,32,120,0,0
Wilson,Box 313,Railroad Commissioner,,REP,Ron Hale,97,22,74,0,1
Wilson,Box 313,Railroad Commissioner,,REP,Doug Jeffrey,65,15,49,1,0
Wilson,Box 313,Railroad Commissioner,,REP,Gary  Gates,106,22,80,0,4
Wilson,Box 313,Railroad Commissioner,,REP,Lance N. Christian,48,15,33,0,0
Wilson,Box 313,Railroad Commissioner,,DEM,Grady Yarbrough,44,11,32,0,1
Wilson,Box 313,Railroad Commissioner,,DEM,Lon Burnam,16,2,14,0,0
Wilson,Box 313,Railroad Commissioner,,DEM,Cody Garrett,47,6,39,0,2
Wilson,Box 313,State Senator,21,DEM,Judith Zaffirini,98,17,78,0,3
Wilson,Box 313,State Representative,44,REP,John Kuempel,584,131,446,2,5
Wilson,Box 313,State Representative,44,DEM,Robert M. Bohmfalk,95,17,77,0,1
Wilson,Box 313,District Attorney D81,,REP,Audrey Gossett Louis,554,124,423,2,5
Wilson,Box 313,District Attorney D81,,DEM,René M. Peña,100,16,82,0,2
Wilson,Box 313,County Attorney,,REP,Daynah J. Fallwell,211,47,161,0,3
Wilson,Box 313,County Attorney,,REP,Tom Caldwell,414,95,313,2,4
Wilson,Box 313,Sheriff,,REP,Chris Burchell,148,35,109,0,4
Wilson,Box 313,Sheriff,,REP,"Lowell C. Hull, Jr.",117,23,92,0,2
Wilson,Box 313,Sheriff,,REP,"Joe D. Tackitt, Jr.",448,105,339,2,2
Wilson,Box 313,Sheriff,,DEM,"Emmanuel Fultz, Sr.",95,16,76,0,3
Wilson,Box 313,Tax Assessor-Collector,,REP,Ray Wolff,282,52,229,1,0
Wilson,Box 313,Tax Assessor-Collector,,REP,Dawn Polasek Barnett,376,92,277,0,7
Wilson,Box 313,County Chairman,,REP,Ruby Manen,520,112,402,1,5
Wilson,Box 313,County Chairman,,DEM,Stacey Tisdale,90,17,70,0,3
Wilson,Box 313,Proposition 1,,REP,FOR,520,124,392,0,4
Wilson,Box 313,Proposition 1,,REP,AGAINST,163,26,134,1,2
Wilson,Box 313,Proposition 2,,REP,FOR,449,97,345,1,6
Wilson,Box 313,Proposition 2,,REP,AGAINST,250,57,193,0,0
Wilson,Box 313,Proposition 3,,REP,FOR,573,126,441,1,5
Wilson,Box 313,Proposition 3,,REP,AGAINST,124,26,97,0,1
Wilson,Box 313,Proposition 4,,REP,FOR,635,144,486,1,4
Wilson,Box 313,Proposition 4,,REP,AGAINST,20,3,17,0,0
Wilson,Box 313,Referendum 1,,DEM,FOR,101,18,80,0,3
Wilson,Box 313,Referendum 1,,DEM,AGAINST,12,3,9,0,0
Wilson,Box 313,Referendum 2,,DEM,FOR,106,18,85,0,3
Wilson,Box 313,Referendum 2,,DEM,AGAINST,9,2,7,0,0
Wilson,Box 313,Referendum 3,,DEM,FOR,105,22,80,0,3
Wilson,Box 313,Referendum 3,,DEM,AGAINST,10,0,10,0,0
Wilson,Box 313,Referendum 4,,DEM,FOR,98,18,77,0,3
Wilson,Box 313,Referendum 4,,DEM,AGAINST,10,2,8,0,0
Wilson,Box 313,Referendum 5,,DEM,FOR,90,16,71,0,3
Wilson,Box 313,Referendum 5,,DEM,AGAINST,27,6,21,0,0
Wilson,Box 313,Referendum 6,,DEM,FOR,101,21,77,0,3
Wilson,Box 313,Referendum 6,,DEM,AGAINST,15,1,14,0,0
Wilson,Box 414,President,,REP,Lindsey Graham,1,0,1,0,0
Wilson,Box 414,President,,REP,Ted Cruz,391,56,334,0,1
Wilson,Box 414,President,,REP,Marco Rubio,68,12,54,0,2
Wilson,Box 414,President,,REP,Chris Christie,1,0,1,0,0
Wilson,Box 414,President,,REP,Jeb Bush,2,1,1,0,0
Wilson,Box 414,President,,REP,Rand Paul,0,0,0,0,0
Wilson,Box 414,President,,REP,Rick Santorum,0,0,0,0,0
Wilson,Box 414,President,,REP,Ben Carson,34,0,33,0,1
Wilson,Box 414,President,,REP,John R. Kasich,8,2,6,0,0
Wilson,Box 414,President,,REP,Carly Fiorina,0,0,0,0,0
Wilson,Box 414,President,,REP,Donald J. Trump,248,38,208,0,2
Wilson,Box 414,President,,REP,Mike Huckabee,1,0,1,0,0
Wilson,Box 414,President,,REP,Elizabeth Gray,0,0,0,0,0
Wilson,Box 414,President,,REP,Uncommitted,5,1,4,0,0
Wilson,Box 414,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Wilson,Box 414,President,,DEM,Star Locke,0,0,0,0,0
Wilson,Box 414,President,,DEM,Hillary Clinton,58,5,50,0,3
Wilson,Box 414,President,,DEM,Bernie Sanders,24,6,13,0,5
Wilson,Box 414,President,,DEM,Keith Judd,0,0,0,0,0
Wilson,Box 414,President,,DEM,Willie L. Wilson,1,0,1,0,0
Wilson,Box 414,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Wilson,Box 414,President,,DEM,Roque De La Fuente,1,0,1,0,0
Wilson,Box 414,U.S. House,15,REP,Tim Westley,435,67,364,0,4
Wilson,Box 414,U.S. House,15,REP,Xavier Salinas,104,16,88,0,0
Wilson,Box 414,U.S. House,15,REP,Ruben O. Villarreal,91,15,74,0,2
Wilson,Box 414,U.S. House,15,DEM,Rance G. Sweeten,9,0,9,0,0
Wilson,Box 414,U.S. House,15,DEM,Joel Quintanilla,27,1,23,0,3
Wilson,Box 414,U.S. House,15,DEM,"Juan Palacios, Jr.",2,0,2,0,0
Wilson,Box 414,U.S. House,15,DEM,Ruben R. Hinojosa,12,4,8,0,0
Wilson,Box 414,U.S. House,15,DEM,Vicente Gonzalez,7,0,4,0,3
Wilson,Box 414,U.S. House,15,DEM,Dolly Elizondo,19,4,13,0,2
Wilson,Box 414,Railroad Commissioner,,REP,Weston Martinez,67,9,58,0,0
Wilson,Box 414,Railroad Commissioner,,REP,John Greytok,39,2,37,0,0
Wilson,Box 414,Railroad Commissioner,,REP,Wayne Christian,130,19,111,0,0
Wilson,Box 414,Railroad Commissioner,,REP,Ron Hale,123,22,101,0,0
Wilson,Box 414,Railroad Commissioner,,REP,Doug Jeffrey,66,12,52,0,2
Wilson,Box 414,Railroad Commissioner,,REP,Gary  Gates,138,24,110,0,4
Wilson,Box 414,Railroad Commissioner,,REP,Lance N. Christian,48,4,44,0,0
Wilson,Box 414,Railroad Commissioner,,DEM,Grady Yarbrough,35,4,25,0,6
Wilson,Box 414,Railroad Commissioner,,DEM,Lon Burnam,17,3,14,0,0
Wilson,Box 414,Railroad Commissioner,,DEM,Cody Garrett,22,4,18,0,0
Wilson,Box 414,State Senator,21,DEM,Judith Zaffirini,73,9,56,0,8
Wilson,Box 414,State Representative,44,REP,John Kuempel,607,92,509,0,6
Wilson,Box 414,State Representative,44,DEM,Robert M. Bohmfalk,65,9,50,0,6
Wilson,Box 414,District Attorney D81,,REP,Audrey Gossett Louis,554,88,460,0,6
Wilson,Box 414,District Attorney D81,,DEM,René M. Peña,77,9,60,0,8
Wilson,Box 414,County Attorney,,REP,Daynah J. Fallwell,200,31,167,0,2
Wilson,Box 414,County Attorney,,REP,Tom Caldwell,443,65,374,0,4
Wilson,Box 414,Sheriff,,REP,Chris Burchell,116,27,88,0,1
Wilson,Box 414,Sheriff,,REP,"Lowell C. Hull, Jr.",194,29,165,0,0
Wilson,Box 414,Sheriff,,REP,"Joe D. Tackitt, Jr.",417,50,361,0,6
Wilson,Box 414,Sheriff,,DEM,"Emmanuel Fultz, Sr.",68,8,53,0,7
Wilson,Box 414,Tax Assessor-Collector,,REP,Ray Wolff,449,57,390,0,2
Wilson,Box 414,Tax Assessor-Collector,,REP,Dawn Polasek Barnett,266,47,214,0,5
Wilson,Box 414,County Chairman,,REP,Ruby Manen,521,78,437,0,6
Wilson,Box 414,County Chairman,,DEM,Stacey Tisdale,67,9,52,0,6
Wilson,Box 414,Proposition 1,,REP,FOR,544,77,465,0,2
Wilson,Box 414,Proposition 1,,REP,AGAINST,161,25,132,0,4
Wilson,Box 414,Proposition 2,,REP,FOR,444,75,366,0,3
Wilson,Box 414,Proposition 2,,REP,AGAINST,270,31,236,0,3
Wilson,Box 414,Proposition 3,,REP,FOR,583,90,490,0,3
Wilson,Box 414,Proposition 3,,REP,AGAINST,128,16,111,0,1
Wilson,Box 414,Proposition 4,,REP,FOR,679,106,567,0,6
Wilson,Box 414,Proposition 4,,REP,AGAINST,28,1,27,0,0
Wilson,Box 414,Referendum 1,,DEM,FOR,67,7,53,0,7
Wilson,Box 414,Referendum 1,,DEM,AGAINST,7,1,5,0,1
Wilson,Box 414,Referendum 2,,DEM,FOR,71,7,57,0,7
Wilson,Box 414,Referendum 2,,DEM,AGAINST,2,0,1,0,1
Wilson,Box 414,Referendum 3,,DEM,FOR,62,5,50,0,7
Wilson,Box 414,Referendum 3,,DEM,AGAINST,11,3,7,0,1
Wilson,Box 414,Referendum 4,,DEM,FOR,62,5,50,0,7
Wilson,Box 414,Referendum 4,,DEM,AGAINST,9,2,7,0,0
Wilson,Box 414,Referendum 5,,DEM,FOR,52,7,40,0,5
Wilson,Box 414,Referendum 5,,DEM,AGAINST,24,1,20,0,3
Wilson,Box 414,Referendum 6,,DEM,FOR,62,4,51,0,7
Wilson,Box 414,Referendum 6,,DEM,AGAINST,13,4,8,0,1
Wilson,Box 415,President,,REP,Lindsey Graham,2,1,1,0,0
Wilson,Box 415,President,,REP,Ted Cruz,532,145,380,0,7
Wilson,Box 415,President,,REP,Marco Rubio,121,47,73,0,1
Wilson,Box 415,President,,REP,Chris Christie,1,1,0,0,0
Wilson,Box 415,President,,REP,Jeb Bush,8,7,1,0,0
Wilson,Box 415,President,,REP,Rand Paul,1,0,1,0,0
Wilson,Box 415,President,,REP,Rick Santorum,0,0,0,0,0
Wilson,Box 415,President,,REP,Ben Carson,30,9,21,0,0
Wilson,Box 415,President,,REP,John R. Kasich,21,8,13,0,0
Wilson,Box 415,President,,REP,Carly Fiorina,0,0,0,0,0
Wilson,Box 415,President,,REP,Donald J. Trump,289,92,196,1,0
Wilson,Box 415,President,,REP,Mike Huckabee,0,0,0,0,0
Wilson,Box 415,President,,REP,Elizabeth Gray,0,0,0,0,0
Wilson,Box 415,President,,REP,Uncommitted,4,2,2,0,0
Wilson,Box 415,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Wilson,Box 415,President,,DEM,Star Locke,0,0,0,0,0
Wilson,Box 415,President,,DEM,Hillary Clinton,92,32,59,0,1
Wilson,Box 415,President,,DEM,Bernie Sanders,33,8,23,0,2
Wilson,Box 415,President,,DEM,Keith Judd,0,0,0,0,0
Wilson,Box 415,President,,DEM,Willie L. Wilson,0,0,0,0,0
Wilson,Box 415,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Wilson,Box 415,President,,DEM,Roque De La Fuente,0,0,0,0,0
Wilson,Box 415,U.S. House,28,REP,Zeffen Hardin,760,249,505,0,6
Wilson,Box 415,U.S. House,28,DEM,William R. Hayward,25,10,15,0,0
Wilson,Box 415,U.S. House,28,DEM,Henry Cuellar,96,30,63,0,3
Wilson,Box 415,Railroad Commissioner,,REP,Weston Martinez,99,30,68,0,1
Wilson,Box 415,Railroad Commissioner,,REP,John Greytok,66,14,52,0,0
Wilson,Box 415,Railroad Commissioner,,REP,Wayne Christian,188,66,120,0,2
Wilson,Box 415,Railroad Commissioner,,REP,Ron Hale,156,52,104,0,0
Wilson,Box 415,Railroad Commissioner,,REP,Doug Jeffrey,69,26,43,0,0
Wilson,Box 415,Railroad Commissioner,,REP,Gary  Gates,177,68,106,0,3
Wilson,Box 415,Railroad Commissioner,,REP,Lance N. Christian,70,18,49,1,2
Wilson,Box 415,Railroad Commissioner,,DEM,Grady Yarbrough,52,15,36,0,1
Wilson,Box 415,Railroad Commissioner,,DEM,Lon Burnam,28,9,19,0,0
Wilson,Box 415,Railroad Commissioner,,DEM,Cody Garrett,30,12,16,0,2
Wilson,Box 415,State Senator,21,DEM,Judith Zaffirini,111,37,72,0,2
Wilson,Box 415,State Representative,44,REP,John Kuempel,794,269,517,1,7
Wilson,Box 415,State Representative,44,DEM,Robert M. Bohmfalk,105,34,70,0,1
Wilson,Box 415,District Attorney D81,,REP,Audrey Gossett Louis,764,254,504,0,6
Wilson,Box 415,District Attorney D81,,DEM,René M. Peña,108,35,71,0,2
Wilson,Box 415,County Attorney,,REP,Daynah J. Fallwell,231,90,137,0,4
Wilson,Box 415,County Attorney,,REP,Tom Caldwell,607,190,415,1,1
Wilson,Box 415,Sheriff,,REP,Chris Burchell,191,60,128,0,3
Wilson,Box 415,Sheriff,,REP,"Lowell C. Hull, Jr.",154,58,93,1,2
Wilson,Box 415,Sheriff,,REP,"Joe D. Tackitt, Jr.",604,185,416,0,3
Wilson,Box 415,Sheriff,,DEM,"Emmanuel Fultz, Sr.",98,31,65,0,2
Wilson,Box 415,Tax Assessor-Collector,,REP,Ray Wolff,359,125,233,0,1
Wilson,Box 415,Tax Assessor-Collector,,REP,Dawn Polasek Barnett,501,155,341,1,4
Wilson,Box 415,County Chairman,,REP,Ruby Manen,725,239,480,0,6
Wilson,Box 415,County Chairman,,DEM,Stacey Tisdale,102,34,67,0,1
Wilson,Box 415,Proposition 1,,REP,FOR,746,239,505,1,1
Wilson,Box 415,Proposition 1,,REP,AGAINST,199,59,136,0,4
Wilson,Box 415,Proposition 2,,REP,FOR,629,195,429,0,5
Wilson,Box 415,Proposition 2,,REP,AGAINST,322,106,212,1,3
Wilson,Box 415,Proposition 3,,REP,FOR,770,255,509,0,6
Wilson,Box 415,Proposition 3,,REP,AGAINST,168,45,122,1,0
Wilson,Box 415,Proposition 4,,REP,FOR,925,294,622,1,8
Wilson,Box 415,Proposition 4,,REP,AGAINST,26,9,17,0,0
Wilson,Box 415,Referendum 1,,DEM,FOR,104,33,68,0,3
Wilson,Box 415,Referendum 1,,DEM,AGAINST,11,5,6,0,0
Wilson,Box 415,Referendum 2,,DEM,FOR,106,36,68,0,2
Wilson,Box 415,Referendum 2,,DEM,AGAINST,8,2,5,0,1
Wilson,Box 415,Referendum 3,,DEM,FOR,103,34,66,0,3
Wilson,Box 415,Referendum 3,,DEM,AGAINST,12,4,8,0,0
Wilson,Box 415,Referendum 4,,DEM,FOR,100,31,66,0,3
Wilson,Box 415,Referendum 4,,DEM,AGAINST,13,6,7,0,0
Wilson,Box 415,Referendum 5,,DEM,FOR,86,29,54,0,3
Wilson,Box 415,Referendum 5,,DEM,AGAINST,27,9,18,0,0
Wilson,Box 415,Referendum 6,,DEM,FOR,100,33,65,0,2
Wilson,Box 415,Referendum 6,,DEM,AGAINST,16,5,10,0,1
Wilson,Box 416,President,,REP,Lindsey Graham,0,0,0,0,0
Wilson,Box 416,President,,REP,Ted Cruz,323,101,216,0,6
Wilson,Box 416,President,,REP,Marco Rubio,89,21,64,0,4
Wilson,Box 416,President,,REP,Chris Christie,0,0,0,0,0
Wilson,Box 416,President,,REP,Jeb Bush,9,7,2,0,0
Wilson,Box 416,President,,REP,Rand Paul,0,0,0,0,0
Wilson,Box 416,President,,REP,Rick Santorum,0,0,0,0,0
Wilson,Box 416,President,,REP,Ben Carson,25,11,14,0,0
Wilson,Box 416,President,,REP,John R. Kasich,14,2,12,0,0
Wilson,Box 416,President,,REP,Carly Fiorina,0,0,0,0,0
Wilson,Box 416,President,,REP,Donald J. Trump,159,53,106,0,0
Wilson,Box 416,President,,REP,Mike Huckabee,0,0,0,0,0
Wilson,Box 416,President,,REP,Elizabeth Gray,0,0,0,0,0
Wilson,Box 416,President,,REP,Uncommitted,7,4,2,0,1
Wilson,Box 416,President,,DEM,Martin J. O'Malley,1,0,1,0,0
Wilson,Box 416,President,,DEM,Star Locke,1,0,1,0,0
Wilson,Box 416,President,,DEM,Hillary Clinton,93,29,63,0,1
Wilson,Box 416,President,,DEM,Bernie Sanders,45,10,32,0,3
Wilson,Box 416,President,,DEM,Keith Judd,0,0,0,0,0
Wilson,Box 416,President,,DEM,Willie L. Wilson,2,0,1,0,1
Wilson,Box 416,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Wilson,Box 416,President,,DEM,Roque De La Fuente,2,0,2,0,0
Wilson,Box 416,U.S. House,28,REP,Zeffen Hardin,468,154,306,0,8
Wilson,Box 416,U.S. House,28,DEM,William R. Hayward,15,4,10,0,1
Wilson,Box 416,U.S. House,28,DEM,Henry Cuellar,123,36,83,0,4
Wilson,Box 416,Railroad Commissioner,,REP,Weston Martinez,73,23,49,0,1
Wilson,Box 416,Railroad Commissioner,,REP,John Greytok,25,4,21,0,0
Wilson,Box 416,Railroad Commissioner,,REP,Wayne Christian,128,43,82,0,3
