county,precinct,office,district,party,candidate,votes,early_votes,election_day
Milam,101,President,,REP,Jeb Bush,26,23,3
Milam,101,President,,REP,Marco Rubio,118,77,41
Milam,101,President,,REP,Elizabeth Gray,1,1,0
Milam,101,President,,REP,Rick Santorum,1,1,0
Milam,101,President,,REP,Ted Cruz,372,221,151
Milam,101,President,,REP,John R. Kasich,23,18,5
Milam,101,President,,REP,Donald J. Trump,257,159,98
Milam,101,President,,REP,Mike Huckabee,0,0,0
Milam,101,President,,REP,Ben Carson,21,14,7
Milam,101,President,,REP,Chris Christie,2,2,0
Milam,101,President,,REP,Lindsey Graham,0,0,0
Milam,101,President,,REP,Rand Paul,4,4,0
Milam,101,President,,REP,Carly Fiorina,1,0,1
Milam,101,President,,REP,Uncommitted,20,13,7
Milam,101,U.S. House,17,REP,Ralph Patterson,135,70,65
Milam,101,U.S. House,17,REP,Bill Flores,623,404,219
Milam,101,U.S. House,17,REP,Kaleb Sims,32,20,12
Milam,101,Railroad Commissioner,,REP,Gary Gates,171,127,44
Milam,101,Railroad Commissioner,,REP,Weston Martinez,50,24,26
Milam,101,Railroad Commissioner,,REP,John Greytok,35,20,15
Milam,101,Railroad Commissioner,,REP,Lance N. Christian,87,51,36
Milam,101,Railroad Commissioner,,REP,Ron Hale,110,63,47
Milam,101,Railroad Commissioner,,REP,Doug Jeffrey,55,30,25
Milam,101,Railroad Commissioner,,REP,Wayne Christian,97,57,40
Milam,101,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,392,258,134
Milam,101,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,271,162,109
Milam,101,"Justice, Supreme Court, Place 5",,REP,Rick Green,429,254,175
Milam,101,"Justice, Supreme Court, Place 5",,REP,Paul Green,202,139,63
Milam,101,"Justice, Supreme Court, Place 9",,REP,Joe Pool,359,223,136
Milam,101,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,289,183,106
Milam,101,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,147,79,68
Milam,101,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,267,173,94
Milam,101,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,189,124,65
Milam,101,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,140,92,48
Milam,101,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,278,169,109
Milam,101,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,52,35,17
Milam,101,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,135,81,54
Milam,101,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,370,245,125
Milam,101,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,214,117,97
Milam,101,"Member, State Board of Education",10,REP,Tom Maynard,574,355,219
Milam,101,State Representative,20,REP,Terry Wilson,389,242,147
Milam,101,State Representative,20,REP,Marsha Farney,372,239,133
Milam,101,"Justice, 3rd Court of Appeals District, Place 2, Unexpired Term",,REP,Cindy Olson Bourland,541,336,205
Milam,101,"Justice, 3rd Court of Appeals District, Place 4",,REP,Melissa Goodwin,576,362,214
Milam,101,"District Judge, 20th District Court",,REP,John W. Youngblood,745,469,276
