county,precinct,office,district,candidate,party,votes,mail,early_votes,election_day,provisional
Bell,101,Straight Party,,,REP,1718,138,1209,368,3
Bell,102,Straight Party,,,REP,836,77,609,147,3
Bell,103,Straight Party,,,REP,1021,50,726,240,5
Bell,104,Straight Party,,,REP,2126,131,1496,490,9
Bell,105,Straight Party,,,REP,471,22,223,225,1
Bell,106,Straight Party,,,REP,521,34,322,164,1
Bell,107,Straight Party,,,REP,125,10,32,83,0
Bell,108,Straight Party,,,REP,433,23,165,245,0
Bell,109,Straight Party,,,REP,309,18,202,88,1
Bell,110,Straight Party,,,REP,200,59,75,65,1
Bell,111,Straight Party,,,REP,1137,80,742,313,2
Bell,113,Straight Party,,,REP,93,13,71,9,0
Bell,201,Straight Party,,,REP,605,50,423,131,1
Bell,202,Straight Party,,,REP,1201,119,849,230,3
Bell,203,Straight Party,,,REP,2030,133,1535,351,11
Bell,204,Straight Party,,,REP,339,55,190,92,2
Bell,205,Straight Party,,,REP,462,50,286,123,3
Bell,206,Straight Party,,,REP,199,17,133,49,0
Bell,207,Straight Party,,,REP,362,34,215,110,3
Bell,208,Straight Party,,,REP,715,58,465,192,0
Bell,209,Straight Party,,,REP,1189,112,805,268,4
Bell,210,Straight Party,,,REP,710,73,399,238,0
Bell,301,Straight Party,,,REP,1076,50,561,463,2
Bell,302,Straight Party,,,REP,841,81,540,217,3
Bell,303,Straight Party,,,REP,871,98,564,206,3
Bell,304,Straight Party,,,REP,205,14,133,57,1
Bell,305,Straight Party,,,REP,732,91,468,170,3
Bell,306,Straight Party,,,REP,246,38,147,60,1
Bell,307,Straight Party,,,REP,207,10,117,79,1
Bell,308,Straight Party,,,REP,298,23,170,105,0
Bell,309,Straight Party,,,REP,206,7,111,88,0
Bell,310,Straight Party,,,REP,142,4,63,74,1
Bell,311,Straight Party,,,REP,886,66,490,326,4
Bell,312,Straight Party,,,REP,577,16,329,231,1
Bell,313,Straight Party,,,REP,746,94,495,152,5
Bell,314,Straight Party,,,REP,522,60,323,137,2
Bell,315,Straight Party,,,REP,1418,86,961,371,0
Bell,317,Straight Party,,,REP,1798,193,1151,447,7
Bell,401,Straight Party,,,REP,275,19,111,145,0
Bell,402,Straight Party,,,REP,634,46,342,243,3
Bell,404,Straight Party,,,REP,486,44,284,157,1
Bell,405,Straight Party,,,REP,450,38,209,201,2
Bell,406,Straight Party,,,REP,337,25,220,89,3
Bell,408,Straight Party,,,REP,667,55,437,175,0
Bell,409,Straight Party,,,REP,258,18,162,77,1
Bell,410,Straight Party,,,REP,223,14,122,84,3
Bell,412,Straight Party,,,REP,432,27,249,153,3
Bell,413,Straight Party,,,REP,638,41,334,261,2
Bell,Total,Straight Party,,,REP,31973,2614,20265,8989,105
Bell,101,Straight Party,,,DEM,399,20,286,93,0
Bell,102,Straight Party,,,DEM,231,12,153,66,0
Bell,103,Straight Party,,,DEM,459,31,272,153,3
Bell,104,Straight Party,,,DEM,466,45,325,95,1
Bell,105,Straight Party,,,DEM,81,4,38,38,1
Bell,106,Straight Party,,,DEM,1099,49,726,321,3
Bell,107,Straight Party,,,DEM,66,8,12,45,1
Bell,108,Straight Party,,,DEM,70,5,29,36,0
Bell,109,Straight Party,,,DEM,477,38,310,129,0
Bell,110,Straight Party,,,DEM,142,30,58,54,0
Bell,111,Straight Party,,,DEM,567,22,379,165,1
Bell,113,Straight Party,,,DEM,19,3,10,6,0
Bell,201,Straight Party,,,DEM,555,22,372,161,0
Bell,202,Straight Party,,,DEM,641,46,440,155,0
Bell,203,Straight Party,,,DEM,395,26,298,69,2
Bell,204,Straight Party,,,DEM,392,25,244,120,3
Bell,205,Straight Party,,,DEM,1053,71,704,275,3
Bell,206,Straight Party,,,DEM,389,23,253,111,2
Bell,207,Straight Party,,,DEM,658,24,440,193,1
Bell,208,Straight Party,,,DEM,1419,84,1006,323,6
Bell,209,Straight Party,,,DEM,1105,74,820,208,3
Bell,210,Straight Party,,,DEM,968,51,643,272,2
Bell,301,Straight Party,,,DEM,180,3,96,81,0
Bell,302,Straight Party,,,DEM,471,23,309,138,1
Bell,303,Straight Party,,,DEM,691,35,493,160,3
Bell,304,Straight Party,,,DEM,80,3,58,19,0
Bell,305,Straight Party,,,DEM,277,30,176,71,0
Bell,306,Straight Party,,,DEM,426,39,235,147,5
Bell,307,Straight Party,,,DEM,720,58,419,240,3
Bell,308,Straight Party,,,DEM,321,22,213,85,1
Bell,309,Straight Party,,,DEM,37,1,16,20,0
Bell,310,Straight Party,,,DEM,21,3,11,7,0
Bell,311,Straight Party,,,DEM,139,8,81,50,0
Bell,312,Straight Party,,,DEM,116,11,48,57,0
Bell,313,Straight Party,,,DEM,269,33,171,65,0
Bell,314,Straight Party,,,DEM,376,22,229,123,2
Bell,315,Straight Party,,,DEM,551,25,390,136,0
Bell,317,Straight Party,,,DEM,697,64,465,167,1
Bell,401,Straight Party,,,DEM,95,8,57,30,0
Bell,402,Straight Party,,,DEM,225,14,150,59,2
Bell,404,Straight Party,,,DEM,902,57,560,281,4
Bell,405,Straight Party,,,DEM,1114,60,647,406,1
Bell,406,Straight Party,,,DEM,479,28,276,175,0
Bell,408,Straight Party,,,DEM,1184,67,755,359,3
Bell,409,Straight Party,,,DEM,269,4,200,65,0
Bell,410,Straight Party,,,DEM,465,21,244,199,1
Bell,412,Straight Party,,,DEM,1220,48,746,424,2
Bell,413,Straight Party,,,DEM,1246,36,783,426,1
Bell,Total,Straight Party,,,DEM,24222,1436,15646,7078,62
Bell,101,Straight Party,,,LIB,33,2,15,16,0
Bell,102,Straight Party,,,LIB,28,3,16,9,0
Bell,103,Straight Party,,,LIB,19,0,8,11,0
Bell,104,Straight Party,,,LIB,25,0,19,6,0
Bell,105,Straight Party,,,LIB,4,0,2,2,0
Bell,106,Straight Party,,,LIB,29,0,11,18,0
Bell,107,Straight Party,,,LIB,1,0,0,1,0
Bell,108,Straight Party,,,LIB,5,0,2,3,0
Bell,109,Straight Party,,,LIB,16,1,7,8,0
Bell,110,Straight Party,,,LIB,16,2,5,9,0
Bell,111,Straight Party,,,LIB,24,1,8,15,0
Bell,113,Straight Party,,,LIB,1,0,1,0,0
Bell,201,Straight Party,,,LIB,21,2,13,6,0
Bell,202,Straight Party,,,LIB,30,2,12,16,0
Bell,203,Straight Party,,,LIB,19,3,8,8,0
Bell,204,Straight Party,,,LIB,12,0,5,7,0
Bell,205,Straight Party,,,LIB,22,1,12,9,0
Bell,206,Straight Party,,,LIB,13,1,5,7,0
Bell,207,Straight Party,,,LIB,26,5,12,9,0
Bell,208,Straight Party,,,LIB,37,5,20,12,0
Bell,209,Straight Party,,,LIB,54,3,35,16,0
Bell,210,Straight Party,,,LIB,31,2,13,16,0
Bell,301,Straight Party,,,LIB,11,0,5,6,0
Bell,302,Straight Party,,,LIB,22,1,14,7,0
Bell,303,Straight Party,,,LIB,18,3,11,4,0
Bell,304,Straight Party,,,LIB,0,0,0,0,0
Bell,305,Straight Party,,,LIB,18,0,13,5,0
Bell,306,Straight Party,,,LIB,8,1,2,5,0
Bell,307,Straight Party,,,LIB,10,1,3,6,0
Bell,308,Straight Party,,,LIB,12,1,6,5,0
Bell,309,Straight Party,,,LIB,0,0,0,0,0
Bell,310,Straight Party,,,LIB,0,0,0,0,0
Bell,311,Straight Party,,,LIB,11,0,5,6,0
Bell,312,Straight Party,,,LIB,7,0,1,6,0
Bell,313,Straight Party,,,LIB,7,0,5,2,0
Bell,314,Straight Party,,,LIB,18,1,9,8,0
Bell,315,Straight Party,,,LIB,38,0,22,16,0
Bell,317,Straight Party,,,LIB,29,1,16,11,1
Bell,401,Straight Party,,,LIB,5,0,2,3,0
Bell,402,Straight Party,,,LIB,9,0,4,5,0
Bell,404,Straight Party,,,LIB,33,1,11,21,0
Bell,405,Straight Party,,,LIB,41,4,13,23,1
Bell,406,Straight Party,,,LIB,12,0,6,6,0
Bell,408,Straight Party,,,LIB,35,7,17,11,0
Bell,409,Straight Party,,,LIB,11,0,9,2,0
Bell,410,Straight Party,,,LIB,19,0,7,12,0
Bell,412,Straight Party,,,LIB,29,0,6,23,0
Bell,413,Straight Party,,,LIB,39,3,17,19,0
Bell,Total,Straight Party,,,LIB,908,57,433,416,2
Bell,101,Straight Party,,,GRN,5,0,3,2,0
Bell,102,Straight Party,,,GRN,2,0,1,1,0
Bell,103,Straight Party,,,GRN,9,0,8,1,0
Bell,104,Straight Party,,,GRN,14,0,11,3,0
Bell,105,Straight Party,,,GRN,0,0,0,0,0
Bell,106,Straight Party,,,GRN,13,2,5,6,0
Bell,107,Straight Party,,,GRN,0,0,0,0,0
Bell,108,Straight Party,,,GRN,1,0,0,1,0
Bell,109,Straight Party,,,GRN,7,0,4,3,0
Bell,110,Straight Party,,,GRN,4,0,0,4,0
Bell,111,Straight Party,,,GRN,10,1,7,2,0
Bell,113,Straight Party,,,GRN,0,0,0,0,0
Bell,201,Straight Party,,,GRN,7,0,3,4,0
Bell,202,Straight Party,,,GRN,10,0,7,3,0
Bell,203,Straight Party,,,GRN,5,0,4,1,0
Bell,204,Straight Party,,,GRN,9,0,6,3,0
Bell,205,Straight Party,,,GRN,9,0,6,3,0
Bell,206,Straight Party,,,GRN,6,0,2,4,0
Bell,207,Straight Party,,,GRN,8,1,7,0,0
Bell,208,Straight Party,,,GRN,17,0,6,11,0
Bell,209,Straight Party,,,GRN,15,0,11,4,0
Bell,210,Straight Party,,,GRN,8,1,1,6,0
Bell,301,Straight Party,,,GRN,3,2,1,0,0
Bell,302,Straight Party,,,GRN,8,0,2,6,0
Bell,303,Straight Party,,,GRN,7,1,2,4,0
Bell,304,Straight Party,,,GRN,0,0,0,0,0
Bell,305,Straight Party,,,GRN,4,1,0,3,0
Bell,306,Straight Party,,,GRN,7,0,2,5,0
Bell,307,Straight Party,,,GRN,5,0,3,2,0
Bell,308,Straight Party,,,GRN,6,1,1,4,0
Bell,309,Straight Party,,,GRN,0,0,0,0,0
Bell,310,Straight Party,,,GRN,1,0,0,1,0
Bell,311,Straight Party,,,GRN,3,0,0,3,0
Bell,312,Straight Party,,,GRN,1,0,1,0,0
Bell,313,Straight Party,,,GRN,4,0,2,2,0
Bell,314,Straight Party,,,GRN,4,0,1,3,0
Bell,315,Straight Party,,,GRN,12,0,8,4,0
Bell,317,Straight Party,,,GRN,5,1,3,1,0
Bell,401,Straight Party,,,GRN,1,0,0,1,0
Bell,402,Straight Party,,,GRN,1,0,0,1,0
Bell,404,Straight Party,,,GRN,6,1,1,4,0
Bell,405,Straight Party,,,GRN,16,0,9,7,0
Bell,406,Straight Party,,,GRN,8,0,4,4,0
Bell,408,Straight Party,,,GRN,9,0,6,3,0
Bell,409,Straight Party,,,GRN,3,0,2,1,0
Bell,410,Straight Party,,,GRN,8,0,2,6,0
Bell,412,Straight Party,,,GRN,14,0,6,8,0
Bell,413,Straight Party,,,GRN,11,0,7,4,0
Bell,Total,Straight Party,,,GRN,306,12,155,139,0
Bell,101,President,,Donald Trump,REP,2837,205,2019,610,3
Bell,102,President,,Donald Trump,REP,1332,98,982,248,4
Bell,103,President,,Donald Trump,REP,1679,84,1210,380,5
Bell,104,President,,Donald Trump,REP,3428,173,2460,782,13
Bell,105,President,,Donald Trump,REP,798,37,363,397,1
Bell,106,President,,Donald Trump,REP,817,53,506,257,1
Bell,107,President,,Donald Trump,REP,200,13,52,135,0
Bell,108,President,,Donald Trump,REP,809,37,288,482,2
Bell,109,President,,Donald Trump,REP,471,29,306,135,1
Bell,110,President,,Donald Trump,REP,319,99,105,113,2
Bell,111,President,,Donald Trump,REP,1917,125,1230,558,4
Bell,113,President,,Donald Trump,REP,144,14,109,21,0
Bell,201,President,,Donald Trump,REP,919,63,651,203,2
Bell,202,President,,Donald Trump,REP,1991,185,1420,381,5
Bell,203,President,,Donald Trump,REP,3484,191,2658,621,14
Bell,204,President,,Donald Trump,REP,521,69,302,148,2
Bell,205,President,,Donald Trump,REP,751,67,494,187,3
Bell,206,President,,Donald Trump,REP,337,30,228,79,0
Bell,207,President,,Donald Trump,REP,575,57,334,180,4
Bell,208,President,,Donald Trump,REP,1121,81,735,304,1
Bell,209,President,,Donald Trump,REP,1957,170,1340,442,5
Bell,210,President,,Donald Trump,REP,1143,108,655,379,1
Bell,301,President,,Donald Trump,REP,1735,62,937,733,3
Bell,302,President,,Donald Trump,REP,1349,102,854,390,3
Bell,303,President,,Donald Trump,REP,1433,129,947,350,7
Bell,304,President,,Donald Trump,REP,340,17,233,87,3
Bell,305,President,,Donald Trump,REP,1168,109,779,277,3
Bell,306,President,,Donald Trump,REP,386,58,232,95,1
Bell,307,President,,Donald Trump,REP,353,17,209,125,2
Bell,308,President,,Donald Trump,REP,484,35,276,172,1
Bell,309,President,,Donald Trump,REP,416,12,202,202,0
Bell,310,President,,Donald Trump,REP,284,8,116,159,1
Bell,311,President,,Donald Trump,REP,1406,88,791,523,4
Bell,312,President,,Donald Trump,REP,972,25,523,421,3
Bell,313,President,,Donald Trump,REP,1191,123,806,256,6
Bell,314,President,,Donald Trump,REP,843,77,507,256,3
Bell,315,President,,Donald Trump,REP,2267,116,1551,600,0
Bell,317,President,,Donald Trump,REP,2780,256,1810,705,9
Bell,401,President,,Donald Trump,REP,500,19,197,284,0
Bell,402,President,,Donald Trump,REP,1071,66,582,418,5
Bell,404,President,,Donald Trump,REP,752,60,456,235,1
Bell,405,President,,Donald Trump,REP,711,65,345,299,2
Bell,406,President,,Donald Trump,REP,558,39,379,136,4
Bell,408,President,,Donald Trump,REP,1034,70,659,305,0
Bell,409,President,,Donald Trump,REP,427,25,266,135,1
Bell,410,President,,Donald Trump,REP,349,20,197,129,3
Bell,412,President,,Donald Trump,REP,699,52,390,254,3
Bell,413,President,,Donald Trump,REP,940,58,491,388,3
Bell,Total,President,,Donald Trump,REP,51998,3696,33182,14976,144
Bell,101,President,,Hillary Clinton,DEM,835,59,578,196,2
Bell,102,President,,Hillary Clinton,DEM,435,39,290,106,0
Bell,103,President,,Hillary Clinton,DEM,729,46,447,233,3
Bell,104,President,,Hillary Clinton,DEM,928,79,638,208,3
Bell,105,President,,Hillary Clinton,DEM,152,7,68,76,1
Bell,106,President,,Hillary Clinton,DEM,1550,86,1020,439,5
Bell,107,President,,Hillary Clinton,DEM,105,10,23,71,1
Bell,108,President,,Hillary Clinton,DEM,136,9,56,71,0
Bell,109,President,,Hillary Clinton,DEM,667,56,422,189,0
Bell,110,President,,Hillary Clinton,DEM,225,57,94,74,0
Bell,111,President,,Hillary Clinton,DEM,1012,54,679,275,4
Bell,113,President,,Hillary Clinton,DEM,30,3,22,5,0
Bell,201,President,,Hillary Clinton,DEM,857,44,571,242,0
Bell,202,President,,Hillary Clinton,DEM,1156,103,792,259,2
Bell,203,President,,Hillary Clinton,DEM,837,58,636,141,2
Bell,204,President,,Hillary Clinton,DEM,576,38,362,173,3
Bell,205,President,,Hillary Clinton,DEM,1446,100,989,354,3
Bell,206,President,,Hillary Clinton,DEM,577,38,369,167,3
Bell,207,President,,Hillary Clinton,DEM,975,45,645,283,2
Bell,208,President,,Hillary Clinton,DEM,2065,132,1469,458,6
Bell,209,President,,Hillary Clinton,DEM,1905,165,1402,333,5
Bell,210,President,,Hillary Clinton,DEM,1531,103,1003,421,4
Bell,301,President,,Hillary Clinton,DEM,302,10,163,129,0
Bell,302,President,,Hillary Clinton,DEM,809,47,521,240,1
Bell,303,President,,Hillary Clinton,DEM,1082,57,751,271,3
Bell,304,President,,Hillary Clinton,DEM,113,4,80,29,0
Bell,305,President,,Hillary Clinton,DEM,496,54,310,132,0
Bell,306,President,,Hillary Clinton,DEM,533,56,296,175,6
Bell,307,President,,Hillary Clinton,DEM,901,66,527,303,5
Bell,308,President,,Hillary Clinton,DEM,479,32,302,144,1
Bell,309,President,,Hillary Clinton,DEM,76,4,27,45,0
Bell,310,President,,Hillary Clinton,DEM,41,3,18,20,0
Bell,311,President,,Hillary Clinton,DEM,269,17,156,96,0
Bell,312,President,,Hillary Clinton,DEM,190,17,77,96,0
Bell,313,President,,Hillary Clinton,DEM,502,61,320,121,0
Bell,314,President,,Hillary Clinton,DEM,568,34,351,181,2
Bell,315,President,,Hillary Clinton,DEM,993,43,683,266,1
Bell,317,President,,Hillary Clinton,DEM,1243,110,826,305,2
Bell,401,President,,Hillary Clinton,DEM,157,13,85,59,0
Bell,402,President,,Hillary Clinton,DEM,420,26,284,108,2
Bell,404,President,,Hillary Clinton,DEM,1316,86,818,408,4
Bell,405,President,,Hillary Clinton,DEM,1555,104,935,515,1
Bell,406,President,,Hillary Clinton,DEM,706,50,411,245,0
Bell,408,President,,Hillary Clinton,DEM,1749,114,1134,497,4
Bell,409,President,,Hillary Clinton,DEM,444,15,319,110,0
Bell,410,President,,Hillary Clinton,DEM,595,27,320,246,2
