county,precinct,office,district,candidate,party,votes,mail,early_votes,election_day,provisional
Bell,412,President,,Hillary Clinton,DEM,1708,93,1042,570,3
Bell,413,President,,Hillary Clinton,DEM,1825,75,1123,626,1
Bell,Total,President,,Hillary Clinton,DEM,37801,2549,24454,10711,87
Bell,101,President,,Gary Johnson,LIB,184,17,113,54,0
Bell,102,President,,Gary Johnson,LIB,97,7,63,27,0
Bell,103,President,,Gary Johnson,LIB,86,2,53,31,0
Bell,104,President,,Gary Johnson,LIB,170,5,107,58,0
Bell,105,President,,Gary Johnson,LIB,28,0,9,19,0
Bell,106,President,,Gary Johnson,LIB,102,9,41,52,0
Bell,107,President,,Gary Johnson,LIB,3,0,0,3,0
Bell,108,President,,Gary Johnson,LIB,30,1,10,19,0
Bell,109,President,,Gary Johnson,LIB,45,6,16,23,0
Bell,110,President,,Gary Johnson,LIB,47,10,12,25,0
Bell,111,President,,Gary Johnson,LIB,125,9,58,57,1
Bell,113,President,,Gary Johnson,LIB,8,0,6,2,0
Bell,201,President,,Gary Johnson,LIB,67,6,42,19,0
Bell,202,President,,Gary Johnson,LIB,175,22,96,55,2
Bell,203,President,,Gary Johnson,LIB,134,7,80,47,0
Bell,204,President,,Gary Johnson,LIB,40,1,18,21,0
Bell,205,President,,Gary Johnson,LIB,66,6,35,25,0
Bell,206,President,,Gary Johnson,LIB,45,2,28,15,0
Bell,207,President,,Gary Johnson,LIB,90,12,39,38,1
Bell,208,President,,Gary Johnson,LIB,149,26,74,49,0
Bell,209,President,,Gary Johnson,LIB,207,40,111,55,1
Bell,210,President,,Gary Johnson,LIB,129,12,51,66,0
Bell,301,President,,Gary Johnson,LIB,70,4,28,38,0
Bell,302,President,,Gary Johnson,LIB,109,9,67,33,0
Bell,303,President,,Gary Johnson,LIB,93,15,45,33,0
Bell,304,President,,Gary Johnson,LIB,11,2,5,4,0
Bell,305,President,,Gary Johnson,LIB,78,6,42,30,0
Bell,306,President,,Gary Johnson,LIB,27,2,11,14,0
Bell,307,President,,Gary Johnson,LIB,37,1,14,22,0
Bell,308,President,,Gary Johnson,LIB,61,7,32,22,0
Bell,309,President,,Gary Johnson,LIB,13,0,7,6,0
Bell,310,President,,Gary Johnson,LIB,4,0,0,4,0
Bell,311,President,,Gary Johnson,LIB,46,2,19,25,0
Bell,312,President,,Gary Johnson,LIB,21,2,9,10,0
Bell,313,President,,Gary Johnson,LIB,66,3,37,26,0
Bell,314,President,,Gary Johnson,LIB,62,6,29,27,0
Bell,315,President,,Gary Johnson,LIB,203,13,110,80,0
Bell,317,President,,Gary Johnson,LIB,168,6,97,64,1
Bell,401,President,,Gary Johnson,LIB,31,4,14,13,0
Bell,402,President,,Gary Johnson,LIB,48,5,20,22,1
Bell,404,President,,Gary Johnson,LIB,88,9,34,45,0
Bell,405,President,,Gary Johnson,LIB,103,13,38,51,1
Bell,406,President,,Gary Johnson,LIB,40,5,20,15,0
Bell,408,President,,Gary Johnson,LIB,111,13,58,40,0
Bell,409,President,,Gary Johnson,LIB,47,1,28,18,0
Bell,410,President,,Gary Johnson,LIB,45,1,15,29,0
Bell,412,President,,Gary Johnson,LIB,91,9,33,49,0
Bell,413,President,,Gary Johnson,LIB,124,12,54,58,0
Bell,Total,President,,Gary Johnson,LIB,3824,350,1928,1538,8
Bell,101,President,,Jill Stein,GRN,29,4,12,13,0
Bell,102,President,,Jill Stein,GRN,13,0,4,9,0
Bell,103,President,,Jill Stein,GRN,19,0,11,8,0
Bell,104,President,,Jill Stein,GRN,26,0,19,7,0
Bell,105,President,,Jill Stein,GRN,4,0,2,2,0
Bell,106,President,,Jill Stein,GRN,31,2,12,17,0
Bell,107,President,,Jill Stein,GRN,0,0,0,0,0
Bell,108,President,,Jill Stein,GRN,4,0,0,4,0
Bell,109,President,,Jill Stein,GRN,15,0,11,4,0
Bell,110,President,,Jill Stein,GRN,6,0,1,5,0
Bell,111,President,,Jill Stein,GRN,25,1,14,10,0
Bell,113,President,,Jill Stein,GRN,2,1,1,0,0
Bell,201,President,,Jill Stein,GRN,18,0,10,8,0
Bell,202,President,,Jill Stein,GRN,26,2,17,7,0
Bell,203,President,,Jill Stein,GRN,25,1,16,8,0
Bell,204,President,,Jill Stein,GRN,16,0,7,9,0
Bell,205,President,,Jill Stein,GRN,15,0,10,5,0
Bell,206,President,,Jill Stein,GRN,12,1,6,5,0
Bell,207,President,,Jill Stein,GRN,20,1,11,8,0
Bell,208,President,,Jill Stein,GRN,37,0,18,19,0
Bell,209,President,,Jill Stein,GRN,37,4,23,10,0
Bell,210,President,,Jill Stein,GRN,27,3,12,12,0
Bell,301,President,,Jill Stein,GRN,8,2,2,4,0
Bell,302,President,,Jill Stein,GRN,29,0,13,16,0
Bell,303,President,,Jill Stein,GRN,19,2,9,8,0
Bell,304,President,,Jill Stein,GRN,2,0,0,2,0
Bell,305,President,,Jill Stein,GRN,13,1,4,8,0
Bell,306,President,,Jill Stein,GRN,10,0,2,8,0
Bell,307,President,,Jill Stein,GRN,4,0,2,2,0
Bell,308,President,,Jill Stein,GRN,18,1,6,11,0
Bell,309,President,,Jill Stein,GRN,1,0,0,1,0
Bell,310,President,,Jill Stein,GRN,4,0,0,4,0
Bell,311,President,,Jill Stein,GRN,10,0,4,6,0
Bell,312,President,,Jill Stein,GRN,4,0,1,3,0
Bell,313,President,,Jill Stein,GRN,16,0,11,5,0
Bell,314,President,,Jill Stein,GRN,11,0,5,6,0
Bell,315,President,,Jill Stein,GRN,30,2,15,13,0
Bell,317,President,,Jill Stein,GRN,25,3,16,6,0
Bell,401,President,,Jill Stein,GRN,9,0,3,6,0
Bell,402,President,,Jill Stein,GRN,13,0,5,8,0
Bell,404,President,,Jill Stein,GRN,26,3,7,16,0
Bell,405,President,,Jill Stein,GRN,30,2,21,7,0
Bell,406,President,,Jill Stein,GRN,17,1,7,9,0
Bell,408,President,,Jill Stein,GRN,26,3,14,9,0
Bell,409,President,,Jill Stein,GRN,8,1,5,2,0
Bell,410,President,,Jill Stein,GRN,14,1,5,8,0
Bell,412,President,,Jill Stein,GRN,29,2,13,14,0
Bell,413,President,,Jill Stein,GRN,29,0,15,14,0
Bell,Total,President,,Jill Stein,GRN,812,44,402,366,0
Bell,101,President,,Write-In,,74,10,38,26,0
Bell,102,President,,Write-In,,29,3,19,7,0
Bell,103,President,,Write-In,,25,4,14,7,0
Bell,104,President,,Write-In,,83,6,43,34,0
Bell,105,President,,Write-In,,5,0,2,3,0
Bell,106,President,,Write-In,,24,0,13,11,0
Bell,107,President,,Write-In,,2,0,0,2,0
Bell,108,President,,Write-In,,6,0,1,5,0
Bell,109,President,,Write-In,,9,1,3,5,0
Bell,110,President,,Write-In,,26,8,11,7,0
Bell,111,President,,Write-In,,36,2,15,19,0
Bell,113,President,,Write-In,,2,0,2,0,0
Bell,201,President,,Write-In,,23,3,11,9,0
Bell,202,President,,Write-In,,56,14,29,13,0
Bell,203,President,,Write-In,,61,3,44,14,0
Bell,204,President,,Write-In,,12,3,6,3,0
Bell,205,President,,Write-In,,21,5,10,6,0
Bell,206,President,,Write-In,,6,0,2,4,0
Bell,207,President,,Write-In,,11,1,4,6,0
Bell,208,President,,Write-In,,46,6,24,16,0
Bell,209,President,,Write-In,,78,11,40,27,0
Bell,210,President,,Write-In,,28,2,14,12,0
Bell,301,President,,Write-In,,17,0,4,13,0
Bell,302,President,,Write-In,,28,3,18,7,0
Bell,303,President,,Write-In,,24,3,9,12,0
Bell,304,President,,Write-In,,6,0,5,1,0
Bell,305,President,,Write-In,,37,3,20,14,0
Bell,306,President,,Write-In,,9,3,3,3,0
Bell,307,President,,Write-In,,11,0,5,6,0
Bell,308,President,,Write-In,,15,1,7,7,0
Bell,309,President,,Write-In,,4,0,0,4,0
Bell,310,President,,Write-In,,3,0,1,2,0
Bell,311,President,,Write-In,,13,3,6,4,0
Bell,312,President,,Write-In,,7,0,6,1,0
Bell,313,President,,Write-In,,34,1,20,13,0
Bell,314,President,,Write-In,,20,1,13,6,0
Bell,315,President,,Write-In,,77,6,37,34,0
Bell,317,President,,Write-In,,94,8,38,47,1
Bell,401,President,,Write-In,,13,2,4,7,0
Bell,402,President,,Write-In,,12,1,5,5,1
Bell,404,President,,Write-In,,24,4,11,9,0
Bell,405,President,,Write-In,,28,5,11,12,0
Bell,406,President,,Write-In,,7,1,4,2,0
Bell,408,President,,Write-In,,36,6,18,12,0
Bell,409,President,,Write-In,,9,1,2,6,0
Bell,410,President,,Write-In,,14,1,4,9,0
Bell,412,President,,Write-In,,28,6,12,10,0
Bell,413,President,,Write-In,,33,4,11,18,0
Bell,Total,President,,Write-In,,1266,,,,
Bell,405,U.S House,25,Roger Williams,REP,756,64,378,312,2
Bell,412,U.S House,25,Roger Williams,REP,773,69,413,288,3
Bell,413,U.S House,25,Roger Williams,REP,1052,61,535,453,3
Bell,Total,U.S House,25,Roger Williams,REP,2581,194,1326,1053,8
Bell,405,U.S House,25,Kathi Thomas,DEM,1500,97,907,495,1
Bell,412,U.S House,25,Kathi Thomas,DEM,1646,82,1012,549,3
Bell,413,U.S House,25,Kathi Thomas,DEM,1751,65,1102,583,1
Bell,Total,U.S House,25,Kathi Thomas,DEM,4897,244,3021,1627,5
Bell,405,U.S House,25,Loren Marc Schneiderman ,LIB,107,11,41,54,1
Bell,412,U.S House,25,Loren Marc Schneiderman ,LIB,91,1,45,45,0
Bell,413,U.S House,25,Loren Marc Schneiderman ,LIB,94,10,38,46,0
Bell,Total,U.S House,25,Loren Marc Schneiderman ,LIB,292,22,124,145,1
Bell,101,U.S House,31,John Carter,REP,2951,195,2091,662,3
Bell,102,U.S House,31,John Carter,REP,1409,103,1034,269,3
Bell,103,U.S House,31,John Carter,REP,1720,85,1233,397,5
Bell,104,U.S House,31,John Carter,REP,3538,168,2526,831,13
Bell,105,U.S House,31,John Carter,REP,801,37,362,401,1
Bell,106,U.S House,31,John Carter,REP,927,60,573,293,1
Bell,107,U.S House,31,John Carter,REP,198,14,48,136,0
Bell,108,U.S House,31,John Carter,REP,798,42,286,469,1
Bell,109,U.S House,31,John Carter,REP,525,35,332,157,1
Bell,110,U.S House,31,John Carter,REP,377,118,127,131,1
Bell,111,U.S House,31,John Carter,REP,2035,136,1298,596,5
Bell,113,U.S House,31,John Carter,REP,150,14,115,21,0
Bell,201,U.S House,31,John Carter,REP,1023,67,728,226,2
Bell,202,U.S House,31,John Carter,REP,2193,216,1546,424,7
Bell,203,U.S House,31,John Carter,REP,3595,192,2739,651,13
Bell,204,U.S House,31,John Carter,REP,562,70,330,160,2
Bell,205,U.S House,31,John Carter,REP,850,78,560,209,3
Bell,206,U.S House,31,John Carter,REP,387,31,264,92,0
Bell,207,U.S House,31,John Carter,REP,669,61,394,210,4
Bell,208,U.S House,31,John Carter,REP,1336,103,860,371,2
Bell,209,U.S House,31,John Carter,REP,2264,224,1526,508,6
Bell,210,U.S House,31,John Carter,REP,1316,117,750,448,1
Bell,301,U.S House,31,John Carter,REP,1757,69,940,745,3
